UID,ID10,ID,ETAG,BRD,YR,SEA,LINE,STM,PEN,GRP,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLRATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,SAWT,SADAY,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,DNA,M_IDX,F_IDX,BOVIS,CODON136,CODON171,LIB,LIBING,LIBBRDG,FERT,LOT,OLD_LOT,LOT3,STUDY,STUDY2,ORIENT,RANK,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC,DISP,DAYDIS,IDZ65,ALTID,INBRL
19RA00001,2018060012,A0012,A0012,06,18,1,,30,38,,,2,2,4.0,,72,98,125,0.682,200,200,49,0.287,,,,7.2,,,18.3,3.1,17.2,80,2,,3+,,,H9294,05,H8620,05,,,210,190,0.313,1.0,Scurs,2,,,,,,AA,RR,,,,,,,,Sale,,,,,,,,,,,,,4,8,6.5,2019,92,0918,1433,,0.023
19RA00002,2018060013,A0013,A0013,06,18,1,,30,38,,,2,2,4.0,,72,103,126,0.713,201,201,49,0.276,,,,8.2,,,26.9,5.7,21.3,56,1,,3,,,H9294,05,H8620,05,,,216,190,0.317,1.0,Nice!,1,,,,,,AA,QR,,,,,20,,,,,,,,,,,,,,,,4,8,6.5,2019,,,0,,0.023
19RA00003,2018060036,A0036,A0036,06,18,1,,30,38,,,3,2,6.0,,73,81,125,0.558,138,138,49,0.16,,,,4.6,,,24.6,4.8,19.5,60,2,,3+,,,H9294,05,H7426,05,,,167,190,0.241,1.0,Scurs,2,,,,,,AA,QR,,,,,,,,Sale,,,,,,,,,,,,,6,12,11.0,2019,92,0918,1426,,0.037
19RA00004,2018060038,A0038,A0038,06,18,1,,30,41,,,2,2,6.0,,73,77,124,0.531,153,153,49,0.213,,,,4.4,,,23.8,4.4,18.4,60,2,,3+,,,H9486,05,H7418,05,,,175,190,0.274,1.0,Scurs,3,,,,,,AA,RR,,,,,,,,Sale,,,,,,,,,,,,,6,12,10.0,2019,93,0822,1348,,0.036
19RA00005,2018060039,A0039,A0039,06,18,1,,30,41,,,3,2,4.0,,73,81,124,0.565,208,208,49,0.356,,,,7.4,,,24.8,5.0,20.0,60,3,,3-,,,H9486,05,H8687,05,,,193,190,0.313,1.0,Scurs,2,,,,,,AA,RR,,,,,,,,Sale,,,,,,,,,,,,,4,9,6.0,2019,92,0918,1368,,0.033
19RA00006,2018060051,A0051,A0051,06,18,1,,30,39,,,2,2,3.0,,74,95,124,0.66,199,199,49,0.291,,,,6.8,,,24.8,4.5,18.0,60,2,,2-,,,H9361,05,H8939,05,,,216,190,0.339,1.0,Scurs,1,,,,,,AA,QR,,,,,,,,Sale,,,,,,,,,,,,,3,6,5.0,2019,,,0,,0.036
19RA00007,2018060064,A0064,A0064,06,18,1,,30,40,,,3,2,4.0,,74,91,123,0.639,193,193,49,0.285,,,,7.0,,,27.2,5.3,19.4,56,2,,2+,,,H9420,05,H8760,05,,,207,190,0.324,1.0,Scurs,2,,,,,,AA,RR,,,,,,,,Sale,,,,,,,,,,,,,4,9,7.0,2019,92,0918,1422,,0.03
19RA00008,2018060093,A0093,A0093,06,18,1,,30,e12,,,2,1,1.0,,75,85,122,0.602,199,199,49,0.318,,,,6.4,,,26.8,4.8,17.7,56,1,,3-,,,H9130,05,H9636,05,,,212,190,0.355,1.0,.,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,1,2,1.0,2019,93,0822,14984,,0.029
19RA00009,2018060100,A0100,A0100,06,18,1,,30,38,,,2,2,7.0,,76,83,121,0.58,176,176,49,0.258,,,,5.8,,,24.9,5.1,20.6,60,2,,3,,,H9294,05,H6832,05,,,201,190,0.33,1.0,Scurs,2,,,,,,AA,QR,,,,,,,,Sale,,,,,,,,,,,,,7,14,11.0,2019,92,0918,1403,,0.027
19RA00010,2018060107,A0107,A0107,06,18,1,,30,39,,,2,2,3.0,,76,108,121,0.787,191,191,49,0.231,,,,6.6,,,26.5,5.8,22.0,56,2,,3+,,,H9361,05,H8927,05,,,199,190,0.254,1.0,Scurs,2,,,,,,AA,RR,,,,,,,,Sale,,,,,,,,,,,,,3,5,4.5,2019,92,0918,1431,,0.044
