UID,ID10,ID,ETAG,BRD,YR,SEA,LINE,STM,PEN,GRP,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLRATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,SAWT,SADAY,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,DNA,M_IDX,F_IDX,BOVIS,CODON136,CODON171,LIB,LIBING,LIBBRDG,FERT,LOT,OLD_LOT,LOT3,STUDY,STUDY2,ORIENT,RANK,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC,DISP,DAYDIS,IDZ65,ALTID,INBRL
17RA00042,2016059527,H9527,H9527,05,16,1,,30,33,,,2,2,3.0,,88,87,112,0.66,168,168,47,0.22,2.6,,,6.8,,,24.8,5.2,21.0,60,1,1,2-,,,H8787,05,H8450,05,,,209,192,0.342,1.0,1ST.Scurs,2,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,3,5,4.0,2017,92,0830,14244,,0.039
17RA00043,2012700762,L0762,L0762,70,12,1,,PC,36,,,2,2,5.0,,82,88,118,0.625,271,166,47,0.215,2.6,,,8.4,,,27.7,5.3,19.1,56,1,1,2,,,X7237,82,X5080,82,,,305,192,0.608,5.0,"15BRN,HrnCtrH",3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,4,8,6.0,2017,93,0823,14189,,0.003
17RA00044,2013701151,L1151,L1151,70,13,1,,PC,17,,,1,1,4.0,,78,127,120,0.921,261,157,47,0.083,2.5,,,8.6,,,27.8,5.1,18.3,56,1,1,3+,,,L0105,70,L0028,70,,,276,192,0.415,4.0,10GR.NICE,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,4,6,3.0,2017,93,0823,14170,,0.007
17RA00045,2013701339,L1339,L1339,70,13,1,,PC,21,,,1,1,3.0,,86,93,112,0.706,254,159,47,0.178,2.5,,,10.0,,,27.9,5.0,17.9,54,2,1,3+,,,L0495,70,L0154,70,,,294,192,0.56,4.0,MYO AA,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,4,4,4.0,2017,93,0823,14174,,0.007
17RA00046,2013701441,L1441,L1441,70,13,1,,PC,e13,,,1,1,1.0,,94,94,104,0.765,248,154,47,0.158,2.4,,,9.8,,,27.9,4.9,17.7,54,1,4,2-,,,L0277,70,L0700,70,,,276,192,0.507,4.0,Overbite,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,4,6,6.0,2017,93,0823,14173,,0.004
17RA00047,2014701549,L1549,L1549,70,14,1,,PC,e7,,,1,1,1.0,,83,105,113,0.805,255,175,47,0.193,2.9,,,8.4,,,,,,,1,1,2,,,L0289,70,L1309,70,,,284,192,0.496,3.0,MYO AA,1,,,,,,AA,RR,,,,,8,,,,,,,,,,,,,,,,3,5,4.0,2017,,,0,,0.013
17RA00048,2015701654,L1654,L1654,70,15,1,,PC,9,,.,2,2,5.0,,74,81,121,0.546,0,153,47,0.202,0.0,,,8.4,,,,,,,2,1,2,,,L1441,70,L0044,70,,,,,,2.0,SwollenNuts,6,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,6,10,9.0,2017,66,0228,14151,,0.005
17RA00049,2015701665,L1665,L1665,70,15,1,,PC,5,,,2,2,3.0,,76,108,119,0.78,224,194,47,0.24,0.0,,,10.4,,,,,,,2,1,1-,,,L0650,70,L0844,70,,,253,192,0.401,2.0,ScursSl.Under,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,4,7,5.0,2017,93,0823,14215,,0.017
17RA00050,2015701676,L1676,L1676,70,15,1,,PC,6,,.,2,2,4.0,,78,106,117,0.817,248,200,47,0.261,0.0,,,6.8,,,,,,,1,1,1-,,,L0762,70,L0399,70,,,288,192,0.503,2.0,80BLK,1,,,,,,AA,RR,,,,,9,,,,,,,,,,,,,,,,5,8,8.0,2017,,,0,,0.014
17RA00051,2015701690,L1690,L1690,70,15,1,,PC,5,,.,3,2,4.0,,80,107,115,0.823,0,197,47,0.249,0.0,,,5.8,,,,,,,2,1,2+,,,L0650,70,L0461,70,,,,,,2.0,PericardEffsn,6,,,,,,AARH,QR,,,,,,,,,,,,,,,,,,,,,5,9,7.0,2017,42,0328,0,,0.007
17RA00052,2015701701,L1701,L1701,70,15,1,,PC,6,,,4,2,3.0,,83,88,112,0.695,227,177,47,0.244,0.0,,,9.8,,,,,,,1,1,1-,,,L0762,70,L0937,70,,,261,192,0.478,2.0,"2ND20TAN, SC",3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,4,10,7.5,2017,93,0823,14179,,0.012
17RA00053,2015701721,L1721,L1721,70,15,1,,PC,9,,.,1,1,5.0,,88,121,107,0.981,251,202,47,0.219,0.0,,,10.6,,,,,,,2,1,1-,,,L1441,70,L0228,70,,,285,192,0.453,2.0,HornMidHead,1,,,,,,AA,RR,,,,,10,,,,,,,,,,,,,,,,6,8,7.5,2017,,,0,,0.014
17RA00054,2016701752,L1752,L1752,70,16,1,,PC,5,,,1,1,2.0,,72,141,129,0.97,195,195,47,0.154,,,,9.6,,,,,,,2,1,2-,,,L1441,70,L1616,70,,,241,192,0.281,1.0,"Scurs, nice",1,,,,,,AA,RR,,,,,11,,,UWyo,,,,,,,,,,,,,1,1,1.0,2017,,,0,,0.017
17RA00055,2016701756,L1756,L1756,70,16,1,,PC,10,,,2,2,7.0,,74,97,127,0.654,183,183,47,0.244,,,,9.2,,,,,,,1,1,2+,,,Z1259,83,X7277,82,,,234,192,0.385,1.0,Nice,1,,,,,,AA,RR,,,,,BR,,,,,,,,,,,,,,,,7,10,10.0,2017,,,0,,0.011
17RA00056,2016701759,L1759,L1759,70,16,1,,PC,2,,,2,2,4.0,,74,112,127,0.765,188,188,47,0.215,,,,6.8,,,,,,,1,1,2-,,,L1339,70,L0624,70,,,241,192,0.362,1.0,"Nice,bttnScur",1,,,,,,AA,RR,,,,,BR,,,UWyo,,,,,,,,,,,,,4,6,5.0,2017,,,0,,0.015
17RA00057,2016701768,L1768,L1768,70,16,1,,PC,7,,,2,2,4.0,,75,106,126,0.732,185,185,47,0.223,,,,8.6,,,,,,,1,1,2,,,L1564,70,L0920,70,,,220,192,0.32,1.0,Nice,1,,,,,,AA,RR,,,,,BR,,,UWyo,,,,,,,,,,,,,4,6,6.0,2017,,,0,,0.025
17RA00058,2016701772,L1772,L1772,70,16,1,,PC,4,,,2,2,2.0,,75,96,126,0.663,183,183,47,0.246,,,,6.4,,,,,,,1,1,2+,,,L1368,70,L1546,70,,,228,192,0.371,1.0,1ST.50BR,1,,,,,,AA,QR,,,,,BR,,,UWyo,,,,,,,,,,,,,1,2,2.0,2017,,,0,,0.024
17RA00059,2016701781,L1781,L1781,70,16,1,,PC,6,,,2,1,2.0,,76,121,125,0.87,205,205,47,0.237,,,,8.4,,,,,,,2,1,2-,,,L1549,70,L1528,70,,,252,192,0.368,1.0,"Nice, Scurs",1,,,,,,AA,QR,,,,,e7,,,UWyo,,,,,,,,,,,,,2,3,2.0,2017,,,0,,0.016
17RA00060,2016701787,L1787,L1787,70,16,1,,PC,5,,,2,2,3.0,,76,114,125,0.801,213,213,47,0.279,,,,7.0,,,,,,,1,1,1-,,,L1441,70,L1397,70,,,271,192,0.441,1.0,Wolf,6,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,3,5,3.0,2017,13,0713,0,,0.009
17RA00061,2016701788,L1788,L1788,70,16,1,,PC,2,,,2,2,4.0,,76,121,125,0.85,217,217,47,0.27,,,,8.2,,,,,,,1,1,2,,,L1339,70,L0719,70,,,274,192,0.43,1.0,1ST.20BLK,1,,,,,,AA,QR,,,,,e7,,,,,,,,,,,,,,,,4,7,5.0,2017,,,0,,0.014
17RA00062,2016701794,L1794,L1794,70,16,1,,PC,4,,,2,2,2.0,,77,88,124,0.615,165,165,47,0.216,,,,6.0,,,,,,,1,1,2+,,,L1368,70,L1615,70,,,217,192,0.362,1.0,bttn Scurs,2,,,,,,AA,QQ,,,,,,,,,,,,,,,,,,,,,2,3,3.0,2017,92,0830,14266,,0.03
17RA00063,2016701797,L1797,L1797,70,16,1,,PC,2,,,2,1,2.0,,77,108,124,0.777,175,175,47,0.188,,,,6.8,,,,,,,1,1,2,,,L1339,70,L1603,70,,,223,192,0.323,1.0,Nice,1,,,,,,AA,RR,,,,,BR,,,UWyo,,,,,,,,,,,,,2,3,2.0,2017,,,0,,0.005
17RA00064,2016701799,L1799,L1799,70,16,1,,PC,1,,,2,1,3.0,,77,124,124,0.887,161,161,47,0.104,,,,7.2,,,,,,,1,1,1-,,,L1151,70,L1309,70,,,212,192,0.247,1.0,2ND,2,,,,,,AA,QR,,,,,,,,UWyo,,,,,,,,,,,,,3,5,4.0,2017,92,0830,14267,,0.006
17RA00065,2016701805,L1805,L1805,70,16,1,,PC,8,,,2,2,3.0,,77,109,124,0.78,164,164,47,0.154,,,,8.6,,,,,,,1,1,2-,,,L1614,70,L1036,70,,,210,192,0.284,1.0,Scur,2,,,,,,AA,QR,,,,,,,,UWyo,,,,,,,,,,,,,2,4,4.0,2017,92,0830,14263,,0.006
17RA00066,2016701808,L1808,L1808,70,16,1,,PC,3,,,2,2,2.0,,78,95,123,0.677,207,207,47,0.314,,,,5.8,,,,,,,1,1,2,,,L0762,70,L1609,70,,,251,192,0.438,1.0,ExtraForWyo,1,,,,,,AA,RR,,,,,BR,,,UWyo,,,,,,,,,,,,,2,4,3.0,2017,,,0,,0.088
17RA00067,2016701824,L1824,L1824,70,16,1,,PC,7,,,3,2,4.0,,81,105,120,0.763,178,178,47,0.203,,,,7.8,,,,,,,1,1,2-,,,L1564,70,L0630,70,,,224,192,0.334,1.0,2ND.15BR,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,4,9,6.0,2017,93,0823,14197,,0.004
17RA00068,2016701825,L1825,L1825,70,16,1,,PC,7,,,3,2,4.0,,81,106,120,0.774,190,190,47,0.233,,,,6.8,,,,,,,1,1,3+,,,L1564,70,L0630,70,,,237,192,0.368,1.0,"LameRHock, SC",1,,,,,,AA,RR,,,,,BR,,,UWyo,,,,,,,,,,,,,4,9,6.0,2017,,,0,,0.004
17RA00069,2016701826,L1826,L1826,70,16,1,,PC,4,,,2,1,3.0,,82,90,119,0.657,166,166,47,0.211,,,,10.6,,,,,,,2,1,3,,,L1368,70,L1136,70,,,206,192,0.326,1.0,1in Horns,2,,,,,,AARH,QR,,,,,,,,UWyo,,,,,,,,,,,,,2,3,2.0,2017,92,0830,14264,,0.08
17RA00070,2016701828,L1828,L1828,70,16,1,,PC,1,,,2,2,4.0,,82,97,119,0.699,166,166,47,0.191,,,,6.4,,,,,,,1,1,2+,,,L1151,70,L0838,70,,,200,192,0.289,1.0,2ND.40BLK,3,,,,,,AA,QQ,,,,,,,,UWyo,,,,,,,,,,,,,4,5,4.0,2017,93,0823,14186,,0.01
17RA00071,2016701830,L1830,L1830,70,16,1,,PC,6,,,2,1,3.0,,82,109,119,0.815,186,186,47,0.213,,,,8.0,,,,,,,1,1,2,,,L1549,70,L1464,70,,,226,192,0.329,1.0,Nice,1,,,,,,AARH,QR,,,,,e7,,,UWyo,,,,,,,,,,,,,3,4,3.0,2017,,,0,,0.01
17RA00072,2016701834,L1834,L1834,70,16,1,,PC,2,,,2,2,5.0,,83,113,118,0.814,178,178,47,0.18,,,,6.0,,,,,,,1,1,2+,,,L1339,70,L0448,70,,,224,192,0.312,1.0,OpenHeadSore,1,,,,,,AA,RR,,,,,12,,,UWyo,,,,,,,,,,,,,5,8,6.0,2017,,,0,,0.013
