UID,ID10,ID,ETAG,BRD,YR,SEA,LINE,STM,PEN,GRP,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLRATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,SAWT,SADAY,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,DNA,M_IDX,F_IDX,BOVIS,CODON136,CODON171,LIB,LIBING,LIBBRDG,FERT,LOT,OLD_LOT,LOT3,STUDY,STUDY2,ORIENT,RANK,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC,DISP,DAYDIS,IDZ65,ALTID,INBRL
13RA00001,2010055591,H5591,H5591,05,10,1,,30,78,,.,2,2,4.0,M,87,80,135,0.519,227,160,51,0.227,2.2,,,7.2,,,23.6,5.2,22.2,60,2,1,3,,,H3779,05,H4244,05,,,267,189,0.563,3.0,3TEATS,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,2,3,3.0,2013,93,0819,11701,,0.057
13RA00002,2010055934,H5934,H5934,05,10,1,,30,49,,.,2,2,7.0,M,95,87,127,0.58,220,150,51,0.175,2.8,,,8.2,,,23.0,4.3,18.7,62,2,1,3,,,H9057,00,H2150,05,,,268,189,0.545,3.0,NICE LAMB,1,,,,,,AA,RR,,,,,10,,,,,,,,,,,,,,,,7,14,14.0,2013,,,0,,0.0
13RA00003,2010055936,H5936,H5936,05,10,1,,30,50,,.,3,2,5.0,M,95,91,127,0.632,223,150,51,0.163,2.8,,,9.8,,,21.2,4.5,21.3,64,2,1,2-,,,  101,00,H1727,05,,,272,189,0.545,3.0,DeformdSheath,1,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,5,13,11.0,2013,93,1106,12989,,0.0
13RA00004,2010056039,H6039,H6039,05,10,1,,30,46,,.,2,2,5.0,M,96,92,126,0.634,206,162,51,0.193,3.5,,,10.2,,,24.7,6.1,24.7,60,2,1,3,,,H3545,05,H3389,05,,,260,189,0.506,3.0,.,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,4,7,6.0,2013,93,0819,11571,,0.055
13RA00005,2011056587,H6587,H6587,05,11,1,,30,56,,.,3,1,3.0,M,88,75,112,0.605,180,133,52,0.158,2.6,,,6.6,,,23.8,4.3,18.1,60,2,1,3,,,H6532,00,H3819,05,,,233,189,0.446,2.0,BLACK.LEFT.RA,1,,,,,,AA,QR,,,,,BL,,,,,,,,,,,,,,,,3,7,1.5,2013,,,0,,0.0
13RA00006,2011056657,H6657,H6657,05,11,1,,30,64,,.,3,1,4.0,M,91,81,108,0.667,188,142,51,0.164,2.9,,,8.4,,,21.8,4.1,18.7,64,1,1,2+,,,H4663,05,H3123,05,,,243,189,0.456,2.0,HAIRY,3,,,,,,AA,QR,,,,,.,,,,,,,,,,,,,,,,4,8,6.5,2013,93,0819,11645,,0.029
13RA00007,2011056777,H6777,H6777,05,11,1,,30,65,,.,2,2,6.0,M,94,74,106,0.579,210,157,51,0.222,2.7,,,10.0,,,19.9,3.7,18.6,70,1,1,2-,,,H5110,05,H2790,05,,,252,189,0.503,2.0,BLKEYELINER,3,,,,,,AA,QR,,,,,PTH,,,,,,,,,,,,,,,,6,14,10.0,2013,93,0819,11559,,0.024
13RA00008,2011056952,H6952,H6952,05,11,1,,30,69,,.,2,2,7.0,,97,68,103,0.542,0,119,51,0.135,2.6,,,8.0,,,22.0,4.9,22.2,64,2,1,3+,,,H4723,05,H1134,05,,,0,0,0.0,2.0,BOvis +/high-,3,,,,,,AA,RR,,,,,Flw,,,,,,,,,,,,,,,,7,14,12.0,2013,93,0326,11507,,0.035
13RA00009,2011056969,H6969,H6969,05,11,1,,30,65,,.,3,2,7.0,M,97,68,103,0.563,186,144,51,0.202,2.7,,,7.5,,,22.0,4.6,21.1,64,2,1,2-,,,H5110,05,H1809,05,,,236,189,0.475,2.0,4TEATS SCOURS,1,,,,,,AA,RR,,,,,11,,,,,,,,,,,,,,,,7,14,11.0,2013,,,0,,0.036
13RA00010,2011057150,H7150,H7150,05,11,1,,30,54,,.,3,2,4.0,M,100,69,99,0.596,186,132,51,0.165,2.1,,,9.4,,,21.4,3.6,16.7,64,2,1,2-,,,H6530,00,H2973,05,,,236,189,0.47,2.0,4TEATS,1,,,,,,AA,RR,,,,,MP,,,,,,,,,,,,,,,,4,8,5.0,2013,,,0,,0.0
