UID,ID10,ID,ETAG,BRD,YR,SEA,LINE,STM,PEN,GRP,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLRATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,SAWT,SADAY,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,DNA,M_IDX,F_IDX,BOVIS,CODON171,LIB,LIBING,LIBBRDG,FERT,LOT,OLD_LOT,STUDY,STUDY2,ORIENT,RANK,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC,DISP,DAYDIS,IDZ65,ALTID,INBRL
06RA00025,,03160,03160,,04,1,m3,m3,,,3,1,,0.0,M,0,0,0,0.0,204,0,0,0.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,.,,.,0.0,0.0,,,,,233,,235,194,0.0,2.0,NE23-403160,1,m3,,,,,QR,S2,AA,STUD,90.0,alt, 7,Term,,,1,W,70,,0,0,S,,,,,,,2006,,,0,NE23-403160,0.0
06RA00026,,03203,03203,,04,1,m3,m3,,,3,1,,0.0,M,0,0,0,0.0,209,0,0,0.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,.,,.,0.0,0.0,,,,,251,,235,194,0.0,2.0,NE23-403203,1,m3,,,,,QR,S0,A+,STUD,100.0,e43, 8,Term,,,3,W,75,,0,0,S,,,,,,,2006,,,0,NE23-403203,0.0
06RA00027,,06032,06032,,03,1,00,Tx,,,T,?,,0.0,M,0,0,0,0.0,0,0,51,0.0,0.0,0.0,54,3.8,0.0,,0.0,0.0,0.0,0,.,,.,0.0,0.0,,,,,0,,,0,0.0,3.0,NE23-206032,7,Tx,,,,,QQ,S3,AA,STUD,94.0,,27,Term,,,,,,,,,,,,,,,,2006,97,0601,0,NE23-206032,0.0
06RA00028,,06902,06902,,03,1,00,Tx,,,T,?,,0.0,M,0,0,0,0.0,209,0,51,0.0,0.0,0.0,54,3.8,0.0,,0.0,0.0,0.0,0,.,,.,0.0,0.0,,,,,211,,213,194,0.0,3.0,NE23-206902,1,Tx,,,,,QQ,S2,AA,STUD,100.0,26,28,Term,,,1,W,50,,20,0,Q,,,,,,,2006,,,0,NE23-206902,0.0
06RA00029,, 4260,04260,,04,1,00,Tx,,,T,2,,0.0,M,0,0,0,0.0,181,0,51,0.0,0.0,0.0,54,4.2,0.0,,0.0,0.0,0.0,0,.,,.,0.0,0.0,,,,,0,,188,194,0.0,2.0,IN73037,3,Tx,,,,,QR,S2,AA,CULL,0.0,XXX,21,Term,,,,C,0,,0,15,U,,,10568,,,,2006,93,1009,0,IN73037,0.0
06RA00030,,  100,00100,,05,1,00,Tx,,,T,2,,0.0,Y,0,0,0,0.0,146,146,51,0.0,0.0,0.0,54,6.8,0.0,,0.0,0.0,0.0,0,.,,.,0.0,0.0,,,,,156,,159,194,0.0,1.0,Fisher F53,1,Tx,,,,,QQ,S+,A+,STUD,93.0,27,,Term,,,1,W,80,,0,0,S,,,10785,,,,2006,,,0,Fisher F53,0.0
06RA00031,103050471,H0471,H0471,05,03,1,88,30,31P,,M,2,2,5.0,M,98,114,127,0.805,228,202,51,0.3,3.3,3.5,58,10.2,10.9,,25.5,0.0,0.0,58,1,1,1-,2.19,151.9,A8315,04,A7385,04,225,,233,194,0.32,3.0,,1,NON,,103,108,,,S+,A+,STUD,100.0,01,03,Poly,,,2,,,,,,,,,,5,10,9,2006,,,0,,0.067
06RA00032,103050596,H0596,H0596,05,03,1,88,30,31P,,M,3,2,5.0,M,107,88,118,0.663,250,184,51,0.328,3.4,3.6,60,9.6,10.2,,25.5,0.0,0.0,58,1,1,1-,2.3,150.9,A8315,04,A7491,04,254,,257,194,0.33,3.0,,1,NON,,103,105,,,S+,A+,STUD,87.0,e33,e32,Poly,,,3,,,,,,,,,,5,11,9,2006,,,0,,0.058
06RA00033,103050630,H0630,H0630,05,03,1,88,30,33P,,M,3,2,4.0,M,109,88,116,0.659,249,190,51,0.348,3.1,3.2,60,8.0,8.5,,25.5,0.0,0.0,58,1,1,2+,2.35,143.5,A8584,04,A6108,04,269,,270,194,0.35,3.0,,2,NON,,99,93,N,RR,S+,A+,STUD,94.0, 76,w3,Poly,,,,,,,,,, 3,1,,4,10,8,2006,92,0921,6885,,0.062
06RA00034,104050756,H0756,H0756,05,04,1,82,30,14P,,C,3,3,5.0,M,88,91,128,0.633,212,174,51,0.276,3.1,3.2,60,8.6,9.2,,27.3,5.2,18.9,56,2,1,2-,2.52,124.8,A9963,04,A7609,04,0,,222,194,0.298,2.0,inbr .104,3,CTL,,88,95,,,,,,0.0,,w2,Ctrl,,,,,,,,,,,,,5,13,7,2006,93,0814,6408,,0.104
06RA00035,104050773,H0773,H0773,05,04,1,82,30,23P,,C,3,2,3.0,M,89,98,127,0.696,205,176,51,0.259,3.2,3.3,58,10.2,10.9,,26.9,4.9,18.2,56,1,1,2,2.45,166.6,A9122,04,A9071,04,221,,223,194,0.269,2.0,,1,CTL,,104,105,,,S+,A+,STUD,89.0,02,w3,Ctrl,,,2,,,,,,,,,,3,8,7,2006,,,0,,0.058
06RA00036,104050900,H0900,H0900,05,04,1,82,30,13P,,C,2,2,5.0,M,93,114,129,0.784,201,191,51,0.261,3.2,3.3,60,8.2,8.8,,28.2,4.0,14.4,54,2,1,1-,2.04,149.1,A9278,04,90953,09,247,,238,194,0.283,2.0,,2,CTL,,96,93,N,QR,,,,0.0, 75,w4,Ctrl,,,,,,,,,, 2,1,,5,9,8,2006,92,0921,6886,,0.05
06RA00037,104050994,H0994,H0994,05,04,1,82,30,14P,,C,4,2,4.0,M,96,87,120,0.663,201,175,51,0.292,3.2,3.3,58,9.8,10.5,,26.8,4.1,15.5,56,2,1,2-,2.62,149.2,A9963,04,A8310,04,204,,217,194,0.292,2.0,,1,CTL,,99,103,,,S+,A+,STUD,81.0,,e34,Ctrl,,,,,,,,,,,,,4,12,8,2006,,,0,,0.048
06RA00038,104051063,H1063,H1063,05,04,1,82,30,23P,,C,3,2,6.0,M,98,96,120,0.705,225,196,51,0.334,3.1,3.2,62,11.2,12.0,,28.2,4.5,16.0,54,1,1,2,2.02,146.9,A9122,04,A6180,04,242,,250,194,0.331,2.0,,1,CTL,,102,110,,,S+,A+,STUD,96.0,e34,05,Ctrl,,,3,,,,,,,,,,6,11,10,2006,,,0,,0.062
06RA00039,104051064,H1064,H1064,05,04,1,82,30,23P,,C,3,2,6.0,M,98,96,120,0.694,219,182,51,0.288,3.2,3.3,60,10.4,11.1,,30.1,5.5,18.3,50,2,1,3+,2.02,146.9,A9122,04,A6180,04,228,,234,194,0.303,2.0,,2,CTL,,99,104,N,QR,,,,0.0, 73,w3,Ctrl,,,,,,,,,, 2,1,,6,11,10,2006,92,0921,6888,,0.062
06RA00040,104051083,H1083,H1083,05,04,1,82,30,11P,,C,4,2,6.0,M,99,86,119,0.641,206,158,51,0.241,3.6,3.8,54,9.2,9.8,,34.1,5.3,15.5,46,2,1,2,2.52,152.1,A9750,04,A7010,04,224,,218,194,0.265,2.0,,2,CTL,,99,97,N,QR,,,,0.0, 74,w4,Ctrl,,,,,,,,,, 2,1,,6,16,11,2006,92,0921,6887,,0.055
06RA00041,104051112,H1112,H1112,05,04,1,83,30,01P,,W,3,2,4.0,M,99,86,119,0.65,230,189,51,0.344,2.9,3.0,58,8.4,9.0,,30.5,4.5,14.6,50,1,1,1-,2.12,134.6,A7284,04,A8597,04,263,,252,194,0.375,2.0,Teaser Need!,M,-FW,,97,90,,RR,S+,A+,STUD,96.0,OSU,04,Flwt,,,,,,,,,,,1,,4,8,7,2006,92,0920,6881,,0.037
06RA00042,104051158,H1158,H1158,05,04,1,83,30,02P,,W,3,2,7.0,M,100,104,118,0.803,243,209,51,0.351,3.0,3.1,58,8.2,8.8,,31.0,5.1,16.4,48,2,1,1-,2.31,139.1,A8647,04,A5600,04,0,,250,194,0.343,2.0,H2 **,3,-FW,,96,89,,,,,,0.0,,w1,Flwt,,,,,,,,,,,,,7,16,12,2006,93,0814,6417,,0.058
06RA00043,104051159,H1159,H1159,05,04,1,82,30,16P,,C,3,2,7.0,M,100,80,118,0.589,223,175,51,0.318,3.5,3.7,58,11.2,12.0,,30.0,6.3,21.1,50,1,1,2-,2.49,144.4,A9442,04,A5103,04,225,,229,194,0.317,2.0,,1,CTL,,101,111,,,S+,A+,STUD,89.0,03,e31,Ctrl,,,2,,,,,,,,,,7,18,13,2006,,,0,,0.053
06RA00044,104051166,H1166,H1166,05,04,1,82,30,24P,,C,2,2,6.0,M,100,89,118,0.653,218,192,51,0.344,3.2,3.3,60,9.4,10.0,,25.9,4.5,17.5,58,1,1,1-,1.92,141.1,A9434,04,A6233,04,243,,238,194,0.343,2.0,,M,CTL,,99,101,,QR,,,,0.0,OSU,w2,Ctrl,,,,,,,,,,,1,,6,10,10,2006,92,0920,6882,,0.053
06RA00045,104051168,H1168,H1168,05,04,1,82,30,16P,,C,2,2,6.5,M,100,95,118,0.712,246,199,51,0.348,3.7,3.9,60,8.4,9.0,,26.7,4.3,16.2,56,1,1,1-,2.52,146.9,A9442,04,A5874,04,0,,,0,0.354,2.0,"X, ABS.HEAD",3,CTL,,103,99,,,S+,A+,STUD,96.0,,02,Ctrl,,,,,,,,,,,,,6,16,11,2006,93,0612,2105,,0.038
06RA00046,104051246,H1246,H1246,05,04,1,83,30,02P,,W,2,2,3.0,M,103,98,113,0.781,213,201,51,0.342,3.1,3.2,58,8.6,9.2,,25.5,0.0,0.0,0,2,1,2-,2.03,121.7,A8647,04,A9608,04,0,,,0,0.35,2.0,"X, HEALTH",3,-FW,,91,97,,,,,,0.0,,w1,Flwt,,,,,,,,,,,,,3,5,4,2006,93,0612,2102,,0.057
06RA00047,104051254,H1254,H1254,05,04,1,82,30,24P,,C,2,2,3.0,M,103,84,115,0.654,221,193,51,0.365,3.4,3.6,58,11.6,12.4,,28.7,4.7,16.5,54,2,1,2+,2.17,139.3,A9434,04,A9119,04,0,,215,194,0.38,2.0,RF LAME TX. X,3,CTL,,104,114,,,S+,A+,STUD,53.0,,e33,Ctrl,,,,,,,,,,,,,3,6,5,2006,93,0814,6403,,0.049
06RA00048,104051289,H1289,H1289,05,04,1,82,30,15P,,C,2,2,4.0,M,104,89,112,0.695,257,205,51,0.385,2.8,2.9,58,8.6,9.2,,29.4,4.0,13.7,50,2,1,1-,2.25,145.2,A8766,04,A8522,04,266,,281,194,0.441,2.0,,1,CTL,,106,91,,,,,,0.0,,w2,Ctrl,,,,,,,,,,,,,4,9,7,2006,,,0,,0.043
06RA00049,104051311,H1311,H1311,05,04,1,82,30,21P,,C,2,2,6.5,M,105,86,111,0.67,254,204,51,0.392,3.1,3.2,60,9.6,10.2,,29.5,4.9,16.6,50,1,1,2+,2.82,162.5,A9890,04,A5945,04,257,,274,194,0.393,2.0,,1,CTL,,111,99,,,S+,A+,STUD,89.0,08,01,Ctrl,,,2,,,,,,,,,,6,19,13,2006,,,0,,0.047
06RA00050,105051536,H1536,H1536,05,05,1,82,30,13P,,C,2,2,5.0,Y,102,93,121,0.688,182,182,51,0.304,2.0,2.4,62,5.0,5.8,,22.8,3.7,16.4,62,2,1,1-,2.3,150.9,H0471,05,A7491,04,0,,211,194,0.351,1.0,BLACK SPOT!,3,CTL,,104,90,,,,,,,,,Ctrl,,,,,,,,,,,,,5,11,9,2006,93,0814,6433,,0.052
06RA00051,105051553,H1553,H1553,05,05,1,83,30,03P,,W,2,2,3.0,Y,102,91,119,0.672,151,151,51,0.203,3.0,3.6,56,6.4,7.4,,26.0,4.8,18.5,58,2,1,3-,2.17,138.2,A7199,04,A9511,04,0,,174,194,0.246,1.0,Missing???,7,-FW,,97,108,,,,,,,,,Flwt,,,,,,,,,,,,,3,6,6,2006,97,1016,0,,0.045
06RA00052,105051555,H1555,H1555,05,05,1,82,30,22P,,C,2,2,3.0,Y,102,91,121,0.645,175,175,51,0.287,2.7,3.2,60,6.4,7.4,,27.4,4.8,17.5,56,2,1,2-,2.17,139.3,A8879,04,A9119,04,203,,199,194,0.321,1.0,,1,CTL,,102,104,,,,,,,,,Ctrl,,,,,,,,,,,,,3,6,5,2006,,,0,,0.051
06RA00053,105051600,H1600,H1600,05,05,1,83,30,03P,,W,3,2,5.0,Y,103,101,118,0.767,173,173,51,0.244,3.0,3.6,58,5.8,6.8,,22.4,4.7,20.8,62,3,1,2-,2.19,139.0,A7199,04,A7171,04,190,,189,194,0.26,1.0,H3<,1,-FW,,97,106,,,,,,,,,Flwt,,,,,,,,,,,,,5,10,8,2006,,,0,,0.046
06RA00054,105051607,H1607,H1607,05,05,1,88,30,06P,,M,2,1,6.0,Y,104,115,117,0.873,199,199,51,0.285,2.6,3.1,60,6.4,7.5,,25.3,4.6,18.1,58,2,1,2,2.22,123.8,A9588,04,A6726,04,223,,214,194,0.293,1.0,,2,NON,,94,106,N,QR,,,,, 62,,Poly,,,,,,,,,, 1,1,,6,13,8,2006,92,0921,6874,,0.083
06RA00055,105051611,H1611,H1611,05,05,1,88,30,06P,,M,2,2,3.0,Y,104,88,117,0.683,172,172,51,0.285,2.8,3.4,60,5.8,6.8,,25.1,4.6,18.5,58,2,1,3+,2.17,152.7,A9588,04,A9599,04,201,,188,194,0.296,1.0,H2,1,NON,,105,102,,,S+,A+,STUD,94.0,e32,,Poly,,,3,,,,,,,,,,3,6,6,2006,,,0,,0.057
06RA00056,105051612,H1612,H1612,05,05,1,88,30,06P,,M,2,2,3.0,Y,104,105,117,0.808,160,160,51,0.186,2.0,2.4,60,6.0,7.0,,26.2,4.6,17.6,58,2,1,2,2.17,152.7,A9588,04,A9599,04,0,,182,194,0.228,1.0,FEVER BREAK,3,NON,,96,96,,,,,,,,,Poly,,,,,,,,,,,,,3,6,6,2006,93,0814,6419,,0.057
06RA00057,105051677,H1677,H1677,05,05,1,83,30,04P,,W,3,2,5.0,Y,106,102,115,0.798,175,175,51,0.247,2.6,3.1,60,5.2,6.1,,22.5,4.1,18.3,62,1,1,1-,2.41,138.1,A9232,04,A7495,04,218,,205,194,0.305,1.0,,2,-FW,,98,97,N,RR,,,,, 63,,Flwt,,,,,,,,,, 1,1,,5,12,9,2006,92,0921,6867,,0.055
06RA00058,105051704,H1704,H1704,05,05,1,82,30,21P,,C,2,2,4.0,Y,106,94,115,0.73,164,164,51,0.237,2.6,3.1,62,5.6,6.6,,24.4,4.4,18.1,60,2,1,2,2.12,145.4,A9890,04,A8499,04,199,,196,194,0.302,1.0,,1,CTL,,101,99,,,,,,,,,Ctrl,,,,,,,,,,,,,4,8,8,2006,,,0,,0.052
06RA00059,105051710,H1710,H1710,05,05,1,88,30,06P,,M,3,2,3.0,Y,106,90,115,0.691,160,160,51,0.237,2.2,2.7,62,5.8,6.8,,22.3,3.9,17.5,62,2,1,2,2.45,143.7,A9588,04,A9134,04,194,,181,194,0.269,1.0,H2,2,NON,,97,100,N,QR,,,,, 64,,Poly,,,,,,,,,, 1,1,,3,8,6,2006,92,0921,6866,,0.062
06RA00060,105051718,H1718,H1718,05,05,1,82,30,26P,,C,3,2,6.5,Y,107,87,116,0.653,148,148,51,0.208,2.3,2.8,58,5.4,6.4,,22.8,5.2,23.0,62,2,1,2,2.82,162.5,A9153,04,A5945,04,175,,171,194,0.25,1.0,,1,CTL,,102,97,,,,,,,,,Ctrl,,,,,,,,,,,,,6,19,13,2006,,,0,,0.06
06RA00061,105051738,H1738,H1738,05,05,1,82,30,21P,,C,3,2,7.0,Y,107,90,116,0.695,151,151,51,0.208,2.6,3.1,60,5.0,5.9,,23.3,4.1,17.6,62,2,1,1-,2.31,139.4,A9890,04, 8462,00,192,,171,194,0.241,1.0,,2,CTL,,93,95,N,QR,,,,, 65,,Ctrl,,,,,,,,,, 1,1,,7,16,12,2006,92,0921,6878,,0.053
06RA00062,105051740,H1740,H1740,05,05,1,82,30,14P,,C,3,1,6.0,Y,107,118,116,0.907,196,196,51,0.266,3.2,3.9,58,7.0,8.3,,24.2,5.1,21.0,60,2,1,1-,2.42,147.2,H0733,05,90333,09,231,,222,194,0.31,1.0,F1- DUD X,1,CTL,,108,119,,,D4,DUD,DUD,0.0,e31xx,,Ctrl,,,3,,,,,,,,,,6,15,10,2006,,,0,,0.049
06RA00063,105051742,H1742,H1742,05,05,1,82,30,11P,,C,3,2,6.0,Y,107,88,114,0.681,165,165,51,0.261,2.3,2.8,62,5.0,5.9,,22.4,3.3,14.6,62,2,1,2,2.52,152.1,H0656,05,A7010,04,181,,197,194,0.322,1.0,H2,1,CTL,,103,94,,,,,,,,,Ctrl,,,,,,,,,,,,,6,16,11,2006,,,0,,0.064
06RA00064,105051743,H1743,H1743,05,05,1,82,30,11P,,C,3,2,6.0,Y,107,84,114,0.638,151,151,51,0.227,2.0,2.4,60,5.6,6.6,,23.3,3.8,16.1,62,1,1,3+,2.52,152.1,H0656,05,A7010,04,192,,184,194,0.296,1.0,,1,CTL,,101,96,,,,,,,,,Ctrl,,,,,,,,,,,,,6,16,11,2006,,,0,,0.064
06RA00065,105051769,H1769,H1769,05,05,1,88,30,07P,,M,2,2,3.0,Y,108,92,115,0.71,210,210,51,0.403,2.2,2.7,62,5.8,6.9,,21.4,3.1,14.5,64,1,1,1-,2.17,137.1,H0630,05,A9940,04,225,,230,194,0.411,1.0,CULL 0 FERT,1,NON,,106,102,,,D4,DUD,DUD,0.0,07,,Poly,,,2,,,,,,,,,,3,6,5,2006,,,0,,0.055
06RA00066,105051771,H1771,H1771,05,05,1,88,30,05P,,M,2,2,6.0,Y,108,104,115,0.796,178,178,51,0.253,2.8,3.4,60,5.8,6.9,,22.5,4.0,17.5,62,2,1,2,2.22,140.1,H0596,05,A6678,04,202,,209,194,0.313,1.0,,1,NON,,102,106,,,,,,,,,Poly,,,,,,,,,,,,,6,13,10,2006,,,0,,0.057
06RA00067,105051797,H1797,H1797,05,05,1,82,30,12P,,C,2,2,5.0,Y,108,115,115,0.868,209,209,51,0.321,2.8,3.4,62,6.2,7.3,,22.6,4.8,21.4,62,2,1,2,2.19,134.9,H0709,05,A7675,04,227,,231,194,0.345,1.0,,1,CTL,,103,109,,,S+,A+,STUD,89.0,06,,Ctrl,,,2,,,,,,,,,,5,10,8,2006,,,0,,0.074
06RA00068,105051823,H1823,H1823,05,05,1,82,30,24P,,C,3,2,3.0,Y,109,105,114,0.811,204,204,51,0.338,2.5,3.0,60,6.8,8.1,,24.4,4.2,17.4,60,2,1,2+,2.45,166.6,A9088,04,A9071,04,210,,208,194,0.307,1.0,Top Index,1,CTL,,112,111,,,S+,A+,STUD,100.0,04,,Ctrl,,,2,,,,,,,,,,3,8,7,2006,,,0,,0.059
06RA00069,105051851,H1851,H1851,05,05,1,82,30,24P,,C,2,2,5.0,Y,110,97,113,0.752,166,166,51,0.235,2.6,3.2,58,5.8,6.9,,26.7,5.6,20.9,56,1,1,2-,2.19,141.0,A9088,04,A7193,04,196,,179,194,0.244,1.0,NICE,2,CTL,,95,100,N,QR,,,,, 68,,Ctrl,,,,,,,,,, 1,1,,5,10,8,2006,92,0921,6865,,0.038
06RA00070,105051852,H1852,H1852,05,05,1,82,30,22P,,C,2,2,6.0,Y,110,87,113,0.663,178,178,51,0.311,2.4,2.9,60,7.2,8.6,,24.4,4.3,17.5,60,2,1,3-,2.12,152.0,A8879,04,A6454,04,199,,196,194,0.324,1.0,,1,CTL,,108,114,,,S+,A+,STUD,95.0,05,,Ctrl,,,2,,,,,,,,,,6,12,11,2006,,,0,,0.049
06RA00071,105051853,H1853,H1853,05,05,1,82,30,22P,,C,2,2,6.0,Y,110,93,113,0.714,163,163,51,0.239,2.0,2.4,60,5.8,6.9,,24.4,4.8,19.5,60,2,1,2-,2.12,152.0,A8879,04,A6454,04,207,,191,194,0.292,1.0,NICE,2,CTL,,101,97,N,QR,,,,, 58,,Ctrl,,,,,,,,,, 1,1,,6,12,11,2006,92,0921,6877,,0.049
06RA00072,105051889,H1889,H1889,05,05,1,82,30,13P,,C,2,1,4.0,Y,110,112,113,0.886,164,164,51,0.177,2.4,2.9,60,6.6,7.9,,23.3,4.4,18.7,62,1,1,2-,2.12,138.3,H0471,05,A8756,04,194,,193,194,0.241,1.0,NICE,1,CTL,,95,110,,,,,,,,,Ctrl,,,,,,,,,,,,,4,8,6,2006,,,0,,0.068
06RA00073,105051914,H1914,H1914,05,05,1,88,30,06P,,M,3,2,3.0,Y,111,95,112,0.759,196,196,51,0.345,2.5,3.1,62,6.4,7.7,,24.7,4.1,16.6,60,2,1,2+,2.31,149.3,A9588,04,P0149,05,211,,206,194,0.33,1.0,H2,1,NON,,107,108,,,S+,A+,STUD,94.0,09,,Poly,,,2,,,,,,,,,,3,7,6,2006,,,0,,0.052
06RA00074,105051926,H1926,H1926,05,05,1,83,30,02P,,W,3,1,6.0,Y,111,102,112,0.8,168,168,51,0.225,2.4,2.9,62,5.6,6.7,,22.2,4.6,20.5,62,2,1,3+,2.52,137.4,A7896,04,91108,09,215,,201,194,0.295,1.0,,2,-FW,,97,101,N,QR,,,,, 57,,Flwt,,,,,,,,,, 1,1,,6,16,11,2006,92,0921,6871,,0.038
06RA00075,105051959,H1959,H1959,05,05,1,82,30,24P,,C,3,2,7.0,Y,112,87,115,0.677,163,163,51,0.263,2.0,2.5,60,5.0,6.0,,24.8,3.9,15.5,60,2,1,2,2.03,146.6,A9088,04,A5605,04,206,,185,194,0.295,1.0,,2,CTL,,98,90,N,QR,,,,, 59,,Ctrl,,,,,,,,,, 1,1,,7,13,12,2006,92,0921,6868,,0.045
06RA00076,105051969,H1969,H1969,05,05,1,83,30,02P,,W,2,2,4.0,Y,112,92,109,0.734,167,167,51,0.254,2.4,2.9,62,5.0,6.0,,23.0,3.8,16.7,62,1,1,2,2.12,144.5,A7896,04,A8497,04,209,,187,194,0.281,1.0,,2,-FW,,97,94,N,QR,,,,, 66,,Flwt,,,,,,,,,, 1,1,,4,8,8,2006,92,0921,6872,,0.043
06RA00077,105051971,H1971,H1971,05,05,1,83,30,04P,,W,2,2,4.0,Y,113,84,108,0.656,169,169,51,0.288,2.5,3.1,58,5.0,6.0,,24.4,4.2,17.1,60,2,1,2,2.37,145.8,A9232,04,A8507,04,206,,198,194,0.337,1.0,,1,-FW,,103,94,,,,,,,,,Flwt,,,,,,,,,,,,,4,10,8,2006,,,0,,0.046
06RA00078,105052015,H2015,H2015,05,05,1,82,30,23P,,C,2,2,6.0,Y,114,83,107,0.688,140,140,51,0.193,2.7,3.3,60,5.2,6.3,,22.9,3.9,17.3,62,1,1,3+,2.02,145.1,A9606,04,A6341,04,175,,170,194,0.257,1.0,,2,CTL,,97,100,N,RR,,,,, 69,,Ctrl,,,,,,,,,, 1,1,,6,11,10,2006,92,0921,6873,,0.032
06RA00079,105052016,H2016,H2016,05,05,1,82,30,23P,,C,2,2,6.0,Y,114,82,107,0.661,158,158,51,0.258,2.1,2.6,62,5.0,6.0,,22.5,3.6,15.9,62,1,1,3,2.02,145.1,A9606,04,A6341,04,192,,184,194,0.302,1.0,,2,CTL,,98,93,N,RR,,,,, 72,,Ctrl,,,,,,,,,, 1,1,,6,11,10,2006,92,0921,6880,,0.032
06RA00080,105052022,H2022,H2022,05,05,1,88,30,07P,,M,3,2,6.0,Y,114,95,107,0.779,183,183,51,0.298,2.4,3.0,60,6.0,7.3,,22.2,3.5,15.8,62,2,1,3+,2.32,137.7,H0630,05,A6849,04,205,,205,194,0.325,1.0,H2,1,NON,,101,107,,,S+,A+,STUD,97.0,e31,,Poly,,,3,,,,,,,,,,6,14,9,2006,,,0,,0.028
06RA00081,105052030,H2030,H2030,05,05,1,88,30,07P,,M,2,2,5.0,Y,114,88,107,0.701,160,160,51,0.244,2.0,2.5,62,5.2,6.3,,23.3,4.0,17.3,62,2,1,2,2.19,151.9,H0630,05,A7385,04,203,,187,194,0.293,1.0,,M,NON,,100,94,,RR,,,,,OSU,,Poly,,,,,,,,,,,1,,5,10,9,2006,92,0920,6883,,0.067
06RA00082,105052040,H2040,H2040,05,05,1,82,30,24P,,C,2,2,4.0,Y,114,85,107,0.673,164,164,51,0.268,2.4,3.0,60,5.2,6.3,,26.0,4.2,16.2,58,2,1,2,2.12,144.3,A9088,04,A8236,04,189,,180,194,0.281,1.0,H2,2,CTL,,98,95,N,QR,,,,, 67,,Ctrl,,,,,,,,,, 1,1,,4,8,7,2006,92,0921,6870,,0.06
06RA00083,105052066,H2066,H2066,05,05,1,83,30,02P,,W,3,2,6.0,Y,115,90,106,0.759,161,161,51,0.241,2.4,3.0,60,5.2,6.3,,22.1,3.5,15.6,62,1,1,2+,2.02,129.7,A7896,04,A6697,04,189,,176,194,0.254,1.0,,2,-FW,,90,99,N,RR,,,,, 70,,Flwt,,,,,,,,,, 1,1,,5,11,9,2006,92,0921,6876,,0.045
06RA00084,105052077,H2077,H2077,05,05,1,82,30,25P,,C,4,2,5.0,Y,115,90,106,0.759,151,151,51,0.207,2.1,2.6,62,5.0,6.1,,23.6,4.3,18.2,60,2,1,3+,2.52,143.8,A9897,04,A7069,04,185,,172,194,0.243,1.0,H2+  Quad!,2,CTL,,93,93,N,RR,,,,, 60,,Ctrl,,,,,,,,,, 1,1,,4,13,8,2006,92,0921,6864,,0.053
06RA00085,105052078,H2078,H2078,05,05,1,82,30,25P,,C,4,2,5.0,Y,115,87,106,0.731,147,147,51,0.203,2.6,3.2,58,5.0,6.1,,23.4,3.6,15.6,62,2,1,3,2.52,143.8,A9897,04,A7069,04,186,,174,194,0.257,1.0,Ytex Y2006,2,CTL,,96,97,N,RR,,,,, 61,,Ctrl,,,,,,,,,, 1,1,,4,13,8,2006,92,0921,6879,,0.053
06RA00086,105052081,H2081,H2081,05,05,1,88,30,05P,,M,4,2,6.0,Y,115,83,106,0.699,158,158,51,0.254,2.0,2.5,60,5.4,6.5,,24.4,5.0,20.5,60,2,1,1-,2.72,146.7,H0596,05,A6640,04,204,,185,194,0.302,1.0,H2,M,NON,,99,94,,QR,,,,,OSU,,Poly,,,,,,,,,,,1,,6,18,11,2006,92,0920,6884,,0.056
06RA00087,105052092,H2092,H2092,05,05,1,88,30,05P,,M,3,2,2.0,Y,115,81,106,0.664,151,151,51,0.237,2.5,3.1,58,5.0,6.1,,23.0,4.3,18.8,62,1,1,1-,2.45,161.1,H0596,05,H0601,05,190,,179,194,0.29,1.0,HIP INJURY,1,NON,,105,97,,,,,,,,,Poly,,,,,,,,,,,,,2,5,4,2006,,,0,,0.06
06RA00088,105052103,H2103,H2103,05,05,1,82,30,13P,,C,3,1,3.0,Y,116,98,107,0.822,173,173,51,0.256,2.5,3.1,60,5.6,6.8,,25.5,4.5,17.6,58,2,1,3+,2.45,127.1,H0471,05,A9538,04,218,,203,194,0.313,1.0,,2,CTL,,95,100,N,QR,,,,, 56,,Ctrl,,,,,,,,,, 1,1,,3,8,5,2006,92,0921,6869,,0.04
06RA00089,105052124,H2124,H2124,05,05,1,83,30,02P,,W,3,2,3.0,Y,116,82,107,0.66,184,184,51,0.348,2.1,2.6,62,5.2,6.3,,22.7,3.6,16.0,62,2,1,2+,2.31,147.8,A7896,04,P0336,05,218,,204,194,0.363,1.0,,1,-FW,,105,95,,,,,,,,,Flwt,,,,,,,,,,,,,3,7,6,2006,,,0,,0.037
