UID,ID10,ID,ETAG,BRD,YR,SEA,LINE,STM,PEN,GRP,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLRATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,SAWT,SADAY,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,DNA,M_IDX,F_IDX,BOVIS,CODON171,LIB,LIBING,LIBBRDG,FERT,LOT,OLD_LOT,STUDY,STUDY2,ORIENT,RANK,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC,DISP,DAYDIS,IDZ65,ALTID,INBRL
06RA00011,,  600,00600,,04,1,00,06,,,C,2,,0.0,M,0,0,0,0.0,254,0,51,0.0,0.0,0.0,60,6.0,0.0,,0.0,0.0,0.0,0,.,,.,0.0,0.0,,,,,273,,258,194,0.0,2.0,UT06-4565,1,,,,,,QR,S1,A,STUD,100.0,04,08K,Term,,,1,W,75,,0,0,E,,,U6377,,,,2006,,,0,UT06-4565,0.0
06RA00012,, 4014,04014,,04,1,00,Tx,,,T,2,,0.0,M,0,0,0,0.0,189,0,51,0.0,0.0,0.0,54,4.4,0.0,,0.0,0.0,0.0,0,.,,.,0.0,0.0,,,,,0,,199,194,0.0,2.0,MAGGOT HEAD,3,Tx,,,,,QQ,S0,B-,CULL,0.0,XXX,26,Term,,,,C,0,,0,0,U,,,10351,,,,2006,93,1009,0,IL44-4014,0.0
06RA00013,, 4047,04047,,04,1,ID,02,,,I,3,,0.0,M,0,0,0,0.0,239,0,51,0.0,3.1,3.2,62,12.4,13.2,,23.0,3.6,15.8,62,1,,3,0.0,0.0, 9158,,,,253,,268,194,0.0,2.0,MSU 4047,1,MSU,MSU,,,,?,S2,AA,STUD,92.0,e21,61,Idah,,,3,,,,,,,,,74292,,,,2006,,,0,MSU 4047,0.0
06RA00014,, 4223,04223,,04,1,00,Tx,,,T,2,,0.0,M,0,0,0,0.0,153,0,51,0.0,0.0,0.0,54,3.8,0.0,,0.0,0.0,0.0,0,.,,.,0.0,0.0,,,,,154,,164,194,0.0,2.0,IL1604F-1134,1,Tx,,,,,RR,S3,AA,STUD,88.0,24,,Term,,,1,W,75,,0,0,E,,,10314,,,,2006,,,0,IL1604F-1134,0.0
06RA00015,, 4249,04249,,04,1,ID,02,,,I,1,,0.0,M,0,0,0,0.0,235,0,51,0.0,3.0,3.1,62,12.4,13.2,,23.0,4.0,17.3,62,1,,3,0.0,0.0, 2066,,,,250,,256,194,0.0,2.0,MSU 4249,1,MSU,MSU,,,,?,S2,AA,STUD,93.0,51,51,Idah,,,2,,,,,,,,,74293,,,,2006,,,0,MSU 4249,0.0
06RA00016,, 4564,04564,,04,1,00,97,,,B,2,,0.0,M,0,0,0,0.0,253,0,0,0.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,.,,.,0.0,0.0,,,,,264,,244,194,0.0,2.0,THIN Jarvis,3,,,,,,QQ,S1,A,STUD,95.0,e46,15,Term,,,3,W,75,,0,0,S,,,543535,,,,2006,,,0,UT06-4564,0.0
06RA00017,,03002,03002,,04,1,m3,m3,,,3,1,,0.0,M,0,0,0,0.0,247,0,0,0.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,.,,.,0.0,0.0,,,,,272,,263,194,0.0,2.0,? R.TESTE,1,m3,,,,,QR,S2,AA,STUD,100.0, 7, 1,Term,,,1,W,75,,0,0,E,,,,,,,2006,,,0,NE23-403002,0.0
06RA00018,,03003,03003,,04,1,m3,m3,,,3,2,,0.0,M,0,0,0,0.0,215,0,0,0.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,.,,.,0.0,0.0,,,,,236,,228,194,0.0,2.0,NE23-403003,1,m3,,,,,QR,S1,A,STUD,91.0,e41, 2,Term,,,3,W,70,,0,0,S,,,,,,,2006,,,0,NE23-403003,0.0
06RA00019,,03023,03023,,04,1,m3,m3,,,3,2,,0.0,M,0,0,0,0.0,209,0,0,0.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,.,,.,0.0,0.0,,,,,0,,214,194,0.0,2.0,NE23-403023,3,m3,,,,,QR,D3,MOR,,,XXX,,Term,,,,W,65,,0,0,S,,,,,,,2006,93,1009,0,NE23-403023,0.0
06RA00020,,03102,03102,,04,1,m3,m3,,,3,2,,0.0,M,0,0,0,0.0,205,0,0,0.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,.,,.,0.0,0.0,,,,,228,,222,194,0.0,2.0,NE23-403102,1,m3,,,,,QR,S1,A,STUD,90.0,alt, 3,Term,,,1,W,70,,0,0,S,,,,,,,2006,,,0,NE23-403102,0.0
06RA00021,,03127,03127,,04,1,m3,m3,,,3,2,,0.0,M,0,0,0,0.0,202,0,0,0.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,.,,.,0.0,0.0,,,,,228,,203,194,0.0,2.0,NE23-403127,1,m3,,,,,QR,S1,A,STUD,100.0,e42, 4,Term,,,3,W,70,,0,0,S,,,,,,,2006,,,0,NE23-403127,0.0
06RA00022,,03131,03131,,04,1,m3,m3,,,3,1,,0.0,M,0,0,0,0.0,221,0,0,0.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,.,,.,0.0,0.0,,,,,245,,235,194,0.0,2.0,NE23-403131,1,m3,,,,,RR,S0,A+,STUD,93.0, 8, 5,Term,,,1,W,70,,15,0,S,,,,,,,2006,,,0,NE23-403131,0.0
06RA00023,,03136,03136,,04,1,m3,m3,,,3,1,,0.0,M,0,0,0,0.0,214,0,0,0.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,.,,.,0.0,0.0,,,,,225,,218,194,0.0,2.0,NE23-403136,6,m3,,,,,QR,S1,A,STUD,100.0,alt, 6,Term,,,1,W,80,,0,0,E,,,,,,,2006,,,0,NE23-403136,0.0
06RA00024,,03147,03147,,04,1,m3,m3,,,3,2,,0.0,M,0,0,0,0.0,239,0,0,0.0,0.0,0.0,0,0.0,0.0,,0.0,0.0,0.0,0,.,,.,0.0,0.0,,,,,262,,245,194,0.0,2.0,LF LEG OFF,1,m3,,,,,RR,S0,B-,STUD,100.0, 9,,Term,,,1,W,80,,0,0,E,,,,,,,2006,,,0,NE23-403147,0.0
