UID,ETAG,BRD,YR,SEA,LINE,STM,PEN,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLRATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,SAWT,SADAY,JADG,AGE,RMK,PD,GENO,DNA,M_IDX,F_IDX,BOVIS,LIB,LIBING,LIBBRDG,PD_DEC,FERT,LOT,NAX,STUDY,STUDY2,RANK,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC,DISP,DAYDIS,FLBVB,FLBVG,FLBVR,SAGE
02RA00266,K1748,64,01,1,CP,05,55,H,1,1,2.0,Y,93,100,127,0.681,173,173,68,0.253,2.6,2.9,60,6.6,7.1,,0.0,0.0,0.0,0,2,1,3+,1.65,121.4,K9992,63,K1006,64,,0,0.0,1.0,,F,CLP,CC,,,,?,,,,,FIST,,CLPG,.,,,,,,,,,,,2,2,2,2002,93,0113,,,,
02RA00267,K1750,64,01,1,CP,05,54,H,2,1,3.0,Y,93,111,127,0.776,190,190,68,0.274,2.6,2.9,60,8.0,8.6,,0.0,0.0,0.0,0,3,1,3,1.95,105.4,K9738,63,K0283,64,,0,0.0,1.0,H3,F,CLP,CC,,,,?,,,,,FIST,,CLPG,.,,,,,,,,,,,3,6,3,2002,93,0113,,,,
02RA00268,K1751,64,01,1,68,06,09,G,3,2,7.0,Y,93,93,127,0.65,201,201,68,0.375,3.6,4.0,58,11.0,11.8,,27.5,4.9,17.9,56,1,1,3,1.95,119.3,K0866,64,K7320,63,,0,0.0,1.0,,F,ADG,US,92,99,,S1,A,,,,FIST,,ADG,.,,,,,,,,,,,7,14,11,2002,93,0113,,,,
02RA00269,K1753,64,01,1,68,06,09,G,3,1,7.0,Y,93,118,127,0.857,232,232,68,0.396,4.5,5.0,56,12.2,13.1,,29.9,5.9,19.8,50,1,1,3+,1.95,119.3,K0866,64,K7320,63,,0,0.0,1.0,SHAGGY,1,ADG,US,102,108,,S3,AA,,,,.,,ADG,.,,,,,,,,,,,7,14,11,2002,,,,,,
02RA00270,K1754,64,01,1,68,06,08,G,2,2,3.0,Y,93,109,127,0.754,205,205,68,0.333,3.5,3.9,60,14.2,15.2,,26.8,5.0,18.6,56,2,1,3,1.66,132.3,K0714,64,K0213,64,,0,0.0,1.0,"SOFT TSTS,CHK",F,ADG,US,91,114,,?,,,,,FIST,,ADG,.,,,,,,,,,,,3,4,4,2002,,,,,,
02RA00271,K1757,64,01,1,68,06,07,G,2,2,2.0,Y,93,97,127,0.669,217,217,68,0.417,3.6,4.0,56,13.8,14.8,,29.7,6.3,21.3,50,1,1,3,1.82,144.8,K0905,64,K0900,64,,0,0.0,1.0,#11 BV >FIRE4,2,ADG,US,97,110,-,D4,DUD,,,,DUD,,ADG,.,,,,,,,,?,0,,2,3,3,2002,93,0113,,,,
02RA00272,K1795,64,01,1,68,06,04,G,2,1,3.0,Y,94,100,126,0.703,210,210,68,0.382,3.0,3.3,60,8.8,9.4,,25.5,4.0,15.8,58,1,1,3+,1.66,103.7,K0943,64,K0377,64,238,259,0.0,1.0,PNEU,2,JAR,JAR,96,86,-,S0,B,,,, 98,,ADG,.,,,,,,,,,0,,2,4,3,2002,92,0919,,,,
02RA00273,K1798,64,01,1,68,06,09,G,2,2,2.0,Y,94,94,126,0.657,209,209,68,0.399,3.4,3.8,58,10.8,11.6,,26.8,5.0,18.4,56,1,1,3,1.82,122.6,K0866,64,K0643,64,,0,0.0,1.0,"WEAK,SCOURS",F,ADG,US,95,97,,?,,,,,FIST,,ADG,.,,,,,,,,,,,2,3,2,2002,,,,,,
02RA00274,K1806,64,01,1,68,06,07,G,3,2,6.0,Y,94,102,126,0.707,236,236,68,0.465,3.9,4.3,56,11.6,12.5,,29.3,5.3,17.9,50,1,1,3+,1.87,149.9,K0905,64,K7743,63,,0,0.0,1.0,#2 BV,1,ADG,US,105,102,,S3,AA,,,,.,,ADG,.,,,,,,,,,,,6,11,11,2002,,,,,,
02RA00275,K1814,64,01,1,68,06,07,G,3,1,5.0,Y,95,121,125,0.878,228,228,68,0.372,3.2,3.6,58,11.2,12.1,,28.4,5.0,17.7,54,1,1,2,2.05,153.2,K0905,64,K8678,63,245,259,0.0,1.0,"#3 BV, F2",2,ADG,US,100,97,-,S2,AA,,,, 97,,ADG,.,,,,,,,,,0,,5,12,11,2002,92,0919,,,,
02RA00276,K1818,64,01,1,68,06,09,G,2,2,2.0,Y,95,99,125,0.692,199,199,68,0.347,3.9,4.3,58,12.8,13.8,,26.6,4.9,18.4,56,1,1,3-,1.65,122.1,K0866,64,90835,09,,0,0.0,1.0,,F,ADG,US,90,110,,?,,,,,FIST,,ADG,.,,,,,,,,,,,1,2,2,2002,,,,,,
02RA00277,K1820,64,01,1,68,06,07,G,1,1,7.0,Y,95,128,125,0.902,241,241,68,0.392,3.3,3.7,62,10.8,11.6,,25.4,4.5,17.9,58,1,1,1-,1.5,116.5,K0905,64,K7292,63,,0,0.0,1.0,"NICE,#1BV,F2+",1,ADG,US,105,98,,S4,AAA,STUD,,,51N,,ADG,.,,,,,,,,,,,6,9,9,2002,,,,,,
02RA00278,K1826,64,01,1,68,06,09,G,2,2,2.0,Y,95,96,125,0.662,199,199,68,0.358,3.7,4.1,58,14.2,15.3,,26.9,4.9,18.3,56,1,1,3,1.82,144.1,K0866,64,K0829,64,,0,0.0,1.0,,F,ADG,US,90,115,,?,,,,,FIST,,ADG,.,,,,,,,,,,,2,3,3,2002,,,,,,
02RA00279,K1834,64,01,1,CP,05,55,H,1,1,2.0,Y,95,103,125,0.706,222,222,68,0.413,2.9,3.2,58,8.2,8.8,,0.0,0.0,0.0,0,2,1,3,1.65,122.8,K9992,63,K0983,64,,0,0.0,1.0,NICE,1,CLP,CC,,,,S4,AAA,,,,.,,CLPG,.,,,,,,,,,,,2,2,2,2002,,,,,,
02RA00280,K1835,64,01,1,68,06,04,G,2,2,3.0,Y,95,101,125,0.706,217,217,68,0.403,2.9,3.2,58,7.2,7.8,,27.3,4.4,16.0,56,1,1,3+,1.66,121.4,K0943,64,K0056,64,,0,0.0,1.0,,F,JAR,JAR,98,77,,?,,,,,FIST,,ADG,.,,,,,,,,,,,3,4,4,2002,93,0113,,,,
02RA00281,K1836,64,01,1,68,06,04,G,2,2,3.0,Y,95,96,125,0.682,218,218,68,0.424,2.9,3.2,56,12.0,12.9,,32.1,6.8,21.3,48,2,2,3,1.66,121.4,K0943,64,K0056,64,260,259,0.0,1.0,,2,JAR,JAR,97,96,-,SP,B,,,,100,,ADG,.,,,,,,,,,0,,3,4,4,2002,92,0919,,,,
02RA00282,K1857,64,01,1,68,06,01,G,2,1,3.0,Y,97,120,121,0.9,253,253,68,0.459,3.5,3.9,58,14.0,15.2,,27.6,5.4,19.6,56,2,1,3-,1.52,103.5,J0093,00,K0462,64,,0,0.0,1.0,,1,JAR,JAR,113,113,,S3,AA,STUD,,,01K,,ADG,.,,,,,,,,,,,2,3,2,2002,,,,,,
02RA00283,K1889,64,01,1,68,06,02,G,2,2,6.0,Y,99,93,119,0.674,210,210,68,0.403,2.5,2.8,58,12.2,13.3,,29.0,6.0,20.6,54,1,1,4,1.87,150.4,J0131,00,K8009,63,,0,0.0,1.0,,2,JAR,JAR,96,97,-,D4,DUD,,,,DUD,,ADG,.,,,,,,,,?,0,,6,11,11,2002,93,0113,,,,
02RA00284,K1891,64,01,1,68,06,05,G,2,2,3.0,,99,110,119,0.82,0,0,68,0.0,2.6,2.9,58,8.8,9.6,,25.7,4.9,19.1,58,1,1,3+,1.52,114.6,K0649,64, 8286,00,,0,0.0,1.0,"X,THIN,4/30",3,JAR,JAR,,,,?,,,,,.,,ADG,.,,,,,,,,,,,2,3,3,2002,93,0513,,,,
02RA00285,K1906,64,01,1,68,06,03,G,1,1,6.0,Y,100,99,118,0.722,221,221,68,0.421,3.2,3.6,58,10.2,11.1,,27.8,4.7,16.9,56,3,1,3-,1.57,112.6,J0143,00,K7871,63,,0,0.0,1.0,"H3,NICE",1,JAR,JAR,101,93,,?,?,,,,.,,ADG,.,,,,,,,,,,,5,8,7,2002,,,,,,
02RA00286,K1908,64,01,1,CP,05,54,H,2,2,5.0,Y,100,101,120,0.728,202,202,68,0.351,2.8,3.2,60,8.2,9.0,,0.0,0.0,0.0,0,2,1,3-,1.83,146.3,K9738,63,K8539,63,,0,0.0,1.0,,1,CLP,CC,,,,D3,,,,,.,,CLPG,.,,,,,,,,,,,5,10,10,2002,,,,,,
02RA00287,K1919,64,01,1,68,06,01,G,3,1,6.0,Y,100,110,120,0.823,216,216,68,0.368,3.5,4.0,60,10.6,11.6,,27.7,5.5,20.0,56,1,1,3-,2.07,154.5,J0093,00,K8433,63,248,259,0.0,1.0,,2,JAR,JAR,98,98,-,S0,B,,,, 93,,ADG,.,,,,,,,,,1,C5435,6,13,12,2002,92,0919,,,,
02RA00288,K1946,64,01,1,CP,05,55,H,2,2,4.0,Y,101,89,119,0.607,186,186,68,0.337,2.6,2.9,60,7.4,8.1,,0.0,0.0,0.0,0,2,1,4,1.64,127.9,K9992,63,K9529,63,,0,0.0,1.0,"NICE, BIG",F,CLP,CC,,,,?,,,,,FIST,,CLPG,.,,,,,,,,,,,4,5,5,2002,93,0113,,,,
02RA00289,K1952,64,01,1,CP,05,54,H,1,1,4.0,Y,102,114,118,0.832,189,189,68,0.26,3.1,3.5,62,7.8,8.6,,0.0,0.0,0.0,0,2,1,3+,1.64,124.7,K9738,63,K9321,63,,0,0.0,1.0,HOG,1,CLP,CC,,,,D3,,,,,.,,CLPG,.,,,,,,,,,,,4,5,5,2002,,,,,,
02RA00290,K1957,64,01,1,CP,05,55,H,1,1,2.0,Y,102,95,118,0.701,147,147,68,0.181,2.6,3.0,60,6.8,7.5,,0.0,0.0,0.0,0,4,1,4-,1.82,118.4,K9992,63,K0695,64,,0,0.0,1.0,"X,H4,SCURS",3,CLP,CN,,,,?,,,,,.,,CLPG,.,,,,,,,,,,,2,3,2,2002,93,0528,,,,
02RA00291,K1990,64,01,1,68,06,04,G,3,1,6.0,Y,103,102,117,0.798,208,208,68,0.368,3.3,3.8,60,11.0,12.1,,24.9,4.0,15.9,60,1,1,3,1.57,111.9,K0943,64,K7877,63,,0,0.0,1.0,"SM.R.EPID,CHK",F,JAR,JAR,98,102,,?,,,,,FIST,,ADG,.,,,,,,,,,,,6,8,8,2002,,,,,,
02RA00292,K2007,64,01,1,68,06,08,G,1,1,6.0,Y,105,114,113,0.918,237,237,68,0.424,3.5,4.0,56,14.2,15.8,,29.6,5.5,18.4,50,2,1,2-,1.37,96.6,K0714,64,K7744,63,,0,0.0,1.0,,1,ADG,US,108,114,,D3,,,,,.,,ADG,.,,,,,,,,,,,5,6,6,2002,,,,,,
02RA00293,K2024,64,01,1,68,06,04,G,1,1,7.0,Y,108,103,110,0.813,226,226,68,0.424,3.5,4.1,56,14.0,15.7,,28.8,7.0,24.3,54,2,1,3,1.77,122.1,K0943,64,K7482,63,,0,0.0,1.0,> FIRE4,1,JAR,JAR,104,115,,S4,AAA,STUD,,,e.6,,ADG,.,,,,,,,,,,,6,12,11,2002,,,,,,
02RA00294,K9302,63,97,1,CP,05,51,H,3,2,7.0,M,92,87,126,0.619,224,141,68,0.184,3.6,3.6,62,10.6,10.6,,0.0,0.0,0.0,0,2,1,3,1.71,146.1,K8349,63,S3558,10,,0,0.228,5.0,,3,CLP,CN,,,,S5,AAA,,,,.,CN3,CLPG,.,,,,,,,,,,,7,12,12,2002,93,0820,,,,
02RA00295,K9434,63,97,1,00,91,53,D,2,2,7.0,M,94,96,125,0.663,254,146,68,0.171,0.0,0.0,58,7.0,7.0,,0.0,0.0,0.0,0,.,1,.,1.78,143.3, 0002,00,K6658,63,,0,0.193,5.0,"RAM, WHITE",3,DXC,DXC,,,,S3,AA,STUD,,83.0,.,,DXC,.,,,,,,,,,,,7,12,11,2002,93,0820,,,,
02RA00296,K9643,63,97,1,CP,05,51,H,2,2,6.0,M,100,88,119,0.624,207,159,68,0.243,3.6,3.6,62,11.6,11.6,,0.0,0.0,0.0,0,3,1,3,1.67,98.3,K8349,63,S5566,10,,0,0.261,5.0,"X,TESTES",3,CLP,CC,,,,NT,B+,,,,.,CC1,CLPG,.,,,,,,,,,,,5,10,7,2002,93,0528,,,,
02RA00297,K9738,63,97,1,CP,05,51,H,2,2,7.0,M,105,63,113,0.446,227,166,68,0.352,2.8,2.8,60,12.4,12.4,,0.0,0.0,0.0,0,2,1,3+,1.71,124.0,K8349,63,S3647,10,,0,0.355,5.0,"NICE,homozyg,",1,CLP,CC,,,,S4,AAA,STUD,,,.,CC1,CLPG,.,,,,,,,,,,,7,12,9,2002,,,,,,
02RA00298,K9991,63,97,1,CP,05,e22,H,1,1,5.0,M,120,69,99,0.565,217,103,68,0.116,3.3,3.3,54,10.6,10.6,,0.0,0.0,0.0,0,2,1,3-,1.61,98.2,K7838,63,K8912,63,,0,0.151,5.0,"CC,homozygous",1,CLP,CC,,,,S0,B,STUD,,,.,CC1,CLPG,.,,,,,,,,,,,5,8,6,2002,,,,,,
02RA00299,K9992,63,97,1,CP,05,e22,H,1,1,3.0,M,120,68,99,0.54,247,138,68,0.24,3.1,3.1,60,12.6,12.6,,0.0,0.0,0.0,0,2,2,3,1.53,121.5,K7838,63,K9077,63,,0,0.267,5.0,"CC,homozygous",1,CLP,CC,,,,S5,AAA,STUD,,,.,CC1,CLPG,.,,,,,,,,,,,3,4,4,2002,50,0121,,,,
02RA00300,R0012,11,99,1,11,07,12,R,2,2,7.0,M,90,93,131,0.617,191,142,68,0.171,0.0,0.0,62,10.0,10.0,,0.0,0.0,0.0,0,,1,.,1.91,143.1,S7874,10,S2934,10,,0,0.231,3.0,DUD,3,LWW,,,,,S0,B,,ORE,,DUD,,SPAR,HOMO,,,,,,,,,,,7,14,14,2002,93,0820,,,,
02RA00301,R0044,11,99,1,10,07,22,M,2,2,4.0,M,91,95,130,0.629,259,196,68,0.352,3.2,3.2,62,16.6,16.6,,24.4,4.3,16.9,60,2,1,3,1.74,130.1,S8152,10,S8438,10,277,259,0.38,3.0,DUD >works,2,IDX,,115,109,-,S0,B,STUD,,,153,C,IDX,.,,,,,,,,,0,,4,6,6,2002,92,0919,,,,
02RA00302,R0053,11,99,1,10,07,23,M,3,2,5.0,M,91,91,130,0.631,224,183,68,0.321,0.0,0.0,62,11.4,11.4,,0.0,0.0,0.0,0,,1,.,2.05,126.8,S8043,10,S7304,10,,0,0.326,3.0,DUD,3,IDX,,,,,D3,DUD,,ORE,,DUD,,P 17,HOMO,,,,,,,,,,,5,11,8,2002,93,0820,,,,
02RA00303,R0118,11,99,1,12,07,80,C,2,2,6.0,M,92,93,129,0.624,230,169,68,0.265,3.3,3.3,62,15.6,15.6,,23.0,3.7,16.1,62,1,1,3-,1.74,105.6,S8046,10,S5674,10,,0,0.303,3.0,DUD >works,3,CTL,,97,109,,D3w,DUD,STUD,,86.0,.,C,CTL,.,,,,,,,,,,,5,10,8,2002,93,0820,,,,
02RA00304,R0305,11,99,1,13,07,31,F,2,2,7.0,M,96,94,127,0.64,208,149,68,0.193,3.9,3.9,62,15.6,15.6,,23.3,4.1,17.7,62,2,1,5+,1.79,133.5,S7842,10,S4754,10,,0,0.245,3.0,F5+ DUD>works,3,FW,,106,112,,D3w,DUD,STUD,,100.0,.,C,FW,.,,,,,,,,,,,7,13,13,2002,93,0820,,,,
02RA00305,R0339,11,99,1,10,43,22,M,2,2,6.0,M,96,100,127,0.677,224,142,68,0.147,0.0,0.0,60,15.6,15.6,,0.0,0.0,0.0,0,,1,.,1.52,105.9,S8152,10,S5746,10,,0,0.206,3.0,DUD,S,IDX,,,,,D4,DUD,,ORE,,DUD,,P 30,DUD,,,,,,,,,,,5,8,9,2002,,,,,,
02RA00306,R0352,11,99,1,10,07,24,M,2,1,6.0,M,96,113,127,0.789,231,197,68,0.295,3.5,3.5,60,14.2,14.2,,26.4,3.6,13.8,56,3,1,3+,1.84,109.2,S7990,10,S6208,10,,0,0.325,3.0,"DUD >works,56",3,IDX,,100,101,,D3w,DUD,STUD,,,.,C,IDX,.,,,,,,,,,,,6,11,8,2002,93,0820,,,,
02RA00307,R0402,11,99,1,12,07,88,C,3,2,6.0,M,97,85,126,0.595,175,138,68,0.186,2.9,2.9,62,12.0,12.0,,23.3,3.8,16.2,62,1,1,3,2.27,134.4,S8622,10,S3848,10,,0,0.254,3.0,"X,ABS.R.HIP",3,CTL,,98,93,,S1,A,STUD,,91.0,.,C,CTL,.,,,,,,,,,,,6,15,11,2002,93,0528,,,,
02RA00308,R0413,11,99,1,11,07,12,R,2,2,3.0,*,97,84,126,0.565,0,153,68,0.242,0.0,0.0,62,11.2,11.2,,0.0,0.0,0.0,0,,1,.,1.88,138.2,S7874,10,S7956,10,,0,0.287,3.0,"DUD, JUMPER",V,LWW,,,,,D4,DUD,,ORE,,DUD,,P 29,DUD,,,,,,,,,,,3,5,5,2002,93,0423,,,,
02RA00309,R0414,11,99,1,11,07,12,R,2,2,3.0,M,97,92,126,0.638,200,144,68,0.182,0.0,0.0,62,12.6,12.6,,0.0,0.0,0.0,0,.,1,.,1.88,138.2,S7874,10,S7956,10,,0,0.233,3.0,"DUD, INJURED",3,LWW,,,,,D4,DUD,,SCT,,LIB,,LIB,HOMO,,,,,,,,,,,3,5,5,2002,93,0820,,,,
02RA00310,R0475,11,99,1,13,43,32,F,2,2,7.0,M,99,98,124,0.701,260,179,68,0.284,3.7,3.7,60,13.2,13.2,,24.4,3.9,16.1,60,1,1,2,1.75,101.1,S8781,10,S5246,10,,0,0.343,3.0,F2,3,FW,,94,101,,S1,A,STUD,,84.0,.,C,FW,.,,,,,,,,,,,6,12,10,2002,93,0820,,,,
02RA00311,R0476,11,99,1,13,43,32,F,2,2,7.0,*,99,71,124,0.485,0,169,68,0.344,0.0,0.0,62,12.2,12.2,,0.0,0.0,0.0,0,,1,.,1.75,101.1,S8781,10,S5246,10,,0,0.376,3.0,DUD,V,FW,,,,,D4,DUD,,ORE,,DUD,,B 17,HOMO,,,,,,,,,,,6,12,10,2002,93,0423,,,,
02RA00312,R0547,11,99,1,13,43,32,F,2,2,4.0,M,100,69,121,0.455,217,146,68,0.268,3.9,3.9,62,14.4,14.4,,25.0,3.5,14.1,58,1,1,3,1.61,109.6,S8781,10,S6103,10,,0,0.294,3.0,,3,FW,,99,106,,S1,A,,,,.,C,FW,.,,,,,,,,,,,3,5,5,2002,93,0820,,,,
02RA00313,R0573,11,99,1,11,43,13,R,3,2,5.0,,101,87,120,0.632,0,143,0,0.195,3.1,3.1,0,0.0,0.0,,24.7,4.8,19.3,60,3,1,3,1.94,129.6,S7808,10,S4691,10,,0,0.273,3.0,"ABS.THROAT,X",6,LWW,,,,,D3,DUD,,,,.,,LWW,.,,,,,,,,,,,5,10,9,2002,50,0226,,,,
02RA00314,R0660,11,99,1,11,07,12,R,2,2,3.0,M,102,84,119,0.613,218,159,68,0.261,3.3,3.3,62,12.0,12.0,,23.7,4.3,18.1,60,1,1,2,1.88,140.7,S7874,10,S8207,10,,0,0.312,3.0,MSG B.ovis,3,LWW,,107,95,,S1,A,STUD,,,.,C,LWW,.,,,,,,,,,,,3,5,5,2002,93,0820,,,,
02RA00315,R0748,11,99,1,12,43,91,C,2,1,5.0,M,104,96,117,0.73,220,149,68,0.185,0.0,0.0,62,16.2,16.2,,0.0,0.0,0.0,0,.,1,.,1.95,127.3,S8489,10,S6924,10,,0,0.228,3.0,TEASER RAM,P,CTL,,,,,D3,DUD,,TZ,,TEAZ,,TEAZ,TEAZ,,,,,,,,,,,5,10,9,2002,,,,,,
02RA00316,R0764,11,99,1,13,07,33,F,1,1,7.0,M,104,97,117,0.722,257,185,68,0.307,3.9,3.9,62,14.2,14.2,,20.9,3.0,14.6,64,2,1,3,1.55,112.0,S8098,10,S3045,10,,0,0.297,3.0,"XLUMP,SCROTUM",3,FW,,103,111,,S2,AA,STUD,,67.0,.,,FW,.,,,,,,,,,,,7,10,10,2002,93,0820,,,,
02RA00317,R0826,11,99,1,10,07,24,M,2,1,7.0,M,105,109,118,0.809,263,193,68,0.295,3.4,3.4,62,16.2,16.2,,23.3,4.0,17.1,62,2,1,3-,1.73,124.5,S7990,10,S2579,10,285,259,0.328,3.0,,2,IDX,,109,111,-,SP,B,STUD,,91.0,154,C,IDX,.,,,,,,,,,0,,7,12,10,2002,92,0919,,,,
02RA00318,R0831,11,99,1,11,07,11,R,2,2,5.0,M,105,103,118,0.773,228,136,68,0.116,3.1,3.1,60,14.6,14.6,,26.5,4.1,15.7,56,2,1,3+,1.83,114.8,S8224,10,S6830,10,,0,0.2,3.0,"DUD >works,56",3,LWW,,89,100,,D3w,DUD,STUD,,,.,C,LWW,.,,,,,,,,,,,5,9,7,2002,93,0820,,,,
02RA00319,R0869,11,99,1,12,07,84,C,1,1,6.0,M,106,108,117,0.797,219,152,68,0.154,3.5,3.5,62,14.2,14.2,,25.2,4.0,16.0,58,6,1,4+,1.52,91.0,S7847,10,S5534,10,,0,0.212,3.0,"H6, F5",3,CTL,,82,102,,S1,A,STUD,,,.,C,CTL,.,,,,,,,,,,,5,8,6,2002,93,0820,,,,
02RA00320,R1083,11,00,1,12,07,89,C,2,2,6.0,M,88,107,133,0.723,188,160,68,0.185,2.7,2.7,64,8.0,8.0,,20.5,2.8,13.8,70,2,1,2+,1.8,133.4,S9599,10,S4396,10,,0,0.244,2.0,SHORT STAPLE,3,CTL,,91,81,,D3,DUD,,SCT,,.,,HOMO,.,,,,,,,,,,,6,11,11,2002,93,0820,,,,
02RA00321,R1084,11,00,1,12,07,89,C,2,2,6.0,M,88,83,133,0.55,193,155,68,0.251,3.1,3.1,62,11.0,11.0,,24.5,3.7,15.0,60,2,1,2,1.8,133.4,S9599,10,S4396,10,,0,0.286,2.0,"NOTCHed,SHORT",P,CTL,,101,89,,S1,A,,,,LIB,C,CTL,.,,,,,,,,,,,6,11,11,2002,,,,,,
02RA00322,R1101,11,00,1,11,07,14,R,1,2,5.0,M,88,96,133,0.628,204,179,68,0.289,0.0,0.0,62,16.4,16.4,,0.0,0.0,0.0,0,.,1,.,1.72,126.0,S9028,10,S7137,10,,0,0.292,2.0,,S,LWW,,,,,D4,DUD,,SCT,,LIB,,ASEX,SALE,,,,,,,,,,,5,8,9,2002,,,,,,
02RA00323,R1114,11,00,1,10,07,23,M,2,2,5.0,M,89,95,132,0.645,202,174,68,0.275,0.0,0.0,60,12.2,12.2,,0.0,0.0,0.0,0,.,1,.,1.72,123.0,S9105,10,S6784,10,,0,0.274,2.0,H6,S,IDX,,,,,D4,DUD,,SCT,,LIB,,HETR,MKT,,,,,,,,,,,4,8,8,2002,,,,,,
02RA00324,R1122,11,00,1,13,43,31,F,1,1,4.0,M,89,114,132,0.758,207,183,68,0.24,3.3,3.3,62,13.6,13.6,,24.4,4.2,16.8,60,7,1,3,1.49,106.3,S9526,10,S8478,10,243,259,0.253,2.0,"H7, S8",2,FW,,93,99,-,S8,AAA,STUD,,80.0,152,,FW,.,,,,,,,,,0,,4,4,4,2002,92,0919,,,,
02RA00325,R1123,11,00,1,11,07,12,R,2,2,3.0,M,89,104,132,0.69,221,190,68,0.3,3.3,3.3,62,14.6,14.6,,24.6,5.1,20.6,60,7,1,3-,1.87,132.6,S9039,10,S9535,10,,0,0.307,2.0,"H7,DOWNER",6,LWW,,110,103,,S3,AA,STUD,,56.0,.,,LWW,.,,,,,,,,,,,3,5,5,2002,86,0731,,,,
02RA00326,R1131,11,00,1,11,07,14,R,3,2,5.0,M,89,95,132,0.643,231,194,68,0.345,0.0,0.0,62,14.8,14.8,,0.0,0.0,0.0,0,.,1,.,2.16,124.9,S9028,10,S6951,10,,0,0.327,2.0,"COARSE, 58",3,LWW,,,,,D3,DUD,,SCT,,LIB,,BISX,MKT,,,,,,,,,,,5,12,9,2002,93,0820,,,,
02RA00327,R1150,11,00,1,10,07,21,M,3,2,7.0,M,90,104,131,0.729,187,176,68,0.251,0.0,0.0,62,9.8,9.8,,0.0,0.0,0.0,0,.,1,.,1.88,102.3,S9161,10,S4560,10,,0,0.241,2.0,"NOT MUCH,H4",S,IDX,,,,,SLI,B,,SCT,,LIB,,HETR,MKT,,,,,,,,,,,7,14,10,2002,,,,,,
02RA00328,R1185,11,00,1,11,07,11,R,2,2,5.0,M,90,92,131,0.61,183,176,68,0.293,2.7,2.7,62,9.8,9.8,,25.4,4.8,18.8,58,2,1,3+,1.94,120.0,S9264,10,S6613,10,,0,0.292,2.0,"NOTCHed,Works",3,LWW,,95,81,,SLI,B,STUD,,100.0,.,C,LWW,.,,,,,,,,,,,5,10,8,2002,93,0820,,,,
02RA00329,R1195,11,00,1,11,07,11,R,2,2,4.0,M,91,88,130,0.583,188,161,68,0.254,0.0,0.0,62,12.4,12.4,,0.0,0.0,0.0,0,.,1,.,1.86,112.2,S9264,10,S7890,10,,0,0.295,2.0,H4,3,LWW,,,,,SP,B,,SCT,,LIB,,LIB,MKT,,,,,,,,,,,3,7,5,2002,93,0820,,,,
02RA00330,R1207,11,00,1,12,43,87,C,2,2,5.0,M,91,88,130,0.595,201,161,68,0.254,3.1,3.1,62,12.0,12.0,,23.9,3.7,15.6,60,4,1,3+,1.84,122.8,S9632,10,S7380,10,,0,0.292,2.0,"H4,MSG ??",3,CTL,,98,93,,D3,DUD,,SCT,,X,,ASEX,.,,,,,,,,,,,5,9,9,2002,93,0113,,,,
02RA00331,R1210,11,00,1,12,43,88,C,2,2,4.0,M,91,83,130,0.554,179,148,68,0.226,3.5,3.5,60,10.8,10.8,,25.9,5.1,19.8,58,2,1,3+,1.99,99.4,S9433,10,S8656,10,,0,0.259,2.0,MALE MOUNTS,P,CTL,,85,89,,S0,B-,,SCT,,LIB,,ASEX,SAVE,,,,,,,,,,,4,8,6,2002,,,,,,
02RA00332,R1212,11,00,1,10,07,21,M,2,2,6.0,M,91,90,130,0.614,218,174,68,0.293,3.8,3.8,62,13.8,13.8,,23.7,3.7,15.8,60,7,1,2,1.94,115.2,S9161,10,S6321,10,241,259,0.31,2.0,"F2,H7",2,IDX,,102,104,-,S2,AA,,,,151,C,IDX,.,,,,,,,,,0,,6,12,9,2002,92,0919,,,,
02RA00333,R1214,11,00,1,12,43,80,C,2,2,7.0,M,91,94,130,0.634,221,166,68,0.251,0.0,0.0,64,13.8,13.8,,0.0,0.0,0.0,0,.,1,.,1.75,99.4,S9347,10,S4822,10,,0,0.244,2.0,F5,S,CTL,,,,,D4,DUD,,SCT,,LIB,,HETR,MKT,,,,,,,,,,,6,12,10,2002,,,,,,
02RA00334,R1226,11,00,1,13,43,31,F,2,2,7.0,M,91,88,130,0.592,209,168,68,0.279,3.7,3.7,60,16.4,16.4,,25.0,5.0,19.9,58,5,1,3,1.84,112.6,S9526,10,S4680,10,,0,0.289,2.0,"H5, 58s",3,FW,,104,112,,S3,AA,STUD,,85.0,.,C,FW,.,,,,,,,,,,,7,13,12,2002,93,0820,,,,
02RA00335,R1230,11,00,1,11,07,12,R,2,2,5.0,M,91,93,130,0.635,173,170,68,0.268,2.8,2.8,60,13.8,13.8,,25.7,5.6,21.9,58,2,1,3,1.83,129.3,S9039,10,S6831,10,,0,0.238,2.0,"58s, 173#",3,LWW,,104,96,,D3,DUD,,SCT,,.,,ASEX,.,,,,,,,,,,,5,9,9,2002,93,0820,,,,
