UID,ETAG,BRD,YR,SEA,LINE,STM,PEN,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLRATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,DNA,M_IDX,F_IDX,BOVIS,LIB,LIBING,LIBBRDG,PD_DEC,FERT,LOT,NAX,STUDY,STUDY2,RANK,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC,DISP,DAYDIS,FLBVB,FLBVG,FLBVR,SAGE
01RA00162,J0093,00,97,1,00,06,,.,,,0.0,M,0,0,0,0.0,299,0,67,0.0,3.5,3.5,50,15.2,15.2,0.0508,31.57,5.77,18.3,48,2,,3,0.0,0.0,,,,,322,192,0.0,4.0,"KNOT,M.SCRO.",3,JAR,JAR,,,,S4,AAA,,,97.0,,,X,.,,,,,,,,,1,_____,,,,2001,93,0824,0.0,0.0,0.0,0.0
01RA00163,J0131,00,97,1,00,06,,.,,,0.0,M,0,0,0,0.0,282,0,67,0.0,3.1,3.1,56,13.4,13.4,0.0475,27.42,4.71,17.2,56,2,,3,0.0,0.0,,,,,294,192,0.0,4.0,JARVIS 131,3,JAR,JAR,,,,S4,AAA,,,97.0,,,X,.,,,,,,,,,1,_____,,,,2001,93,0824,0.0199,0.6715,-0.0035,0.0
01RA00164,J0143,00,97,1,00,06,,.,,,0.0,M,0,0,0,0.0,281,0,67,0.0,4.0,4.0,54,13.4,13.4,0.0477,29.47,5.32,18.1,50,2,,3+,0.0,0.0,,,,,298,192,0.0,4.0,"KNOT,L.SCRO.",3,JAR,JAR,,,,S2,AA,,,89.0,,,X,.,,,,,,,,,1,_____,,,,2001,93,0824,-0.0007,0.4115,-0.0028,0.0
01RA00165,K0096,64,98,1,00,05,52,H,1,1,2.0,M,94,98,121,0.733,230,166,67,0.23,2.8,2.8,62,9.4,9.4,0.0409,0.0,0.0,0.0,0,2,1,2+,1.33,81.5,K8762,63,K9177,63,,,0.291,3.0,WOLF KILL,6,CLP,CC,,,,D3w,DUD,,,,DUDw,CC1,.,.,,,,,,,,,0,_____,1,1,1,2001,13,0612,0.0,0.0,0.0,
01RA00166,K0150,64,98,1,00,05,52,H,2,2,3.0,M,96,92,119,0.68,264,170,67,0.264,3.9,3.9,54,14.0,14.0,0.053,0.0,0.0,0.0,0,3,1,3-,1.68,137.7,K8762,63,K8701,63,282,192,0.32,3.0,H3,1,CLP,CC,,,N,S2,AA,STUD,,,52,CC1,CLPG,.,,CR,65,3,,0,E,,0,_____,3,5,5,2001,,,0.0,0.0,0.0,
01RA00167,K0236,64,98,1,00,05,52,H,2,2,4.0,M,98,86,119,0.605,225,164,67,0.265,0.0,0.0,56,9.0,9.0,0.04,0.0,0.0,0.0,0,.,1,.,1.6,89.7,K8762,63,K8890,63,240,192,0.31,3.0,DUD,3,CLP,CC,,,,D3,DUD,,,,DUD,CC1,X,SPAR,39,,,,,,,,0,_____,3,6,4,2001,93,0824,0.0,0.0,0.0,
01RA00168,K0269,64,98,1,00,05,51,H,2,2,3.0,M,99,93,118,0.683,223,170,67,0.262,3.7,3.7,58,12.6,12.6,0.0565,0.0,0.0,0.0,0,1,1,2-,1.78,138.5,K8596,63,K8157,63,244,192,0.292,3.0,,1,CLP,CC,,,N,S3,AA,STUD,,,51,CC1,CLPG,.,,CR,50,3,,0,S,,0,_____,3,5,5,2001,,,0.0,0.0,0.0,
01RA00169,K0299,64,98,1,00,05,52,H,2,2,7.0,M,100,97,117,0.698,252,157,67,0.204,3.0,3.0,58,10.4,10.4,0.0413,0.0,0.0,0.0,0,4,1,4-,1.69,130.8,K8762,63,K6753,63,266,192,0.26,3.0,"H4, F3-",1,CLP,CN,,,N,S0,B,STUD,,94.0,52alt,CN4,CLPG,.,,M,60,3,,0,S,,0,_____,6,11,11,2001,,,0.0,0.0,0.0,
01RA00170,K0386,64,98,1,00,05,51,H,1,1,4.0,M,102,95,113,0.717,245,177,67,0.277,3.5,3.5,54,15.4,15.4,0.0629,0.0,0.0,0.0,0,2,1,2-,1.6,130.8,K8596,63,K8623,63,268,192,0.311,3.0,"?BUTT,?CC1",3,CLP,CC,,,,S2,AA,,,,,CC2,X,.,,,,,,,,,0,_____,4,6,6,2001,93,0824,0.0,0.0,0.0,
01RA00171,K0429,64,98,1,60,06,06,M,2,2,5.0,M,103,95,116,0.703,281,213,67,0.404,0.0,0.0,54,17.8,17.8,0.0633,0.0,0.0,0.0,0,,1,,1.58,130.7,K9001,63,K6862,63,280,192,0.429,3.0,"VASCEC,LAME",6,VAS,VAS,,,,S2,AA,,,,VAS,VAS,VAS,X,,,,,,,,,0,_____,4,7,7,2001,68,0725,0.0,0.0,0.0,
01RA00172,K0622,64,99,1,68,06,01-,G,1,1,3.0,M,90,109,131,0.737,221,193,67,0.293,0.0,0.0,58,11.0,11.0,0.0498,0.0,0.0,0.0,0,.,1,.,1.45,96.1,J0093,00,K9860,63,246,192,0.323,2.0,DUD,V,JAR,JAR,,,N,D4,DUD,,ORE,,DUD,,B 32,HOMO,19,,,,,,,,0,_____,2,2,2,2001,,,0.0,0.0,0.0,
01RA00173,K0646,64,99,1,00,05,52,H,1,1,4.0,M,92,119,129,0.82,216,189,67,0.244,2.8,2.8,56,10.4,10.4,0.0481,0.0,0.0,0.0,0,1,1,2,1.35,104.6,K9286,63,K8896,63,247,192,0.258,2.0,DUD,3,CLP,CC,,,,D3,DUD,,,,DUD,CC1,X,.,,,,,,,,,0,_____,3,4,4,2001,93,0824,0.0,0.0,0.0,
01RA00174,K0649,64,99,1,68,06,02-,G,2,2,3.0,M,92,105,129,0.726,254,201,67,0.334,3.5,3.5,56,13.6,13.6,0.0535,28.51,5.0,17.5,54,1,1,3+,1.59,116.3,J0131,00,K9864,63,290,192,0.395,2.0,,1,JAR,JAR,102,99,N,S2,AA,STUD,,94.0,03,,ADG,.,,CR,50,3,,0,S,,0,_____,2,3,3,2001,,,0.0,0.0,0.0,
01RA00175,K0694,64,99,1,00,05,51,H,1,1,7.0,M,95,123,126,0.844,224,188,67,0.226,3.2,3.2,60,8.4,8.4,0.0375,0.0,0.0,0.0,0,2,1,3-,1.71,124.0,K8762,63,S3647,10,252,192,0.294,2.0,"MsgBovis,NICE",1,CLP,CN,,,?,NT,B,,,,,CN4,CLPG,.,,CL,45,3,,5,S,,0,_____,7,12,9,2001,,,0.0,0.0,0.0,-0.1842
01RA00176,K0714,64,99,1,68,06,05-,G,3,1,6.0,M,96,115,125,0.826,251,203,67,0.307,3.7,3.7,54,16.4,16.4,0.0653,26.94,4.04,15.0,56,2,1,2-,1.95,160.0,K9464,63,K7263,63,283,192,0.365,2.0,,1,ADG,,100,113,N,S2,AA,STUD,,94.0,06,,ADG,.,,CR,50,3,,0,S,,0,_____,6,12,11,2001,,,0.0,0.0,0.0,
01RA00177,K0722,64,99,1,00,05,51,H,2,2,3.0,M,96,92,127,0.637,212,145,67,0.186,4.1,4.1,54,12.2,12.2,0.0575,0.0,0.0,0.0,0,1,1,3,1.73,136.2,K8762,63,K9328,63,226,192,0.248,2.0,,1,CLP,CN,,,N,S2,AA,,,,,CN4,CLPG,.,,CR,55,3,,0,S,,0,_____,3,4,4,2001,,,0.0,0.0,0.0,
01RA00178,K0748,64,99,1,68,06,02-,G,3,2,5.0,M,97,116,126,0.82,248,222,67,0.372,3.1,3.1,56,14.0,14.0,0.0565,27.89,4.78,17.1,54,1,1,3+,1.98,155.0,J0131,00,K8433,63,263,192,0.34,2.0,DUD >works?,2,JAR,JAR,95,98,N,D4,DUD,,,,X,,X,X,,,,,,0,X, 4,0,_____,5,10,9,2001,93,1109,0.0,0.0,0.0,
01RA00179,K0755,64,99,1,68,06,05-,G,1,1,3.0,M,97,131,126,0.916,223,204,67,0.256,0.0,0.0,58,11.4,11.4,0.0511,0.0,0.0,0.0,0,.,1,.,1.59,122.9,K9464,63,K9703,63,245,192,0.245,2.0,"BIG, DUD",3,ADG,,,,,D3,DUD,,,,,,X,SPAR,27,,,,,,,,0,_____,2,3,3,2001,93,0824,0.0,0.0,0.0,
01RA00180,K0771,64,99,1,00,05,51,H,2,2,3.0,M,98,98,125,0.674,216,170,67,0.253,3.6,3.6,58,11.4,11.4,0.0528,0.0,0.0,0.0,0,2,1,3,1.73,131.9,K8762,63,K9706,63,235,192,0.26,2.0,DUD >works,1,CLP,CC,,,N,D3w,DUD,STUD,,,52alt,CC1,CLPG,.,,CR,50,3,,0,S,,0,_____,2,4,4,2001,,,0.0,0.0,0.0,
01RA00181,K0773,64,99,1,00,05,54,H,2,2,3.0,M,99,103,122,0.753,233,174,67,0.247,3.7,3.7,60,12.8,12.8,0.0549,0.0,0.0,0.0,0,1,1,3+,1.59,121.8,K9992,63,K9833,63,,,0.282,2.0,WOLF KILL,6,CLP,CC,,,,S3,AA,STUD,,77.0,,CC1,.,.,,,,,,,,,0,_____,2,3,3,2001,13,0628,0.0,0.0,0.0,
01RA00182,K0782,64,99,1,00,05,52,H,2,2,4.0,M,99,109,124,0.77,233,184,67,0.263,4.1,4.1,54,13.0,13.0,0.0558,0.0,0.0,0.0,0,3,1,3+,1.85,128.0,K9286,63,K8946,63,258,192,0.304,2.0,H3,1,CLP,CC,,,N,S1,A,,,,54alt,CC1,CLPG,.,,CL,35,2,,0,S,,0,_____,4,8,6,2001,,,0.0,0.0,0.0,
01RA00183,K0791,64,99,1,68,06,03-,G,1,2,3.0,M,99,101,122,0.705,248,195,67,0.328,3.7,3.7,60,13.0,13.0,0.0524,25.52,4.89,19.2,58,1,1,3,1.45,115.4,K9689,63,K9605,63,273,192,0.359,2.0,MAGGOTS,6,ADG,,94,101,,S1,A,STUD,,94.0,,,EUTH,.,,,,,,,,,0,_____,2,2,3,2001,30,0725,0.0,0.0,0.0,
01RA00184,K0801,64,99,1,68,06,06-,G,2,2,5.0,M,100,97,123,0.669,223,176,67,0.277,0.0,0.0,54,12.4,12.4,0.0556,0.0,0.0,0.0,0,.,1,.,1.76,146.8,K9884,63,K8034,63,244,192,0.31,2.0,DUD,3,ADG,,,,,D3,DUD,,,,DUD,,X,SPAR,43,,,,,,,,0,_____,5,8,8,2001,93,0824,0.0,0.0,0.0,
01RA00185,K0804,64,99,1,68,06,01-,G,2,2,6.0,M,100,99,121,0.714,251,212,67,0.394,3.6,3.6,58,11.2,11.2,0.0446,25.58,4.07,15.9,58,1,1,3,1.45,129.1,J0093,00,K7159,63,292,192,0.436,2.0,DUD? D3?,3,JAR,JAR,109,93,,D3,DUD,,,,,,X,.,,,,,,,,,0,_____,5,7,9,2001,93,0824,0.0,0.0,0.0,
01RA00186,K0814,64,99,1,68,06,04-,G,1,1,5.0,M,100,112,121,0.792,227,201,67,0.31,3.4,3.4,56,10.6,10.6,0.0467,27.97,5.11,18.3,54,2,1,3-,1.76,129.0,K9660,63,K7844,63,251,192,0.359,2.0,,2,ADG,,98,88,N,S1,A,,,,118,,.,.,,,,,,,, 4,0,_____,5,8,7,2001,92,0920,0.0,0.0,0.0,
01RA00187,K0824,64,99,1,00,05,52,H,2,2,4.0,M,100,99,121,0.715,225,184,67,0.296,3.6,3.6,60,12.4,12.4,0.0551,0.0,0.0,0.0,0,2,1,3+,1.6,130.8,K9286,63,K8623,63,254,192,0.347,2.0,,1,CLP,CC,,,N,S0,B,,,,,CC1,CLPG,.,,CR,60,3,,0,S,,0,_____,4,6,6,2001,,,0.0,0.0,0.0,
01RA00188,K0825,64,99,1,00,05,52,H,2,2,4.0,M,100,97,121,0.695,219,184,67,0.303,3.7,3.7,60,12.2,12.2,0.0557,0.0,0.0,0.0,0,2,1,2,1.6,130.8,K9286,63,K8623,63,250,192,0.35,2.0,DUD,1,CLP,CC,,,N,D3,DUD,,,,,CC1,CLPG,.,,CR,75,4,,0,E,,0,_____,4,6,6,2001,,,0.0,0.0,0.0,
01RA00189,K0864,64,99,1,68,06,02-,G,2,2,3.0,M,102,100,119,0.723,271,223,67,0.429,0.0,0.0,54,14.2,14.2,0.0524,0.0,0.0,0.0,0,.,1,.,1.59,126.1,J0131,00,K9285,63,288,192,0.427,2.0,"X, EPI, L+UP",3,JAR,JAR,,,,D3,DUD,,,,,,X,B 28,18,,,,,,,,0,_____,2,3,3,2001,93,0824,0.0,0.0,0.0,
01RA00190,K0866,64,99,1,68,06,06-,G,3,2,6.0,M,102,96,119,0.718,234,188,67,0.321,4.1,4.1,56,13.4,13.4,0.0573,27.54,5.08,18.4,56,2,1,3+,1.75,132.4,K9884,63,K7563,63,253,192,0.323,2.0,,2,ADG,,88,104,N,S2,AA,STUD,,93.0,117,,.,.,,,,,,,, 4,0,C5424,5,10,9,2001,92,0920,0.0,0.0,0.0,
01RA00191,K0905,64,99,1,68,06,04-,G,2,2,4.0,M,104,133,119,1.0,288,231,67,0.344,3.9,3.9,54,15.6,15.6,0.0542,31.94,5.37,16.8,48,2,1,2+,1.85,153.0,K9660,63,K8698,63,318,192,0.379,2.0,"adg1.000,DUD",1,ADG,,109,108,N,D3w,DUD,STUD,,91.0,05,,ADG,.,,CR,45,3,,0,S,,0,_____,4,8,8,2001,,,0.0,0.0,0.0,
01RA00192,K0906,64,99,1,68,06,04-,G,2,2,4.0,M,104,106,119,0.769,279,234,67,0.449,3.4,3.4,56,11.8,11.8,0.0423,26.67,4.78,17.9,56,2,1,3+,1.85,153.0,K9660,63,K8698,63,283,192,0.454,2.0,RCVR >works,3,ADG,,115,93,,D3w,DUD,,,,,,X,.,,,,,,,,,0,_____,4,8,8,2001,93,0824,0.0,0.0,0.0,
01RA00193,K0920,64,99,1,68,06,06-,G,1,1,3.0,M,104,116,119,0.867,231,189,67,0.256,3.8,3.8,54,12.6,12.6,0.0545,29.79,4.92,16.5,50,1,1,2,1.73,143.2,K9884,63,K9290,63,256,192,0.304,2.0,"COARSE, 50",3,ADG,,90,97,,S0,B,,,,,,X,.,,,,,,,,,0,_____,3,4,4,2001,93,0824,0.0,0.0,0.0,
01RA00194,K0928,64,99,1,00,05,53,H,2,2,4.0,M,105,102,118,0.753,223,174,67,0.253,2.8,2.8,62,8.8,8.8,0.0395,0.0,0.0,0.0,0,3,1,2,1.6,137.5,K9643,63,K8945,63,241,192,0.287,2.0,"DUD>works,H3",1,CLP,CN,,,N,D3w,DUD,STUD,,97.0,,CN4,CLPG,.,,CL,40,2,,10,S,,0,_____,4,6,6,2001,,,0.0,0.0,0.0,
01RA00195,K0937,64,99,1,00,05,51,H,2,2,3.0,M,105,83,118,0.613,201,156,67,0.256,3.5,3.5,58,10.4,10.4,0.0517,0.0,0.0,0.0,0,1,1,3+,1.73,134.9,K8762,63,K9287,63,229,192,0.272,2.0,"?BUTT,?CC1",3,CLP,CC,,,,S0,B,,,,X,CC2,X,.,,,,,,,,,0,_____,2,4,4,2001,93,0824,0.0,0.0,0.0,
01RA00196,K0942,64,99,1,68,06,01-,G,2,2,5.0,M,105,100,118,0.714,255,200,67,0.351,3.7,3.7,54,15.8,15.8,0.062,28.86,7.11,24.6,54,2,1,2-,2.09,148.5,J0093,00,K8053,63,,,0.358,2.0,"X,EPI,6/12/01",3,JAR,JAR,95,109,,D3,DUD,,,,X,,X,.,,,,,,,,,0,_____,5,11,8,2001,93,0709,0.0,0.0,0.0,
01RA00197,K0943,64,99,1,68,06,01-,G,2,2,5.0,M,105,112,118,0.821,273,222,67,0.386,3.8,3.8,54,13.2,13.2,0.0484,29.36,4.74,16.1,50,2,1,3+,2.09,148.5,J0093,00,K8053,63,295,192,0.427,2.0,DUD >works,1,JAR,JAR,112,100,N,D3w,DUD,STUD,,100.0,01,,ADG,.,,CR,70,4,,0,E,,0,_____,5,11,8,2001,,,0.0,0.0,0.0,
01RA00198,K0949,64,99,1,00,05,e10,H,1,1,2.0,M,106,98,117,0.75,231,169,67,0.249,3.4,3.4,60,13.0,13.0,0.0563,0.0,0.0,0.0,0,4,1,3,1.8,131.7,K9738,63,K0270,64,252,192,0.293,2.0,"H4, DUD works",3,CLP,CC,,,,D3w,DUD,,,,DUDw,CC1,X,.,,,,,,,,,0,_____,2,3,3,2001,93,0824,0.0,0.0,0.0,
01RA00199,K1045,64,00,1,68,06,04-,G,2,2,4.0,Y,87,113,134,0.751,196,196,67,0.289,3.3,3.6,60,9.8,10.3,0.0526,24.91,5.65,22.7,60,2,1,3-,1.6,127.8,K9884,63,K8549,63,211,192,0.292,1.0,,2,ADG,,88,103,N,SP,A,,,,110,,.,.,,,,,,,, 3,0,_____,4,6,6,2001,92,0920,0.0,0.0,0.0,
01RA00200,K1063,64,00,1,68,06,05-,G,3,2,6.0,Y,89,116,132,0.806,201,201,67,0.296,2.8,3.1,56,9.8,10.4,0.0517,26.78,6.91,25.8,56,1,1,3,1.95,130.8,K0116,64,K7553,63,216,192,0.298,1.0,,2,ADG,,92,98,N,S3,AA,,,,112,,.,.,,,,,,,, 3,0,_____,5,12,10,2001,92,0920,0.0,0.0,0.0,
01RA00201,K1072,64,00,1,68,06,03-,G,2,2,2.0,Y,90,102,131,0.685,208,208,67,0.369,3.4,3.7,56,10.2,10.9,0.0524,28.29,5.77,20.4,54,2,1,3+,1.97,140.5,J0143,00,K0372,64,219,192,0.348,1.0,,1,JAR,JAR,97,104,N,SLI,B,,SCT,,,,ADG,.,,CR,70,4,,0,E,,0,_____,2,4,3,2001,,,0.0,0.0,0.0,
01RA00202,K1084,64,00,1,68,06,03-,G,2,2,3.0,Y,91,112,130,0.76,213,213,67,0.352,3.2,3.5,56,11.6,12.4,0.0582,28.8,6.62,23.0,54,2,1,3,1.88,152.4,J0143,00,K9479,63,226,192,0.339,1.0,,2,JAR,JAR,98,110,N,S1,A,,,,108,,.,.,,,,,,,, 3,0,_____,3,5,5,2001,92,0920,0.0,0.0,0.0,
01RA00203,K1085,64,00,1,68,06,03-,G,2,2,3.0,Y,91,92,130,0.618,193,193,67,0.352,3.1,3.4,60,7.8,8.3,0.043,24.78,5.14,20.7,60,1,1,3-,1.88,152.4,J0143,00,K9479,63,212,192,0.357,1.0,,2,JAR,JAR,96,91,N,SP,A,,,,103,,.,.,,,,,,,, 3,0,C5420,3,5,5,2001,92,0920,0.0,0.0,0.0,
01RA00204,K1098,64,00,1,00,05,52,H,2,2,7.0,Y,91,96,130,0.642,181,181,67,0.296,3.1,3.4,60,8.8,9.4,0.0519,0.0,0.0,0.0,0,1,1,3-,1.57,141.1,K9738,63,S3907,10,194,192,0.292,1.0,,1,CLP,CC,,,N,S4,AAA,STUD,,,e10,CC1,CLPG,.,,M,65,3,,5,S,,0,_____,7,11,12,2001,,,0.0,0.0,0.0,-0.273
01RA00205,K1100,64,00,1,00,05,51,H,2,1,2.0,Y,91,104,130,0.723,181,181,67,0.268,3.1,3.4,58,9.4,10.0,0.0552,0.0,0.0,0.0,0,2,1,3,1.97,114.1,K9286,63,K0283,64,204,192,0.298,1.0,,1,CLP,CC,,,N,D3,DUD,,SCT,,,CC1,CLPG,.,,CR,65,4,,0,E,,0,_____,2,4,2,2001,,,0.0,0.0,0.0,
01RA00206,K1106,64,00,1,68,06,06-,G,2,2,3.0,Y,91,103,130,0.716,183,183,67,0.279,3.1,3.4,58,9.4,10.0,0.0546,23.97,4.41,18.4,60,1,1,3,1.88,148.6,K0429,64,K9575,63,198,192,0.283,1.0,,3,ADG,,85,100,N,S2,AA,,SCT,,LIB,,LIB,.,,CR,70,4,,0,E,,0,_____,3,5,5,2001,,,0.0,0.0,0.0,
01RA00207,K1120,64,00,1,68,06,02-,G,2,2,4.0,Y,92,113,129,0.756,201,201,67,0.307,2.9,3.2,58,9.0,9.6,0.0478,24.99,4.56,18.2,58,1,1,5+,1.73,152.5,J0131,00,K8517,63,227,192,0.339,1.0,F5+,2,JAR,JAR,98,96,N,SP,A,,,,106,,.,.,,,,,,,, 3,0,_____,4,7,7,2001,92,0920,0.0,0.0,0.0,
01RA00208,K1131,64,00,1,68,06,02-,G,2,2,2.0,Y,93,96,128,0.641,203,203,67,0.373,3.1,3.4,58,9.2,9.9,0.0488,27.0,5.69,21.1,56,1,1,3+,1.8,140.7,J0131,00,K0170,64,214,192,0.351,1.0,F2,3,JAR,JAR,96,98,N,SLI,B,,SCT,,LIB,,LIB,.,,CR,50,3,,0,S,,0,_____,2,3,3,2001,,,0.0,0.0,0.0,
01RA00209,K1137,64,00,1,00,05,51,H,1,1,4.0,Y,93,119,128,0.82,186,186,67,0.233,2.6,2.9,60,9.8,10.5,0.0565,0.0,0.0,0.0,0,2,1,3+,1.35,110.0,K9286,63,K8686,63,203,192,0.25,1.0,,1,CLP,CC,,,N,S2,AA,STUD,,,54,CC1,CLPG,.,,CR,70,4,,0,E,,0,_____,4,4,4,2001,,,0.0,0.0,0.0,
01RA00210,K1142,64,00,1,68,06,01-,G,3,2,2.0,Y,93,108,131,0.747,215,215,67,0.377,3.1,3.4,54,9.6,10.3,0.0479,31.03,6.42,20.7,48,1,1,3-,1.97,146.5,J0093,00,K0135,64,230,192,0.366,1.0,"COARSE, 48",3,JAR,JAR,103,97,N,S3,AA,,SCT,,LIB,,LIB,.,,CL,60,3,,0,S,,0,_____,2,4,3,2001,,,0.0,0.0,0.0,
01RA00211,K1155,64,00,1,00,05,53,H,1,1,2.0,Y,94,105,128,0.715,185,185,67,0.28,3.4,3.8,56,9.2,9.9,0.0535,0.0,0.0,0.0,0,2,1,4,1.63,126.8,K8762,63,K0121,64,193,192,0.263,1.0,"X, L. EPI",3,CLP,CC,,,,NT,?,,,,X,CC1,X,.,,,,,,,,,0,_____,2,2,2,2001,93,0824,0.0,0.0,0.0,
01RA00212,K1163,64,00,1,00,05,52,H,2,2,4.0,Y,94,98,127,0.669,169,169,67,0.247,2.7,3.0,60,6.0,6.5,0.0385,0.0,0.0,0.0,0,2,1,3+,1.6,126.4,K9738,63,K8912,63,188,192,0.268,1.0,,1,CLP,CN,,,N,D3,DUD,,SCT,,,CN4,CLPG,.,,CR,65,3,,0,E,,0,_____,4,6,6,2001,,,0.0,0.0,0.0,
01RA00213,K1178,64,00,1,00,05,51,H,2,2,2.0,Y,95,102,127,0.713,198,198,67,0.336,3.1,3.4,60,7.0,7.6,0.0384,0.0,0.0,0.0,0,2,1,3+,1.8,140.2,K9286,63,K0017,64,210,192,0.322,1.0,,1,CLP,CC,,,N,D3,DUD,,SCT,,,CC1,CLPG,.,,CR,70,3,,0,E,,0,_____,2,3,3,2001,,,0.0,0.0,0.0,
01RA00214,K1195,64,00,1,68,06,05-,G,2,2,6.0,Y,95,106,127,0.728,218,218,67,0.392,3.4,3.8,58,10.6,11.4,0.0523,27.55,5.37,19.5,56,2,1,2-,1.65,143.9,K0116,64,K7219,63,246,192,0.418,1.0,,1,ADG,,113,108,N,S1,A,STUD,,,07,,ADG,.,,CR,65,3,,0,E,,0,_____,6,9,10,2001,,,0.0,0.0,0.0,
01RA00215,K1196,64,00,1,68,06,01-,G,1,1,7.0,Y,95,122,127,0.824,243,243,67,0.423,3.1,3.4,58,10.6,11.4,0.0469,27.73,6.08,21.9,56,1,1,3,1.78,143.3,J0093,00,K6658,63,253,192,0.391,1.0,"BIG, 17.3",1,JAR,JAR,111,105,N,S2,AA,STUD,,,02,,ADG,.,,CR,50,3,,0,S,,0,_____,7,12,11,2001,,,0.0,0.0,0.0,
01RA00216,K1198,64,00,1,68,06,03-,G,2,2,4.0,Y,95,98,127,0.659,198,198,67,0.35,3.3,3.7,62,8.6,9.3,0.047,18.44,3.76,20.4,80,2,1,3,1.48,114.2,J0143,00,K9072,63,215,192,0.349,1.0,,1,JAR,JAR,96,106,N,D3,DUD,,SCT,,,,ADG,.,,CR,50,3,,0,S,,0,_____,3,5,5,2001,,,0.0,0.0,0.0,
01RA00217,K1199,64,00,1,68,06,03-,G,2,2,4.0,Y,95,104,127,0.712,211,211,67,0.374,3.5,3.9,56,10.0,10.8,0.0512,28.35,6.05,21.4,54,2,1,3-,1.48,114.2,J0143,00,K9072,63,224,192,0.358,1.0,NICE,1,JAR,JAR,100,105,N,D3,DUD,,SCT,,,,ADG,.,,CR,45,3,,0,S,,0,_____,3,5,5,2001,,,0.0,0.0,0.0,
01RA00218,K1202,64,00,1,00,05,51,H,1,1,3.0,Y,96,110,126,0.776,189,189,67,0.276,3.5,3.9,60,7.4,8.0,0.0423,0.0,0.0,0.0,0,1,2,3+,1.73,133.6,K9286,63,K9321,63,217,192,0.319,1.0,,1,CLP,CC,,,N,D3,DUD,,SCT,,,CC1,CLPG,.,,CR,60,3,,0,S,,0,_____,3,4,4,2001,,,0.0,0.0,0.0,
01RA00219,K1206,64,00,1,68,06,04-,G,1,1,5.0,Y,96,133,126,0.925,241,241,67,0.378,3.6,4.0,56,10.6,11.5,0.0477,24.1,4.23,17.6,60,1,1,2-,1.98,132.4,K9884,63,K7784,63,258,192,0.373,1.0,RCVR<,1,ADG,,112,113,N,SLI,B-,,SCT,,alt,,ADG,.,,CR,50,3,,0,S,,0,_____,5,10,7,2001,,,0.0,0.0,0.0,
01RA00220,K1207,64,00,1,00,05,51,H,1,1,4.0,Y,96,114,126,0.771,215,215,67,0.353,2.8,3.1,60,10.4,11.3,0.0526,0.0,0.0,0.0,0,2,1,3+,1.48,92.1,K9286,63,K8630,63,237,192,0.367,1.0,,1,CLP,CC,,,N,D3,DUD,,SCT,,,CC1,CLPG,.,,CR,45,3,,10,S,,0,_____,3,5,3,2001,,,0.0,0.0,0.0,
01RA00221,K1226,64,00,1,68,06,01-,G,3,1,6.0,Y,96,105,126,0.75,205,205,67,0.35,2.4,2.7,58,7.6,8.2,0.04,27.82,5.33,19.1,56,1,1,3,1.95,160.0,J0093,00,K7263,63,214,192,0.325,1.0,SHORT STAPLE,3,JAR,JAR,95,82,N,S0,B,,SCT,,LIB,,LIB,.,,CR,65,3,,5,S,,0,_____,6,12,11,2001,,,0.0,0.0,0.0,
01RA00222,K1228,64,00,1,68,06,05-,G,3,2,2.0,Y,97,92,125,0.636,190,190,67,0.343,3.3,3.7,60,7.6,8.3,0.0437,22.99,5.01,21.8,62,2,1,3+,1.97,165.4,K0116,64,K0214,64,202,192,0.328,1.0,,2,ADG,,91,95,N,S2,AA,,,,109,,.,.,,,,,,,, 3,0,_____,2,4,4,2001,92,0920,0.0,0.0,0.0,
01RA00223,K1229,64,00,1,68,06,05-,G,3,2,2.0,Y,97,99,125,0.692,212,212,67,0.395,3.1,3.5,60,9.2,10.0,0.0472,23.81,4.74,19.9,60,1,1,3,1.97,165.4,K0116,64,K0214,64,232,192,0.397,1.0,RCVR<,1,ADG,,107,101,N,D3,DUD,,SCT,,alt,,ADG,.,,CR,65,3,,10,S,,0,_____,2,4,4,2001,,,0.0,0.0,0.0,
01RA00224,K1241,64,00,1,68,06,05-,G,3,2,4.0,Y,97,96,125,0.68,210,210,67,0.399,2.9,3.2,56,8.4,9.1,0.0433,26.12,5.67,21.7,58,1,1,3+,1.98,151.5,K0116,64,K8678,63,231,192,0.403,1.0,BLK. SPOT,3,ADG,,108,92,N,S4,AAA,,SCT,,LIB,,LIB,.,,CL,50,2,,0,S,,0,_____,4,9,8,2001,,,0.0,0.0,0.0,
01RA00225,K1249,64,00,1,68,06,02-,G,2,2,6.0,Y,97,95,125,0.656,207,207,67,0.392,3.2,3.6,60,9.6,10.4,0.0502,23.98,4.5,18.8,60,2,2,3,1.85,141.3,J0131,00,K7412,63,219,192,0.37,1.0,,1,JAR,JAR,100,104,N,SP,B,,,,,,ADG,.,,CL,60,3,,0,S,,0,_____,5,11,10,2001,,,0.0,0.0,0.0,
