UID,ETAG,BRD,YR,SEA,LINE,STM,PEN,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLRATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,DNA,M_IDX,F_IDX,BOVIS,LIB,LIBING,LIBBRDG,PD_DEC,FERT,LOT,NAX,STUDY,STUDY2,RANK,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC,DISP,DAYDIS,FLBVB,FLBVG,FLBVR,SAGE
01RA00327,R1123,11,00,1,11,07,12,R,2,2,2.0,Y,89,104,132,0.69,190,190,67,0.3,2.8,3.1,62,9.2,9.8,0.0516,21.04,4.83,22.9,64,7,1,3,1.86,138.7,S9039,10,S9535,10,207,192,0.307,1.0,H7,1,LWW,,108,103,N,S3,AA,STUD,,,e.4,,LWW1,.,,CR,55,3,,0,S,,0,_____,2,3,3,2001,,,0.0,0.0,0.0,
01RA00328,R1131,11,00,1,11,07,14,R,3,2,4.0,Y,89,95,132,0.643,194,194,67,0.345,2.4,2.6,60,10.2,10.8,0.0557,26.17,4.93,18.8,58,1,1,3-,2.1,129.5,S9028,10,S6951,10,205,192,0.327,1.0,"COARSE, 58",3,LWW,,105,100,N,D3,DUD,,SCT,,LIB,,LIB,.,,CR,50,3,,0,S,,0,_____,4,9,7,2001,,,0.0,0.0,0.0,0.0358
01RA00329,R1132,11,00,1,11,07,14,R,3,2,4.0,Y,89,95,132,0.642,195,195,67,0.348,2.9,3.2,62,7.4,7.9,0.0405,21.64,4.41,20.4,64,2,1,3-,2.1,129.5,S9028,10,S6951,10,221,192,0.375,1.0,,2,LWW,,102,93,N,S1,A,,,,133,,.,.,,,,,,,, 7,0,_____,4,9,7,2001,92,0920,0.0,0.0,0.0,0.0358
01RA00330,R1136,11,00,1,11,07,12,R,1,1,2.0,Y,89,109,132,0.735,207,207,67,0.341,2.4,2.6,62,8.4,8.9,0.043,21.94,5.25,23.9,62,1,1,3-,1.86,118.9,S9039,10,S8999,10,215,192,0.315,1.0,"EUTH,FOOT ABS",3,LWW,,96,92,N,D4,DUD,,,,LIB,,LIB,EUTH,,,,,,,,,0,_____,2,3,2,2001,68,1003,0.0,0.0,0.0,
01RA00331,R1150,11,00,1,10,07,21,M,3,2,6.0,Y,90,104,131,0.729,176,176,67,0.251,2.5,2.7,62,8.6,9.2,0.0523,21.85,4.22,19.3,64,4,1,3+,1.9,123.4,S9161,10,S4560,10,185,192,0.241,1.0,H4,3,IDX,,96,95,N,SLI,B,,SCT,,LIB,,LIB,.,,CR,60,3,,0,S,,0,_____,6,12,10,2001,,,0.0,0.0,0.0,-0.0008
01RA00332,R1185,11,00,1,11,07,11,R,2,2,4.0,Y,90,92,131,0.61,176,176,67,0.293,2.5,2.7,64,7.8,8.3,0.0472,21.75,4.52,20.8,64,3,1,3-,1.85,128.7,S9264,10,S6613,10,190,192,0.292,1.0,DUD>works,1,LWW,,99,90,N,SLI,B,STUD,,,24,C,SAGE,.,,CR,50,3,,0,S,,0,_____,4,7,6,2001,,,0.0,0.0,0.0,0.5591
01RA00333,R1195,11,00,1,11,07,11,R,2,2,3.0,Y,91,88,130,0.583,161,161,67,0.254,2.5,2.7,62,8.8,9.4,0.0584,21.71,4.9,22.6,64,4,1,3,1.73,123.7,S9264,10,S7890,10,187,192,0.295,1.0,H4,3,LWW,,99,96,N,SP,B,,SCT,,LIB,,LIB,.,,CR,60,3,,0,S,,0,_____,2,4,4,2001,,,0.0,0.0,0.0,0.2203
01RA00334,R1207,11,00,1,12,43,87,C,2,2,4.0,Y,91,88,130,0.595,161,161,67,0.254,3.1,3.4,64,7.4,7.9,0.0491,20.38,3.69,18.1,70,3,1,4,1.83,126.3,S9632,10,S7380,10,186,192,0.292,1.0,,1,CTL,,99,96,N,D3,DUD,,SCT,,,,CTL,.,,CR,50,2,,0,S,,0,_____,4,7,7,2001,,,0.0,0.0,0.0,0.2522
01RA00335,R1208,11,00,1,11,07,14,R,1,1,3.0,Y,91,112,130,0.768,193,193,67,0.282,2.5,2.7,62,9.2,9.8,0.0508,22.13,3.64,16.5,62,5,1,4,1.73,117.3,S9028,10,S8743,10,209,192,0.289,1.0,H5,2,LWW,,96,98,N,S1,A,,,,146,,.,.,,,,,,,, 7,0,_____,3,4,3,2001,92,0920,0.0,0.0,0.0,0.1569
01RA00336,R1210,11,00,1,12,43,88,C,2,2,3.0,Y,91,83,130,0.554,148,148,67,0.226,3.1,3.4,60,8.4,9.0,0.0608,21.95,4.49,20.5,64,2,1,3-,2.01,121.9,S9433,10,S8656,10,170,192,0.259,1.0,MALE MOUNTS,1,CTL,,98,100,N,S0,B-,,SCT,,,,CTL,.,,CL,50,3,,0,S,,0,_____,3,6,6,2001,,,0.0,0.0,0.0,-0.0244
01RA00337,R1212,11,00,1,10,07,21,M,2,2,5.0,Y,91,90,130,0.614,174,174,67,0.293,2.8,3.1,64,6.4,6.8,0.0391,19.28,3.69,19.1,70,7,1,2-,1.86,139.4,S9161,10,S6321,10,194,192,0.31,1.0,H7,1,IDX,,102,88,N,?,?,,,,26alt,C,SAGE,.,,CR,50,3,,0,S,,0,_____,5,9,9,2001,,,0.0,0.0,0.0,0.3821
01RA00338,R1214,11,00,1,12,43,80,C,2,2,6.0,Y,91,94,130,0.634,166,166,67,0.251,2.9,3.2,64,8.2,8.8,0.053,19.8,4.43,22.4,70,1,1,5,1.7,104.9,S9347,10,S4822,10,176,192,0.244,1.0,F5,3,CTL,,88,99,N,D4,DUD,,SCT,,LIB,,LIB,.,,CR,70,4,,0,E,,0,_____,5,10,8,2001,,,0.0,0.0,0.0,-0.1732
01RA00339,R1226,11,00,1,13,43,31,F,2,2,6.0,Y,91,88,130,0.592,168,168,67,0.279,3.4,3.7,60,8.6,9.2,0.0548,20.95,5.08,24.2,64,4,1,3,1.8,118.8,S9526,10,S4680,10,185,192,0.289,1.0,H4,1,FW,,99,105,N,S3,AA,STUD,,,27,C,SAGE,.,,CR,60,3,,0,S,,0,_____,6,11,10,2001,,,0.0,0.0,0.0,0.4993
01RA00340,R1230,11,00,1,11,07,12,R,2,2,4.0,Y,91,93,130,0.635,170,170,67,0.268,3.0,3.3,62,8.8,9.4,0.0553,21.97,5.36,24.4,62,2,1,3,1.85,136.3,S9039,10,S6831,10,173,192,0.238,1.0,,1,LWW,,105,102,N,D3,DUD,,SCT,,,,LWW2,.,,CR,60,3,,0,S,,0,_____,4,7,7,2001,,,0.0,0.0,0.0,0.1582
01RA00341,R1231,11,00,1,10,07,22,M,2,2,4.0,Y,91,102,130,0.695,195,195,67,0.324,3.1,3.4,64,9.0,9.6,0.0492,19.61,3.92,20.0,70,2,1,5+,1.83,136.2,S9348,10,S6994,10,202,192,0.298,1.0,F5+,1,IDX,,107,106,N,S2,AA,STUD,,,e.1,,IDX1,.,,CR,70,4,,0,E,,0,_____,4,7,7,2001,,,0.0,0.0,0.0,0.1829
01RA00342,R1232,11,00,1,10,07,22,M,2,2,4.0,Y,91,84,130,0.574,163,163,67,0.275,3.1,3.4,60,7.4,7.9,0.0485,21.22,4.73,22.3,64,2,1,3,1.83,136.2,S9348,10,S6994,10,187,192,0.307,1.0,,1,IDX,,104,95,N,SP,B,,,,ealt,C,IDX2,.,,CR,50,3,,0,S,,0,_____,4,7,7,2001,,,0.0,0.0,0.0,0.1829
01RA00343,R1238,11,00,1,10,07,24,M,2,2,6.0,Y,91,97,130,0.656,187,187,67,0.314,3.1,3.4,60,8.6,9.2,0.0492,22.06,4.36,19.8,62,1,1,3-,1.7,125.6,S8152,10,S4709,10,205,192,0.321,1.0,,2,IDX,,102,101,N,S2,AA,,,,139,,.,.,,,,,,,, 7,0,_____,6,10,10,2001,92,0920,0.0,0.0,0.0,0.1984
01RA00344,R1247,11,00,1,11,07,12,R,3,2,5.0,Y,91,87,130,0.594,165,165,67,0.272,2.6,2.8,62,8.0,8.5,0.0515,22.43,4.35,19.4,62,4,1,4+,2.08,131.8,S9039,10,S5711,10,183,192,0.286,1.0,MSG B.ovis,3,LWW,,101,92,?,D4,DUD,,SCT,,LIB,,LIB,.,,CR,65,4,,0,E,,0,_____,5,11,10,2001,,,0.0,0.0,0.0,0.1586
01RA00345,R1256,11,00,1,10,07,21,M,2,2,6.0,Y,92,97,129,0.664,191,191,67,0.328,2.7,3.0,62,8.6,9.2,0.0482,21.35,4.34,20.3,64,4,1,3,1.7,123.4,S9161,10,S4801,10,209,192,0.333,1.0,H4,2,IDX,,100,98,N,S2,AA,,,,140,,.,.,,,,,,,, 7,0,_____,6,10,9,2001,92,0920,0.0,0.0,0.0,-0.2053
01RA00346,R1257,11,00,1,10,43,24,M,1,2,5.0,Y,92,94,129,0.636,171,171,67,0.268,2.6,2.9,60,8.6,9.2,0.0538,20.8,4.67,22.4,64,2,1,5,1.74,131.2,S8152,10,S5746,10,185,192,0.271,1.0,F5,2,IDX,,102,98,N,S1,A,,,,155,,.,.,,,,,,,, 9,0,_____,5,8,9,2001,92,0920,0.0,0.0,0.0,-0.2027
01RA00347,R1264,11,00,1,13,43,31,F,3,2,6.0,Y,92,85,129,0.571,158,158,67,0.254,3.1,3.4,60,7.8,8.3,0.0525,17.59,4.91,27.9,64,6,1,3,2.2,137.6,S9526,10,S4439,10,180,192,0.283,1.0,H6,1,FW,,105,101,N,S1,A,STUD,,,33,C,SAGE,.,,CR,65,3,,0,E,,0,_____,6,15,12,2001,,,0.0,0.0,0.0,-0.378
01RA00348,R1265,11,00,1,13,43,31,F,3,2,6.0,Y,92,89,129,0.615,161,161,67,0.251,3.1,3.4,64,7.8,8.3,0.0516,18.45,4.28,23.2,70,5,1,5+,2.2,137.6,S9526,10,S4439,10,170,192,0.241,1.0,DUD >works,1,FW,,103,100,?,D3,DUD,STUD,,,34,C,SAGE,.,,M,55,3,,0,S,,0,_____,6,15,12,2001,,,0.0,0.0,0.0,-0.378
01RA00349,R1275,11,00,1,12,07,83,C,2,2,4.0,Y,92,104,129,0.702,181,181,67,0.268,3.1,3.4,60,10.4,11.1,0.0613,22.24,4.36,19.6,62,3,1,3,1.58,115.2,S9733,10,S7128,10,186,192,0.244,1.0,,2,CTL,,99,112,N,S1,A,,,,147,,.,.,,,,,,,, 7,0,_____,3,5,5,2001,92,0920,0.0,0.0,0.0,-0.1241
01RA00350,R1278,11,00,1,10,07,21,M,2,2,4.0,Y,92,105,129,0.713,196,196,67,0.317,3.1,3.4,62,9.0,9.6,0.049,20.84,3.64,17.5,64,3,1,4-,1.97,148.8,S9161,10,S6724,10,219,192,0.339,1.0,"F4,TOP RAM",6,IDX,,115,105,,,,,,,,,IDX1,.,,,,,,,,,0,_____,4,8,8,2001,54,0717,0.0,0.0,0.0,0.1012
01RA00351,R1280,11,00,1,10,07,23,M,2,1,4.0,Y,92,115,129,0.802,189,189,67,0.258,2.8,3.1,62,8.2,8.8,0.0466,20.71,5.15,24.9,64,3,1,4+,2.1,128.7,S9105,10,S7304,10,212,192,0.289,1.0,H3,2,IDX,,101,98,N,D4,DUD,,SCT,,DUD,,.,.,,CR,70,4,,0,E, 7,0,_____,4,9,6,2001,,,0.0,0.0,0.0,0.0678
01RA00352,R1288,11,00,1,13,43,32,F,2,2,4.0,Y,92,83,129,0.576,145,145,67,0.216,3.0,3.3,62,7.0,7.5,0.0517,20.8,3.81,18.3,64,1,1,3-,1.58,122.9,S9049,10,S7019,10,169,192,0.256,1.0,,3,FW,,95,92,N,S0,B,,SCT,,LIB,,LIB,.,,CR,70,4,,0,E,,0,_____,4,5,6,2001,,,0.0,0.0,0.0,0.1378
01RA00353,R1300,11,00,1,12,07,84,C,2,2,4.0,Y,92,100,129,0.686,175,175,67,0.261,2.9,3.2,64,8.8,9.4,0.0537,20.14,3.92,19.5,70,1,1,3,1.72,113.2,S9521,10,S6880,10,172,192,0.214,1.0,,1,CTL,,92,102,N,S2,AA,,,,,C,CTL,.,,CR,35,2,,0,S,,0,_____,4,6,5,2001,,,0.0,0.0,0.0,0.0566
01RA00354,R1303,11,00,1,11,07,13,R,2,2,4.0,Y,92,98,129,0.665,215,215,67,0.408,2.6,2.9,62,9.4,10.1,0.047,21.15,4.39,20.8,64,2,1,3,1.97,131.9,S9801,10,S6795,10,231,192,0.396,1.0,,2,LWW,,108,102,N,S1,A,,,,141,,.,.,,,,,,,, 7,0,_____,4,8,7,2001,92,0920,0.0,0.0,0.0,0.1827
01RA00355,R1311,11,00,1,10,07,24,M,2,2,4.0,Y,93,97,128,0.675,185,185,67,0.307,2.6,2.9,64,7.6,8.2,0.0443,20.19,4.06,20.1,70,3,1,3,1.83,129.6,S8152,10,S6747,10,215,192,0.351,1.0,H3,2,IDX,,101,93,N,S1,A,,,,142,,.,.,,,,,,,, 7,0,_____,4,7,6,2001,92,0920,0.0,0.0,0.0,0.1745
01RA00356,R1312,11,00,1,10,07,24,M,2,2,4.0,Y,93,102,128,0.717,159,159,67,0.199,3.1,3.4,60,8.2,8.8,0.0553,20.68,4.67,22.6,64,5,1,4-,1.83,129.6,S8152,10,S6747,10,,,0.0,1.0,WOLF KILL,6,IDX,,,,,,,,,,,,.,.,,,,,,,,,0,_____,4,7,6,2001,13,0611,0.0,0.0,0.0,0.1745
01RA00357,R1329,11,00,1,11,07,14,R,2,2,2.0,Y,93,89,128,0.616,195,195,67,0.369,2.9,3.2,60,8.6,9.2,0.0472,21.15,4.82,22.8,64,2,1,3,1.86,132.5,S9028,10,S9116,10,211,192,0.363,1.0,H2,1,LWW,,106,100,N,SLI,B-,,SCT,,,,LWW2,.,,CR,50,3,,0,S,,0,_____,2,3,3,2001,,,0.0,0.0,0.0,
01RA00358,R1349,11,00,1,11,07,13,R,2,1,2.0,Y,93,108,128,0.75,196,196,67,0.307,2.4,2.6,64,9.0,9.7,0.0495,19.65,3.83,19.5,70,6,1,4-,2.03,127.3,S9801,10,S9613,10,220,192,0.333,1.0,"H6, F4-",2,LWW,,102,99,N,S1,A,,,,143,,.,.,,,,,,,, 7,0,_____,2,4,3,2001,92,0920,0.0,0.0,0.0,
01RA00359,R1365,11,00,1,12,07,82,C,2,2,4.0,Y,94,88,127,0.596,161,161,67,0.254,2.8,3.1,60,8.4,9.0,0.0559,19.89,4.66,23.5,64,2,1,3,1.7,117.0,S9069,10,S6700,10,186,192,0.292,1.0,,1,CTL,,96,100,N,D3,DUD,,SCT,,,,CTL,.,,,,,,,?,,0,_____,4,6,6,2001,,,0.0,0.0,0.0,-0.1905
01RA00360,R1383,11,00,1,12,07,83,C,2,2,3.0,Y,94,89,127,0.619,178,178,67,0.31,3.5,3.9,64,8.0,8.6,0.0483,19.85,4.0,20.1,70,1,1,3-,1.73,120.0,S9733,10,S8613,10,192,192,0.307,1.0,,1,CTL,,99,105,N,D3,DUD,,SCT,,,,CTL,.,,CR,75,4,,0,E,,0,_____,3,4,4,2001,,,0.0,0.0,0.0,-0.0496
01RA00361,R1386,11,00,1,10,07,22,M,1,1,2.0,Y,94,99,127,0.681,184,184,67,0.296,3.1,3.4,64,7.0,7.5,0.0408,20.5,4.47,21.8,70,4,1,3,1.7,121.4,S9348,10,S9225,10,211,192,0.333,1.0,"H4, LONG TAIL",3,IDX,,97,94,N,D4,DUD,,SCT,,LIB,,LIB,.,,CR,60,3,,5,S,,0,_____,2,2,2,2001,,,0.0,0.0,0.0,
01RA00362,R1392,11,00,1,11,07,13,R,2,2,4.0,Y,94,90,128,0.612,191,191,67,0.353,2.8,3.1,62,8.4,9.0,0.0471,21.1,4.93,23.3,64,5,1,3-,1.97,133.9,S9801,10,S6631,10,210,192,0.358,1.0,H5,3,LWW,,106,98,N,S2,AA,,SCT,,LIB,,LIB,.,,CR,50,3,,0,S,,0,_____,4,8,8,2001,,,0.0,0.0,0.0,-0.0975
01RA00363,R1396,11,00,1,12,07,91,C,2,2,5.0,Y,94,84,127,0.574,165,165,67,0.282,2.8,3.1,64,7.6,8.2,0.0497,20.11,3.33,16.6,70,3,1,4,1.75,118.0,S9343,10,S6301,10,182,192,0.292,1.0,,1,CTL,,94,95,N,SP+,B+,,,,,,CTL,.,,CR,65,3,,0,E,,0,_____,4,8,7,2001,,,0.0,0.0,0.0,-0.1083
01RA00364,R1398,11,00,1,12,43,87,C,2,2,5.0,Y,94,88,127,0.605,181,181,67,0.324,2.8,3.1,60,9.2,9.9,0.0547,20.75,4.02,19.4,64,2,1,4+,1.96,112.7,S9632,10,S5630,10,183,192,0.283,1.0,,1,CTL,,95,104,N,S3,AA,,,,ealt,C,CTL,.,,CR,65,3,,0,E,,0,_____,5,10,7,2001,,,0.0,0.0,0.0,0.0615
01RA00365,R1402,11,00,1,11,07,13,R,2,2,3.0,Y,94,95,127,0.657,178,178,67,0.289,2.1,2.3,64,7.2,7.8,0.0438,19.44,3.73,19.2,70,1,7,3+,1.88,140.7,S9801,10,S8207,10,202,192,0.318,1.0,"JAW7, 2002",1,LWW,,103,86,N,SP+,B+,,,,jaw7,,LWW2,.,,CR,70,4,,0,E,,0,_____,3,5,5,2001,,,0.0,0.0,0.0,0.1069
01RA00366,R1413,11,00,1,13,43,32,F,2,1,6.0,Y,94,88,128,0.603,174,174,67,0.301,3.1,3.4,64,9.2,9.9,0.0569,19.98,3.72,18.6,70,2,1,3,1.6,102.5,S9049,10,S4501,10,189,192,0.301,1.0,,2,FW,,92,107,N,SP,A,,,,165,,.,.,,,,,,,, 9,0,_____,5,9,8,2001,92,0920,0.0,0.0,0.0,0.2029
01RA00367,R1432,11,00,1,12,07,88,C,2,2,3.0,Y,95,80,127,0.564,166,166,67,0.301,3.1,3.4,60,8.8,9.5,0.0572,21.98,4.42,20.1,64,2,1,5,1.88,127.1,S9433,10,S7862,10,172,192,0.275,1.0,F5,1,CTL,,102,103,N,SP,B,STUD,,,26,C,SAGE,CTL,,CL,70,4,,0,E,,0,_____,3,5,5,2001,,,0.0,0.0,0.0,0.5118
01RA00368,R1445,11,00,1,12,43,91,C,3,1,6.0,Y,95,96,127,0.668,173,173,67,0.269,2.5,2.8,60,9.4,10.2,0.059,22.86,4.49,19.7,62,5,1,4+,1.9,118.4,S9343,10,S4821,10,199,192,0.307,1.0,H5,1,CTL,,99,101,N,S2,AA,,,,,C,CTL,.,,CR,40,3,,0,S,,0,_____,6,12,10,2001,,,0.0,0.0,0.0,0.2792
01RA00369,R1446,11,00,1,12,07,83,C,2,2,5.0,Y,95,97,127,0.651,188,188,67,0.318,3.1,3.4,60,8.8,9.5,0.0505,24.66,4.69,19.0,60,2,1,2-,1.85,141.4,S9733,10,S5978,10,208,192,0.331,1.0,,2,CTL,,111,101,N,S2,AA,,,,136,,.,.,,,,,,,, 7,0,_____,5,9,9,2001,92,0920,0.0,0.0,0.0,0.2992
01RA00370,R1449,11,00,1,12,07,90,C,2,2,5.0,Y,95,96,127,0.639,205,205,67,0.381,3.1,3.4,60,8.8,9.5,0.0463,21.1,3.81,18.1,64,1,1,3,1.75,128.6,S9756,10,S5674,10,220,192,0.37,1.0,,1,CTL,,106,104,N,SP,B,STUD,,,22,C,SAGE,CTL,,CR,45,3,,0,S,,0,_____,4,8,8,2001,,,0.0,0.0,0.0,0.618
01RA00371,R1456,11,00,1,12,43,86,C,3,2,5.0,Y,95,93,127,0.631,195,195,67,0.357,2.8,3.1,62,9.2,9.9,0.0508,20.26,5.12,25.3,64,1,1,3-,1.96,128.0,S9736,10,S5898,10,216,192,0.367,1.0,,2,CTL,,105,104,N,S3,AA,,,,157,,.,.,,,,,,,, 9,0,_____,5,10,9,2001,92,0920,0.0,0.0,0.0,0.3699
01RA00372,R1466,11,00,1,11,07,13,R,2,2,3.0,Y,95,85,127,0.563,179,179,67,0.329,2.5,2.8,64,7.2,7.8,0.0436,18.98,3.5,18.5,80,3,1,3-,1.88,142.2,S9801,10,S7928,10,200,192,0.343,1.0,H3,1,LWW,,106,91,N,S2,AA,,,,27alt,C,LWW1,.,,CR,65,3,,0,E,,0,_____,3,5,5,2001,,,0.0,0.0,0.0,0.3271
01RA00373,R1469,11,00,1,11,07,11,R,2,2,3.0,Y,95,98,127,0.666,175,175,67,0.269,2.8,3.1,64,8.2,8.9,0.0509,21.32,4.19,19.7,64,2,1,3,1.88,138.2,S9264,10,S7956,10,196,192,0.293,1.0,,1,LWW,,106,98,N,D3,DUD,,SCT,,,,LWW1,.,,CR,45,2,,5,S,,0,_____,3,5,5,2001,,,0.0,0.0,0.0,0.2213
01RA00374,R1471,11,00,1,11,07,12,R,2,2,6.0,Y,95,110,127,0.754,208,208,67,0.343,3.1,3.4,62,10.6,11.4,0.0548,23.67,4.65,19.7,60,6,1,3,1.9,117.8,S9039,10,S4828,10,223,192,0.337,1.0,H6,1,LWW,,104,112,N,D3,DUD,,,,22alt,C,SAGE,.,,CL,45,3,,0,S,,0,_____,6,12,9,2001,,,0.0,0.0,0.0,0.4382
01RA00375,R1480,11,00,1,13,43,33,F,2,1,5.0,Y,96,102,126,0.708,193,193,67,0.318,2.8,3.1,64,9.4,10.2,0.0528,19.47,4.06,20.9,70,1,1,3-,1.96,109.8,S9451,10,S5691,10,,,0.0,1.0,WOLF KILL,6,FW,,,,,,,,,,,,.,.,,,,,,,,,0,_____,5,10,6,2001,13,0612,0.0,0.0,0.0,0.3617
01RA00376,R1489,11,00,1,11,07,12,R,3,2,5.0,Y,96,86,126,0.594,196,196,67,0.385,2.9,3.2,60,8.6,9.3,0.0474,21.42,4.53,21.1,64,7,1,3+,1.97,131.0,S9039,10,S6018,10,209,192,0.367,1.0,H7,2,LWW,,106,101,N,D4,DUD,,SCT,,DUD,,.,.,,CR,55,3,,0,S, 7,0,_____,5,10,8,2001,,,0.0,0.0,0.0,0.2694
01RA00377,R1498,11,00,1,12,42,90,C,2,2,6.0,Y,96,89,126,0.61,175,175,67,0.301,3.3,3.7,60,9.2,10.0,0.0571,21.05,3.97,18.9,64,5,1,3,1.7,123.6,S9756,10,S4792,10,167,192,0.233,1.0,"H5,MAGGOTS",6,CTL,,101,110,,,,,,,,,CTL,.,,,,,,,,,0,_____,5,10,10,2001,30,0725,0.0,0.0,0.0,0.2965
01RA00378,R1499,11,00,1,12,42,90,C,2,2,6.0,Y,96,84,126,0.567,172,172,67,0.308,3.4,3.8,64,10.0,10.8,0.0628,19.58,4.15,21.2,70,6,1,2-,1.7,123.6,S9756,10,S4792,10,190,192,0.316,1.0,H6,2,CTL,,106,116,N,S2,AA,,,,163,,.,.,,,,,,,, 9,0,_____,5,10,10,2001,92,0920,0.0,0.0,0.0,0.2965
01RA00379,R1516,11,00,1,10,43,21,M,1,1,2.0,Y,96,102,126,0.694,167,167,67,0.227,3.1,3.4,64,9.6,10.4,0.0623,19.41,3.79,19.5,70,3,1,5+,1.7,127.2,S9161,10,S9634,10,187,192,0.254,1.0,RUGGED save,2,IDX,,103,111,N,S2,AA,,,,158,,.,.,,,,,,,, 9,0,_____,2,2,2,2001,92,0920,0.0,0.0,0.0,
01RA00380,R1525,11,00,1,12,43,80,C,2,2,3.0,Y,96,100,126,0.701,178,178,67,0.273,3.0,3.3,64,7.6,8.2,0.0461,20.59,3.13,15.2,70,2,1,3,1.58,114.1,S9347,10,S8487,10,192,192,0.275,1.0,DUD>works,1,CTL,,93,96,N,D3w,B+,,,,,,CTL,.,,CR,55,3,,0,S,,0,_____,2,3,4,2001,,,0.0,0.0,0.0,0.1842
01RA00381,R1533,11,00,1,10,07,21,M,2,2,2.0,Y,96,92,126,0.645,201,201,67,0.381,2.9,3.2,64,10.0,10.8,0.0537,20.05,4.2,20.9,70,3,1,4+,2.03,131.1,S9161,10,S9210,10,214,192,0.364,1.0,,1,IDX,,109,110,N,D3,DUD,,,,,C,IDX2,.,,CR,55,3,,0,S,,0,_____,2,4,3,2001,,,0.0,0.0,0.0,
01RA00382,R1547,11,00,1,12,07,85,C,1,1,2.0,Y,97,112,125,0.794,198,198,67,0.301,2.7,3.0,64,8.2,8.9,0.0449,19.89,3.97,20.0,70,2,1,3+,1.69,119.3,S9701,10,S9192,10,217,192,0.313,1.0,TOP ctrl save,1,CTL,,97,98,N,S2,AA,STUD,,,e.2,,CTL,.,,CR,60,3,,0,S,,0,_____,2,2,2,2001,,,0.0,0.0,0.0,
01RA00383,R1564,11,00,1,13,07,33,F,3,2,5.0,Y,97,85,127,0.577,169,169,67,0.296,2.6,2.9,62,7.2,7.8,0.0462,20.9,4.05,19.4,64,2,1,3-,2.19,137.9,S9451,10,S6423,10,185,192,0.3,1.0,"X,SEMEN",1,FW,,103,90,N,D3,DUD,,,,X,,SAGE,X,,CR,20,1,,25,X,,0,_____,5,12,10,2001,93,1109,0.0,0.0,0.0,-0.4301
01RA00384,R1565,11,00,1,13,07,33,F,3,2,5.0,Y,97,87,127,0.593,179,179,67,0.324,3.4,3.8,64,8.2,8.9,0.0497,19.87,3.26,16.4,70,1,1,3,2.19,137.9,S9451,10,S6423,10,190,192,0.309,1.0,DUD >works,1,FW,,108,106,N,D3,DUD,STUD,,,32,C,SAGE,FW2,,CR,45,2,,0,S,,0,_____,5,12,10,2001,,,0.0,0.0,0.0,-0.4301
01RA00385,R1567,11,00,1,10,07,23,M,2,2,4.0,Y,97,99,125,0.687,170,170,67,0.248,2.7,3.0,64,8.0,8.7,0.0512,18.98,3.63,19.1,80,3,1,3,1.58,107.6,S9105,10,S7470,10,187,192,0.263,1.0,H3,3,IDX,,89,98,N,D4,DUD,,SCT,,LIB,,LIB,.,,M,65,3,,0,E,,0,_____,4,5,5,2001,,,0.0,0.0,0.0,0.1982
01RA00386,R1570,11,00,1,13,43,32,F,2,2,2.0,Y,97,76,125,0.51,150,150,67,0.259,2.8,3.1,64,7.0,7.6,0.0507,17.48,3.62,20.7,80,1,1,4,1.87,134.1,S9049,10,S9352,10,,,0.0,1.0,WOLF KILL,6,FW,,,,,,,,,,,,.,.,,,,,,,,,0,_____,2,3,3,2001,13,0612,0.0,0.0,0.0,
01RA00387,R1583,11,00,1,13,43,33,F,2,1,3.0,Y,98,96,124,0.665,188,188,67,0.322,2.8,3.1,64,9.2,10.0,0.0532,18.49,3.84,20.8,80,2,1,3-,2.01,113.7,S9451,10,S8092,10,197,192,0.301,1.0,DUD >works,1,FW,,97,107,N,D3,DUD,STUD,,,38,C,SAGE,FW1,,CR,50,3,,5,S,,0,_____,3,6,4,2001,,,0.0,0.0,0.0,-0.2785
01RA00388,R1587,11,00,1,10,07,23,M,1,1,2.0,Y,98,107,124,0.756,186,186,67,0.276,3.5,3.9,60,8.8,9.6,0.0516,20.66,4.96,24.0,64,1,1,4,1.53,101.3,S9105,10,S9653,10,211,192,0.31,1.0,,2,IDX,,93,110,N,S2,AA,,,,132,,.,.,,,,,,,, 7,0,_____,1,1,1,2001,92,0920,0.0,0.0,0.0,
01RA00389,R1614,11,00,1,13,43,34,F,1,1,2.0,Y,98,106,124,0.749,183,183,67,0.269,3.1,3.5,58,9.4,10.2,0.0557,26.44,4.77,18.1,56,2,1,4,1.7,127.0,S7853,10,S9237,10,194,192,0.263,1.0,"COARSE,56",3,FW,,103,105,N,SP,B,,SCT,,LIB,,LIB,.,,CR,55,3,,0,S,,0,_____,2,2,2,2001,,,0.0,0.0,0.0,
01RA00390,R1619,11,00,1,13,43,32,F,2,2,5.0,Y,99,88,122,0.616,163,163,67,0.261,3.1,3.5,64,7.8,8.5,0.0521,17.26,3.2,18.5,80,6,1,3-,1.52,103.0,S9049,10,S5690,10,190,192,0.304,1.0,H6,2,FW,,90,104,N,S0,A,,,,156,,.,.,,,,,,,, 9,0,_____,3,6,6,2001,92,0920,0.0,0.0,0.0,0.072
