UID,YR,ETAG,LINE,STM,PEN,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,AADG,YRWT,DAYSH,YADG,SL,FLGR,YLD,FLWT,CLFL,MICRON,DIGR,H,J,F,NOBN,LBWN,SIRE,DAM,JUWT,JDAY,JADG,RMK,PD,INDEX,WRK,BRAND,LIB,LIBING,YRREC
92RA00420,91,S1896,18,07,012,1,1,5,Y,97,103,129,0.556,135,135,0.117,7.2,58,23.6,14.6,3.4,24.1,60,7,1,4+,1.4,90.2,985019,699619,164,194,0.183,HORNS,3,84,W,,D3,DUD,1992
92RA00421,91,S1908,18,07,013,1,1,2,Y,98,97,128,0.518,117,135,0.073,7.5,58,22.5,14.0,3.1,19.7,70,3,1,5,1.5,98.0,990819,988319,158,194,0.183,5FACE,3,88,W,,MO,MOR,1992
92RA00422,91,S1933,18,07,005,2,2,5,Y,98,94,128,0.651,131,135,0.135,6.3,60,32.1,10.5,3.4,18.6,80,2,3,5+,1.62,101.4,962319,762119,165,194,0.213,5+FACE,3,91,W,,S1,A,1992
92RA00423,91,S1955,18,42,003,2,2,5,Y,99,92,127,0.624,123,135,0.113,7.8,60,34.8,13.1,4.6,17.8,80,7,1,5+,1.62,120.4,068010,741819,154,194,0.186,"CHK.FACE,HORN",2,103,W,,S1,A,1992
92RA00424,91,S2021,18,07,011,2,2,6,Y,101,78,117,0.591,123,135,0.16,6.5,60,35.4,11.5,4.1,21.8,64,2,2,3,1.57,101.8,982619,637019,170,194,0.269,,2,97,W,,D3,DUD,1992
92RA00425,91,S2054,18,42,003,2,2,3,Y,102,83,123,0.583,117,135,0.124,5.9,60,25.1,12.2,3.1,17.3,80,7,1,3-,1.46,93.4,068010,892519,158,194,0.224,HORNS,2,81,W,,S1,A,1992
92RA00426,91,S2065,18,07,011,2,2,5,Y,103,97,115,0.748,144,135,0.167,6.7,60,26.6,12.9,3.4,20.5,70,2,1,3,1.62,113.4,982619,729419,178,194,0.237,,2,99,W,,D3,DUD,1992
92RA00427,91,S2079,18,07,013,3,2,6,Y,104,95,121,0.703,120,135,0.091,6.8,62,20.8,12.6,2.6,18.0,80,2,1,3,2.07,130.0,990819,643719,154,194,0.176,AB.R.JAW.TINY,2,102,W,,MO,MOR,1992
92RA00428,91,S2080,18,07,013,3,2,6,Y,104,87,121,0.639,129,135,0.153,6.2,58,39.5,10.8,4.3,17.4,80,5,1,2-,2.07,130.0,990819,643719,165,194,0.233,,1,112,W,X,D3,DUD,1992
92RA00429,91,S2103,18,07,012,2,2,2,Y,106,92,120,0.678,117,135,0.091,7.9,60,37.8,14.2,5.4,22.5,62,5,1,3-,1.67,115.1,985019,017310,153,194,0.183,SIZE- JADG-,3,109,W,,S2,AA,1992
92RA00430,91,S2107,18,07,013,3,1,4,Y,106,97,120,0.63,128,135,0.113,5.7,58,22.8,12.6,2.9,18.1,80,4,1,4,1.64,96.8,990819,817519,170,194,0.219,CHK.R.HORN,3,85,W,,D1,B,1992
92RA00431,91,S2146,13,07,101,2,2,4,F,233,88,141,0.573,122,135,0.27,0.0,58,0.0,8.9,,0.0,,,,,1.33,98.3,954319,816919,166,194,0.419,,1,131,W,,S0,B,1992
92RA00432,91,S2147,13,07,101,2,2,4,F,233,81,141,0.535,115,135,0.27,0.0,58,0.0,7.9,,0.0,,,,,1.33,98.3,954319,816919,158,194,0.414,,1,131,W,,S2,AA,1992
92RA00433,91,S2164,10,07,103,1,1,3,F,235,115,139,0.67,143,135,0.222,0.0,58,0.0,10.2,,0.0,,,,,1.0,65.3,125110,955119,176,194,0.328,,1,91,W,,S1,A,1992
92RA00434,91,S2186,10,07,101,2,2,6,F,235,95,139,0.644,110,135,0.119,0.0,60,0.0,8.5,,0.0,,,,,1.33,52.2,954319,683319,158,194,0.339,CUTHORN,3,80,W,,S3,AA,1992
92RA00435,91,S2198,10,07,101,2,2,2,F,236,85,138,0.603,120,135,0.278,0.0,62,0.0,6.3,,0.0,,,,,1.0,75.5,954319,031610,169,194,0.452,SHORTSTAPLE,3,112,W,,,,1992
92RA00436,91,S2203,13,07,102,1,1,7,X,237,113,137,0.694,138,135,0.198,0.0,54,0.0,9.8,,0.0,,,,,1.0,85.3,860819,542219,150,194,0.199,MKT.ORCH.X,X,100,,,,,1992
92RA00437,91,S2221,10,07,103,1,1,7,F,241,99,133,0.604,122,135,0.183,0.0,58,0.0,8.6,0.0,0.0,,,,,1.33,45.2,125110,574619,160,194,0.328,,3,72,W,,D3,DUD,1992
92RA00438,91,S2225,13,07,101,2,2,5,X,242,77,132,0.537,102,135,0.198,0.0,58,0.0,6.6,,0.0,,,,,1.67,113.7,954319,714819,130,194,0.285,MKT.ORCH.X,X,134,,,,,1992
92RA00439,91,S2226,13,07,101,2,2,5,F,242,84,132,0.58,109,135,0.198,0.0,58,0.0,7.9,,0.0,,,,,1.67,113.7,954319,714819,161,194,0.414,,1,145,W,,S2,AA,1992
92RA00440,91,S2227,10,07,102,1,1,6,F,242,111,132,0.682,127,135,0.127,0.0,58,0.0,8.1,,0.0,,,,,0.5,42.0,860819,682319,169,194,0.312,,3,67,W,,D3,DUD,1992
92RA00441,91,S2228,10,07,101,2,1,5,F,243,91,131,0.575,122,135,0.246,0.0,58,0.0,9.5,,0.0,,,,,0.8,38.2,954319,771119,171,194,0.43,,1,74,W,,D3,DUD,1992
92RA00442,91,S2241,13,07,104,1,1,7,F,244,98,130,0.582,132,135,0.27,0.0,58,0.0,10.3,,0.0,,,,,0.67,58.3,127310,562319,164,194,0.355,,1,87,W,,S2,AA,1992
92RA00443,91,S2248,13,07,103,1,1,5,F,246,99,128,0.601,113,135,0.111,0.0,58,0.0,7.8,,0.0,,,,,0.67,57.0,125110,742919,154,194,0.296,,1,80,W,,S1,A,1992
92RA00444,91,S2251,13,07,101,1,1,3,F,247,99,127,0.605,115,135,0.127,0.0,60,0.0,7.7,,0.0,,,,,1.0,70.0,954319,927019,161,194,0.333,,1,96,W,,S3,AA,1992
92RA00445,88,S9082,00,07,131,2,2,3,X,100,76,124,0.531,0,0,0.0,0.0,,0.0,0.0,,0.0,,,,,0.67,26.7,831119,613919,0,,0.0,THIN VAS.RAM,X,,,,,,1992
92RA00446,88,S9529,10,07,101,1,1,8,M,250,103,125,0.652,229,135,0.109,7.8,60,29.4,20.6,6.1,24.1,60,1,1,3+,1.5,81.3,775519,282019,256,194,0.333,LF.JOINTILL,3,,W,,S1,A,1992
92RA00447,88,S9543,10,07,102,1,1,5,M,255,99,120,0.644,227,135,0.085,7.5,62,36.8,20.8,7.7,24.1,60,2,1,4+,0.43,38.9,773319,489619,248,194,0.362,SKEram,2,0,W,,S4,AAA,1992
92RA00448,89,S9700,12,07,941,1,1,5,M,93,117,126,0.687,219,135,0.239,7.8,60,36.6,18.5,6.8,20.6,64,2,1,3-,1.35,108.4,787219,608119,248,194,0.262,AB.THROAT,2,99,W,,S1,A,1992
92RA00449,89,S9736,11,07,111,2,1,6,M,94,112,121,0.717,228,135,0.194,8.0,60,45.1,16.9,7.6,23.8,60,1,3,3-,1.7,105.7,891619,492519,260,194,0.274,AB.JAW.KIMCHK,2,100,W,,S1,A,1992
92RA00450,89,S9781,12,07,831,1,1,4,M,95,129,125,0.798,238,135,0.198,8.9,60,29.7,19.3,5.7,22.9,62,1,1,3+,1.67,100.9,787519,620719,269,194,0.266,PEN-9,2,93,W,,S4,AAA,1992
92RA00451,89,S9826,11,07,112,2,2,5,M,97,97,123,0.675,216,135,0.254,7.3,62,28.4,17.5,5.0,23.4,62,3,3,3,2.0,135.4,888419,569719,242,194,0.305,,2,109,W,,S1,A,1992
92RA00452,89,S9908,18,07,144,1,1,2,L,100,112,119,0.71,241,135,0.204,8.5,60,35.8,22.5,8.1,22.6,62,7,1,3-,1.39,92.2,827019,788019,261,194,0.283,HORNS,2,95,W,,S1,A,1992
92RA00453,88, 0001,MT,02,,2,2,0,M,0,0,0,0.0,2,135,0.0,7.4,62,39.6,15.9,6.3,24.5,60,1,1,3+,0.0,0.0,,,283,194,0.0,REG#47521,1,0,W,X,S2,AA,1992
92RA00454,89,T0366,41,02,411,3,3,5,X,100,90,120,0.684,0,0,0.205,0.0,,0.0,0.0,,0.0,,,,,2.02,130.1,945043,686543,0,,0.278,,X,,,,,,1992
92RA00455,89,T0395,42,02,822,3,1,3,M,101,88,113,0.537,191,135,0.149,9.0,58,36.4,17.0,6.2,25.8,58,1,1,2-,2.01,104.9,886543,832443,218,194,0.217,,2,102,W,,S1,A,1992
92RA00456,89,T0467,42,02,842,2,2,6,M,102,83,118,0.625,176,135,0.184,8.6,58,40.4,16.0,6.5,21.9,64,2,1,3+,1.49,95.1,900143,628543,204,194,0.245,,3,98,W,,,,1992
92RA00457,89,T0739,40,02,401,2,2,3,X,114,82,108,0.648,0,0,0.256,0.0,,0.0,0.0,,0.0,,,,,1.91,121.9,866643,798943,0,,0.41,,X,,,,,,1992
92RA00458,90,T0944,42,02,822,1,1,3,M,95,97,117,0.616,145,135,0.037,9.8,56,43.3,17.5,7.6,28.2,54,1,3,2+,1.22,81.3,950643,909243,176,194,0.122,,3,84,W,,D3,DUD,1992
92RA00459,90,T0952,42,02,812,1,1,2,M,96,95,117,0.648,177,135,0.164,8.4,56,47.4,16.3,7.7,24.3,60,1,1,4+,1.58,105.4,947943,972443,208,194,0.247,,2,101,W,,S2,AA,1992
92RA00460,90,T0960,42,02,832,1,1,7,M,97,94,115,0.597,159,135,0.078,8.8,58,42.7,17.0,7.3,24.4,60,2,1,2+,1.16,82.5,955443,617543,184,194,0.142,,3,83,W,,S1,A,1992
92RA00461,90,T0963,41,02,414,2,2,6,M,97,84,116,0.632,171,135,0.147,7.9,58,44.6,14.6,6.5,22.1,62,1,1,3+,1.83,126.7,022844,634143,199,194,0.229,,2,108,W,,S1,A,1992
92RA00462,90,T0974,41,02,411,2,2,5,M,98,91,114,0.688,168,135,0.099,9.7,56,43.9,14.4,6.3,26.1,58,1,3,2,1.74,129.0,948243,756343,205,194,0.202,,2,110,W,,S4,AAA,1992
92RA00463,90,T0979,41,02,414,2,2,2,M,98,83,115,0.714,172,135,0.106,9.8,58,49.8,16.8,8.4,23.6,60,1,1,2,1.87,127.4,022844,977743,204,194,0.22,SAVE,1,116,W,blue 0,S3,AA,1992
92RA00464,90,T1005,42,02,812,1,1,2,M,99,86,113,0.577,171,135,0.116,8.2,60,37.4,15.1,5.6,22.3,62,1,5,2,1.58,80.7,947943,990443,216,194,0.234,JAW5,3,80,W,,S1,A,1992
92RA00465,90,T1026,41,02,413,3,2,4,M,99,78,113,0.623,184,135,0.146,11.9,56,50.4,16.6,8.4,26.6,56,2,3,2,2.01,117.6,978843,821043,209,194,0.231,POLYPAY? JAW3,3,113,W,,D3,DUD,1992
92RA00466,90,T1057,42,02,802,2,2,5,M,100,84,112,0.642,170,135,0.122,8.9,56,46.7,16.3,7.6,25.2,58,2,1,2-,1.44,105.3,947543,730143,210,194,0.246,,2,101,W,,S4,AAA,1992
92RA00467,90,T1058,42,02,832,1,1,5,M,100,93,112,0.558,157,135,0.051,9.8,60,52.2,13.8,7.2,23.3,62,1,3,3,1.54,95.0,955443,716543,181,194,0.145,,2,91,W,,S1,A,1992
92RA00468,90,T1061,42,02,822,2,2,5,M,100,83,113,0.635,153,135,0.085,9.4,60,43.0,16.4,7.1,26.4,56,2,1,2,1.54,105.1,950643,730543,193,194,0.193,,3,98,W,,D1,B,1992
92RA00469,90,T1073,42,02,822,1,1,3,M,100,85,113,0.5,168,135,0.133,9.4,60,40.9,16.1,6.6,23.8,60,1,1,2,1.22,79.3,950643,929043,213,194,0.223,,2,84,W,,S1,A,1992
92RA00470,90,T1110,42,02,802,1,1,3,M,102,104,110,0.695,193,135,0.102,8.2,60,37.7,18.5,7.0,26.8,56,2,1,2-,1.22,82.9,947543,930243,219,194,0.208,,3,85,W,,D3,DUD,1992
92RA00471,90,T1126,48,02,T-7,3,2,3,X,102,79,117,0.592,0,0,0.192,0.0,,0.0,0.0,,0.0,,,,,1.72,127.3,8068,891343,0,,0.261,DUD OR AVG,X,,,,D3,DUD,1992
92RA00472,90,T1127,48,02,T-7,3,2,3,M,102,82,117,0.61,184,135,0.171,9.1,58,42.4,16.8,7.1,25.5,58,1,3,3+,1.72,127.3,8068,891343,219,194,0.276,,2,114,W,,S1,A,1992
92RA00473,90,T1135,48,02,T-7,3,2,6,M,102,107,117,0.806,235,135,0.247,7.7,58,39.2,17.7,6.9,24.3,60,2,7,3+,1.74,129.5,8068,648543,275,194,0.345,JAW7,3,116,W,,S1,A,1992
92RA00474,90,T1150,48,02,T-8,2,2,7,P,103,79,116,0.6,0,0,0.195,0.0,,0.0,0.0,,0.0,,,,,1.79,112.6, 001,567543,169,194,0.255,,2,,W,,S4,AAA,1992
92RA00475,90,T1189,48,02,T-6,2,2,2,M,104,84,115,0.71,199,135,0.213,7.0,62,40.0,12.2,4.9,22.5,62,2,1,2,1.87,141.7,4214,940843,236,194,0.315,JUMPER,1,114,W,blue 0,D3,DUD,1992
92RA00476,90,T1198,48,02,T-5,2,2,3,M,104,86,115,0.679,200,135,0.171,8.5,58,37.0,16.8,6.2,24.8,60,1,3,2,1.47,93.8,979043,935343,242,194,0.324,,2,94,W,,S4,AAA,1992
92RA00477,90,T1237,42,02,812,2,1,6,X,105,106,107,0.77,194,135,0.102,6.8,60,35.1,14.0,4.9,22.9,62,2,1,2,1.56,101.8,947943,677543,233,194,0.205,X.L.TST.LARGR,X,87,,,,,1992
92RA00478,90,T1270,48,02,T-9,3,2,5,M,106,92,113,0.719,222,135,0.209,7.4,60,36.8,15.7,5.8,26.8,56,1,3,2,1.84,135.0,8155,694143,272,194,0.333,,2,114,W,,S1,A,1992
92RA00479,90,T1331,48,02,T-4,1,1,4,P,108,103,111,0.654,0,0,0.171,0.0,,0.0,0.0,,0.0,,,,,1.46,90.8,8083,805243,219,194,0.276,,2,,W,,S4,AAA,1992
92RA00480,90,T1338,48,02,T-7,2,1,4,P,108,100,113,0.666,0,0,0.175,0.0,,0.0,0.0,,0.0,,,,,1.39,92.0,8068,819243,213,194,0.299,,2,,W,,S4,AAA,1992
92RA00481,90,T1357,48,02,T-9,3,1,3,M,109,88,110,0.62,202,135,0.213,8.1,62,40.5,15.3,6.2,22.8,62,1,3,2-,1.59,93.8,8155,909143,244,194,0.309,,2,93,W,,S1,A,1992
92RA00482,90,T1369,48,02,T-3,3,2,7,M,109,76,110,0.603,185,135,0.192,9.9,60,42.4,16.4,7.0,24.2,60,1,1,2+,1.7,112.3,952243,619843,212,194,0.273,,2,106,W,,S2,AA,1992
92RA00483,90,T1372,41,02,412,2,2,6,M,109,85,103,0.719,161,135,0.075,9.7,58,36.9,18.3,6.8,24.5,60,2,3,3,1.74,136.1,958143,636443,202,194,0.193,SAVE,1,115,W,blue 0,S3,AA,1992
92RA00484,90,T1373,41,02,412,2,2,6,M,109,94,103,0.792,175,135,0.116,9.0,60,39.8,17.3,6.9,25.2,58,1,3,2-,1.74,136.1,958143,636443,196,194,0.175,,2,114,W,,S1,A,1992
92RA00485,90,T1385,42,02,822,2,1,5,M,110,90,103,0.69,176,135,0.096,9.7,58,40.4,16.3,6.6,27.7,56,1,1,2+,1.26,83.2,950643,742443,211,194,0.208,,3,85,W,,,,1992
92RA00486,90,T1439,42,02,802,2,1,3,M,111,78,102,0.603,155,135,0.099,8.0,58,43.3,13.2,5.7,23.2,62,2,1,3+,1.59,75.3,947543,874543,183,194,0.205,,3,76,W,,D1,B,1992
92RA00487,90,T1463,48,02,T-5,2,2,4,M,112,85,107,0.695,194,135,0.23,9.8,56,41.5,18.0,7.5,25.2,58,1,3,2,1.46,95.0,979043,801543,240,194,0.327,,2,100,W,,S4,AAA,1992
92RA00488,90,T1495,48,02,T-6,1,1,5,P,114,100,107,0.612,0,0,0.158,0.0,,0.0,0.0,,0.0,,,,,1.64,106.8,4214,755643,210,194,0.284,FINEWOOL,2,,W,,S4,AAA,1992
92RA00489,90,T1497,48,02,T-6,3,2,4,M,114,78,107,0.594,182,135,0.186,8.5,62,38.7,13.9,5.4,26.6,56,2,1,2,1.79,125.2,4214,813143,225,194,0.277,,2,107,W,,S4,AAA,1992
92RA00490,90,T1543,48,02,T-4,2,2,5,M,116,87,105,0.679,201,135,0.211,9.0,58,46.2,17.0,7.9,24.8,60,1,3,3+,1.44,112.5,8083,706243,243,194,0.329,,2,110,W,,S4,AAA,1992
92RA00491,90,T1576,48,02,T-7,2,2,5,M,118,92,103,0.743,187,135,0.154,7.2,62,31.3,15.9,5.0,25.4,58,1,1,3,1.59,114.3,8068,727643,216,194,0.268,,2,98,W,,S4,AAA,1992
92RA00492,90,T1630,48,02,T-9,2,1,5,M,123,97,98,0.739,212,135,0.154,9.0,60,43.8,19.3,8.5,27.2,56,2,1,2,1.74,101.4,8155,748443,255,194,0.268,,2,103,W,,S1,A,1992
92RA00493,91,T1791,48,02,T-2,2,2,6,Y,94,97,117,0.665,133,135,0.125,8.7,58,34.9,16.3,5.7,20.2,70,1,1,3+,1.44,116.0,853543,699343,172,194,0.215,,1,113,W,ewelamb,S2,AA,1992
92RA00494,91,T1826,48,02,T-5,2,2,2,Y,95,93,116,0.677,152,135,0.204,8.7,58,19.5,16.3,3.2,21.1,64,1,2,2,1.66,96.7,922243,073844,190,194,0.278,,2,93,W,,S4,AAA,1992
92RA00495,91,T1879,48,02,T-3,2,2,3,Y,95,89,116,0.609,113,135,0.083,7.8,58,28.2,14.6,4.1,19.9,70,1,1,3+,1.58,110.3,853543,943943,161,194,0.206,,2,101,W,,S1,A,1992
92RA00496,91,T1880,48,02,T-3,2,2,3,Y,95,85,116,0.645,119,135,0.118,7.2,60,25.6,15.8,4.0,23.2,62,1,1,3,1.58,110.3,853543,943943,162,194,0.221,,2,100,W,,S1,A,1992
92RA00497,91,T1899,42,02,842,2,2,4,Y,96,76,123,0.538,117,135,0.146,9.0,58,36.8,12.8,4.7,21.4,64,2,1,3+,1.84,113.9,043844,857443,145,194,0.202,,C,107,W,blue 80,S1,A,1992
92RA00498,91,T1905,41,02,413,2,2,7,Y,96,98,123,0.704,131,135,0.117,8.5,58,29.3,16.7,4.9,21.6,64,1,2,4+,1.83,126.7,073944,634143,177,194,0.232,,1,116,W,blue 11,S5,AAA,1992
92RA00499,91,T1906,41,02,413,2,2,7,Y,96,87,123,0.615,130,135,0.153,8.2,56,36.0,15.0,5.4,23.2,62,2,1,3+,1.83,126.7,073944,634143,169,194,0.24,RCVR,1,118,W,X,D3,DUD,1992
92RA00500,91,T1923,48,02,T-4,1,1,6,Y,96,99,115,0.545,139,135,0.138,8.9,58,24.0,16.0,3.8,22.2,62,1,1,3+,1.64,108.3,867243,694843,192,194,0.266,,2,102,W,,S1,A,1992
92RA00501,91,T1934,48,02,T-3,2,1,6,Y,96,112,122,0.771,152,135,0.142,7.8,58,29.1,15.4,4.5,20.6,64,4,1,2,1.84,106.3,867243,703143,197,194,0.249,SCURS,3,102,W,,S1,A,1992
92RA00502,91,T1940,41,02,411,2,2,2,Y,96,82,123,0.608,144,135,0.221,6.5,58,29.7,13.7,4.1,21.5,64,3,1,2-,1.66,113.6,036644,031944,170,194,0.258,SCUR3,3,103,W,,S4,AAA,1992
92RA00503,91,T1946,48,02,T-2,2,2,6,Y,96,92,122,0.68,132,135,0.142,8.7,58,33.6,13.6,4.6,23.5,60,1,2,2,1.44,112.5,922243,706243,170,194,0.228,,1,106,W,blue 0,D3,DUD,1992
92RA00504,91,T1947,42,02,862,2,2,5,Y,96,79,123,0.536,104,135,0.089,7.2,60,32.5,10.7,3.5,20.3,70,2,1,3-,1.57,91.9,046744,826243,144,194,0.191,,C,86,W,blue 81,SP,B,1992
92RA00505,91,T1952,48,02,T-2,2,2,7,Y,97,85,121,0.661,145,135,0.213,8.6,56,36.2,18.7,6.8,25.1,58,1,1,2,1.74,124.8,867243,687943,182,194,0.284,HI.IDX.58s,2,126,W,,S1,A,1992
92RA00506,91,T1984,48,02,T-1,3,2,5,Y,97,89,122,0.698,133,135,0.157,8.0,58,33.0,13.7,4.5,21.4,64,1,1,3,1.9,112.7,867243,789443,174,194,0.249,NOTCHED,1,106,W,ewelamb,S1,A,1992
92RA00507,91,T1999,48,02,T-2,1,1,2,Y,97,108,122,0.672,142,135,0.121,7.2,60,21.0,13.6,2.9,21.1,64,2,2,1-,1.49,100.7,922243,056244,190,194,0.24,,3,90,W,,S1,A,1992
92RA00508,91,T2009,48,02,T-3,2,2,5,Y,97,101,122,0.771,142,135,0.146,7.8,56,28.1,15.6,4.4,22.9,62,1,1,3+,1.35,94.8,867243,838343,182,194,0.238,,2,94,W,,S1,A,1992
92RA00509,91,T2012,41,02,412,2,2,4,Y,97,89,122,0.632,134,135,0.16,8.7,56,31.3,12.4,3.9,22.8,62,1,2,2+,1.72,114.7,072644,866343,172,194,0.243,,3,105,W,,S1,A,1992
92RA00510,91,T2015,41,02,412,2,2,3,Y,97,90,122,0.653,144,135,0.192,8.0,56,26.8,17.0,4.6,24.4,60,1,1,2+,1.58,95.2,072644,008444,182,194,0.27,,2,97,W,,S4,AAA,1992
92RA00511,91,T2025,41,02,412,1,1,2,Y,97,107,122,0.67,157,135,0.178,7.8,62,31.4,16.7,5.2,22.2,62,1,2,3,1.49,100.9,072644,034244,199,194,0.27,,2,103,W,,S1,A,1992
92RA00512,91,T2030,42,02,852,2,2,3,Y,97,81,122,0.594,120,135,0.139,8.0,58,30.3,15.3,4.6,22.8,62,1,2,2-,1.44,91.3,040344,974643,154,194,0.214,,C,92,W,blue 82,S2,AA,1992
92RA00513,91,T2040,48,02,T-5,3,2,5,Y,97,98,122,0.713,144,135,0.164,7.2,58,32.1,13.6,4.4,21.5,64,1,1,2,1.68,104.0,922243,851343,187,194,0.261,,2,100,W,,S1,A,1992
92RA00514,91,T2097,48,02,T-1,1,1,4,Y,98,115,121,0.674,145,135,0.107,8.9,56,37.2,16.3,6.1,23.5,60,1,2,2-,1.59,116.9,853543,927743,188,194,0.214,,1,115,W,blue 0,D3,DUD,1992
92RA00515,91,T2106,48,02,T-5,2,2,3,X,98,90,121,0.665,109,135,0.068,7.1,56,26.7,15.4,4.1,24.6,60,2,1,2,1.58,95.0,922243,991043,0,,0.0,MKT.ORCH.X,X,,,,,,1992
92RA00516,91,T2111,41,02,411,2,2,7,Y,98,94,121,0.688,120,135,0.093,8.0,56,29.4,16.5,4.9,24.2,60,3,1,3,1.74,136.1,036644,636443,168,194,0.217,CHK.SCUR3,1,120,W,blue 12a,D3,DUD,1992
92RA00517,91,T2130,48,02,T-3,2,2,4,Y,99,86,119,0.633,133,135,0.167,8.1,60,22.5,13.8,3.1,19.5,70,1,1,3+,1.59,102.4,853543,868943,179,194,0.272,,2,94,W,,S4,AAA,1992
92RA00518,91,T2131,48,02,T-2,1,1,6,Y,99,121,120,0.717,151,135,0.107,9.2,58,28.5,15.9,4.5,21.8,64,2,1,3+,1.24,92.9,853543,743143,199,194,0.229,,2,95,W,,D3,DUD,1992
92RA00519,91,T2132,48,02,T-4,2,2,2,Y,99,84,119,0.669,139,135,0.195,7.5,58,35.0,13.5,4.7,21.4,64,1,1,2,1.66,119.1,867243,068344,191,194,0.313,,1,112,W,ewelamb,S2,AA,1992
92RA00520,91,T2145,48,02,T-3,1,1,3,Y,99,107,119,0.667,161,135,0.191,8.8,58,45.3,17.7,8.0,22.9,62,1,1,2-,1.58,102.4,867243,990743,200,194,0.272,RCVR,1,118,W,ewelamb,S1,A,1992
92RA00521,91,T2173,48,02,T-3,1,1,4,M,100,124,111,0.81,179,135,0.19,9.8,58,22.0,20.0,4.4,20.9,64,1,1,1-,1.47,112.1,867243,914943,224,194,0.287,POLYPAY.X,3,109,W,,S0,B,1992
92RA00522,91,T2174,41,02,411,1,1,5,Y,100,92,118,0.537,138,135,0.163,8.2,56,30.7,15.7,4.8,23.7,60,1,1,3+,1.68,113.3,036644,782843,161,194,0.202,,1,106,W,blue 12,S1,A,1992
92RA00523,91,T2190,41,02,412,1,1,2,Y,100,103,118,0.677,149,135,0.163,7.4,60,30.9,13.2,4.1,21.8,64,1,2,2,1.49,101.3,072644,030944,201,194,0.287,,2,98,W,,S1,A,1992
92RA00524,91,T2213,41,02,413,1,1,7,Y,101,92,117,0.579,156,135,0.227,8.5,58,30.7,17.6,5.4,21.8,64,1,2,3+,1.74,108.8,073944,652143,199,194,0.313,,1,111,W,blue 14a,D3,DUD,1992
92RA00525,91,T2214,41,02,413,2,1,4,Y,101,79,117,0.521,140,135,0.216,8.8,58,27.6,12.6,3.5,19.6,70,1,1,2-,1.84,100.6,073944,876643,182,194,0.301,,2,97,W,,S1,A,1992
92RA00526,91,T2225,42,02,832,1,1,3,Y,102,77,116,0.504,136,135,0.209,7.3,58,24.7,11.7,2.9,20.5,70,1,2,3,1.3,76.0,039544,955343,177,194,0.292,,C,78,W,blue 83,S3,AA,1992
92RA00527,91,T2231,41,02,414,2,2,6,X,103,81,115,0.641,120,135,0.138,8.7,56,41.0,10.8,4.4,21.9,64,5,2,2-,1.74,109.9,040944,712343,0,,0.0,MKT.HORN.X,X,,,,,,1992
92RA00528,91,T2238,42,02,842,2,1,5,Y,103,74,115,0.483,116,135,0.149,7.2,56,43.8,9.0,3.9,22.0,64,3,1,3-,1.46,83.7,043844,803743,154,194,0.234,SCUR3,C,85,W,blue 88,SP,B,1992
92RA00529,91,T2255,41,02,414,2,2,2,Y,104,75,114,0.651,124,135,0.174,8.9,58,31.0,10.0,3.1,20.5,70,1,1,2+,1.83,124.7,040944,058444,166,194,0.266,,1,108,W,blue 13a,S2,AA,1992
92RA00530,91,T2262,42,02,852,2,1,6,Y,105,86,113,0.632,117,135,0.11,9.0,56,25.8,11.8,3.0,20.7,64,1,1,2,1.24,75.0,040344,754543,148,194,0.181,X.EPI.,C,76,W,X,D2,DUD,1992
92RA00531,91,T2268,41,02,413,2,2,3,Y,105,90,114,0.682,147,135,0.203,8.0,58,31.3,14.9,4.7,20.5,70,1,1,2,1.73,132.3,073944,982243,191,194,0.296,RCVR,1,120,W,blue 0,D3,DUD,1992
92RA00532,91,T2270,41,02,412,2,2,3,Y,105,75,114,0.595,135,135,0.214,7.6,60,29.2,12.0,3.5,23.3,62,1,1,2-,1.58,106.3,072644,956243,182,194,0.314,,3,100,W,,D3,DUD,1992
92RA00533,91,T2280,42,02,832,2,2,5,Y,106,76,113,0.58,111,135,0.125,7.4,58,31.3,10.3,3.2,21.4,64,2,2,3+,1.57,103.7,039544,780943,143,194,0.196,,C,92,W,blue 0,S2,AA,1992
92RA00534,91,T2285,42,02,842,2,1,2,Y,106,74,113,0.538,116,135,0.149,6.8,60,27.1,10.8,2.9,21.5,64,2,1,3,1.83,104.8,043844,081144,155,194,0.238,,C,92,W,blue 87,S1,A,1992
92RA00535,91,T2286,41,02,414,2,2,3,Y,107,91,112,0.677,127,135,0.128,7.3,58,33.4,10.8,3.6,20.1,70,2,2,2,1.87,125.3,040944,992543,166,194,0.22,,1,107,W,blue 13,S1,A,1992
92RA00536,91,T2297,41,02,411,2,2,6,Y,107,82,112,0.661,136,135,0.192,7.9,58,33.9,15.0,5.1,21.8,64,1,2,2-,1.64,120.7,036644,712443,175,194,0.273,RCVR,1,114,W,blue 0,D3,DUD,1992
92RA00537,91,T2306,41,02,412,1,1,6,Y,107,98,112,0.624,151,135,0.189,8.8,58,33.5,18.4,6.2,22.9,62,1,1,3,1.64,99.5,072644,697843,191,194,0.273,,1,108,W,blue 14,SP,B,1992
92RA00538,91,T2309,42,02,872,1,1,4,Y,108,80,111,0.512,118,135,0.135,9.8,58,27.1,10.5,2.8,23.3,62,2,2,3+,1.47,82.1,057744,932343,151,194,0.208,,C,81,W,blue 84,S1,A,1992
