UID,YR,ETAG,LINE,STM,PEN,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,AADG,YRWT,DAYSH,YADG,SL,FLGR,YLD,FLWT,CLFL,MICRON,DIGR,H,J,F,NOBN,LBWN,SIRE,DAM,JUWT,JDAY,JADG,RMK,PD,INDEX,WRK,BRAND,LIB,LIBING,YRREC
92RA00302,91,L8261,73,30,  .,2,2,7,F,246,77,128,0.537,104,135,0.214,0.0,56,0.0,5.9,,0.0,,,,,1.83,148.2,442303,746302,151,194,0.398,MM,1,145,W,,MO,MOR,1992
92RA00303,91,L8262,73,30,  .,2,2,7,F,246,93,128,0.658,121,135,0.222,0.0,58,0.0,6.6,,0.0,,,,,1.83,148.2,442303,746302,160,194,0.36,,1,142,W,,D3,DUD,1992
92RA00304,91,L8268,72,30,723,2,2,3,F,246,85,128,0.571,134,135,0.389,0.0,56,0.0,7.3,,0.0,,,,,1.0,82.3,446003,310803,169,194,0.452,,1,99,W,,S1,A,1992
92RA00305,91,L8279,73,30,  .,2,2,4,F,247,78,127,0.507,117,135,0.31,0.0,56,0.0,6.2,,0.0,,,,,1.25,76.0,304303,119603,161,194,0.446,,1,94,W,,D3,DUD,1992
92RA00306,91,L8280,73,30,  .,2,2,4,F,247,90,127,0.611,129,135,0.31,0.0,50,0.0,7.9,,0.0,,,,,1.25,76.0,304303,119603,179,194,0.478,,1,97,W,,S1,A,1992
92RA00307,91,L8288,72,30,724,2,2,4,F,248,89,126,0.585,120,135,0.246,0.0,60,0.0,6.8,,0.0,,,,,0.75,56.3,447103,166403,162,194,0.392,,3,75,W,,S4,AAA,1992
92RA00308,91,L8335,73,30,  .,2,1,7,F,263,101,111,0.747,130,135,0.23,0.0,54,0.0,7.7,,0.0,,,,,1.5,93.8,442303,774502,178,194,0.414,,1,105,W,,D3,DUD,1992
92RA00309,89,S0043,12,07,821,1,1,5,M,104,106,115,0.692,204,135,0.165,9.2,60,41.1,17.6,7.2,21.4,64,2,1,4+,1.89,113.9,788419,542319,233,194,0.262,,2,104,W,,S1,A,1992
92RA00310,90,S0353,18,07,R.1,2,1,1,M,89,74,130,0.48,154,135,0.15,8.0,58,40.4,18.7,7.6,23.8,60,2,1,3,1.84,93.2,813919,966519,213,194,0.227,,2,97,W,,D3,DUD,1992
92RA00311,90,S0407,US,07,145,2,1,3,M,91,115,128,0.712,207,135,0.15,8.2,60,42.6,16.5,7.0,23.4,62,3,3,3+,1.64,108.0,903119,779619,249,194,0.236,,2,104,W,,S1,A,1992
92RA00312,90,S0423,US,07,146,2,2,5,M,91,95,128,0.647,184,135,0.167,8.6,58,41.2,15.0,6.2,22.7,62,1,3,3,1.67,117.4,776319,630819,218,194,0.248,,1,108,W,red 22,S3,AA,1992
92RA00313,90,S0653,SW,41,S3,1,1,5,M,94,104,127,0.576,163,135,0.098,8.3,58,56.4,19.2,10.8,22.5,62,7,5,3+,1.47,85.6,  30,628119,209,194,0.213,JAW5,1,104,W,SW,S1,A,1992
92RA00314,90,S0668,US,07,143,2,2,4,M,94,108,127,0.746,198,135,0.119,8.0,60,41.1,19.3,7.9,24.1,60,2,1,3-,1.62,120.4,919819,741819,228,194,0.244,SM.AB.L.JAW,2,114,W,,S5,AAA,1992
92RA00315,90,S0676,18,07,R.4,1,1,1,M,94,110,127,0.699,175,135,0.039,7.8,60,37.2,16.3,6.1,24.3,60,6,1,3+,1.67,92.9,887119,977719,221,194,0.18,CHK.L.EYE,2,90,W,,S1,A,1992
92RA00316,90,S0680,FW,41,F1,1,1,3,M,94,105,127,0.584,176,135,0.123,8.3,60,59.0,19.4,11.4,21.8,64,4,7,4,1.52,101.0, 671,850219,210,194,0.207,WR5 + JAW7,1,116,W,FW,S4,AAA,1992
92RA00317,90,S0721,TX,07,T2,1,1,2,M,95,114,126,0.704,222,135,0.186,8.9,60,44.8,17.8,8.0,20.3,70,3,1,3+,1.6,84.0,2717,879919,247,194,0.262,,1,95,W,red 23,S2,AA,1992
92RA00318,90,S0752,US,07,144,1,1,3,M,96,100,125,0.552,178,135,0.14,8.6,60,44.9,17.5,7.9,21.3,64,2,1,2,1.52,90.4,908219,778919,208,194,0.232,,2,97,W,,S1,A,1992
92RA00319,90,S0779,SW,41,S1,2,1,5,M,96,99,125,0.634,166,135,0.074,9.0,60,52.2,14.5,7.6,21.4,64,7,1,2-,1.17,62.9,  50,660419,193,194,0.171,HORNS,1,80,W,SW,S2,AA,1992
92RA00320,90,S0798,18,07,R.4,1,1,1,M,97,78,124,0.485,166,135,0.179,8.2,60,36.3,15.1,5.5,24.2,60,1,1,2+,1.67,95.0,887119,988419,191,194,0.256,,2,93,W,,S1,A,1992
92RA00321,90,S0813,US,07,143,2,2,7,X,97,93,124,0.594,203,135,0.172,8.5,58,46.5,15.9,7.4,25.2,58,6,3,3-,1.79,120.9,919819,475019,0,,0.284,X.HORNINEYE.X,X,115,,,,,1992
92RA00322,90,S0820,18,07,R.4,1,1,1,M,97,95,124,0.597,174,135,0.123,8.0,60,39.3,15.0,5.9,23.4,62,3,1,3+,1.67,118.3,887119,012910,217,194,0.22,RETEST SEMEN,1,106,W,ewelamb,D3,DUD,1992
92RA00323,90,S0827,TX,07,T4,1,1,4,X,97,123,124,0.738,0,0,0.143,0.0,,0.0,0.0,,0.0,,,,,1.62,113.4,4352,729419,0,,0.223,HOMO OR DUD,X,,,,D3,DUD,1992
92RA00324,90,S0843,US,07,141,1,1,5,M,98,98,123,0.55,191,135,0.123,8.8,58,49.1,16.6,8.2,21.3,64,7,1,5+,1.27,73.5,779919,636319,229,194,0.223,HORNS,2,88,W,,S1,A,1992
92RA00325,90,S0849,18,07,R.5,2,1,1,M,98,82,123,0.577,181,135,0.179,6.8,62,35.9,15.2,5.5,22.2,62,2,3,3-,1.84,103.1,917219,006510,214,194,0.265,,2,96,W,,D3,DUD,1992
92RA00326,90,S0872,US,07,142,2,1,2,M,99,93,122,0.636,180,135,0.105,7.3,60,35.1,17.5,6.1,24.6,60,2,1,3,1.6,93.7,890519,867819,212,194,0.241,,2,92,W,,D3,DUD,1992
92RA00327,90,S0885,18,07,R.1,1,1,1,M,100,80,121,0.518,171,135,0.14,8.1,60,36.1,19.5,7.0,24.0,60,1,1,3+,1.67,110.5,813919,988619,209,194,0.247,,2,106,W,,S1,A,1992
92RA00328,90,S0903,18,07,R.4,1,1,1,M,101,91,120,0.612,176,135,0.14,7.9,58,40.1,13.8,5.5,22.9,62,1,1,3,1.67,117.9,887119,007410,206,194,0.226,NOTCH,2,104,W,,S4,AAA,1992
92RA00329,90,S0949,18,07,R.4,1,1,1,M,103,85,116,0.606,156,135,0.188,8.5,62,40.4,13.9,5.6,20.3,70,4,1,3,1.67,118.8,887119,970519,185,194,0.282,CHK.HORNS,2,108,W,,S1,A,1992
92RA00330,90,S0953,18,07,R.5,1,1,1,M,104,75,115,0.511,178,135,0.157,9.3,58,37.5,17.5,6.6,24.9,60,3,1,3,1.67,94.8,917219,965919,197,194,0.245,,2,97,W,,S4,AAA,1992
92RA00331,90,S0975,18,07,R.1,1,1,1,M,106,76,113,0.531,173,135,0.157,8.0,60,46.6,16.7,7.8,24.4,60,1,1,3,1.67,115.1,813919,017310,200,194,0.248,WRINKLES,1,111,W,blue 4_,S3,AA,1992
92RA00332,90,S0988,18,07,R.3,1,1,1,M,107,79,112,0.58,204,135,0.216,8.7,58,39.5,18.0,7.1,25.5,58,1,1,3+,1.67,97.1,888419,997719,240,194,0.333,,3,102,W,,S1,A,1992
92RA00333,90,S0991,18,07,R.4,2,1,1,Y,107,73,112,0.61,154,135,0.132,8.2,60,23.3,18.5,4.3,22.0,64,1,1,2,1.5,79.3,887119,957619,194,194,0.242,,3,79,W,,S3,AA,1992
92RA00334,90,S1005,18,07,R.5,1,1,1,M,109,77,110,0.567,183,135,0.167,7.7,60,41.5,16.2,6.7,21.9,64,2,1,3,1.67,115.1,917219,014810,219,194,0.27,JAW ABSCESS,1,108,W,X,S2,AA,1992
92RA00335,90,S1048,18,07,R.2,1,1,1,M,113,76,108,0.563,171,135,0.172,7.3,60,39.6,12.7,5.0,22.7,62,7,1,3+,1.67,95.5,886919,973719,207,194,0.265,HORNS,2,91,W,,MO,MOR,1992
92RA00336,90,S1130,13,07,104,1,1,5,M,230,114,144,0.612,188,135,0.211,6.6,56,35.1,12.5,4.4,24.2,60,2,1,2,1.0,88.7,977019,651219,219,194,0.137,,1,101,W,,S2,AA,1992
92RA00337,90,S1136,10,07,104,1,1,3,M,230,111,144,0.567,175,135,0.173,7.8,60,40.4,17.0,6.9,24.0,60,7,1,3+,0.5,22.5,977019,858619,210,194,0.383,HORNS,3,62,W,,D1,B,1992
92RA00338,90,S1162,10,07,102,1,1,2,M,231,121,143,0.663,189,135,0.173,7.1,62,29.8,19.9,5.9,25.7,58,2,1,2+,0.33,34.3,860819,951619,221,194,0.32,,3,66,W,,D3,DUD,1992
92RA00339,90,S1178,13,07,101,2,2,4,M,235,82,139,0.478,149,135,0.211,8.8,58,29.6,14.8,4.4,20.8,64,2,1,1-,1.67,113.7,863619,714819,178,194,0.383,,1,132,W,,S1,A,1992
92RA00340,90,S1184,13,07,103,2,2,5,M,236,85,138,0.511,161,135,0.226,7.8,58,36.8,14.5,5.3,23.7,60,1,1,3,1.67,91.0,954319,642319,183,194,0.349,,1,113,W,,S3,AA,1992
92RA00341,90,S1199,10,07,101,1,1,3,M,238,126,136,0.713,211,135,0.195,7.2,62,29.4,20.9,6.1,21.9,64,1,1,2,0.5,52.8,863619,857919,233,194,0.377,,2,84,W,,S1,A,1992
92RA00342,90,S1206,13,07,102,1,1,2,M,241,101,133,0.578,178,135,0.188,9.9,60,41.2,17.4,7.2,21.8,64,1,1,2+,0.33,30.0,860819,882419,214,194,0.337,,3,71,W,,D3,DUD,1992
92RA00343,90,S1208,13,07,101,1,1,3,M,242,97,132,0.545,167,135,0.128,7.8,58,37.0,18.0,6.7,21.9,64,2,1,3,1.0,68.7,863619,829719,194,194,0.314,,1,98,W,,S3,AA,1992
92RA00344,90,S1213,13,07,104,2,2,8,M,243,100,131,0.626,185,135,0.308,7.7,56,28.0,21.6,6.0,25.7,58,5,2,3+,1.5,119.0,977019,452819,225,194,0.383,0% BRED NOV92,3,140,W,X,SP,B,1992
92RA00345,90,S1218,13,07,103,2,2,7,M,245,95,129,0.596,174,135,0.218,7.2,60,34.2,19.1,6.5,24.5,60,2,1,3+,1.5,128.0,954319,471719,217,194,0.389,"DUD,3/92",2,149,W,,D3,DUD,1992
92RA00346,90,S1219,13,07,103,2,2,7,M,245,93,129,0.572,177,135,0.211,6.8,60,36.5,14.0,5.1,24.0,60,1,1,2,1.5,128.0,954319,471719,206,194,0.4,,1,144,W,,D3,DUD,1992
92RA00347,90,S1239,13,07,102,1,1,3,X,247,94,127,0.544,174,135,0.256,8.2,60,35.1,16.2,5.7,23.4,62,1,1,2,0.33,28.3,860819,818219,209,194,0.423,X.AB.THROAT,X,64,,,,,1992
92RA00348,90,S1243,13,07,101,1,1,5,M,248,97,126,0.575,166,135,0.165,9.0,58,36.5,18.4,6.7,25.2,58,2,1,2-,0.33,29.7,863619,645619,201,194,0.349,WRINKLES,3,68,W,,S1,A,1992
92RA00349,90,S1245,10,07,101,2,2,7,L,248,80,126,0.497,161,135,0.248,8.2,60,34.2,15.8,5.4,22.8,62,3,1,2+,1.14,81.3,863619,473919,186,194,0.383,,3,107,W,,S2,AA,1992
92RA00350,90,S1248,13,07,101,2,2,3,M,248,86,126,0.571,159,135,0.165,7.7,56,36.7,15.1,5.5,22.2,62,1,1,1-,1.33,98.3,863619,816919,189,194,0.297,,1,119,W,,S1,A,1992
92RA00351,90,S1251,10,07,102,1,1,3,M,249,95,125,0.572,166,135,0.165,8.0,60,36.9,16.6,6.1,22.3,62,2,1,4,0.25,21.8,860819,860319,190,194,0.366,AB.JAW.TINY,3,58,W,,D1,B,1992
92RA00352,90,S1261,10,07,101,2,2,6,M,250,88,124,0.588,172,135,0.308,9.0,56,37.6,21.6,8.1,26.1,58,3,1,2,1.17,78.5,863619,552219,199,194,0.463,COARSE,3,117,W,,D3,DUD,1992
92RA00353,90,S1267,10,07,101,1,1,2,M,251,91,123,0.56,190,135,0.278,8.9,60,40.0,16.6,6.6,22.5,62,2,1,1-,1.33,58.0,863619,947519,212,194,0.44,HAIRY,2,94,W,,S2,AA,1992
92RA00354,90,S1268,10,07,103,1,1,8,M,252,88,122,0.511,165,135,0.263,7.6,58,41.3,17.2,7.1,21.2,64,3,1,3,0.86,58.4,954319,444119,185,194,0.394,,2,93,W,,S1,A,1992
92RA00355,90,S1273,10,07,101,2,1,8,M,254,99,120,0.626,178,135,0.233,7.8,60,37.6,17.9,6.7,22.9,62,2,1,2-,1.33,106.0,863619,418919,213,194,0.406,,1,132,W,blue 3_,S2,AA,1992
92RA00356,90,S1279,10,07,102,1,1,8,M,258,98,116,0.63,182,135,0.248,8.3,58,29.6,19.3,5.7,21.6,64,1,2,2+,0.71,56.4,860819,425619,213,194,0.406,,3,88,W,,S1,A,1992
92RA00357,91,S1282,18,07,006,2,2,3,Y,82,99,144,0.627,129,135,0.109,8.1,58,37.2,13.7,5.1,23.6,60,1,1,2-,1.75,115.9,966019,941919,166,194,0.201,IDX+ 60s,3,109,W,,D3,DUD,1992
92RA00358,91,S1286,18,07,014,2,2,2,Y,83,94,141,0.576,130,135,0.13,6.1,60,21.3,13.4,2.9,18.5,80,2,1,3,1.5,95.2,994119,959319,175,194,0.241,,2,86,W,,S4,AAA,1992
92RA00359,91,S1295,18,42,001,2,2,3,Y,83,99,135,0.679,151,135,0.184,8.3,58,35.1,16.0,5.6,20.6,64,4,2,3+,1.6,111.8,062110,875719,183,194,0.246,,1,105,W,blue 0,S2,AA,1992
92RA00360,91,S1296,18,42,001,2,2,3,Y,83,90,135,0.603,129,135,0.138,7.6,58,29.6,15.5,4.6,22.6,62,2,1,4,1.6,111.8,062110,875719,163,194,0.213,,2,99,W,,S1,A,1992
92RA00361,91,S1299,18,42,001,2,2,3,Y,84,90,134,0.669,128,135,0.135,9.1,60,42.2,14.3,6.0,19.6,70,1,1,3,1.75,96.7,062110,890419,169,194,0.231,,1,99,W,blue 0,D3,DUD,1992
92RA00362,91,S1306,18,07,006,3,2,6,Y,85,87,140,0.553,110,135,0.084,7.2,60,31.2,12.9,4.0,21.1,64,1,2,3+,1.87,122.9,966019,656619,137,194,0.149,SIZE,3,104,W,,D1,B,1992
92RA00363,91,S1317,18,07,009,3,2,2,Y,86,96,140,0.622,139,135,0.157,8.0,60,28.4,15.4,4.4,22.1,62,2,1,3,2.0,97.3,978119,969419,168,194,0.216,,2,96,W,,MO,MOR,1992
92RA00364,91,S1326,18,07,008,3,2,5,Y,86,99,132,0.699,137,135,0.135,8.9,58,29.8,16.6,4.9,23.0,62,1,1,5+,1.62,89.7,973619,723819,169,194,0.205,5+FACE,2,94,W,,S1,A,1992
92RA00365,91,S1336,18,42,001,2,2,2,X,86,83,132,0.568,123,135,0.142,7.9,56,29.1,15.3,4.5,19.9,70,3,1,4,1.84,111.6,062110,962919,148,194,0.19,THIN,X,98,,,,,1992
92RA00366,91,S1342,18,07,007,2,2,2,Y,86,89,132,0.625,151,135,0.22,6.8,60,19.7,17.6,3.5,21.1,64,2,1,3-,1.84,117.2,970019,966119,194,194,0.307,,1,105,W,red 24a,D3,DUD,1992
92RA00367,91,S1344,18,07,009,2,2,3,Y,86,97,140,0.628,134,135,0.135,8.8,56,37.5,10.3,3.9,20.5,70,2,1,3+,1.75,121.4,978119,907219,169,194,0.216,PINK,3,108,W,,D1,B,1992
92RA00368,91,S1365,18,07,005,2,2,3,Y,87,90,138,0.562,125,135,0.127,8.8,58,36.5,12.0,4.4,20.0,70,3,1,5,1.6,110.1,962319,866619,168,194,0.233, 5FACE,2,105,W,,S4,AAA,1992
92RA00369,91,S1390,18,07,007,1,1,2,Y,87,104,131,0.578,143,135,0.138,7.0,64,22.5,18.3,4.1,19.2,70,1,2,3-,1.5,100.3,970019,996819,172,194,0.199,,2,94,W,,MO,MOR,1992
92RA00370,91,S1402,18,07,009,1,1,5,Y,88,108,137,0.554,162,135,0.196,7.2,58,31.4,16.2,5.1,21.5,64,2,1,2-,1.51,89.7,978119,764319,196,194,0.263,,2,96,W,,S1,A,1992
92RA00371,91,S1476,18,07,012,2,2,4,Y,89,92,135,0.606,136,135,0.159,8.2,56,30.5,18.0,5.5,20.6,64,6,1,5+,1.77,121.4,985019,800519,173,194,0.241,CHK.FACE,1,116,W,blue 0,S0,B,1992
92RA00372,91,S1492,18,07,008,2,2,4,Y,90,88,128,0.628,121,135,0.117,7.8,58,29.5,18.9,5.6,21.8,64,1,1,5,1.52,102.1,973619,834419,158,194,0.205,5FACE,3,103,W,,D3,DUD,1992
92RA00373,91,S1494,18,07,010,2,2,5,Y,90,104,136,0.694,134,135,0.109,7.9,64,34.0,13.5,4.6,18.9,80,7,2,3+,1.84,106.4,980719,718819,163,194,0.177,HORNS,2,100,W,,S4,AAA,1992
92RA00374,91,S1497,18,07,010,2,2,3,Y,90,90,128,0.641,127,135,0.131,8.6,60,26.1,14.0,3.7,21.4,64,1,1,3-,1.89,134.9,980719,901219,160,194,0.205,,1,114,W,blue 5_,S3,AA,1992
92RA00375,91,S1504,18,42,001,2,2,5,Y,90,86,128,0.593,126,135,0.142,6.2,58,38.7,16.7,6.5,22.5,62,1,1,5,1.73,108.9,062110,712719,159,194,0.213,5FACE,2,103,W,,S1,A,1992
92RA00376,91,S1508,18,07,011,3,1,7,Y,90,101,128,0.645,129,135,0.099,6.2,60,35.4,15.7,5.6,19.5,70,3,1,4+,1.89,113.9,982619,542319,173,194,0.211,,1,108,W,ewelamb,S0,B,1992
92RA00377,91,S1517,18,07,012,3,2,5,Y,90,92,136,0.619,138,135,0.168,6.5,60,26.4,12.5,3.3,21.6,64,6,2,3,2.17,133.8,985019,713919,171,194,0.237,"MM,SM.TESTE",1,110,W,X,MO,MOR,1992
92RA00378,91,S1524,18,07,010,1,1,4,Y,90,135,136,0.743,159,135,0.088,7.3,62,29.5,19.4,5.7,18.6,80,2,2,2,1.77,121.7,980719,831219,199,194,0.192,,1,113,W,red 21,S2,AA,1992
92RA00379,91,S1527,18,07,015,2,2,3,Y,90,88,134,0.586,127,135,0.141,7.9,60,30.4,12.5,3.8,18.3,80,6,1,3+,1.89,119.1,997519,909719,160,194,0.214,,3,105,W,,S1,A,1992
92RA00380,91,S1536,18,07,010,3,1,2,Y,90,95,128,0.597,140,135,0.16,8.0,60,22.9,16.0,3.7,22.8,62,2,1,2-,2.0,96.9,980719,983719,186,194,0.266,,3,94,W,,D3,DUD,1992
92RA00381,91,S1541,18,07,002,2,2,3,Y,90,88,135,0.568,117,135,0.105,7.4,60,24.6,12.7,3.1,19.4,70,5,1,5,1.75,104.6,004310,879419,156,194,0.203,5FACE,3,92,W,,MO,MOR,1992
92RA00382,91,S1572,18,07,009,2,2,4,Y,91,83,127,0.589,128,135,0.16,8.0,58,37.9,12.1,4.6,19.9,70,1,1,3,1.64,112.1,978119,786419,161,194,0.228,,1,105,W,blue 0,S1,A,1992
92RA00383,91,S1580,18,07,011,1,1,4,Y,91,111,127,0.648,130,135,0.067,6.8,62,31.3,13.1,4.1,21.2,64,2,1,3-,1.52,84.4,982619,815119,166,194,0.161,,3,83,W,,D3,DUD,1992
92RA00384,91,S1583,18,07,010,2,1,3,Y,91,99,127,0.608,128,135,0.103,8.2,62,26.3,14.5,3.8,21.6,64,1,1,3+,1.89,94.1,980719,871119,167,194,0.199,,2,90,W,,S4,AAA,1992
92RA00385,91,S1596,18,07,010,1,1,7,Y,91,99,127,0.569,144,135,0.16,7.3,58,32.7,14.9,4.9,21.9,64,1,2,4-,1.53,105.7,980719,540319,177,194,0.228,,1,102,W,blue 0,S1,A,1992
92RA00386,91,S1599,18,07,008,3,2,5,Y,91,79,135,0.55,114,135,0.128,8.0,60,32.9,14.3,4.7,22.3,62,6,1,5+,1.84,113.6,973619,763319,151,194,0.216,5+FACE,3,106,W,,S1,A,1992
92RA00387,91,S1624,18,42,001,2,2,4,Y,92,87,126,0.589,115,135,0.099,7.0,58,43.9,10.9,4.8,19.6,70,2,2,3,1.77,110.5,062110,855319,0,,0.0,MSG.7-13-92,7,,,,,,1992
92RA00388,91,S1625,18,07,007,2,2,3,Y,92,79,126,0.575,131,135,0.184,7.3,58,27.3,13.7,3.7,18.8,80,3,1,5+,1.75,120.4,970019,918419,163,194,0.246,CHK.FACE,2,106,W,,S1,A,1992
92RA00389,91,S1627,18,07,006,2,2,2,Y,92,83,133,0.551,131,135,0.175,6.3,58,30.0,12.8,3.8,19.0,80,2,1,4-,1.67,110.5,966019,988619,155,194,0.215,?SM.TESTES,3,98,W,,D3,DUD,1992
92RA00390,91,S1636,18,07,006,2,2,4,Y,92,96,132,0.637,136,135,0.145,7.2,58,25.1,15.2,3.8,21.5,64,2,2,3,1.89,107.2,966019,782819,170,194,0.22,,2,97,W,,S1,A,1992
92RA00391,91,S1644,18,07,008,1,1,5,Y,92,98,126,0.545,135,135,0.131,7.8,58,26.4,17.6,4.6,22.0,64,1,2,3-,1.51,86.4,973619,705219,187,194,0.26,,2,92,W,,S1,A,1992
92RA00392,91,S1650,18,07,005,2,2,3,Y,92,92,133,0.618,140,135,0.175,8.0,58,34.6,13.6,4.7,22.0,64,2,1,3+,1.6,99.4,962319,933719,181,194,0.266,,2,100,W,,S1,A,1992
92RA00393,91,S1653,18,07,009,4,2,6,Y,92,89,132,0.608,123,135,0.123,7.9,60,31.1,11.8,3.7,21.1,64,6,1,3+,2.37,118.9,978119,624819,159,194,0.208,,3,104,W,,D1,B,1992
92RA00394,91,S1660,18,07,006,2,1,5,Y,92,113,132,0.672,139,135,0.094,6.6,58,25.9,16.2,4.2,20.3,70,2,1,3,1.62,93.4,966019,762719,182,194,0.205,,2,90,W,,S4,AAA,1992
92RA00395,91,S1666,18,07,002,1,1,2,Y,93,107,125,0.635,159,135,0.184,8.0,60,42.4,14.5,6.1,20.2,70,2,1,3-,1.67,103.3,004310,006110,196,194,0.26,"RCVR,JMPR",1,109,W,X,D3,DUD,1992
92RA00396,91,S1668,18,07,013,2,2,5,Y,93,90,132,0.601,128,135,0.138,5.9,58,19.8,15.5,3.1,21.2,64,6,2,4-,1.84,127.0,990819,733519,172,194,0.245,UGLY,3,104,W,,MO,MOR,1992
92RA00397,91,S1675,18,42,004,2,2,6,Y,93,94,133,0.619,116,135,0.08,8.3,60,27.1,13.8,3.7,20.0,70,7,3,3,1.77,101.1,065310,614519,149,194,0.165,HORNS,2,88,W,,S4,AAA,1992
92RA00398,91,S1677,18,07,008,1,1,3,Y,93,97,125,0.55,152,135,0.195,8.0,60,33.2,18.9,6.3,23.2,62,3,1,3,1.46,100.9,973619,882819,187,194,0.263,,1,109,W,blue 2_,S1,A,1992
92RA00399,91,S1683,18,07,015,2,2,4,Y,93,94,132,0.627,122,135,0.102,7.8,60,37.7,12.3,4.6,21.2,64,1,1,5,1.52,109.1,997519,780219,161,194,0.2,5FACE,2,102,W,,S1,A,1992
92RA00400,91,S1689,18,07,009,2,1,4,Y,93,103,133,0.58,158,135,0.201,8.1,60,28.2,14.2,4.0,20.9,64,1,1,3+,1.89,103.4,978119,795519,192,194,0.266,,2,99,W,,S1,A,1992
92RA00401,91,S1696,18,07,009,1,1,4,Y,93,117,133,0.639,153,135,0.131,8.3,58,34.6,16.1,5.6,21.9,64,1,2,3-,1.52,107.2,978119,828219,188,194,0.213,MSG.11/05/92,1,107,W,,,,1992
92RA00402,91,S1721,18,07,013,1,1,2,Y,93,102,125,0.598,139,135,0.131,7.8,60,30.7,11.9,3.7,19.1,80,6,2,3,1.5,101.0,990819,971519,182,194,0.234,,3,95,W,,S4,AAA,1992
92RA00403,91,S1724,18,07,009,1,1,5,Y,94,118,131,0.669,161,135,0.156,8.2,58,26.3,15.3,4.0,19.7,70,4,2,2,1.62,94.0,978119,709819,190,194,0.215,,2,92,W,,D3,DUD,1992
92RA00404,91,S1737,18,07,014,2,2,4,Y,94,97,130,0.66,145,135,0.174,7.0,60,33.1,12.3,4.1,20.8,64,3,2,3,1.64,108.0,994119,779619,178,194,0.241,,2,100,W,,S4,AAA,1992
92RA00405,91,S1739,18,07,002,1,1,5,Y,94,110,132,0.574,146,135,0.131,7.9,60,35.2,12.5,4.4,18.3,80,3,1,3-,1.73,114.2,004310,741519,171,194,0.183,,1,103,W,ewelamb,D3,DUD,1992
92RA00406,91,S1750,18,07,009,2,1,7,Y,94,109,125,0.691,148,135,0.139,8.2,60,39.0,17.7,6.9,22.1,62,4,1,2,1.71,124.9,978119,608819,185,194,0.223,,1,123,W,blue 1_,S4,AAA,1992
92RA00407,91,S1752,18,42,004,2,2,4,Y,94,83,125,0.564,136,135,0.189,7.8,60,36.6,13.2,4.8,19.5,70,4,1,2,1.64,117.3,065310,845019,176,194,0.273,,2,106,W,,S1,A,1992
92RA00408,91,S1753,18,42,004,2,2,4,Y,94,105,125,0.732,142,135,0.132,7.8,58,37.7,14.9,5.6,18.5,80,2,3,3+,1.64,117.3,065310,845019,184,194,0.232,,1,107,W,blue 0,S0,B,1992
92RA00409,91,S1764,18,42,001,3,2,3,Y,94,86,125,0.599,122,135,0.128,8.6,56,57.5,13.4,7.7,20.8,64,1,2,3,1.89,121.4,062110,914419,154,194,0.199,,1,117,W,blue 0,SP,B,1992
92RA00410,91,S1786,18,07,015,2,2,2,Y,95,92,130,0.627,142,135,0.182,8.4,58,33.1,15.3,5.1,20.7,64,3,2,3,1.84,94.8,997519,989219,191,194,0.296,,2,102,W,,S4,AAA,1992
92RA00411,91,S1788,18,07,011,2,2,5,Y,95,97,124,0.7,134,135,0.132,6.5,60,18.7,18.6,3.5,21.2,64,2,1,3-,1.73,106.7,982619,711319,171,194,0.217,,2,95,W,,S1,A,1992
92RA00412,91,S1794,18,07,010,2,2,4,Y,95,95,131,0.653,136,135,0.15,7.5,58,32.3,12.3,4.0,18.9,80,1,1,3-,1.77,91.2,980719,796219,175,194,0.24,,3,91,W,,S4,AAA,1992
92RA00413,91,S1827,18,07,006,2,2,6,X,95,94,131,0.62,120,135,0.095,5.9,60,28.2,12.3,3.5,20.0,70,2,2,3+,1.67,109.3,966019,646819,155,194,0.183,X.TINY.TST,X,94,,,,,1992
92RA00414,91,S1836,18,07,013,1,1,3,Y,96,106,128,0.589,142,135,0.13,7.1,60,29.2,14.5,4.2,18.1,80,2,1,3-,1.46,90.2,990819,873119,179,194,0.217,,2,89,W,,S1,A,1992
92RA00415,91,S1840,18,07,007,2,2,2,Y,96,100,123,0.71,146,135,0.164,6.2,58,29.1,13.4,3.9,20.2,70,2,1,3,1.67,122.5,970019,020310,192,194,0.27,,1,107,W,red 24,S2,AA,1992
92RA00416,91,S1850,18,42,004,2,2,6,Y,96,86,128,0.568,113,135,0.098,8.5,60,39.2,17.0,6.7,20.0,70,2,2,3-,1.77,104.4,065310,673019,145,194,0.176,SIZE?,2,102,W,,S4,AAA,1992
92RA00417,91,S1867,18,07,013,1,1,5,Y,97,108,129,0.594,115,135,0.026,5.7,60,25.5,13.0,3.3,18.4,80,7,1,4-,1.73,90.4,990819,703219,154,194,0.138,HORNS,3,80,W,,D3,DUD,1992
92RA00418,91,S1878,18,42,001,1,1,7,Y,97,98,122,0.553,133,135,0.125,7.1,58,24.1,15.5,3.7,18.3,80,2,1,3-,1.35,108.4,062110,608119,163,194,0.191,,1,92,W,blue 0,S3,AA,1992
92RA00419,91,S1890,18,07,007,2,2,3,Y,97,94,122,0.685,139,135,0.16,6.1,60,32.2,14.9,4.8,19.6,70,2,2,4+,1.75,127.9,970019,867319,171,194,0.226,,1,112,W,blue 0,S2,AA,1992
