UID,ID10,ID,ETAG,BRD,YR,SEA,LINE,STM,PEN,GRP,TRT,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SL,ADJ_SL,FLGR,FLWT,ADJ_FLWT,FLRATIO,MICRON,SD,CV,DIGR,H,J,F,NOBN,LBWN,SIRE,SBRD,DAM,DBRD,SAWT,SADAY,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,DNA,M_IDX,F_IDX,BOVIS,CODON136,CODON171,LIB,LIBING,LIBBRDG,FERT,LOT,OLD_LOT,LOT3,STUDY,STUDY2,ORIENT,RANK,APP,MOT,RFM,ABN,WBC,SEMEN,SELL,ELG,REGNO,LY2,LY3,LY5,YRREC,DISP,DAYDIS,IDZ65,ALTID,INBRL
14RA00001,2010055934,H5934,H5934,05,10,1,,30,49,,.,2,2,7.0,M,95,87,127,0.58,229,150,50,0.175,2.8,,,9.0,,,23.0,4.3,18.7,62,2,1,3,,,H9057,00,H2150,05,,,263,189,0.53,4.0,NICE LAMB,3,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,7,14,14.0,2014,93,0820,13119,,0.0
14RA00002,2011056587,H6587,H6587,05,11,1,,30,56,,.,3,1,3.0,M,88,75,112,0.605,195,133,50,0.158,2.6,,,6.6,,,23.8,4.3,18.1,60,2,1,3,,,H6532,00,H3819,05,,,220,189,0.41,3.0,BLACK.LEFT.RA,1,,,,,,AA,QR,,,,,MP,,,,,,,,,,,,,,,,3,7,1.5,2014,01,0903,0,,0.0
14RA00003,2011056969,H6969,H6969,05,11,1,,30,65,,.,3,2,7.0,M,97,68,103,0.563,217,144,50,0.202,2.7,,,8.0,,,22.0,4.6,21.1,64,2,1,2-,,,H5110,05,H1809,05,,,247,189,0.506,3.0,4TEATS SCOURS,W,,,,,,AA,RR,,,,,.,,,,,,,,,,,,,,,,8,16,12.0,2014,93,0922,13023,,0.036
14RA00004,2011057150,H7150,H7150,05,11,1,,30,54,,.,3,2,4.0,M,100,69,99,0.596,208,132,50,0.165,2.1,,,9.8,,,21.4,3.6,16.7,64,2,1,2-,,,H6530,00,H2973,05,,,252,189,0.515,3.0,4TEATS,3,,,,,,AA,RR,,,,,MP,,,,,,,,,,,,,,,,4,8,5.0,2014,93,0820,13146,,0.0
14RA00005,2011057260,H7260,H7260,05,11,1,,30,57,,.,2,2,7.0,M,102,61,98,0.51,203,142,50,0.212,2.6,,,7.2,,,22.7,3.5,15.6,62,1,1,3,,,H6533,00,H1897,05,,,0,0,,3.0,.,W,,,,,,AA,RR,,,,,MP,,,,,,,,,,,,,,,,6,15,13.0,2014,93,0922,13014,,0.0
14RA00006,2011007410,H7410,H7410,00,11,1,,30,,,,,,0.0,M,0,0,0,0.0,181,131,50,0.273,2.8,,,10.4,,,27.3,5.4,19.7,56,3,1,2-,,,,,,,,,214,189,0.386,3.0,FrecNoseR.Ear,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,0,0,0.0,2014,93,0820,13117,OR00684A1040,0.0
14RA00007,2012057412,H7412,H7412,05,12,1,,30,40,,,1,1,4.0,M,81,92,117,0.685,195,155,50,0.173,3.3,,,10.6,,,24.5,5.6,22.7,60,1,1,3,,,H6281,05,H4017,05,,,225,189,0.374,2.0,FailedSemen,1,,,,,,AA,RR,,,,,.,,,,,,,,,,,,,,,,5,10,7.0,2014,93,1023,13412,,0.049
14RA00008,2012057424,H7424,H7424,05,12,1,,30,39,,,3,2,4.0,M,82,73,116,0.552,151,134,50,0.167,2.8,,,8.2,,,25.1,4.7,18.7,58,1,1,3,,,H6529,00,H4302,05,,,195,189,0.343,2.0,Nice,1,,,,,,AA,QR,,,,,13,,,,,,,,,,,,,,,,5,15,10.0,2014,,,0,,0.0
14RA00009,2012057479,H7479,H7479,05,12,1,,30,44,,,2,1,3.0,M,85,99,114,0.753,197,152,50,0.144,2.0,,,9.6,,,22.5,3.8,16.8,62,1,1,2,,,H5750,05,H4891,05,,,235,189,0.383,2.0,Nice Polypay,1,,,,,,AA,QR,,,,,14,,,,,,,,,,,,,,,,4,10,9.0,2014,,,0,,0.032
14RA00010,2012057508,H7508,H7508,05,12,1,,30,43,,,3,3,5.0,M,86,62,113,0.456,161,96,50,0.092,2.8,,,9.0,,,21.0,4.3,20.3,64,1,1,3+,,,H6533,00,H3458,05,,,217,189,0.437,2.0,3T,1,,,,,,AA,RR,,,,,.,,,,,,,,,,,,,,,,6,14,13.0,2014,,,0,,0.0
14RA00011,2012057543,H7543,H7543,05,12,1,,30,44,,,3,2,7.0,M,87,82,112,0.639,188,129,50,0.127,2.4,,,9.6,,,20.6,4.3,10.7,64,2,1,3,,,H5750,05,H1579,05,,,237,189,0.437,2.0,SCOURS,1,,,,,,AA,QR,,,,,e12,,,,,,,,,,,,,,,,7,19,13.0,2014,,,0,,0.029
14RA00012,2012057588,H7588,H7588,05,12,1,,30,43,,,3,3,3.0,M,88,67,111,0.514,154,119,50,0.141,3.2,,,9.0,,,22.3,5.0,22.2,62,1,1,3,,,H6533,00,H5114,05,,,194,189,0.358,2.0,Pink Eyes,2,,,,,,AA,QR,,,,,.,,,,,,,,,,,,,,,,4,9,8.0,2014,92,0829,13018,,0.0
14RA00013,2012057783,H7783,H7783,05,12,1,,30,45,,,2,2,5.0,M,94,76,105,0.61,185,124,50,0.128,2.7,,,6.8,,,19.7,4.4,22.5,70,1,1,2,,,H5779,05,H3026,05,,,231,189,0.437,2.0,SCOURS,2,,,,,,AA,RR,,,,,.,,,,,,,,,,,,,,,,5,11,10.0,2014,92,0829,13019,,0.05
14RA00014,2012057809,H7809,H7809,05,12,1,,30,39,,,2,2,7.0,M,95,75,104,0.612,184,126,50,0.135,2.4,,,11.0,,,21.4,4.1,19.0,64,1,1,3,,,H6529,00,H2152,05,,,221,189,0.411,2.0,SCOURS,1,,,,,,AA,RR,,,,,15,,,,,,,,,,,,,,,,7,15,13.0,2014,,,0,,0.0
14RA00015,2012057881,H7881,H7881,05,12,1,,30,42,,,2,2,4.0,M,99,57,100,0.478,176,102,50,0.118,2.2,,,8.2,,,18.0,3.4,19.1,80,1,1,3+,,,H6478,05,H4549,05,,,,,,2.0,B.Ovis+/High-,3,,,,,,AA,QR,,,,,.,,,,,,,,,,,,,,,,4,9,7.0,2014,93,0616,13105,,0.05
14RA00016,2012057919,H7919,H7919,05,12,1,,30,45,,,1,1,2.0,M,104,84,94,0.768,203,148,50,0.165,2.3,,,8.8,,,19.3,3.5,18.0,70,2,1,2-,,,H5779,05,H6526,05,,,235,189,0.424,2.0,4TEATS.SCOURS,6,,,,,,AA,QR,,,,,VAS,,,,,,,,,,,,,,,,3,5,5.0,2014,93,0820,13130,,0.059
14RA00017,2013058002,H8002,H8002,05,13,1,,30,56,,,2,2,2.0,Y,82,88,115,0.654,162,162,50,0.201,2.7,,,4.8,,,24.1,4.8,19.8,60,1,1,3,,,H6952,05,H7011,05,,,197,189,0.305,1.0,.,1,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,1,2,2.0,2014,,,0,,0.033
14RA00018,2013058052,H8052,H8052,05,13,1,,30,57,,,1,1,4.0,Y,84,115,113,0.904,168,168,50,0.143,2.6,,,6.8,,,22.0,4.7,21.2,64,2,1,2-,,,H6969,05,H5551,05,,,198,189,0.232,1.0,Nice; saved,1,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,4,6,6.0,2014,,,0,,0.035
14RA00019,2013058061,H8061,H8061,05,13,1,,30,55,,,2,2,3.0,Y,84,80,113,0.614,153,153,50,0.197,2.4,,,4.0,,,21.4,4.6,21.7,64,1,1,2-,,,H6777,05,H6233,05,,,178,189,0.275,1.0,.,1,,,,,,AA,RR,,,,,16,,,,,,,,,,,,,,,,3,5,5.0,2014,,,0,,0.033
14RA00020,2013058066,H8066,H8066,05,13,1,,30,59,,,2,2,3.0,Y,84,75,113,0.573,134,134,50,0.159,2.6,,,5.2,,,29.5,5.1,17.5,50,1,1,3,,,H7410,00,H5706,05,,,163,189,0.246,1.0,Saved; nice,1,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,3,6,5.0,2014,,,0,,0.0
14RA00021,2013058070,H8070,H8070,05,13,1,,30,54,,,2,2,5.0,Y,85,86,112,0.669,153,153,50,0.181,2.8,,,6.0,,,23.8,5.3,22.4,60,1,1,3,,,H5934,05,H4399,05,,,196,189,0.308,1.0,Hairy,2,,,,,,AA,RR,,,,,,,,,,,,,,,,,,,,,5,11,9.0,2014,92,0829,13020,,0.023
14RA00022,2013058093,H8093,H8093,05,13,1,,30,55,,,1,1,3.0,Y,86,117,111,0.91,183,183,50,0.177,2.7,,,6.4,,,26.0,5.4,20.6,58,1,1,3,,,H6777,05,H6432,05,,,206,189,0.249,1.0,HAIRY,1,,,,,,AA,QR,,,,,BL,,,,,,,,,,,,,,,,3,5,4.0,2014,,,0,,0.031
14RA00023,2013058130,H8130,H8130,05,13,1,,30,58,,,1,1,2.0,Y,87,83,109,0.655,158,158,50,0.201,3.3,,,7.6,,,26.9,3.9,14.4,56,2,1,3+,,,H7260,05,H7405,05,,,183,189,0.279,1.0,Saved,2,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,2,2,2.0,2014,92,0829,13027,,0.027
14RA00024,2013058137,H8137,H8137,05,13,1,,30,56,,,2,2,3.0,Y,87,88,109,0.683,167,167,50,0.211,2.7,,,7.6,,,25.9,5.1,19.7,58,1,1,2,,,H6952,05,H5793,05,,,193,189,0.293,1.0,1ST,1,,,,,,AA,RR,,,,,e13,,,,,,,,,,,,,,,,3,6,6.0,2014,,,0,,0.022
14RA00025,2013058175,H8175,H8175,05,13,1,,30,58,,,3,2,4.0,Y,89,91,107,0.734,180,180,50,0.237,2.3,,,7.2,,,26.3,4.5,17.2,58,3,1,3+,,,H7260,05,H5231,05,,,206,189,0.321,1.0,Horns,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,4,11,6.5,2014,93,0820,13140,,0.028
14RA00026,2013058202,H8202,H8202,05,13,1,,30,56,,,3,2,3.0,Y,90,75,107,0.632,141,141,50,0.176,2.9,,,5.4,,,22.8,5.1,22.5,62,4,1,2-,,,H6952,05,H5668,05,,,174,189,0.277,1.0,SCOURS,3,,,,,,AA,QR,,,,,,,,,,,,,,,,,,,,,3,5,4.0,2014,93,0820,13071,,0.022
