UID,ETAG,YR,SEA,LINE,STM,PEN,TB,TR,AOD,BAND,DAYBN,WNWT,WNAGE,ADG,SPWT,YRWT,DAYSH,YADG,SHOU,SIDE,SL,FLGR,FLWT,YLD,CLFL,MICRON,DIGR,H,J,F,NOBN,LBWN,SIRE,DAM,DBRD,JUWT,JDAY,JADG,AGE,RMK,PD,GENO,M_IDX,F_IDX,WRK,DAM5,LIB,LIBING,FERT,LOT,SEMEN,YRREC
93RA00257,L9603,92,2,73,30,416,2,2,40,F,248,85,91,0.802,173,173,139,0.533,0.0,0.0,0.0,60,5.5,0.0,0.0,0.0,0,2,3,,1.75,128.5,L4460,2602,03,173,189,0.409,0.5,,1,FL,126,0,,L2602,S5,AAA,99.9,741,E,1993
93RA00258,L9614,92,2,73,30,427,2,2,40,F,249,73,90,0.697,130,130,139,0.345,0.0,0.0,0.0,64,4.8,0.0,0.0,0.0,0,1,1,,1.75,95.5,L4460,2937,03,157,189,0.391,0.5,,1,FL,101,0,,L2937,S3,AA,,,S,1993
93RA00259,L9630,92,2,72,30,724,2,2,70,F,251,61,88,0.57,122,122,139,0.37,0.0,0.0,0.0,60,3.9,0.0,0.0,0.0,0,1,1,,1.29,90.6,L6328,8748,02,130,189,0.321,0.5,,1,FL,92,0,,Y8748,S2,AA,,,S,1993
93RA00260,L9640,92,2,73,30,427,2,2,30,F,252,66,87,0.649,115,115,139,0.297,0.0,0.0,0.0,58,4.4,0.0,0.0,0.0,0,1,1,,1.0,89.7,L4471,4560,03,125,189,0.274,0.5,SIZE,3,MKT,87,0,,L4560,D3,DUD,,,,1993
93RA00261,L9649,92,2,73,30,427,2,2,40,F,254,61,85,0.634,106,106,139,0.273,0.0,0.0,0.0,60,3.9,0.0,0.0,0.0,0,1,1,,2.0,108.5,L4471,3067,03,139,189,0.363,0.5,,1,FL,108,0,,L3067,S3,AA,99.9,743,S,1993
93RA00262,S0680,90,1,FW,41,F1,1,1,30,M,94,105,127,0.584,181,176,139,0.123,7.9,7.2,3.0,62,16.1,70.1,11.3,21.7,64,4,7,3-,1.47,92.3, 671,8502,19,226,189,0.207,3.0,WR5 + JAW7,3,MKT,115,107,,S8502,S4,AAA,,,,1993
93RA00263,S0721,90,1,TX,07,T2,1,1,20,M,95,114,126,0.704,235,222,139,0.186,7.2,7.3,2.9,62,12.9,61.9,8.0,20.6,64,3,1,3+,1.65,91.8,2717,8799,19,272,189,0.262,3.0,,2,,96,108,,S8799,S0,B,,149,,1993
93RA00264,S0779,90,1,SW,41,S1,2,1,50,M,96,99,125,0.634,162,166,139,0.074,6.8,6.8,2.7,64,14.0,64.4,9.0,21.7,64,7,1,2-,1.17,62.9,  50,6604,19,213,189,0.171,3.0,HORNS,2,MKT,85,93,,S6604,S2,AA,,XXX,,1993
93RA00265,S0820,90,1,18,07,R.4,1,1,10,M,97,95,124,0.597,198,174,139,0.123,7.5,7.4,2.9,64,12.4,52.6,6.5,23.7,60,3,1,3,1.72,112.5,887119,0129,10,238,189,0.22,3.0,,2,,102,95,,S0129,S2,AA,,148,,1993
93RA00266,S0975,90,1,18,07,R.1,1,1,10,M,106,76,113,0.531,177,173,139,0.157,6.2,6.1,2.4,62,13.5,59.0,8.0,25.0,58,1,1,3,1.57,106.9,813919,0173,10,211,189,0.248,3.0,WRINKLES,2,,102,98,,S0173,S3,AA,,150,,1993
93RA00267,S0991,90,1,18,07,R.4,,,0,M,0,0,0,0.0,154,0,139,0.0,0.0,0.0,0.0,62,11.9,0.0,0.0,0.0,0,,,,0.0,0.0,,,,210,189,0.0,3.0,VASEC.RAM,3,VAS,0,0,,,S3,AA,,,,1993
93RA00268,S1130,90,2,13,07,104,1,1,50,M,230,114,144,0.612,207,188,139,0.211,6.8,6.4,2.6,62,11.8,54.5,6.4,25.0,58,2,1,2+,1.0,88.7,977019,6512,19,247,189,0.137,2.5,,2,,89,101,,S6512,S2,AA,,159,,1993
93RA00269,S1178,90,2,13,07,101,2,2,40,M,235,82,139,0.478,155,149,139,0.211,5.8,5.9,2.3,64,9.9,52.3,5.2,22.5,62,2,1,2+,1.67,113.7,863619,7148,19,197,189,0.383,2.5,POLY?,3,,106,90,,S7148,S1,A,,,,1993
93RA00270,S1184,90,2,13,07,103,2,2,50,M,236,85,138,0.511,170,161,139,0.226,6.0,5.8,2.3,60,12.7,53.8,6.8,23.4,62,1,1,3+,1.67,91.0,954319,6423,19,218,189,0.349,2.5,,2,,97,102,,S6423,S2,AA,,158,,1993
93RA00271,S1208,90,2,13,07,101,1,1,30,M,242,97,132,0.545,181,167,139,0.128,7.2,6.4,2.7,64,14.0,55.6,7.8,21.4,64,2,1,3-,1.0,68.7,863619,8297,19,213,189,0.314,2.5,?IDX,3,,87,117,,S8297,S3,AA,,,,1993
93RA00272,S1219,90,2,13,07,103,2,2,70,M,245,93,129,0.572,174,177,139,0.211,5.2,5.3,2.1,60,10.5,53.7,5.6,24.2,60,1,1,2+,1.5,128.0,954319,4717,19,223,189,0.4,2.5,,2,,116,89,,S4717,D3,DUD,,MKT,,1993
93RA00273,S1248,90,2,13,07,101,2,2,30,M,248,86,126,0.571,175,159,139,0.165,6.2,6.3,2.5,62,11.3,55.4,6.3,23.5,60,1,1,3+,1.33,98.3,863619,8169,19,218,189,0.297,2.5,,3,,99,100,,S8169,S1,A,,,,1993
93RA00274,S1273,90,2,10,07,101,2,1,80,M,254,99,120,0.626,193,178,139,0.233,5.8,5.8,2.3,62,13.7,48.2,6.6,22.6,62,2,1,3,1.33,106.0,863619,4189,19,243,189,0.406,2.5,,2,,107,101,,S4189,S3,AA,,157,,1993
93RA00275,S1295,91,1,18,42,001,2,2,30,M,83,99,135,0.679,169,151,139,0.184,8.0,7.9,3.1,58,12.7,69.9,8.9,22.7,62,4,2,2-,1.65,113.7,062110,8757,19,218,189,0.246,2.0,,2,,103,102,,S8757,S2,AA,,128,,1993
93RA00276,S1299,91,1,18,42,001,2,2,30,M,84,90,134,0.669,154,128,139,0.135,7.9,7.7,3.1,54,14.0,62.8,8.8,22.4,62,1,1,3+,1.78,102.0,062110,8904,19,201,189,0.231,2.0,62'S LAME CHK,2,,96,101,,S8904,D3,DUD,,MKT,,1993
93RA00277,S1476,91,1,18,07,012,2,2,40,M,89,92,135,0.606,161,136,139,0.159,6.5,6.8,2.6,62,12.3,61.6,7.6,20.7,64,6,1,4+,1.8,119.6,985019,8005,19,213,189,0.241,2.0,CHK.FACE,2,,106,107,,S8005,S0,B,,141,,1993
93RA00278,S1508,91,1,18,07,011,3,1,70,M,90,101,128,0.645,169,129,139,0.099,6.4,6.0,2.4,64,11.4,49.7,5.7,20.6,64,3,1,3-,1.89,113.9,982619,5423,19,199,189,0.211,2.0,,2,,96,91,,S5423,S1,A,,144,,1993
93RA00279,S1524,91,1,18,07,010,1,1,40,M,90,135,136,0.743,193,159,139,0.088,5.2,5.6,2.1,64,13.9,52.0,7.2,20.0,70,2,2,2,1.8,117.9,980719,8312,19,251,189,0.192,2.0,,2,,100,99,,S8312,S4,AAA,,142,,1993
93RA00280,S1572,91,1,18,07,009,2,2,40,M,91,83,127,0.589,162,128,139,0.16,6.2,6.3,2.5,64,12.6,64.4,8.1,22.0,64,1,1,3+,1.69,112.2,978119,7864,19,191,189,0.228,2.0,,2,,103,108,,S7864,S2,AA,,146,,1993
93RA00281,S1596,91,1,18,07,010,1,1,70,M,91,99,127,0.569,182,144,139,0.16,6.8,6.6,2.6,60,13.0,52.2,6.8,24.4,60,1,2,4+,1.53,105.7,980719,5403,19,223,189,0.228,2.0,,2,,96,98,,S5403,S3,AA,,145,,1993
93RA00282,S1677,91,1,18,07,008,1,1,30,M,93,97,125,0.55,191,152,139,0.195,6.2,6.0,2.4,62,15.5,45.6,7.1,24.8,60,3,1,3+,1.4,95.4,973619,8828,19,234,189,0.263,2.0,,2,,92,98,,S8828,S1,A,,147,,1993
93RA00283,S1753,91,1,18,42,004,2,2,40,M,94,105,125,0.732,177,142,139,0.132,6.6,6.5,2.6,62,12.7,65.9,8.4,19.8,70,2,3,2-,1.69,116.0,065310,8450,19,220,189,0.232,2.0,,2,,101,97,,S8450,S1,A,,129,,1993
93RA00284,S1764,91,1,18,42,001,3,2,30,M,94,86,125,0.599,150,122,139,0.128,7.0,7.3,2.8,56,14.0,67.0,9.4,23.5,60,1,2,3,2.03,112.9,062110,9144,19,195,189,0.199,2.0,WOOL,3,,101,101,,S9144,S1,A,,,,1993
93RA00285,S1840,91,1,18,07,007,2,2,20,M,96,100,123,0.71,179,146,139,0.164,5.9,6.1,2.4,64,14.2,47.4,6.7,20.9,64,2,1,3-,1.86,124.4,970019,0203,10,227,189,0.27,2.0,,2,,107,98,,S0203,S0,B,,143,,1993
93RA00286,S2146,91,2,13,07,101,2,2,45,M,233,88,141,0.573,171,122,139,0.27,6.0,6.0,2.4,64,12.1,52.1,6.3,23.6,60,2,1,3+,1.33,98.3,954319,8169,19,198,189,0.419,1.5,,2,,120,102,,S8169,S0,B,,156,,1993
93RA00287,S2147,91,2,13,07,101,2,2,45,M,233,81,141,0.535,143,115,139,0.27,5.0,5.1,2.0,64,10.6,48.8,5.2,22.1,62,1,3,3-,1.33,98.3,954319,8169,19,184,189,0.414,1.5,,2,,114,89,,S8169,S2,AA,,155,,1993
93RA00288,S2164,91,2,10,07,103,1,1,30,M,235,115,139,0.67,162,143,139,0.222,6.2,6.4,2.5,64,12.0,51.5,6.2,21.5,64,1,4,3-,1.0,77.3,125110,9551,19,205,189,0.328,1.5,,2,,101,104,,S9551,S3,AA,,XXX,,1993
93RA00289,S2186,91,2,10,07,101,,,0,M,0,0,0,0.0,145,0,139,0.0,0.0,0.0,0.0,62,11.2,0.0,0.0,0.0,0,,,,0.0,0.0,,,,195,189,0.0,1.5,VASEC.CUTHORN,3,VAS,0,0,,,S3,AA,,,,1993
93RA00290,S2226,91,2,13,07,101,2,2,55,M,242,84,132,0.58,147,109,139,0.198,7.0,6.8,2.7,58,11.3,46.1,5.2,21.1,64,1,3,2,1.67,113.7,954319,7148,19,198,189,0.414,1.5,MSG 7/28/93,7,,129,98,,S7148,S2,AA,,,,1993
93RA00291,S2228,91,2,10,07,101,2,1,50,M,243,91,131,0.575,161,122,139,0.246,6.8,6.8,2.7,60,13.5,52.6,7.1,22.5,62,1,1,3,0.8,38.2,954319,7711,19,206,189,0.43,1.5,LOW IDX,3,MKT,77,113,,S7711,D3,DUD,,,,1993
93RA00292,S2241,91,2,13,07,104,1,1,75,M,244,98,130,0.582,159,132,139,0.27,5.5,5.7,2.2,64,12.6,50.9,6.4,21.5,64,2,2,3,0.67,58.3,127310,5623,19,208,189,0.355,1.5,,2,,86,102,,S5623,S7,AAA,,154,,1993
93RA00293,S2248,91,2,13,07,103,1,1,55,M,246,99,128,0.601,138,113,139,0.111,6.6,6.7,2.6,64,10.0,54.3,5.4,19.6,70,2,2,2-,0.67,57.0,125110,7429,19,180,189,0.296,1.5,,3,,82,100,,S7429,S1,A,,,,1993
93RA00294,S2251,91,2,13,07,101,1,1,35,M,247,99,127,0.605,121,115,139,0.127,5.8,6.2,2.4,60,9.5,54.1,5.1,21.6,64,6,1,3+,1.0,70.0,954319,9270,19,163,189,0.333,1.5,"DEAD, JAW ABS",3,,91,93,,S9270,S3,AA,,,,1993
93RA00295,S2285,92,1,18,07,R-2,1,1,30,Y,87,99,130,0.549,131,131,137,0.112,5.2,5.3,2.1,64,7.8,55.2,4.3,21.2,64,,1,3-,1.57,89.8,973619,9739,19,169,189,0.208,1.0,4+FACE,3,,88,92,,S9739,,,,,,1993
93RA00296,S2315,92,1,18,07,R-1,4,2,50,Y,89,79,128,0.577,136,136,137,0.2,6.0,5.9,2.3,60,7.1,56.6,4.0,18.6,80,,1,3+,2.02,129.4,990819,7903,19,172,189,0.276,1.0,,1,LBW,113,94,,S7903,S2,AA,97.0,21,S,1993
93RA00297,S2349,92,1,18,07,R12,2,2,20,Y,90,87,127,0.606,130,130,137,0.151,5.6,5.4,2.2,64,6.7,58.4,3.9,19.7,70,,1,2-,1.73,104.5,040710,0867,10,175,189,0.261,1.0,,1,CTL,97,90,,S0867,S1,A,92.0,81,E,1993
93RA00298,S2352,92,1,18,42,R15,2,2,30,Y,90,70,127,0.53,113,113,137,0.151,6.8,7.3,2.8,58,9.2,67.9,6.2,22.6,62,,2,4+,1.72,93.3,062110,9722,19,150,189,0.237,1.0,,1,CTL,96,102,,S9722,S2,AA,99.9,82,E,1993
93RA00299,S2358,92,1,18,07,R-7,2,2,30,Y,90,90,127,0.588,151,151,137,0.214,5.7,5.9,2.3,60,9.5,53.3,5.1,22.2,62,,1,2+,1.72,115.1,075210,0023,10,172,189,0.243,1.0,,1,LBW,108,102,,S0023,S3,AA,97.0,24,S,1993
93RA00300,S2359,92,1,18,07,R-7,2,2,30,Y,90,80,127,0.598,124,124,137,0.154,6.0,6.1,2.4,62,8.6,57.4,4.9,20.0,70,,1,3,1.72,115.1,075210,0023,10,156,189,0.226,1.0,,1,LBW,107,103,,S0023,S2,AA,,alt,E,1993
93RA00301,S2398,92,1,18,07,R-4,3,2,70,Y,91,66,126,0.518,119,119,137,0.186,6.2,6.4,2.5,62,6.8,58.0,3.9,19.7,70,,1,2-,1.98,99.6,978119,6328,19,154,189,0.261,1.0,1TAG,3,,95,94,,S6328,D3,DUD,,,,1993
93RA00302,S2408,92,1,18,07,R-9,2,2,30,Y,92,62,125,0.431,120,120,137,0.204,6.0,6.8,2.5,60,8.6,62.5,5.4,20.1,70,,1,4+,1.86,111.2,084310,9991,19,162,189,0.297,1.0,,1,M,110,110,,S9991,S3,AA,85.0,43,E,1993
93RA00303,S2410,92,1,18,07,R11,1,1,30,Y,92,106,125,0.599,137,137,137,0.109,5.9,5.9,2.3,64,7.8,50.6,3.9,19.8,70,,1,3-,1.57,91.5,042310,9583,19,181,189,0.223,1.0,,1,LIS,88,91,,S9583,S2,AA,,,E,1993
93RA00304,S2414,92,1,18,07,R-7,2,2,40,Y,92,97,125,0.709,148,148,137,0.179,6.1,6.3,2.4,58,8.7,60.8,5.3,21.6,64,,1,3-,1.78,109.5,075210,8704,19,176,189,0.234,1.0,,1,M,106,106,,S8704,S2,AA,,alt,S,1993
93RA00305,S2462,92,1,18,07,R-3,3,2,40,Y,93,80,124,0.578,135,135,137,0.193,5.0,5.0,2.0,64,7.7,49.0,3.8,17.4,80,,1,2-,1.9,108.8,970019,9272,19,184,189,0.309,1.0,,2,,100,89,,S9272,S2,AA,,133,,1993
93RA00306,S2500,92,1,18,07,R-6,2,1,50,Y,93,106,124,0.647,140,140,137,0.119,7.0,7.2,2.8,58,9.2,69.0,6.3,19.8,70,,1,3+,1.69,84.4,004310,7846,19,191,189,0.252,1.0,,1,FW,98,124,,S7846,S3,AA,,alt,S,1993
93RA00307,S2505,92,1,18,07,R-5,2,2,40,Y,94,80,123,0.563,121,121,137,0.144,5.0,5.1,2.0,62,7.4,60.8,4.5,18.5,80,,1,3+,1.9,118.6,081310,9429,19,159,189,0.234,1.0,POOR SAMPLE,1,LBW,106,95,,S9429,S4,AAA,,,Q,1993
93RA00308,S2522,92,1,18,07,R-3,2,2,70,Y,94,88,123,0.615,153,153,137,0.228,5.8,5.8,2.3,64,10.8,54.9,5.9,20.6,64,,1,3+,1.61,104.5,970019,6370,19,191,189,0.306,1.0,,1,M,108,112,,S6370,S2,AA,,alt,S,1993
93RA00309,S2545,92,1,FW,41,AI,3,2,40,Y,94,72,123,0.535,119,119,137,0.165,6.2,6.2,2.4,58,8.5,66.8,5.7,17.2,80,,2,3,1.78,109.5,0023,8659,19,157,189,0.252,1.0,ENTR,1,CTL,103,98,,S8659,S1,A,,,E,1993
93RA00310,S2552,92,1,18,07,R-8,1,1,40,Y,95,98,122,0.564,136,136,137,0.133,6.3,6.3,2.5,62,8.5,61.0,5.2,21.5,64,,1,3-,1.4,95.4,982619,8828,19,180,189,0.243,1.0,,1,CTL,98,106,,S8828,S1,A,99.9,83,S,1993
93RA00311,S2567,92,1,18,07,R-8,2,2,30,Y,95,94,122,0.661,127,127,137,0.116,5.1,5.0,2.0,62,7.9,54.9,4.3,22.1,62,,1,2-,1.72,114.0,982619,9959,19,173,189,0.234,1.0,4TEATS,1,LBW,102,90,,S9959,S3,AA,,alt,E,1993
93RA00312,S2575,92,1,18,07,R10,2,2,40,Y,95,79,122,0.578,135,135,137,0.196,5.3,5.6,2.1,62,7.3,63.4,4.6,20.1,70,,1,2-,1.65,113.7,072110,8757,19,171,189,0.273,1.0,,1,LBW,105,96,,S8757,S3,AA,,alt,S,1993
93RA00313,S2576,92,1,18,07,R10,2,2,40,Y,95,83,122,0.597,138,138,137,0.193,6.0,6.5,2.5,60,9.0,63.7,5.7,19.3,70,,1,3+,1.65,113.7,072110,8757,19,181,189,0.291,1.0,,1,M,112,114,,S8757,S3,AA,97.0,42,E,1993
93RA00314,S2585,92,1,18,07,R-9,2,2,30,Y,96,70,121,0.517,127,127,137,0.2,5.8,5.7,2.3,64,7.7,61.4,4.7,18.4,80,,2,3,1.72,112.5,084310,0129,10,174,189,0.309,1.0,,1,M,107,102,,S0129,S5,AAA,63.0,G.6,E,1993
93RA00315,S2588,92,1,18,42,R14,2,1,60,Y,96,95,121,0.607,130,130,137,0.123,6.3,6.0,2.4,64,7.8,63.4,4.9,18.3,80,,1,2-,1.77,108.2,068010,7070,19,165,189,0.208,1.0,,1,LIS,98,90,,S7070,SP,B,,,S,1993
93RA00316,S2589,92,1,18,07,R10,2,2,20,Y,96,74,121,0.534,126,126,137,0.182,5.7,5.5,2.2,64,6.8,58.9,4.0,17.2,80,,1,4,1.73,101.5,072110,0606,10,167,189,0.276,1.0,,2,,96,94,,S0606,S2,AA,,137,,1993
93RA00317,S2630,92,1,FW,41,AI,1,1,30,Y,97,97,120,0.561,129,129,137,0.112,7.2,7.3,2.9,58,11.8,73.9,8.7,17.5,80,,1,5+,1.57,107.6,0023,9801,19,165,189,0.202,1.0,CHK.FACE,1,FW,112,129,,S9801,S5,AAA,99.9,31,E,1993
93RA00318,S2643,92,1,FW,41,AI,3,1,40,Y,97,98,120,0.63,138,138,137,0.14,5.9,6.3,2.4,58,11.2,74.6,8.4,18.6,80,,1,2-,2.03,112.9,0085,9144,19,167,189,0.205,1.0,VERY THIN,1,FW,112,119,,S9144,S2,AA,,34a,E,1993
93RA00319,S2646,92,1,SW,41,AI,1,1,40,Y,97,96,120,0.547,144,144,137,0.168,7.2,7.3,2.9,60,9.4,72.9,6.9,16.5,80,7,1,4,1.78,124.0,0030,9012,19,177,189,0.24,1.0,,1,FW,117,115,,S9012,S2,AA,91.0,44,E,1993
93RA00320,S2657,92,1,18,07,r-2,1,1,10,Y,97,73,122,0.463,96,96,137,0.081,5.1,5.4,2.1,64,6.1,57.2,3.5,18.3,80,6,1,3-,1.7,101.0,067610,1376,10,134,189,0.182,1.0,,3,,90,86,,S1376,,,,,,1993
93RA00321,S2673,92,1,18,42,R14,1,1,50,Y,98,98,121,0.537,133,133,137,0.124,6.8,6.8,2.7,56,8.9,66.8,5.9,23.1,62,4,1,3-,1.8,102.6,068010,7837,19,172,189,0.221,1.0,,1,LIS,100,98,,S7837,S4,AAA,,,S,1993
93RA00322,S2674,92,1,18,42,R15,2,2,50,Y,98,79,126,0.522,106,106,137,0.097,6.0,6.6,2.5,58,8.8,71.7,6.3,18.3,80,,1,3,1.69,112.2,062110,7864,19,146,189,0.203,1.0,HAIRY,1,FW,105,103,,S7864,S5,AAA,,alt,S,1993
93RA00323,S2676,92,1,18,07,R-2,2,2,20,Y,98,74,121,0.566,117,117,137,0.152,7.0,7.0,2.8,62,8.8,60.8,5.4,21.4,64,,1,3+,1.73,101.0,973619,0890,10,162,189,0.263,1.0,,2,,104,113,,S0890,S1,A,,139,,1993
93RA00324,S2677,92,1,18,07,R-2,2,2,20,Y,98,73,121,0.552,117,117,137,0.155,6.6,7.0,2.7,58,8.5,60.1,5.1,22.2,62,,1,3,1.73,101.0,973619,0890,10,151,189,0.233,1.0,,1,CTL,101,107,,S0890,S2,AA,,,S,1993
93RA00325,S2683,92,1,18,07,R-4,2,2,20,Y,98,74,121,0.57,115,115,137,0.145,7.0,6.8,2.7,60,7.3,65.2,4.8,19.6,70,7,2,3-,1.73,101.2,978119,0801,10,152,189,0.233,1.0,DUD'93,1,CTL,100,106,,S0801,D3,DUD,0.0,84,E,1993
93RA00326,S2701,92,1,18,07,R-2,1,1,40,Y,98,95,119,0.562,148,148,137,0.186,6.2,6.0,2.4,64,9.8,58.4,5.7,20.8,64,4,1,3+,1.53,100.0,973619,9040,19,184,189,0.264,1.0,,1,LIS,103,111,,S9040,S1,A,,,S,1993
93RA00327,S2717,92,1,18,07,r-3,1,1,10,Y,99,95,120,0.639,126,126,137,0.11,5.2,5.4,2.1,62,6.7,67.9,4.5,19.7,70,,2,2-,1.7,105.6,094910,1294,10,182,189,0.26,1.0,X RF CROOKED,4,MKT,100,95,,S1294,,,,,,1993
93RA00328,S2718,92,1,18,07,R-9,3,2,40,Y,99,110,124,0.758,117,117,137,0.025,6.2,6.1,2.4,64,9.1,58.6,5.3,20.6,64,,2,3+,1.28,60.5,084310,9081,19,162,189,0.157,1.0,LOW IDX,3,MKT,74,107,,S9081,,,,,,1993
93RA00329,S2721,92,1,FW,41,AI,1,1,40,Y,99,106,120,0.606,140,140,137,0.12,6.0,6.8,2.5,62,9.4,73.6,6.9,15.6,80,,1,3+,1.65,113.4,0085,9331,19,181,189,0.224,1.0,,1,FW,108,112,,S9331,S4,AAA,97.0,34,E,1993
93RA00330,S2722,92,1,18,07,R12,3,1,60,Y,99,92,120,0.577,148,148,137,0.198,6.1,6.1,2.4,60,8.4,63.4,5.3,19.6,70,,1,3-,1.77,99.4,040710,7627,19,190,189,0.293,1.0,,2,,102,108,,S7627,S3,AA,,136,,1993
93RA00331,S2745,92,1,18,07,R-5,3,2,70,Y,99,73,120,0.553,119,119,137,0.163,5.2,5.3,2.1,62,7.0,66.1,4.6,20.1,70,,1,4+,2.07,117.9,081310,6575,19,164,189,0.272,1.0,,1,M,108,96,,S6575,S3,AA,,,E,1993
93RA00332,S2747,92,1,FW,41,AI,2,1,50,Y,99,78,120,0.433,115,115,137,0.131,6.8,6.2,2.6,62,7.6,77.7,5.9,17.9,80,7,1,3-,1.58,95.0,0085,8176,19,147,189,0.206,1.0,SM .TESTES,1,CTL,94,101,,S8176,S3,AA,92.0,90a,S,1993
93RA00333,S2749,92,1,18,07,R-4,2,2,50,Y,99,76,120,0.547,122,122,137,0.163,5.1,5.2,2.0,64,7.6,59.8,4.5,18.8,80,,1,2-,1.69,116.0,978119,8450,19,172,189,0.287,1.0,,1,LBW,106,95,,S8450,S0,B,94.0,23,S,1993
93RA00334,S2750,92,1,18,07,R-4,2,2,50,Y,99,81,120,0.583,119,119,137,0.134,5.2,5.2,2.0,54,6.2,64.2,4.0,18.7,80,,1,3-,1.69,116.0,978119,8450,19,165,189,0.251,1.0,,1,LBW,103,90,,S8450,D3,DUD,,alt,E,1993
93RA00335,S2753,92,1,FW,41,AI,3,1,40,Y,99,77,120,0.427,112,112,137,0.124,6.8,6.6,2.6,62,7.5,67.0,5.0,17.0,80,7,1,3+,1.65,97.8,0085,8950,19,148,189,0.212,1.0,,1,CTL,93,95,,S8950,S4,AAA,83.0,85,S,1993
93RA00336,S2782,92,1,18,42,R14,2,2,20,Y,99,72,120,0.547,120,120,137,0.17,6.4,5.4,2.3,62,7.0,71.7,5.0,16.4,80,,1,3+,1.73,99.1,068010,0893,10,157,189,0.254,1.0,,2,,94,92,,S0893,S7,AAA,,127,,1993
93RA00337,S2793,92,1,18,07,R-2,3,2,40,Y,100,78,119,0.586,125,125,137,0.166,5.8,6.0,2.3,60,8.3,55.0,4.6,21.4,64,,2,3,1.78,107.2,973619,9237,19,164,189,0.257,1.0,,1,CTL,102,97,,S9237,S3,AA,99.9,86,S,1993
93RA00338,S2815,92,1,18,07,R-3,2,2,20,Y,100,65,119,0.497,114,114,137,0.173,5.2,5.5,2.1,64,6.2,53.5,3.3,16.6,80,,2,2-,1.73,101.7,970019,0969,10,154,189,0.266,1.0,,3,,93,86,,S0969,,,,,,1993
93RA00339,S2817,92,1,18,07,R11,2,2,20,Y,100,73,119,0.568,107,107,137,0.12,6.3,6.8,2.6,58,6.9,69.4,4.8,17.0,80,,1,3-,1.73,101.2,042310,0384,10,148,189,0.224,1.0,,2,,99,108,,S0384,S3,AA,,135,,1993
93RA00340,S2819,92,1,18,07,R11,2,2,30,Y,100,82,119,0.619,122,122,137,0.141,6.3,6.4,2.5,58,7.7,56.6,4.4,20.2,70,,1,2-,2.0,105.0,042310,9614,19,163,189,0.242,1.0,,2,,100,99,,S9614,S4,AAA,,132,,1993
93RA00341,S2834,92,1,18,07,R12,2,2,40,Y,101,86,118,0.617,124,124,137,0.134,6.0,6.2,2.4,58,8.4,64.5,5.4,20.9,64,,1,3,1.78,102.0,040710,8904,19,173,189,0.26,1.0,NOTCH,2,,103,108,,S8904,D3,DUD,,JAF,,1993
93RA00342,S2835,92,1,18,07,R12,2,2,40,Y,101,86,123,0.59,144,144,137,0.209,6.2,6.8,2.6,58,9.0,60.4,5.4,21.2,64,,1,3+,1.78,102.0,040710,8904,19,188,189,0.309,1.0,,2,,106,110,,S8904,S1,A,,131,,1993
93RA00343,S2848,92,1,18,07,R-5,2,2,30,Y,101,87,118,0.633,136,136,137,0.173,6.0,6.0,2.4,64,7.0,61.7,4.3,18.8,80,,1,4+,2.0,102.0,081310,9837,19,187,189,0.299,1.0,NICE,1,CTL,100,98,,S9837,S4,AAA,99.9,87,S,1993
93RA00344,S2910,92,1,18,07,R-7,2,1,70,Y,102,91,115,0.622,131,131,137,0.14,6.0,6.0,2.4,58,7.8,57.5,4.5,20.3,70,,1,2-,1.43,88.1,075210,6442,19,169,189,0.231,1.0,,3,,90,99,,S6442,D3,DUD,,,,1993
93RA00345,S2915,92,1,18,07,R-6,3,1,40,Y,102,84,115,0.547,135,135,137,0.179,5.7,6.2,2.3,64,9.1,59.0,5.4,19.1,80,,1,3+,1.9,133.3,004310,8673,19,177,189,0.276,1.0,JY DUD'93,1,M,121,108,,S8673,MO,MOR,0.0,41,E,1993
93RA00346,S2918,92,1,18,07,R12,3,2,30,Y,102,86,121,0.569,114,114,137,0.1,6.0,6.0,2.4,64,6.1,62.2,3.8,19.2,70,,1,3,1.86,88.4,040710,9995,19,166,189,0.242,1.0,MACHO TESTES,4,,87,92,,S9995,,,,,,1993
93RA00347,S2947,92,1,18,42,R14,1,1,20,Y,102,83,115,0.496,117,117,137,0.119,5.8,6.0,2.3,62,8.8,73.7,6.5,19.0,80,,1,3,1.57,88.7,068010,0675,10,157,189,0.22,1.0,4TEATS,1,FW,92,102,,S0675,S1,A,,,Q,1993
93RA00348,S2948,92,1,18,07,R-2,2,2,50,Y,102,73,115,0.56,123,123,137,0.175,6.3,6.4,2.5,60,7.9,58.6,4.6,20.0,70,,1,4,1.58,108.5,973619,7969,19,153,189,0.237,1.0,,2,,103,101,,S7969,S1,A,,XXX,,1993
93RA00349,S2949,92,1,18,07,R-2,2,2,50,Y,102,75,115,0.579,112,112,137,0.13,7.5,7.2,2.9,56,8.8,66.5,5.9,21.6,64,,1,4-,1.58,108.5,973619,7969,19,145,189,0.208,1.0,,1,M,109,119,,S7969,SP,B,,alt,S,1993
93RA00350,S2952,92,1,18,07,R-1,3,1,30,Y,102,76,115,0.499,130,130,137,0.189,6.2,6.2,2.4,62,8.0,56.1,4.5,18.4,80,7,1,3+,1.86,97.7,990819,9944,19,172,189,0.285,1.0,,1,LIS,97,101,,S9944,SP,B,,,E,1993
