UID,ETAG,SEX,STM,LINE,YR,SEA,AGE,RGRP,BGRP,LOT,HORN,FACE,STAPLE_CM,STAPLE_IN,RMK,PD,BPEN,STUDY,SAMPLE,MICRON,SD,CV,CEM,PF,DIGR
02PR00277,K0943,1,06,68,99,1,3.0,7,M,.,1,3+,9.2,3.6,DUD >works,1,01,ADG,y,31.0,4.7,15.1,7.9,53.2,48
02PR00278,K0928,1,05,00,99,1,3.0,0,M,.,2,2,7.8,3.1,"X,ABS.HEAD",1,.,CLPG,N,,,,,0.0,0
02PR00279,K0714,1,06,68,99,1,3.0,7,M,.,2,3+,9.1,3.6,,1,06,ADG,y,33.3,5.8,17.5,10.5,70.7,46
02PR00280,K0722,1,05,00,99,1,3.0,0,M,.,2,3,11.0,4.3,,1,.,CLPG,N,,,,,0.0,0
02PR00281,K0782,1,05,00,99,1,3.0,0,M,.,3,3+,11.4,4.5,H3,1,54a,CLPG,N,,,,,0.0,0
02PR00282,K0771,1,05,00,99,1,3.0,0,M,.,2,3-,8.8,3.5,"X,LAME,RF",1,52a,CLPG,N,,,,,0.0,0
02PR00283,K2007,1,06,68,01,1,1.0,7,L,PIN,2,2-,9.0,3.5,,1,.,Adg,y,29.6,5.5,18.4,9.6,40.2,50
02PR00284,K2024,1,06,68,01,1,1.0,7,L,PIN,2,3,8.9,3.5,> FIRE4,1,.,Adg,y,28.8,7.0,24.3,12.6,36.8,54
02PR00285,K9302,1,05,00,97,1,5.0,0,M,.,2,3,9.1,3.6,,1,.,CLPG,N,,,,,0.0,0
02PR00286,K9434,1,91,00,97,1,5.0,7,M,.,.,.,0.0,0.0,"RAM, WHITE",1,e74,DXC,N,,,,,0.0,0
02PR00287,K9643,1,05,00,97,1,5.0,0,M,.,3,3,9.2,3.6,"X,TESTES",1,.,CLPG,N,,,,,0.0,0
02PR00288,K9991,1,05,00,97,1,5.0,0,M,.,2,3-,8.3,3.3,"CC,homozygous",1,53a,CLPG,N,,,,,0.0,0
02PR00289,K9992,1,05,00,97,1,5.0,0,M,.,2,3,8.0,3.1,"CC,homozygous",1,51a,CLPG,N,,,,,0.0,0
02PR00290,K9738,1,05,00,97,1,5.0,0,M,.,2,3+,7.2,2.8,"NICE,homozyg,",1,eal,CLPG,N,,,,,0.0,0
02PR00291,R1114,1,07,10,00,1,2.0,0,Y,LIB,.,.,0.0,0.0,H6,3,LIB,LIB,N,,,,,0.0,0
02PR00292,R1116,2,43,13,00,1,2.0,0,1,.,.,.,7.4,2.9,,1,36,Sage,y,21.9,3.6,16.4,6.6,1.4,64
02PR00293,R1101,1,07,11,00,1,2.0,0,Y,DUD,.,.,0.0,0.0,,2,DUD,DUD,N,,,,,0.0,0
02PR00294,R1104,2,07,12,00,1,2.0,0,1,.,.,.,6.0,2.4,DYSTOCIA,1,31,Sage,y,21.1,4.0,18.8,8.1,1.7,64
02PR00295,R1131,1,07,11,00,1,2.0,0,Y,LIB,.,.,0.0,0.0,"COARSE, 58",3,LIB,LIB,N,,,,,0.0,0
02PR00296,R1150,1,07,10,00,1,2.0,0,Y,LIB,.,.,0.0,0.0,H4,3,LIB,LIB,N,,,,,0.0,0
02PR00297,R1152,2,07,12,00,1,2.0,0,1,.,.,.,9.4,3.7,FOUND 11/1/00,1,22,Sage,y,23.2,4.8,20.7,9.9,8.2,62
02PR00298,R1160,2,07,11,00,1,2.0,0,1,.,.,.,6.2,2.4,,1,24,Sage,y,22.3,3.7,16.6,7.4,3.0,62
02PR00299,R1165,2,07,11,00,1,2.0,0,1,.,.,.,8.0,3.1,NOT e.M,1,25,Sage,y,22.5,4.1,18.4,8.3,4.7,62
02PR00300,R1162,2,43,13,00,1,2.0,0,1,.,.,.,7.9,3.1,,1,37,Sage,y,20.4,3.8,18.6,6.9,1.2,70
02PR00301,R1168,2,43,13,00,1,2.0,0,1,.,.,.,7.2,2.8,HAIRY <chk,1,35,Sage,y,24.6,3.9,16.0,7.6,8.1,60
02PR00302,R1123,1,07,11,00,1,2.0,0,Y,.,7,3-,8.3,3.3,H7,1,e.4,LWW1,y,24.6,5.1,20.6,9.4,13.1,60
02PR00303,R1125,2,07,11,00,1,2.0,0,1,.,.,.,7.8,3.1,,1,27,Sage,y,22.5,4.4,19.7,8.7,5.2,62
02PR00304,R1126,2,07,11,00,1,2.0,0,1,.,.,.,8.4,3.3,,1,28,Sage,y,25.1,4.4,17.6,8.2,11.6,58
02PR00305,R1122,1,43,13,00,1,2.0,0,Y,.,7,3,8.5,3.3,H7,1,e.3,FW1,y,25.2,4.2,16.8,8.0,10.9,58
02PR00306,R1185,1,07,11,00,1,2.0,0,Y,.,2,3+,6.8,2.7,DUD>works,1,24,SAGE,y,25.4,4.8,18.8,9.1,14.1,58
02PR00307,R1186,2,07,10,00,1,2.0,0,1,.,.,.,8.0,3.1,,1,32,Sage,y,24.9,4.8,19.4,9.5,12.8,60
02PR00308,R1194,2,07,12,00,1,2.0,0,1,.,.,.,5.8,2.3,,1,38,Sage,y,23.0,3.9,16.8,7.1,3.3,62
02PR00309,R1195,1,07,11,00,1,2.0,0,Y,LIB,.,.,0.0,0.0,H4,3,LIB,LIB,N,,,,,0.0,0
02PR00310,R1196,2,07,11,00,1,2.0,0,1,.,.,.,5.7,2.2,,1,22,Sage,y,22.8,4.3,19.0,8.3,5.2,62
02PR00311,R1198,2,43,11,00,1,2.0,0,1,.,.,.,7.2,2.8,,1,32,Sage,y,23.1,4.8,21.0,9.8,9.2,62
02PR00312,R1197,2,43,11,00,1,2.0,0,1,.,.,.,8.2,3.2,,1,31,Sage,y,24.3,4.5,18.4,8.4,9.0,60
02PR00313,R1172,2,07,10,00,1,2.0,0,1,.,.,.,8.0,3.1,,1,31,Sage,y,23.1,4.0,17.4,7.6,4.4,62
02PR00314,R1178,2,43,13,00,1,2.0,0,1,.,.,.,8.1,3.2,,1,21,Sage,y,22.4,3.2,14.5,6.0,1.5,62
02PR00315,R1179,2,43,13,00,1,2.0,0,1,.,.,.,8.0,3.1,,1,22,Sage,y,21.9,3.8,17.2,7.2,2.5,64
02PR00316,R1080,2,07,10,00,1,2.0,0,1,.,.,.,8.0,3.1,,1,26,Sage,y,25.6,4.4,17.4,8.2,12.1,58
02PR00317,R1083,1,07,12,00,1,2.0,0,Y,.,2,2+,6.9,2.7,SHORT STAPLE,1,34a,SAGE,y,20.5,2.8,13.8,5.3,0.6,70
02PR00318,R1084,1,07,12,00,1,2.0,0,Y,.,2,2,8.0,3.1,SHORT STAPLE,1,31a,SAGE,y,24.5,3.7,15.0,6.9,5.9,60
02PR00319,R1085,2,07,10,00,1,2.0,0,1,.,.,.,6.9,2.7,MISSING ???,1,28,Sage,y,25.0,4.1,16.4,7.7,7.9,58
02PR00320,R1086,2,07,10,00,1,2.0,0,1,.,.,.,5.4,2.1,,1,31,Sage,y,21.4,2.9,13.6,5.4,0.7,64
02PR00321,R1089,2,07,12,00,1,2.0,0,1,.,.,.,7.8,3.1,,1,26,Sage,y,23.3,3.8,16.3,7.1,4.0,62
02PR00322,R1090,2,07,11,00,1,2.0,0,1,.,.,.,6.2,2.4,NICE,1,26,Sage,y,23.4,3.4,14.4,5.6,2.0,62
02PR00323,R1094,2,07,12,00,1,2.0,0,1,.,.,.,6.2,2.4,,1,27,Sage,y,22.4,4.4,19.4,8.4,4.4,62
02PR00324,R1095,2,07,12,00,1,2.0,0,1,.,.,.,5.9,2.3,,1,28,Sage,y,19.9,3.6,18.0,7.0,0.7,70
02PR00325,R1099,2,43,13,00,1,2.0,0,1,.,.,.,6.8,2.7,,1,21,Sage,y,22.9,3.6,15.6,6.7,2.5,62
02PR00326,R1076,2,43,12,00,1,2.0,0,1,.,.,.,7.6,3.0,,1,37,Sage,y,25.6,4.4,17.2,8.3,12.7,58
02PR00327,R1300,1,07,12,00,1,2.0,0,Y,.,1,4,8.0,3.1,,1,.,CTL,y,24.4,4.1,16.8,7.8,7.0,60
02PR00328,R1304,2,43,13,00,1,2.0,0,1,.,.,.,8.2,3.2,,1,25,Sage,y,23.9,3.8,15.8,7.0,4.6,60
02PR00329,R1302,2,07,11,00,1,2.0,0,1,.,.,.,7.3,2.9,,1,32,Sage,y,23.1,4.3,18.7,8.3,5.4,62
02PR00330,R1330,2,07,11,00,1,2.0,0,1,.,.,.,8.3,3.3,,1,26,Sage,y,22.3,3.8,17.1,7.4,3.4,62
02PR00331,R1333,2,07,11,00,1,2.0,0,1,.,.,.,6.7,2.6,,1,27,Sage,y,22.5,4.1,18.4,7.8,3.7,62
02PR00332,R1336,2,07,12,00,1,2.0,0,1,.,.,.,7.3,2.9,,1,38,Sage,y,23.4,4.1,17.5,7.4,4.4,62
02PR00333,R1346,2,43,13,00,1,2.0,0,1,.,.,.,8.9,3.5,"F3-, PNEU ok",1,26,Sage,y,20.1,3.1,15.6,5.7,0.6,70
02PR00334,R1353,2,43,13,00,1,2.0,0,1,.,.,.,9.3,3.7,,1,25,Sage,y,21.2,3.5,16.4,6.6,0.8,64
02PR00335,R1361,2,07,10,00,1,2.0,0,1,.,.,.,8.7,3.4,,1,31,Sage,y,23.4,4.1,17.6,8.4,6.4,62
02PR00336,R1365,1,07,12,00,1,2.0,0,Y,.,2,3,7.6,3.0,,1,.,CTL,y,23.5,5.1,21.5,9.6,10.4,60
02PR00337,R1366,2,43,12,00,1,2.0,0,1,.,.,.,8.1,3.2,,1,21,Sage,y,23.2,3.0,13.2,5.4,1.6,62
02PR00338,R1368,2,07,10,00,1,2.0,0,1,.,.,.,6.5,2.6,,1,24,Sage,y,22.3,3.8,16.9,7.6,3.2,62
02PR00339,R1320,2,07,12,00,1,2.0,0,1,.,.,.,7.1,2.8,,1,32,Sage,y,23.5,4.1,17.6,7.7,5.4,60
02PR00340,R1329,1,07,11,00,1,2.0,0,Y,.,2,2-,8.9,3.5,H2,1,.,LWW2,y,25.0,4.6,18.6,8.6,12.1,58
02PR00341,R1381,2,07,12,00,1,2.0,0,1,.,.,.,6.2,2.4,,1,21,Sage,y,22.5,3.4,15.3,6.1,1.6,62
02PR00342,R1383,1,07,12,00,1,2.0,0,Y,.,1,3,10.4,4.1,,1,.,CTL,y,25.2,4.0,16.0,7.6,8.6,58
02PR00343,R1386,1,07,10,00,1,2.0,0,Y,LIB,.,.,0.0,0.0,"H4, LONG TAIL",3,LIB,LIB,N,,,,,0.0,0
02PR00344,R1389,2,07,10,00,1,2.0,0,1,.,.,.,7.7,3.0,URI,1,32,Sage,y,24.0,4.8,20.1,9.3,9.9,60
02PR00345,R1396,1,07,12,00,1,2.0,0,Y,.,3,3-,8.3,3.3,,1,.,CTL,y,23.3,3.2,13.8,6.0,2.3,62
02PR00346,R1392,1,07,11,00,1,2.0,0,Y,LIB,.,.,0.0,0.0,H5,3,LIB,LIB,N,,,,,0.0,0
02PR00347,R1398,1,43,12,00,1,2.0,0,Y,.,2,3,9.0,3.5,,1,eal,CTL,y,24.4,3.9,15.9,6.9,5.7,60
02PR00348,R1374,2,07,10,00,1,2.0,0,1,.,.,.,6.2,2.4,,1,33,Sage,y,21.8,3.5,16.0,6.3,1.9,64
02PR00349,R1416,2,07,11,00,1,2.0,0,1,.,.,.,6.8,2.7,RP ok,1,33,Sage,y,21.1,3.4,16.2,6.6,1.4,64
02PR00350,R1418,2,43,13,00,1,2.0,0,1,.,.,.,7.8,3.1,"F3-, HAIRY ok",1,32,Sage,y,22.4,4.0,17.7,7.6,3.4,62
02PR00351,R1419,2,43,13,00,1,2.0,0,1,.,.,.,7.6,3.0,ENTR,1,35,Sage,y,22.4,4.0,17.7,7.9,3.9,62
02PR00352,R1402,1,07,11,00,1,2.0,0,Y,.,2,2-,8.5,3.3,"JAW7, 2002",1,jaw,LWW2,y,24.3,3.8,15.8,7.4,6.0,60
02PR00353,R1433,2,07,12,00,1,2.0,0,1,.,.,.,7.0,2.8,,1,22,Sage,y,21.4,3.8,17.8,6.7,1.1,64
02PR00354,R1432,1,07,12,00,1,2.0,0,Y,.,1,5+,8.6,3.4,F5,1,26,SAGE,y,26.3,5.1,19.3,10.0,20.3,58
02PR00355,R1439,2,07,12,00,1,2.0,0,1,.,.,.,7.9,3.1,NOT e.M,1,31,Sage,y,22.7,2.9,12.9,5.8,0.9,62
02PR00356,R1437,2,07,13,00,1,2.0,0,1,.,.,.,7.6,3.0,,1,28,Sage,y,23.2,4.3,18.7,8.4,5.9,62
02PR00357,R1441,2,43,10,00,1,2.0,0,1,.,.,.,8.9,3.5,,1,25,Sage,y,23.6,3.9,16.5,7.8,5.9,60
02PR00358,R1445,1,43,12,00,1,2.0,0,Y,.,6,3-,7.5,3.0,H5,1,.,CTL,y,25.7,4.2,16.5,7.8,11.3,58
02PR00359,R1449,1,07,12,00,1,2.0,0,Y,.,1,3,8.5,3.3,,1,22,SAGE,y,22.0,3.8,17.1,7.2,2.1,64
02PR00360,R1447,2,07,12,00,1,2.0,0,1,.,.,.,7.4,2.9,,1,23,Sage,y,24.1,4.2,17.5,8.4,8.1,60
02PR00361,R1453,2,07,12,00,1,2.0,0,1,.,.,.,8.1,3.2,,1,31,Sage,y,23.6,4.4,18.7,8.2,6.5,60
02PR00362,R1457,2,43,12,00,1,2.0,0,1,.,.,.,7.9,3.1,,1,26,Sage,y,24.1,5.0,20.7,9.5,11.2,60
02PR00363,R1461,2,43,13,00,1,2.0,0,1,.,.,.,8.9,3.5,,1,27,Sage,y,22.8,5.4,23.7,10.8,11.0,62
02PR00364,R1460,2,07,11,00,1,2.0,0,1,.,.,.,7.5,3.0,,1,34,Sage,y,18.9,3.6,19.0,7.3,0.7,80
02PR00365,R1466,1,07,11,00,1,2.0,0,Y,.,3,3,6.3,2.5,H3,1,27a,LWW1,y,22.4,3.9,17.5,7.7,3.9,62
02PR00366,R1469,1,07,11,00,1,2.0,0,Y,.,1,2-,7.8,3.1,,1,.,LWW1,y,25.1,4.1,16.4,7.8,9.8,58
02PR00367,R1421,2,43,13,00,1,2.0,0,1,.,.,.,8.4,3.3,,1,26,Sage,y,22.9,4.4,19.4,8.6,5.7,62
02PR00368,R1429,2,43,12,00,1,2.0,0,1,.,.,.,7.9,3.1,,1,25,Sage,y,22.5,3.8,16.7,7.0,3.3,62
02PR00369,R1483,2,07,12,00,1,2.0,0,1,.,.,.,7.2,2.8,,1,24,Sage,y,22.9,3.8,16.5,7.2,3.6,62
02PR00370,R1489,1,07,11,00,1,2.0,0,Y,DUD,.,.,0.0,0.0,H7,2,DUD,DUD,N,,,,,0.0,0
02PR00371,R1491,2,07,11,00,1,2.0,0,1,.,.,.,8.3,3.3,,1,28,Sage,y,25.4,4.0,15.8,7.5,9.1,58
02PR00372,R1492,2,07,11,00,1,2.0,0,1,.,.,.,7.9,3.1,,1,21,Sage,y,21.2,3.0,14.2,5.8,1.0,64
02PR00373,R1471,1,07,11,00,1,2.0,0,Y,.,7,3,9.1,3.6,H6,1,22a,SAGE,y,27.2,5.0,18.2,9.3,23.7,56
02PR00374,R1474,2,07,11,00,1,2.0,0,1,.,.,.,5.6,2.2,,1,23,Sage,y,21.8,3.8,17.6,8.0,3.4,64
02PR00375,R1479,2,07,13,00,1,2.0,0,1,.,.,.,7.8,3.1,,1,36,Sage,y,22.0,3.9,17.8,8.0,3.5,64
02PR00376,R1504,2,07,11,00,1,2.0,0,1,.,.,.,7.5,3.0,HAIRY <chk,1,34,Sage,y,24.6,4.1,16.5,8.1,8.5,60
02PR00377,R1506,2,07,12,00,1,2.0,0,1,.,.,.,7.1,2.8,,1,34,Sage,y,22.2,3.4,15.1,6.2,1.8,62
02PR00378,R1533,1,07,10,00,1,2.0,0,Y,.,3,3-,7.8,3.1,,1,.,IDX2,y,23.0,4.0,17.6,7.4,3.7,62
02PR00379,R1532,2,07,12,00,1,2.0,0,1,.,.,.,7.4,2.9,,1,25,Sage,y,23.0,4.1,17.7,7.7,4.3,62
02PR00380,R1538,2,07,12,00,1,2.0,0,1,.,.,.,8.9,3.5,,1,35,Sage,y,22.3,3.7,16.8,7.4,2.8,62
02PR00381,R1549,2,07,12,00,1,2.0,0,1,.,.,.,9.0,3.5,WRINKLES,1,32,Sage,y,22.5,3.3,14.6,5.9,1.8,62
02PR00382,R1547,1,07,12,00,1,2.0,0,Y,.,1,3+,7.9,3.1,TOP ctrl save,1,e.2,CTL,y,21.9,3.9,17.7,7.6,2.5,64
02PR00383,R1550,2,43,13,00,1,2.0,0,1,.,.,.,7.1,2.8,,1,38,Sage,y,20.8,3.4,16.6,6.0,1.6,64
02PR00384,R1561,2,07,10,00,1,2.0,0,1,.,.,.,6.6,2.6,,1,35,Sage,y,23.9,5.0,21.1,10.0,11.0,60
02PR00385,R1563,2,43,13,00,1,2.0,0,1,.,.,.,8.3,3.3,,1,28,Sage,y,23.9,4.4,18.4,8.5,7.7,60
02PR00386,R1565,1,07,13,00,1,2.0,0,Y,.,2,3+,9.0,3.5,DUD >works,1,32,SAGE,y,20.3,3.1,15.1,5.5,0.6,70
02PR00387,R1567,1,07,10,00,1,2.0,0,Y,LIB,.,.,0.0,0.0,H3,3,LIB,LIB,N,,,,,0.0,0
02PR00388,R1521,2,07,11,00,1,2.0,0,1,.,.,.,7.2,2.8,,1,35,Sage,y,28.4,6.1,21.4,11.7,34.4,54
02PR00389,R1525,1,43,12,00,1,2.0,0,Y,.,2,3-,7.8,3.1,DUD>works,1,.,CTL,y,23.9,3.7,15.7,6.9,4.4,60
02PR00390,R1583,1,43,13,00,1,2.0,0,Y,.,1,3-,9.9,3.9,DUD >works,1,38,SAGE,y,22.7,3.7,16.2,6.9,3.0,62
02PR00391,R1599,2,43,13,00,1,2.0,0,1,.,.,.,8.6,3.4,,1,37,Sage,y,22.2,3.6,16.2,7.1,2.5,62
02PR00392,R1571,2,07,12,00,1,2.0,0,1,.,.,.,8.5,3.3,,1,26,Sage,y,23.0,4.5,19.7,8.5,6.2,62
02PR00393,R1575,2,07,12,00,1,2.0,0,1,.,.,.,6.4,2.5,,1,33,Sage,y,20.8,2.7,13.0,5.0,0.3,64
02PR00394,R1572,2,07,12,00,1,2.0,0,1,.,.,.,6.5,2.6,,1,27,Sage,y,22.1,3.9,17.5,7.2,2.4,62
02PR00395,R1577,2,07,10,00,1,2.0,0,1,.,.,.,8.6,3.4,,1,34,Sage,y,27.2,5.9,21.8,11.5,26.9,56
02PR00396,R1614,1,43,13,00,1,2.0,0,Y,LIB,.,.,0.0,0.0,"COARSE,56",3,LIB,LIB,N,,,,,0.0,0
02PR00397,R1615,2,07,10,00,1,2.0,0,1,.,.,.,7.5,3.0,,1,36,Sage,y,23.8,4.1,17.1,8.2,7.2,60
02PR00398,R1616,2,07,10,00,1,2.0,0,1,.,.,.,6.5,2.6,,1,37,Sage,y,23.4,3.3,14.3,6.2,2.2,62
02PR00399,R1618,2,43,13,00,1,2.0,0,1,.,.,.,8.6,3.4,,1,38,Sage,y,23.9,4.6,19.0,9.6,9.2,60
02PR00400,R1617,2,07,10,00,1,2.0,0,1,.,.,.,7.2,2.8,,1,38,Sage,y,23.3,3.5,14.9,6.4,2.6,62
02PR00401,R1605,2,07,10,00,1,2.0,0,1,.,.,.,7.3,2.9,,1,33,Sage,y,26.3,4.2,15.9,7.6,14.8,58
02PR00402,R1606,2,07,10,00,1,2.0,0,1,.,.,.,6.8,2.7,,1,34,Sage,y,23.0,3.2,14.1,5.9,2.1,62
02PR00403,R1634,1,43,13,00,1,2.0,0,Y,.,1,3-,8.6,3.4,,1,.,FW2,y,21.7,3.4,15.8,6.1,1.4,64
02PR00404,R1636,2,43,13,00,1,2.0,0,1,.,.,.,7.9,3.1,DYSTOCIA,1,32,Sage,y,23.3,4.7,20.1,9.0,6.9,62
02PR00405,R1637,2,43,13,00,1,2.0,0,1,.,.,.,8.0,3.1,,1,33,Sage,y,20.9,2.9,13.8,5.6,0.7,64
02PR00406,R1647,2,07,10,00,1,2.0,0,1,.,.,.,7.2,2.8,,1,37,Sage,y,25.1,4.9,19.7,9.5,13.8,58
02PR00407,R1658,1,07,11,00,1,2.0,0,Y,.,6,3,8.5,3.3,H4,1,.,LWW1,y,26.6,5.4,20.4,10.4,23.8,56
02PR00408,R1663,2,07,10,00,1,2.0,0,1,.,.,.,7.2,2.8,,1,35,Sage,y,23.6,4.4,18.7,8.7,7.5,60
02PR00409,R1667,1,43,10,00,1,2.0,0,Y,.,2,2-,9.0,3.5,,1,36a,IDX1,y,21.9,4.2,19.3,8.7,4.4,64
02PR00410,R1628,2,07,10,00,1,2.0,0,1,.,.,.,7.4,2.9,,1,35,Sage,y,22.7,3.7,16.1,6.7,2.4,62
02PR00411,R1629,2,07,10,00,1,2.0,0,1,.,.,.,9.3,3.7,,1,36,Sage,y,23.4,3.8,16.0,6.9,3.8,62
02PR00412,R1685,1,07,10,00,1,2.0,0,Y,LIB,.,.,0.0,0.0,"COARSE, F5+",3,LIB,LIB,N,,,,,0.0,0
02PR00413,R1698,2,43,10,00,1,2.0,0,1,.,.,.,8.6,3.4,,1,21,Sage,y,22.5,4.2,18.7,8.5,5.0,62
02PR00414,R1211,2,07,10,00,1,2.0,0,1,.,.,.,8.3,3.3,"H5, SCUR",1,21,Sage,y,24.1,3.8,15.6,6.9,5.1,60
02PR00415,R1210,1,43,12,00,1,2.0,0,Y,.,2,3+,9.0,3.5,MALE MOUNTS,1,.,CTL,y,25.9,5.1,19.8,9.1,17.5,58
02PR00416,R1214,1,43,12,00,1,2.0,0,Y,LIB,.,.,0.0,0.0,F5,3,LIB,LIB,N,,,,,0.0,0
02PR00417,R1212,1,07,10,00,1,2.0,0,Y,.,7,2,9.6,3.8,H7,1,26a,SAGE,y,23.7,3.7,15.8,6.9,4.1,60
02PR00418,R1219,2,43,13,00,1,2.0,0,1,.,.,.,8.8,3.5,,1,23,Sage,y,23.0,3.8,16.3,7.5,4.4,62
02PR00419,R1201,2,07,11,00,1,2.0,0,1,.,.,.,5.4,2.1,,1,31,Sage,y,22.1,4.6,20.8,8.8,4.6,62
02PR00420,R1207,1,43,12,00,1,2.0,0,Y,.,4,3+,8.0,3.1,,1,.,CTL,y,23.9,3.7,15.6,7.3,5.5,60
02PR00421,R1231,1,07,10,00,1,2.0,0,Y,.,2,4,9.0,3.5,F5+,1,e.1,IDX1,y,22.8,3.5,15.4,6.3,2.1,62
02PR00422,R1230,1,07,11,00,1,2.0,0,Y,.,2,3,7.0,2.8,,1,.,LWW2,y,25.7,5.6,21.9,11.6,17.8,58
02PR00423,R1232,1,07,10,00,1,2.0,0,Y,.,2,3-,9.5,3.7,,1,eal,IDX2,y,24.3,5.3,21.8,10.0,13.8,60
02PR00424,R1237,2,07,10,00,1,2.0,0,1,.,.,.,7.0,2.8,,1,32,Sage,y,24.0,4.7,19.5,9.4,9.1,60
02PR00425,R1240,2,07,12,00,1,2.0,0,1,.,.,.,8.0,3.1,,1,28,Sage,y,24.5,4.8,19.6,9.4,10.7,60
02PR00426,R1244,2,07,10,00,1,2.0,0,1,.,.,.,8.0,3.1,,1,33,Sage,y,23.7,4.3,18.0,8.4,7.3,60
02PR00427,R1245,2,07,10,00,1,2.0,0,1,.,.,.,8.2,3.2,,1,34,Sage,y,25.6,4.7,18.3,9.4,14.2,58
02PR00428,R1248,2,07,11,00,1,2.0,0,1,.,.,.,6.2,2.4,,1,33,Sage,y,23.4,4.3,18.2,8.4,6.4,62
02PR00429,R1247,1,07,11,00,1,2.0,0,Y,LIB,.,.,0.0,0.0,MSG B.ovis,3,LIB,LIB,N,,,,,0.0,0
02PR00430,R1255,2,07,10,00,1,2.0,0,1,.,.,.,8.1,3.2,,1,22,Sage,y,22.1,3.1,14.0,5.8,1.1,62
02PR00431,R1259,2,07,12,00,1,2.0,0,1,.,.,.,7.7,3.0,,1,23,Sage,y,21.3,3.8,17.9,7.6,2.9,64
02PR00432,R1264,1,43,13,00,1,2.0,0,Y,.,7,3,9.2,3.6,H6,1,33,SAGE,y,21.4,4.1,19.4,8.4,3.0,64
02PR00433,R1265,1,43,13,00,1,2.0,0,Y,.,6,3-,8.9,3.5,DUD >works,1,34,SAGE,y,22.4,4.5,20.3,9.0,5.6,62
02PR00434,R1267,2,43,13,00,1,2.0,0,1,.,.,.,8.5,3.3,,1,24,Sage,y,22.6,3.4,15.3,6.6,2.1,62
02PR00435,R1224,2,43,13,00,1,2.0,0,1,.,.,.,8.3,3.3,,1,37,Sage,y,22.7,3.5,15.4,6.2,2.1,62
02PR00436,R1225,2,43,13,00,1,2.0,0,1,.,.,.,9.1,3.6,RP,1,31,Sage,y,21.8,4.4,20.2,8.5,3.6,64
02PR00437,R1226,1,43,13,00,1,2.0,0,Y,.,5,3,9.4,3.7,H4,1,27,SAGE,y,25.0,5.0,19.9,10.1,13.8,58
02PR00438,R1228,2,07,12,00,1,2.0,0,1,.,.,.,8.1,3.2,,1,24,Sage,y,26.7,4.1,15.2,7.2,14.0,56
02PR00439,R1280,1,07,10,00,1,2.0,0,Y,DUD,.,.,0.0,0.0,H3,2,DUD,DUD,N,,,,,0.0,0
02PR00440,R1285,2,07,12,00,1,2.0,0,1,.,.,.,7.4,2.9,,1,28,Sage,y,22.0,3.0,13.6,5.3,0.9,64
02PR00441,R1288,1,43,13,00,1,2.0,0,Y,LIB,.,.,0.0,0.0,,3,LIB,LIB,N,,,,,0.0,0
02PR00442,R1287,2,43,13,00,1,2.0,0,1,.,.,.,8.8,3.5,,1,27,Sage,y,25.3,4.3,17.2,8.4,11.0,58
02PR00443,R1293,2,43,13,00,1,2.0,0,1,.,.,.,7.9,3.1,,1,34,Sage,y,23.1,4.4,19.2,8.8,6.4,62
02PR00444,R1277,2,07,10,00,1,2.0,0,1,.,.,.,7.9,3.1,F4,1,23,Sage,y,24.5,4.5,18.3,8.7,10.2,60
02PR00445,R1814,2,43,13,00,1,2.0,0,1,.,.,.,7.1,2.8,,1,28,Sage,y,20.7,2.7,12.8,5.1,0.4,64
02PR00446,R1819,2,43,12,00,1,2.0,0,1,.,.,.,6.5,2.6,,1,36,Sage,y,22.7,4.0,17.8,7.9,3.9,62
02PR00447,R1804,2,07,10,00,1,2.0,0,1,.,.,.,7.6,3.0,,1,38,Sage,y,24.3,4.5,18.5,9.1,9.9,60
02PR00448,R1806,2,43,13,00,1,2.0,0,1,.,.,.,8.0,3.1,,1,27,Sage,y,22.6,3.5,15.4,6.4,2.6,62
02PR00449,R1802,1,43,13,00,1,2.0,0,Y,LIB,.,.,0.0,0.0,F4-,3,LIB,LIB,N,,,,,0.0,0
02PR00450,R1839,1,07,11,00,1,2.0,0,Y,.,1,3,8.5,3.3,NICE,1,28,SAGE,y,23.3,3.7,16.0,6.8,3.6,62
02PR00451,R1843,2,43,13,00,1,2.0,0,1,.,.,.,8.9,3.5,,1,33,Sage,y,25.2,4.3,17.1,8.2,10.3,58
02PR00452,R1842,2,07,11,00,1,2.0,0,1,.,.,.,8.0,3.1,,1,22,Sage,y,26.0,5.0,19.4,10.2,17.0,58
02PR00453,R1848,1,07,12,00,1,2.0,0,Y,LIB,.,.,0.0,0.0,SHORT STAPLE,3,LIB,LIB,N,,,,,0.0,0
02PR00454,R1849,1,07,12,00,1,2.0,0,Y,.,2,3-,7.1,2.8,,1,.,CTL,y,26.4,4.5,16.9,7.9,16.1,56
02PR00455,R1865,2,43,13,00,1,2.0,0,1,.,.,.,8.6,3.4,DYSTOCIA,1,23,Sage,y,22.2,4.7,21.1,9.6,6.5,62
02PR00456,R1826,2,43,13,00,1,2.0,0,1,.,.,.,8.0,3.1,,1,22,Sage,y,23.2,5.2,22.2,10.1,10.0,62
02PR00457,R1884,2,43,12,00,1,2.0,0,1,.,.,.,9.9,3.9,,1,27,Sage,y,22.4,3.8,16.8,6.9,2.3,62
