UID,ETAG,SEX,STM,LINE,YR,AGE,STAPLE_IN,STAPLE_CM,FACE,HORN,RMK,MICRON,SD,CV,CF,DIGR
21PR00001,A0350,2,30,,,2.0,1.7,4.4,,,,,,,,
21PR00002,A0354,2,30,,,2.0,2.5,6.4,,,,,,,,
21PR00003,A0356,2,30,,,2.0,2.6,6.7,,,,,,,,
21PR00004,A0363,2,30,,,2.0,2.0,5.0,,,,,,,,
21PR00005,A0370,2,30,,,2.0,2.1,5.4,,,,,,,,
21PR00006,A0373,2,30,,,2.0,2.2,5.7,,,,,,,,
21PR00007,A0376,2,30,,,2.0,3.5,8.9,,,,,,,,
21PR00008,A0377,2,30,,,2.0,2.4,6.0,,,,,,,,
21PR00009,A0378,2,30,,,2.0,2.4,6.1,,,,,,,,
21PR00010,A0379,1,30,,,2.0,3.4,8.6,,,,,,,,
21PR00011,A0380,2,30,,,2.0,3.3,8.4,,,,,,,,
21PR00012,A0388,2,30,,,2.0,1.9,4.9,,,,,,,,
21PR00013,A0389,2,30,,,2.0,2.2,5.6,,,,,,,,
21PR00014,A0390,1,30,,,2.0,3.5,8.9,,,,,,,,
21PR00015,A0393,2,30,,,2.0,3.0,7.5,,,,,,,,
21PR00016,A0395,2,30,,,2.0,2.9,7.3,,,,,,,,
21PR00017,A0397,1,30,,,2.0,2.9,7.3,,,,,,,,
21PR00018,A0404,2,30,,,2.0,2.4,6.0,,,,,,,,
21PR00019,A0407,2,30,,,2.0,2.5,6.4,,,,,,,,
21PR00020,A0408,2,30,,,2.0,3.7,9.3,,,,,,,,
21PR00021,A0416,1,30,,,2.0,3.2,8.1,,,,,,,,
21PR00022,A0432,2,30,,,2.0,2.2,5.6,,,,,,,,
21PR00023,A0433,2,30,,,2.0,2.9,7.3,,,,,,,,
21PR00024,A0434,2,30,,,2.0,2.4,6.2,,,,,,,,
21PR00025,A0435,2,30,,,2.0,3.9,9.9,,,,,,,,
21PR00026,A0437,2,30,,,2.0,3.1,7.8,,,,,,,,
21PR00027,A0443,2,30,,,2.0,2.3,5.9,,,,,,,,
21PR00028,A0444,2,30,,,2.0,3.2,8.1,,,,,,,,
21PR00029,A0446,2,30,,,2.0,3.0,7.5,,,,,,,,
21PR00030,A0456,2,30,,,2.0,2.0,5.0,,,,,,,,
21PR00031,A0459,1,30,,,2.0,3.9,9.9,,,,,,,,
21PR00032,A0460,2,30,,,2.0,2.9,7.4,,,,,,,,
21PR00033,A0471,2,30,,,2.0,2.7,6.9,,,,,,,,
21PR00034,A0473,2,30,,,2.0,2.2,5.6,,,,,,,,
21PR00035,A0479,2,30,,,2.0,2.9,7.3,,,,,,,,
21PR00036,A0484,2,30,,,2.0,2.7,6.8,,,,,,,,
