UID,ETAG,SEX,STM,LINE,YR,SEA,AGE,RGRP,BGRP,LOT,HORN,FACE,STAPLE_CM,STAPLE_IN,RMK,SAMPLE,PD,LIB,NAX,STUDY,MICRON,SD,CV,CEM,PF,DIGR
01PR00433,R0460,2,07,12,99,1,2.0,0,1,,.,.,7.2,2.8,,Y,1,n,x,,22.01,3.63,16.5,6.9,3.2,64
01PR00434,R0463,1,07,11,99,1,2.0,2,M,LIB,.,.,0.0,0.0,DUD,N,3,D4,x,X,0.0,0.0,0.0,0.0,0.0,0
01PR00435,R0464,2,43,13,99,1,2.0,0,1,,.,.,8.2,3.2,ENTR,Y,1,n,x,,19.66,3.14,16.0,5.8,0.5,70
01PR00436,R0469,1,07,10,99,1,2.0,0,M,21a,1,3+,7.8,3.1,DUD,Y,1,D3,x,,20.06,4.04,20.1,7.7,1.9,70
01PR00437,R0467,2,43,13,99,1,2.0,0,1,,.,.,8.1,3.2,,Y,1,n,x,,22.05,4.21,19.1,8.3,5.5,62
01PR00438,R0423,2,43,12,99,1,2.0,0,1,,.,.,7.6,3.0,,Y,1,n,x,,24.35,3.7,15.2,6.9,8.4,60
01PR00439,R0428,2,07,11,99,1,2.0,0,1,,.,.,6.2,2.4,,Y,1,n,x,,23.95,4.34,18.1,8.2,10.5,60
01PR00440,R0484,2,43,11,99,1,2.0,0,1,,.,.,8.2,3.2,,Y,1,n,x,,25.14,3.92,15.6,7.2,13.3,58
01PR00441,R0485,2,43,13,99,1,2.0,0,1,,.,.,7.2,2.8,DIARRHEA,Y,1,n,x,,21.45,4.08,19.0,7.8,3.7,64
01PR00442,R0486,2,43,13,99,1,2.0,0,1,,.,.,8.0,3.1,,Y,1,n,x,,22.57,3.79,16.8,7.1,4.2,62
01PR00443,R0489,2,43,13,99,1,2.0,0,1,,.,.,8.1,3.2,,Y,1,n,x,,20.49,3.39,16.5,6.2,1.0,70
01PR00444,R0493,2,07,12,99,1,2.0,0,1,,.,.,6.4,2.5,,Y,1,n,x,,19.02,3.43,18.0,6.5,0.6,80
01PR00445,R0495,2,07,10,99,1,2.0,0,1,,.,.,5.8,2.3,,Y,1,n,x,,23.43,3.9,16.7,7.4,6.8,62
01PR00446,R0492,1,43,13,99,1,2.0,0,M,34,1,5,10.5,4.1,WOLF KILL,Y,1,S1,x,,21.88,3.35,15.3,6.0,1.5,64
01PR00447,R0497,2,07,11,99,1,2.0,0,1,,.,.,7.9,3.1,,Y,1,n,x,,22.33,3.56,15.9,6.6,2.7,62
01PR00448,R0475,1,43,13,99,1,2.0,0,M,32,2,2-,9.2,3.6,,Y,1,S1,x,,22.32,4.2,18.8,7.4,4.5,62
01PR00449,R0476,1,43,13,99,1,2.0,2,M,DUD,.,.,0.0,0.0,DUD,O,2,D4,x,B 17,0.0,0.0,0.0,0.0,0.0,0
01PR00450,R0514,2,07,11,99,1,2.0,0,1,,.,.,6.2,2.4,,Y,1,n,x,,23.12,3.99,17.3,7.4,6.3,62
01PR00451,R0515,2,43,10,99,1,2.0,0,1,,.,.,7.0,2.8,,Y,1,n,x,,22.98,4.55,19.8,8.6,8.4,62
01PR00452,R0516,2,43,10,99,1,2.0,0,1,,.,.,8.0,3.1,,Y,1,n,x,,20.79,3.37,16.2,6.2,1.0,64
01PR00453,R0519,2,43,12,99,1,2.0,0,1,,.,.,8.2,3.2,"ENTR,SOPHIA",Y,1,n,x,,29.85,5.42,18.1,9.8,50.1,50
01PR00454,R0532,1,43,12,99,1,2.0,0,M,85,1,2,8.0,3.1,,Y,1,S1,x,,21.96,3.91,17.8,7.2,3.6,64
01PR00455,R0537,2,43,12,99,1,2.0,0,1,,.,.,7.0,2.8,,Y,1,n,x,,22.48,4.9,21.8,9.5,9.0,62
01PR00456,R0541,2,43,13,99,1,2.0,0,1,,.,.,8.1,3.2,HAIRY,Y,1,n,x,,22.4,3.85,17.2,7.4,4.4,62
01PR00457,R0540,2,07,10,99,1,2.0,0,1,,.,.,7.0,2.8,,Y,1,n,x,,21.39,3.78,17.7,6.9,2.1,64
01PR00458,R0547,1,43,13,99,1,2.0,0,M,32a,2,3,10.0,3.9,,Y,1,S1,x,,22.55,3.61,16.0,6.4,2.9,62
01PR00459,R0550,2,43,12,99,1,2.0,0,1,,.,.,9.0,3.5,,Y,1,n,x,,20.21,3.83,19.0,7.4,1.4,70
01PR00460,R0566,2,07,12,99,1,2.0,0,1,,.,.,8.0,3.1,,Y,1,n,x,,23.7,4.21,17.8,7.7,8.6,60
01PR00461,R0568,2,43,13,99,1,2.0,0,1,,.,.,9.8,3.9,BUSHY HEAD,Y,1,n,x,,21.56,3.7,17.2,6.6,1.9,64
01PR00462,R0529,1,43,10,99,1,2.0,0,M,23,5,3-,8.8,3.5,"H5,CUT",Y,1,S1,x,,22.82,4.59,20.1,8.4,7.7,62
01PR00463,R0582,2,43,12,99,1,2.0,0,1,,.,.,8.5,3.3,F3-,Y,1,n,x,,26.18,4.82,18.4,9.0,22.9,58
01PR00464,R0588,1,07,11,99,1,2.0,2,M,LIB,.,.,0.0,0.0,DUD,N,3,D4,x,X,0.0,0.0,0.0,0.0,0.0,0
01PR00465,R0590,2,07,11,99,1,2.0,0,1,,.,.,7.1,2.8,,Y,1,n,x,,22.66,4.43,19.6,8.7,7.5,62
01PR00466,R0594,2,07,13,99,1,2.0,0,1,,.,.,10.0,3.9,DYSTOCIA,Y,1,n,x,,21.86,3.46,15.8,6.4,1.9,64
01PR00467,R0573,1,43,11,99,1,2.0,0,M,13a,3,3,8.1,3.2,DUD,Y,1,D3,x,,22.84,4.83,21.2,9.4,9.2,62
01PR00468,R0611,1,07,13,99,1,2.0,0,M,,1,3+,10.2,4.0,DUD,Y,1,D3,x,,20.86,3.72,17.8,6.8,1.4,64
01PR00469,R0613,1,43,12,99,1,2.0,0,M,81a,6,2,8.9,3.5,"H6, DUD",Y,1,D3,x,,22.12,4.1,18.5,7.6,4.4,62
01PR00470,R0614,2,43,13,99,1,2.0,0,1,,.,.,9.0,3.5,RP ok,Y,1,n,x,,19.88,4.12,20.7,8.1,2.2,70
01PR00471,R0612,1,43,12,99,1,2.0,0,M,81,5,2,11.0,4.3,,Y,1,S0,x,,22.16,3.43,15.5,6.5,2.4,62
01PR00472,R0604,2,07,11,99,1,2.0,0,1,,.,.,7.0,2.8,HAIRY,Y,1,n,x,,21.32,4.24,19.9,7.9,3.9,64
01PR00473,R0631,2,07,11,99,1,2.0,0,1,,.,.,6.8,2.7,,Y,1,n,x,,22.59,3.92,17.4,7.2,4.5,62
01PR00474,R0635,1,07,10,99,1,2.0,0,M,21,4,3,8.4,3.3,,Y,1,S4,x,,22.49,4.85,21.5,9.0,8.4,62
01PR00475,R0650,2,07,11,99,1,2.0,0,1,,.,.,8.0,3.1,"X, BAD EYE",Y,1,n,x,,21.55,5.2,24.2,10.5,7.6,62
01PR00476,R0658,2,43,13,99,1,2.0,0,1,,.,.,9.0,3.5,HAIRY,Y,1,n,x,,19.95,3.43,17.2,6.3,0.7,70
01PR00477,R0660,1,07,11,99,1,2.0,0,M,12,1,2-,8.0,3.1,,Y,1,S1,x,,23.27,4.34,18.7,8.2,8.6,62
01PR00478,R0665,1,07,12,99,1,2.0,0,M,82,2,3+,10.0,3.9,DUD,Y,1,D3w,x,,24.15,4.38,18.1,6.9,7.7,60
01PR00479,R0667,2,43,12,99,1,2.0,0,1,,.,.,8.4,3.3,DYSTOCIA,Y,1,n,x,,22.1,3.06,13.9,5.7,1.6,62
01PR00480,R0621,2,07,13,99,1,2.0,0,1,,.,.,8.2,3.2,,Y,1,n,x,,21.96,4.1,18.6,7.8,4.5,64
01PR00481,R0624,2,07,12,99,1,2.0,0,1,,.,.,6.0,2.4,,Y,1,n,x,,19.9,3.33,16.7,6.2,0.4,70
01PR00482,R0627,2,07,12,99,1,2.0,0,1,,.,.,8.0,3.1,H2,Y,1,n,x,,23.77,4.1,17.2,7.6,8.7,60
01PR00483,R0681,1,43,12,99,1,2.0,0,M,85a,.,.,0.0,0.0,DUD,N,1,D3,x,SPAR,0.0,0.0,0.0,0.0,0.0,0
01PR00484,R0680,2,07,11,99,1,2.0,0,1,,.,.,8.8,3.5,DYSTOCIA,Y,1,n,x,,22.83,4.9,21.5,9.6,10.2,62
01PR00485,R0684,1,43,12,99,1,2.0,0,M,82a,2,4,8.9,3.5,,Y,1,S1,x,,23.94,3.82,15.9,6.7,6.6,60
01PR00486,R0685,1,07,12,99,1,2.0,0,M,86a,2,3,8.3,3.3,DUD,Y,1,D3,x,,22.11,3.67,16.6,6.2,1.8,62
01PR00487,R0691,2,07,11,99,1,2.0,0,1,,.,.,8.5,3.3,,Y,1,n,x,,22.28,4.13,18.5,7.8,5.1,62
01PR00488,R0672,1,07,11,99,1,2.0,0,M,14x,.,.,0.0,0.0,"DUD, D6",N,1,D4,x,X,0.0,0.0,0.0,0.0,0.0,0
01PR00489,R0679,2,07,11,99,1,2.0,0,1,,.,.,9.1,3.6,RP ok,Y,1,n,x,,22.93,4.44,19.3,8.5,7.9,62
01PR00490,R0211,2,43,13,99,1,2.0,0,1,,.,.,8.1,3.2,ENTR,Y,1,n,x,,18.9,3.34,17.6,6.1,0.2,80
01PR00491,R0219,2,43,13,99,1,2.0,0,1,,.,.,8.8,3.5,,Y,1,n,x,,22.94,3.59,15.6,6.6,3.9,62
01PR00492,R0217,2,07,10,99,1,2.0,0,1,,.,.,7.1,2.8,ENTR,Y,1,n,x,,20.5,3.68,18.0,7.0,1.6,70
01PR00493,R0203,2,07,11,99,1,2.0,0,1,,.,.,8.5,3.3,,Y,1,n,x,,24.09,5.33,22.1,10.4,16.0,60
01PR00494,R0207,2,43,13,99,1,2.0,0,1,,.,.,8.2,3.2,,Y,1,n,x,,21.42,3.95,18.4,7.5,3.5,64
01PR00495,R0236,2,07,13,99,1,2.0,0,1,,.,.,10.0,3.9,,Y,1,n,x,,22.73,5.38,23.6,10.8,11.9,62
01PR00496,R0248,1,43,11,99,1,2.0,0,M,14,1,2-,8.5,3.3,,Y,1,S1,x,,23.67,3.99,16.9,6.9,6.5,60
01PR00497,R0255,2,43,12,99,1,2.0,0,1,,.,.,8.8,3.5,,Y,1,n,x,,25.05,4.69,18.7,9.2,15.5,58
01PR00498,R0258,2,43,13,99,1,2.0,0,1,,.,.,8.9,3.5,,Y,1,n,x,,21.79,3.66,16.8,6.7,2.2,64
01PR00499,R0259,2,43,13,99,1,2.0,0,1,,.,.,7.0,2.8,DYSTOCIA,Y,1,n,x,,21.7,3.8,17.5,7.2,3.0,64
01PR00500,R0220,2,07,12,99,1,2.0,0,1,,.,.,8.0,3.1,,Y,1,n,x,,20.41,3.79,18.6,6.9,1.4,70
01PR00501,R0227,2,07,11,99,1,2.0,0,1,,.,.,8.8,3.5,,Y,1,n,x,,26.53,6.16,23.2,11.6,30.2,56
01PR00502,R0288,2,43,12,99,1,2.0,0,1,,.,.,7.3,2.9,,Y,1,n,x,,22.81,4.48,19.7,8.4,7.9,62
01PR00503,R0298,2,07,12,99,1,2.0,0,1,,.,.,7.7,3.0,,Y,1,n,x,,23.52,3.75,15.9,7.0,6.3,60
01PR00504,R0275,2,43,12,99,1,2.0,0,1,,.,.,7.4,2.9,,Y,1,n,x,,20.95,3.41,16.3,6.1,1.0,64
01PR00505,R0814,2,43,13,99,1,2.0,0,1,,.,.,7.8,3.1,DYSTOCIA,Y,1,n,x,,21.56,3.19,14.8,5.9,1.1,64
01PR00506,R0804,2,43,11,99,1,2.0,0,1,,.,.,8.3,3.3,ENTR,Y,1,n,x,,23.71,4.62,19.5,8.6,9.6,60
01PR00507,R0805,2,43,11,99,1,2.0,0,1,,.,.,7.3,2.9,,Y,1,n,x,,24.37,4.71,19.3,8.7,13.7,60
01PR00508,R0809,2,07,11,99,1,2.0,0,1,,.,.,7.3,2.9,,Y,1,n,x,,23.01,4.3,18.7,8.0,7.1,62
01PR00509,R0831,1,07,11,99,1,2.0,0,M,11,2,2-,7.8,3.1,DUD >works,Y,1,D3w,x,,23.61,4.36,18.5,7.8,8.7,60
01PR00510,R0833,1,07,10,99,1,2.0,0,M,22a,1,3+,9.1,3.6,,Y,1,S0,x,,21.77,3.79,17.4,7.0,2.7,64
01PR00511,R0834,2,07,10,99,1,2.0,0,1,,.,.,6.9,2.7,DYSTOCIA,Y,1,n,x,,23.82,4.33,18.2,8.2,10.2,60
01PR00512,R0848,1,43,13,99,1,2.0,0,M,34a,2,2,8.5,3.3,"BUCK, JAW4 so",Y,1,S3,x,,20.47,4.02,19.7,7.5,1.9,70
01PR00513,R0847,2,07,10,99,1,2.0,0,1,,.,.,6.4,2.5,,Y,1,n,x,,23.64,4.85,20.5,9.3,12.3,60
01PR00514,R0860,2,07,11,99,1,2.0,0,1,,.,.,7.9,3.1,SW.BAG,Y,1,n,x,,22.7,4.66,20.5,9.2,8.4,62
01PR00515,R0869,1,07,12,99,1,2.0,0,M,84,6,5,9.1,3.6,H5,Y,1,S1,x,,23.08,3.73,16.1,6.9,5.0,62
01PR00516,R0823,2,07,10,99,1,2.0,0,1,,.,.,6.5,2.6,,Y,1,n,x,,22.1,3.89,17.6,6.9,3.3,62
01PR00517,R0824,2,07,11,99,1,2.0,0,1,,.,.,8.1,3.2,,Y,1,n,x,,23.44,4.66,19.9,8.7,10.8,62
01PR00518,R0826,1,07,10,99,1,2.0,0,M,24,2,3-,7.5,3.0,,Y,1,S0,x,,21.84,4.27,19.5,7.4,3.3,64
01PR00519,R0885,2,07,10,99,1,2.0,0,1,,.,.,6.8,2.7,SM.BAG,Y,1,n,x,,21.57,3.74,17.4,6.9,2.1,64
01PR00520,R0886,1,07,12,99,1,2.0,0,M,89,7,3+,9.6,3.8,"H7, DUD",Y,1,D3w,x,,21.25,3.27,15.4,6.0,0.8,64
01PR00521,R0882,2,07,11,99,1,2.0,0,1,,.,.,7.2,2.8,BRITCHY,Y,1,n,x,,22.89,6.51,28.4,12.8,15.6,60
01PR00522,R0895,2,07,10,99,1,2.0,0,1,,.,.,7.1,2.8,SMALL YRLG,Y,1,n,x,,22.31,3.47,15.5,6.3,2.5,62
01PR00523,R0871,2,43,12,99,1,2.0,0,1,,.,.,8.2,3.2,,Y,1,n,x,,22.61,5.15,22.8,10.5,11.0,62
01PR00524,R0875,2,43,13,99,1,2.0,0,1,,.,.,8.2,3.2,DYSTOCIA,Y,1,n,x,,21.68,3.54,16.3,6.6,2.0,64
01PR00525,R0919,2,07,10,99,1,2.0,0,1,,.,.,8.6,3.4,,Y,1,n,x,,21.73,3.67,16.9,6.6,1.9,64
01PR00526,R0909,2,07,10,99,1,2.0,0,1,,.,.,8.0,3.1,,Y,1,n,x,,21.84,3.66,16.8,6.7,2.5,64
01PR00527,R0949,2,07,12,99,1,2.0,0,1,,.,.,6.4,2.5,,Y,1,n,x,,22.23,3.4,15.3,6.3,2.2,62
01PR00528,R0961,2,07,10,99,1,2.0,0,1,,.,.,7.0,2.8,,Y,1,n,x,,22.11,4.3,19.4,8.3,5.8,62
01PR00529,R0966,2,43,13,99,1,2.0,0,1,,.,.,9.8,3.9,,Y,1,n,x,,19.95,3.53,17.7,6.8,1.1,70
01PR00530,R0962,2,07,10,99,1,2.0,0,1,,.,.,8.0,3.1,,Y,1,n,x,,23.22,4.74,20.4,8.9,9.6,62
01PR00531,R0924,2,07,10,99,1,2.0,0,1,,.,.,5.9,2.3,,Y,1,n,x,,21.57,4.23,19.6,8.1,4.3,64
01PR00532,R0925,1,07,11,99,1,2.0,2,M,LIB,.,.,0.0,0.0,DUD,N,3,D4,x,X,0.0,0.0,0.0,0.0,0.0,0
01PR00533,R0929,2,43,13,99,1,2.0,0,1,,.,.,9.0,3.5,,Y,1,n,x,,20.96,3.66,17.5,6.7,1.5,64
01PR00534,R0995,2,43,13,99,1,2.0,0,1,,.,.,7.3,2.9,THIN YRLG,Y,1,n,x,,21.84,3.76,17.2,7.4,3.7,64
01PR00535,R0975,2,43,13,99,1,2.0,0,1,,.,.,8.5,3.3,,Y,1,n,x,,21.3,3.32,15.6,6.1,1.1,64
01PR00536,R0978,2,07,12,99,1,2.0,0,1,,.,.,7.0,2.8,DYSTOCIA,Y,1,n,x,,21.34,3.49,16.4,6.3,1.5,64
01PR00537,R0710,2,43,12,99,1,2.0,0,1,,.,.,6.5,2.6,,Y,1,n,x,,24.34,3.92,16.1,6.9,8.6,60
01PR00538,R0713,2,07,11,99,1,2.0,0,1,,.,.,7.9,3.1,HAIRY,Y,1,n,x,,22.67,4.11,18.1,7.3,5.0,62
01PR00539,R0714,2,07,11,99,1,2.0,0,1,,.,.,8.6,3.4,HAIRY,Y,1,n,x,,25.06,5.18,20.6,10.7,17.3,58
01PR00540,R0716,2,07,11,99,1,2.0,0,1,,.,.,6.8,2.7,"DRY,ABORTED",Y,1,n,x,,24.08,5.08,21.1,10.1,13.5,60
01PR00541,R0712,1,07,12,99,1,2.0,0,M,91,2,3+,8.4,3.3,,Y,1,S0,x,,20.17,3.59,17.8,6.5,0.9,70
01PR00542,R0703,1,43,12,99,1,2.0,0,M,88a,2,4+,8.6,3.4,DUD,Y,1,D3,x,,24.04,4.33,18.0,6.6,6.7,60
01PR00543,R0709,2,07,10,99,1,2.0,0,1,,.,.,7.2,2.8,,Y,1,n,x,,21.24,3.84,18.1,7.2,2.5,64
01PR00544,R0731,2,07,12,99,1,2.0,0,1,,.,.,8.8,3.5,,Y,1,n,x,,27.02,4.64,17.2,8.4,28.3,56
01PR00545,R0734,2,07,10,99,1,2.0,0,1,,.,.,7.0,2.8,,Y,1,n,x,,21.58,3.44,15.9,6.3,1.5,64
01PR00546,R0739,2,43,13,99,1,2.0,0,1,,.,.,7.9,3.1,,Y,1,n,x,,25.72,3.97,15.4,7.3,16.6,58
01PR00547,R0741,2,43,13,99,1,2.0,0,1,,.,.,8.7,3.4,BRITCHY,Y,1,n,x,,23.24,3.46,14.9,6.6,4.7,62
01PR00548,R0743,2,07,10,99,1,2.0,0,1,,.,.,7.4,2.9,,Y,1,n,x,,21.9,4.15,18.9,8.0,4.8,64
01PR00549,R0744,2,07,12,99,1,2.0,0,1,,.,.,7.8,3.1,,Y,1,n,x,,22.68,3.39,15.0,6.2,2.6,62
01PR00550,R0746,2,07,13,99,1,2.0,0,1,,.,.,10.0,3.9,,Y,1,n,x,,23.24,4.76,20.5,9.3,10.1,62
01PR00551,R0748,1,43,12,99,1,2.0,0,M,91a,.,.,0.0,0.0,"WRINKLES,DUD",N,1,D3,x,SPAR,0.0,0.0,0.0,0.0,0.0,0
01PR00552,R0753,1,43,13,99,1,2.0,0,M,e a,2,3,8.0,3.1,,Y,1,S1,x,,22.85,4.2,18.4,7.0,4.8,62
01PR00553,R0754,2,07,10,99,1,2.0,0,1,,.,.,8.2,3.2,HAIRY,Y,1,n,x,,23.64,4.14,17.5,7.7,7.9,60
01PR00554,R0757,2,07,12,99,1,2.0,0,1,,.,.,7.2,2.8,DYSTOCIA,Y,1,n,x,,19.98,3.27,16.4,5.9,0.5,70
01PR00555,R0760,1,43,11,99,1,2.0,0,M,,6,3+,8.4,3.3,DUD,Y,1,D3,x,,24.7,4.84,19.6,8.4,14.3,60
01PR00556,R0763,2,43,13,99,1,2.0,0,1,,.,.,8.4,3.3,,Y,1,n,x,,21.32,3.93,18.4,7.4,3.0,64
01PR00557,R0764,1,07,13,99,1,2.0,0,M,33a,2,3+,8.6,3.4,,Y,1,S2,x,,19.49,3.89,20.0,7.5,2.0,70
01PR00558,R0725,2,43,12,99,1,2.0,0,1,,.,.,7.2,2.8,H3,Y,1,n,x,,22.92,4.79,20.9,9.2,9.3,62
01PR00559,R0771,2,43,12,99,1,2.0,0,1,,.,.,8.0,3.1,,Y,1,n,x,,21.53,4.0,18.6,7.7,3.7,64
01PR00560,R2104,1,07,13,00,1,1.0,0,Y,,1,4-,7.2,2.8,,Y,1,n,x,,18.61,3.8,20.5,6.9,0.8,80
01PR00561,R2122,1,43,13,00,1,1.0,0,Y,,5,3-,7.3,2.9,"H3+, NOTCH",Y,1,n,x,,17.89,3.62,20.2,6.7,0.4,80
01PR00562,R2127,1,07,10,00,1,1.0,0,Y,,3,4-,7.6,3.0,,Y,1,n,x,,20.99,5.0,23.8,9.4,5.6,64
01PR00563,R2018,1,07,12,00,1,1.0,0,Y,,7,4+,6.9,2.7,H7,Y,1,n,x,,21.11,4.19,19.9,7.7,3.0,64
01PR00564,R2017,1,07,12,00,1,1.0,0,Y,,3,3,6.5,2.6,"H3, WRINKLES",Y,1,n,x,,22.42,4.67,20.8,7.6,5.0,62
01PR00565,R2007,1,07,11,00,1,1.0,0,Y,,2,3-,6.6,2.6,,Y,1,n,x,,20.18,4.43,21.9,7.7,1.9,70
01PR00566,R2039,1,07,10,00,1,1.0,0,Y,,2,2,6.4,2.5,CHK. STAPLE,Y,1,n,x,,20.94,4.45,21.3,7.7,3.0,64
01PR00567,R2037,1,07,13,00,1,1.0,0,Y,,1,3,8.8,3.5,,Y,1,n,x,,19.78,3.99,20.2,7.6,1.5,70
01PR00568,R2052,1,07,10,00,1,1.0,0,Y,,3,4-,7.1,2.8,,Y,1,n,x,,20.6,3.76,18.3,6.6,1.2,64
01PR00569,R2063,1,07,13,00,1,1.0,0,Y,,7,3,8.5,3.3,Shorn & Dead,Y,1,n,x,,20.97,4.02,19.2,7.0,1.8,64
01PR00570,R2082,1,43,13,00,1,1.0,0,Y,,2,4,7.0,2.8,,Y,1,n,x,,18.59,4.47,24.0,7.5,1.1,70
01PR00571,R2070,1,07,12,00,1,1.0,0,Y,,2,2,6.0,2.4,dead 5/14/01,Y,1,n,x,,20.31,4.0,19.7,6.5,1.1,70
01PR00572,R2075,1,07,12,00,1,1.0,0,Y,,1,3-,6.9,2.7,,Y,1,n,x,,20.98,3.91,18.6,7.0,1.8,64
01PR00573,S9980,2,07,10,99,1,2.0,0,1,,.,.,7.2,2.8,,Y,1,n,x,,23.65,3.48,14.7,6.2,4.7,60
01PR00574,S9988,2,43,12,99,1,2.0,0,1,,.,.,8.1,3.2,,Y,1,n,x,,23.79,4.0,16.8,7.5,8.1,60
01PR00575,S9998,2,07,11,99,1,2.0,0,1,,.,.,7.5,3.0,DYSTOCIA,Y,1,n,x,,26.85,4.39,16.4,7.9,26.2,56
01PR00576,T5383,2,02,ID,96,1,5.0,I,1,,.,.,9.6,3.8,"RP,DAB 1of3",Y,1,n,x,,23.54,3.43,14.6,6.0,3.6,60
01PR00577,T5450,2,02,ID,96,1,5.0,I,1,,.,.,6.6,2.6,,Y,1,n,x,,24.57,3.83,15.6,7.0,10.4,60
01PR00578,T5467,2,02,ID,96,1,5.0,I,1,,.,.,7.5,3.0,,Y,1,n,x,,23.39,3.86,16.5,6.7,5.3,62
01PR00579,T5505,1,02,ID,96,1,5.0,I,M,43T,1,3,9.2,3.6,ISAAC jr.,Y,1,S3,x,,24.78,4.44,17.9,8.0,14.3,60
01PR00580,T5506,2,02,ID,96,1,5.0,I,1,,.,.,8.1,3.2,,Y,1,n,x,,23.29,4.17,17.9,7.7,7.5,62
01PR00581,T5557,2,02,ID,96,1,5.0,I,1,,.,.,8.9,3.5,? QUADS,Y,1,n,x,,28.92,4.63,16.0,7.8,43.8,54
01PR00582,T5586,2,02,ID,96,1,5.0,I,1,,.,.,8.3,3.3,"DYSTOCIA,DEAD",Y,1,n,x,,24.02,3.88,16.1,6.8,7.5,60
01PR00583,T5575,2,02,ID,96,1,5.0,I,1,,.,.,6.9,2.7,,Y,1,n,x,,21.42,3.72,17.4,6.7,2.0,64
01PR00584,T5649,2,02,ID,96,1,5.0,I,1,,.,.,7.8,3.1,THIN 2/26/01,Y,1,n,x,,21.24,4.14,19.5,8.1,3.7,64
01PR00585,T5627,2,02,ID,96,1,5.0,I,1,,.,.,7.2,2.8,CAKED,Y,1,n,x,,24.09,3.75,15.6,6.4,6.2,60
01PR00586,T5227,2,02,ID,96,1,5.0,I,1,,.,.,7.5,3.0,,Y,1,n,x,,24.96,4.0,16.0,6.7,10.1,58
01PR00587,T5853,2,02,ID,97,1,4.0,I,1,,.,.,9.0,3.5,BRN.EARS,Y,1,n,x,,28.29,5.19,18.3,9.0,38.6,54
01PR00588,T5928,2,02,ID,97,1,4.0,I,1,,.,.,7.6,3.0,"RF,FOOT ABS.",Y,1,n,x,,24.67,4.15,16.8,7.4,10.9,60
01PR00589,T5927,2,02,ID,97,1,4.0,I,1,,.,.,7.5,3.0,LTS,Y,1,n,x,,24.63,3.89,15.8,6.8,9.7,60
01PR00590,T6114,2,02,ID,97,1,4.0,I,1,,.,.,9.8,3.9,?DISCHARGE,Y,1,n,x,,25.24,4.15,16.4,7.5,14.7,58
01PR00591,T6152,2,02,ID,97,1,4.0,I,1,,.,.,7.1,2.8,,Y,1,n,x,,22.8,3.91,17.1,7.1,4.8,62
01PR00592,T6163,2,02,ID,97,1,4.0,I,1,,.,.,9.3,3.7,"LAME,LF,4/99",Y,1,n,x,,23.68,3.99,16.9,7.0,6.5,60
01PR00593,T6185,2,02,ID,97,1,4.0,I,1,,.,.,8.1,3.2,"DOWN, ok",Y,1,n,x,,22.36,3.51,15.7,6.4,2.3,62
01PR00594,T6188,2,02,ID,97,1,4.0,I,1,,.,.,7.3,2.9,,Y,1,n,x,,25.78,3.77,14.6,6.7,15.0,58
01PR00595,T6011,2,02,ID,97,1,4.0,I,1,,.,.,8.1,3.2,,Y,1,n,x,,27.19,4.14,15.2,7.3,27.3,56
01PR00596,T6003,2,02,ID,97,1,4.0,I,1,,.,.,6.9,2.7,SW.BAG,Y,1,n,x,,25.85,4.71,18.2,7.9,20.7,58
01PR00597,T6072,2,02,ID,97,1,4.0,I,1,,.,.,7.1,2.8,THIN,Y,1,n,x,,21.6,4.62,21.4,7.4,3.0,64
01PR00598,T6439,2,02,ID,98,1,3.0,I,1,,.,.,8.3,3.3,,Y,1,n,x,,22.64,4.65,20.5,9.4,9.5,62
01PR00599,T6437,2,02,ID,98,1,3.0,I,1,,.,.,8.0,3.1,,Y,1,n,x,,22.42,3.67,16.4,6.8,3.4,62
01PR00600,T6440,1,02,ID,98,1,3.0,I,M,e.1,1,3,8.0,3.1,"MR.BIG,NICE",Y,1,S5,x,,24.01,4.41,18.4,7.7,9.1,60
01PR00601,T6446,2,02,ID,98,1,3.0,I,1,,.,.,8.1,3.2,,Y,1,n,x,,22.1,3.59,16.2,6.5,2.4,62
01PR00602,T6449,2,02,ID,98,1,3.0,I,1,,.,.,9.0,3.5,,Y,1,n,x,,27.05,4.69,17.3,8.3,28.3,56
01PR00603,T6455,2,02,ID,98,1,3.0,I,1,,.,.,8.6,3.4,,Y,1,n,x,,22.45,3.74,16.7,6.9,3.6,62
01PR00604,T6456,2,02,ID,98,1,3.0,I,1,,.,.,7.2,2.8,,Y,1,n,x,,22.52,3.88,17.2,7.4,4.9,62
01PR00605,T6460,2,02,ID,98,1,3.0,I,1,,.,.,9.0,3.5,,Y,1,n,x,,26.07,5.08,19.5,9.6,23.5,58
01PR00606,T6466,2,02,ID,98,1,3.0,I,1,,.,.,8.3,3.3,DYSTOCIA,Y,1,n,x,,23.65,4.03,17.1,7.3,7.4,60
01PR00607,T6428,1,02,ID,98,1,3.0,2,M,DUD,.,.,0.0,0.0,"DUD, age2",O,2,D4,x,P 24,0.0,0.0,0.0,0.0,0.0,0
01PR00608,T6481,2,02,ID,98,1,3.0,I,1,,.,.,8.1,3.2,,Y,1,n,x,,26.0,4.06,15.6,6.9,19.5,58
01PR00609,T6486,2,02,ID,98,1,3.0,I,1,,.,.,9.2,3.6,DYSTOCIA,Y,1,n,x,,25.27,5.01,19.8,8.9,18.6,58
01PR00610,T6489,2,02,ID,98,1,3.0,I,1,,.,.,9.2,3.6,ENTR,Y,1,n,x,,27.3,5.51,20.2,10.3,31.1,56
