UID,ETAG,SEX,STM,LINE,YR,SEA,AGE,RGRP,BGRP,LOT,HORN,FACE,STAPLE_CM,STAPLE_IN,RMK,SAMPLE,PD,LIB,NAX,STUDY,MICRON,SD,CV,CEM,PF,DIGR
01PR00785,T7971,1,02,41,00,1,1.0,2,Y,,1,3,7.9,3.1,,Y,1,n,x,,21.39,4.54,21.2,8.0,3.8,64
01PR00786,T7974,1,02,42,00,1,1.0,2,Y,,1,4+,7.3,2.9,F3-,Y,1,n,x,,21.83,3.91,17.9,7.3,3.8,64
01PR00787,T7976,1,02,42,00,1,1.0,2,Y,,1,3+,6.8,2.7,,Y,1,n,x,,22.49,3.97,17.7,7.3,4.4,62
01PR00788,T7710,1,02,ID,00,1,1.0,I,Y,,1,3-,7.4,2.9,,Y,1,n,x,,18.86,3.77,20.0,6.5,0.3,80
01PR00789,T7713,1,02,ID,00,1,1.0,I,Y,,1,3,7.2,2.8,,Y,1,n,x,,19.67,3.56,18.1,6.4,0.5,70
01PR00790,T7712,1,02,ID,00,1,1.0,I,Y,,1,3,8.1,3.2,,Y,1,n,x,,20.19,3.87,19.2,6.8,1.1,70
01PR00791,T7700,1,02,ID,00,1,1.0,I,Y,,1,3-,7.2,2.8,,Y,1,n,x,,21.09,4.21,20.0,7.6,2.4,64
01PR00792,T7704,1,02,ID,00,1,1.0,I,Y,,1,3-,8.0,3.1,,Y,1,n,x,,20.31,4.5,22.2,8.4,2.8,70
01PR00793,T7708,1,02,ID,00,1,1.0,I,Y,,1,3,7.4,2.9,,Y,1,n,x,,20.26,4.11,20.3,7.6,2.1,70
01PR00794,T7709,1,02,ID,00,1,1.0,I,Y,,1,4+,8.9,3.5,,Y,1,n,x,,21.42,4.64,21.7,8.3,4.5,64
01PR00795,T7745,1,02,ID,00,1,1.0,I,Y,,1,3,6.9,2.7,,Y,1,n,x,,20.33,3.55,17.5,6.2,0.8,70
01PR00796,T7742,1,02,ID,00,1,1.0,I,Y,,1,5+,6.4,2.5,,Y,1,n,x,,19.58,4.3,21.9,7.5,1.2,70
01PR00797,T7748,1,02,ID,00,1,1.0,I,Y,,1,3+,8.0,3.1,,Y,1,n,x,,19.64,3.54,18.0,6.1,0.3,70
01PR00798,T7759,1,02,ID,00,1,1.0,I,Y,,1,3-,8.0,3.1,? QUAD,Y,1,n,x,,22.14,4.44,20.0,7.9,5.1,62
01PR00799,T7763,1,02,ID,00,1,1.0,I,Y,,4,3+,8.1,3.2,BRN. EARS,Y,1,n,x,,23.5,4.62,19.7,8.2,9.8,60
01PR00800,T7765,1,02,ID,00,1,1.0,I,Y,,1,3,7.3,2.9,,Y,1,n,x,,20.75,4.23,20.4,7.6,2.4,64
01PR00801,T7721,1,02,ID,00,1,1.0,I,Y,,1,3,7.0,2.8,,Y,1,n,x,,18.12,3.43,19.0,6.2,0.2,80
01PR00802,T7724,1,02,ID,00,1,1.0,I,Y,,1,3-,6.8,2.7,,Y,1,n,x,,21.16,4.06,19.2,7.2,2.5,64
01PR00803,T7722,1,02,ID,00,1,1.0,I,Y,,1,3-,7.8,3.1,NICE,Y,1,n,x,,18.72,4.08,21.8,7.5,0.9,80
01PR00804,T7783,1,02,ID,00,1,1.0,I,Y,,1,3,6.8,2.7,BIG 15.5,Y,1,n,x,,21.83,4.07,18.6,7.1,3.0,64
01PR00805,T7794,1,02,ID,00,1,1.0,I,Y,,1,3,7.1,2.8,,Y,1,n,x,,19.76,3.76,19.0,6.8,0.8,70
01PR00806,T7795,1,02,ID,00,1,1.0,I,Y,,1,4-,6.8,2.7,,Y,1,n,x,,18.84,3.71,19.7,6.9,0.5,80
01PR00807,T7771,1,02,ID,00,1,1.0,I,Y,,1,3+,6.0,2.4,,Y,1,n,x,,20.6,3.89,18.9,7.1,1.4,64
01PR00808,Z6523,1,07,10,00,1,1.0,0,Y,,1,3-,7.0,2.8,NEED 'R' TAGS,Y,1,n,x,,21.27,4.5,21.1,7.7,3.4,64
