UID,ETAG,SEX,STM,LINE,YR,SEA,AGE,RGRP,BGRP,LOT,HORN,FACE,STAPLE_CM,STAPLE_IN,RMK,PD,BPEN,STUDY,SAMPLE,SPIN,MICRON,SD,CV,CF,DIGR
07PR00025,03102,1,m3,m3,04,1,3.0,r,.,.,1,1-,8.2,3.2,NE23-403102,1,alt,Term,Y,.,32.4,7.3,22.6,40.8,48
07PR00026,03131,1,m3,m3,04,1,3.0,r,.,.,1,2+,7.7,3.0,NE23-403131,1, 8,Term,Y,.,29.1,5.9,20.2,60.6,54
07PR00027,03147,1,m3,m3,04,1,3.0,r,.,.,2,2+,10.0,3.9,LF LEG OFF,1, 9,Term,Y,.,37.9,6.3,16.6,9.7,40
07PR00028,03160,1,m3,m3,04,1,3.0,r,.,.,1,3+,9.8,3.9,NE23-403160,1,alt,Term,Y,.,29.5,6.6,22.5,58.6,50
07PR00029,03127,1,m3,m3,04,1,3.0,r,.,.,2,2-,8.2,3.2,NE23-403127,1,e42,Term,Y,.,34.0,5.3,15.5,25.6,46
07PR00030,03192,1,m3,m3,05,1,2.0,r,.,.,2,2-,9.2,3.6,,1, 2,Term,Y,.,33.1,5.7,17.2,32.8,46
07PR00031,03003,1,m3,m3,04,1,3.0,r,.,.,1,2+,8.5,3.3,NE23-403003,1,e41,Term,Y,.,30.1,5.3,17.5,54.7,50
07PR00032,03002,1,m3,m3,04,1,3.0,r,.,.,1,2-,7.2,2.8,? R.TESTE,1, 7,Term,Y,.,32.0,6.5,20.4,47.2,48
07PR00033,03069,1,m3,m3,05,1,2.0,r,.,.,1,3+,6.2,2.4,,1, 1,Term,Y,.,32.1,5.7,17.9,40.6,48
07PR00034,03330,1,m3,m3,05,1,2.0,r,.,.,1,2-,9.1,3.6,,1, 5,Term,Y,.,35.1,5.6,15.9,19.0,44
07PR00035,03540,1,m3,m3,05,1,2.0,r,.,.,2,2,8.2,3.2,,1,alt,Term,Y,.,31.6,6.3,20.0,43.5,48
07PR00036,03636,1,m3,m3,05,1,2.0,r,.,.,3,2,7.0,2.8,,1, 6,Term,Y,.,32.4,5.3,16.2,38.2,48
07PR00037,03203,1,m3,m3,04,1,3.0,r,.,.,2,3+,8.8,3.5,NE23-403203,1,e43,Term,Y,.,33.8,6.6,19.4,31.3,46
07PR00038,03224,1,m3,m3,05,1,2.0,r,.,.,2,1,8.0,3.1,,1, 3,Term,Y,.,30.0,5.1,16.9,56.1,50
07PR00039,03293,1,m3,m3,05,1,2.0,r,.,.,2,2,9.0,3.5,,1, 4,Term,Y,.,30.1,5.3,17.5,55.9,50
07PR00040,06902,1,Tx,00,03,1,4.0,r,.,.,1,1,11.0,4.3,NE23-206902,1,26,Term,Y,.,43.2,7.3,16.9,3.7,36
07PR00041,H1159,1,30,82,04,1,3.0,0,.,.,2,2-,10.0,3.9,,1,03,Ctrl,Y,.,29.5,6.1,20.8,59.0,50
07PR00042,H1063,1,30,82,04,1,3.0,0,.,.,1,2,9.0,3.5,,1,e34,Ctrl,Y,.,29.8,4.9,16.6,60.0,50
07PR00043,H1311,1,30,82,04,1,3.0,0,.,.,1,2,9.2,3.6,,1,08,Ctrl,Y,.,30.9,5.4,17.6,45.8,50
07PR00044,H1555,1,30,82,05,1,2.0,0,.,.,2,2,9.1,3.6,,1,,Poly,Y,.,29.8,4.8,16.0,58.7,50
07PR00045,H1611,1,30,88,05,1,2.0,0,.,.,3,2-,9.8,3.9,H2,1,e32,Poly,Y,.,29.7,5.6,18.7,58.1,50
07PR00046,H1600,1,30,83,05,1,2.0,0,.,.,3,1-,9.6,3.8,H3<,1,,Poly,Y,.,26.5,4.8,18.2,79.0,56
07PR00047,H1289,1,30,82,04,1,3.0,0,.,.,3,1-,8.7,3.4,,1,,Ctrl,Y,.,27.4,4.3,15.8,77.9,56
07PR00048,H1852,1,30,82,05,1,2.0,0,.,.,2,3,8.9,3.5,,1,05,Poly,Y,.,27.4,4.7,17.3,76.5,56
07PR00049,H1823,1,30,82,05,1,2.0,0,.,.,2,2+,9.2,3.6,Top Index,1,04,Poly,Y,.,27.6,4.9,17.8,73.2,56
07PR00050,H1889,1,30,82,05,1,2.0,0,.,.,1,2,8.2,3.2,NICE,1,,Poly,Y,.,26.6,5.2,19.4,79.3,56
07PR00051,H1914,1,30,88,05,1,2.0,0,.,.,2,2-,8.0,3.1,H2,1,09,Poly,Y,.,26.4,4.8,18.1,81.4,56
07PR00052,H1971,1,30,83,05,1,2.0,0,.,.,2,2,8.5,3.3,,1,,Poly,Y,.,27.0,4.3,15.8,80.5,56
07PR00053,H1718,1,30,82,05,1,2.0,0,.,.,1,2+,8.2,3.2,,1,,Poly,Y,.,27.0,6.2,22.8,72.1,56
07PR00054,H1704,1,30,82,05,1,2.0,0,.,.,2,2,9.2,3.6,,1,,Poly,Y,.,29.2,5.6,19.0,61.0,54
07PR00055,H1740,1,30,82,05,1,2.0,0,.,.,2,1,10.8,4.3,F1- DUD X,1,31x,Poly,Y,.,32.6,6.1,18.8,39.4,48
07PR00056,H1743,1,30,82,05,1,2.0,0,.,.,1,2,7.0,2.8,,1,,Poly,Y,.,24.4,4.1,16.9,93.4,60
07PR00057,H1742,1,30,82,05,1,2.0,0,.,.,2,2+,8.3,3.3,H2,1,,Poly,Y,.,24.8,3.7,14.9,94.3,60
07PR00058,H1769,1,30,88,05,1,2.0,0,.,.,1,1-,9.0,3.5,,1,07,Poly,Y,.,24.5,4.1,16.7,93.2,60
07PR00059,H1797,1,30,82,05,1,2.0,0,.,.,2,2+,9.2,3.6,,1,06,Poly,Y,.,23.9,5.2,21.8,88.5,60
07PR00060,H1771,1,30,88,05,1,2.0,0,.,.,2,2,8.8,3.5,,1,,Poly,Y,.,25.2,4.9,19.5,86.8,58
07PR00061,H0471,1,30,88,03,1,4.0,0,.,.,1,2+,9.5,3.7,,1,01,Poly,Y,.,28.9,5.1,17.8,65.1,54
07PR00062,H0596,1,30,88,03,1,4.0,0,.,.,2,1-,9.8,3.9,,1,e33,Poly,Y,.,27.2,4.2,15.4,80.4,56
07PR00063,H0994,1,30,82,04,1,3.0,0,.,.,1,2-,9.1,3.6,,1,,Ctrl,Y,.,26.8,4.4,16.5,81.6,56
07PR00064,H0773,1,30,82,04,1,3.0,0,.,.,1,3+,10.0,3.9,,1,02,Ctrl,Y,.,28.0,4.7,16.7,72.2,54
07PR00065,H2124,1,30,83,05,1,2.0,0,.,.,1,1-,8.0,3.1,,1,,Poly,Y,.,24.5,3.4,13.9,95.7,60
07PR00066,H2171,1,30,82,05,1,2.0,0,.,.,3,1-,8.6,3.4,,1,,Poly,Y,.,24.7,4.1,16.6,92.6,60
07PR00067,H2022,1,30,88,05,1,2.0,0,.,.,2,2-,8.0,3.1,H2,1,e31,Poly,Y,.,25.6,4.2,16.5,88.2,58
07PR00068,H2304,1,30,88,06,1,1.0,0,.,.,2,3+,8.0,3.1,,1,,,Y,.,25.0,5.2,20.7,85.7,58
07PR00069,H2361,1,30,88,06,1,1.0,0,.,.,2,2,6.6,2.6,,1,,,Y,.,22.2,4.2,18.9,96.5,62
07PR00070,H2362,1,30,88,06,1,1.0,0,.,.,2,2,9.0,3.5,,1,,,Y,.,24.0,4.7,19.4,91.9,60
07PR00071,H2452,1,30,88,06,1,1.0,0,.,.,1,2+,7.6,3.0,PNEU. TX.,1,,,Y,.,24.6,5.0,20.4,87.8,60
07PR00072,H2465,1,30,88,06,1,1.0,0,.,.,2,1-,7.8,3.1,,1,,,Y,.,26.4,5.0,18.8,80.1,56
07PR00073,H2483,1,30,88,06,1,1.0,0,.,.,1,3+,7.0,2.8,,1,,,Y,.,26.3,4.8,18.3,82.1,58
07PR00074,H2484,1,30,88,06,1,1.0,0,.,.,4,3+,7.4,2.9,NICE LAMB,1,,,Y,.,25.3,5.2,20.4,84.0,58
07PR00075,H2489,1,30,88,06,1,1.0,0,.,.,1,2-,6.6,2.6,,1,,,Y,.,23.0,4.4,19.2,94.6,62
07PR00076,H2490,1,30,88,06,1,1.0,0,.,.,2,2-,6.6,2.6,,1,,,Y,.,22.1,4.0,17.9,96.9,62
07PR00077,H2507,1,30,88,06,1,1.0,0,.,.,1,1-,6.2,2.4,,1,,,Y,.,22.3,4.1,18.5,97.1,62
07PR00078,H2528,1,30,88,06,1,1.0,0,.,.,3,2,8.0,3.1,,1,,,Y,.,27.0,5.6,20.9,75.2,56
07PR00079,H2601,1,30,88,06,1,1.0,0,.,.,2,3+,7.3,2.9,,1,,,Y,.,25.9,5.5,21.4,79.3,58
07PR00080,H2608,1,30,88,06,1,1.0,0,.,.,2,2-,6.2,2.4,,1,,,Y,.,28.2,5.7,20.3,69.2,54
07PR00081,H2637,1,30,88,06,1,1.0,0,.,.,1,1-,6.5,2.6,,1,,,Y,.,23.3,4.3,18.4,94.5,62
07PR00082,H2693,1,30,88,06,1,1.0,0,.,.,2,1-,6.6,2.6,,1,,,Y,.,25.3,4.5,17.7,87.5,58
07PR00083,H2692,1,30,88,06,1,1.0,0,.,.,2,1-,6.0,2.4,,1,,,Y,.,23.9,4.2,17.6,93.7,60
07PR00084,H2670,1,30,88,06,1,1.0,0,.,.,2,2,6.9,2.7,,1,,,Y,.,22.6,4.3,18.9,96.2,62
07PR00085,H2216,1,30,88,06,1,1.0,0,.,.,2,2,7.8,3.1,,1,,,Y,.,27.0,6.2,23.1,74.9,56
07PR00086,H2234,1,30,88,06,1,1.0,0,.,.,1,2-,7.0,2.8,,1,,,Y,.,25.0,4.5,18.1,89.5,58
07PR00087,H2257,1,30,88,06,1,1.0,0,.,.,2,1-,7.0,2.8,,1,,,Y,.,24.9,4.6,18.4,90.5,60
07PR00088,H2280,1,30,88,06,1,1.0,0,.,.,2,2,7.8,3.1,,1,,,Y,.,21.5,3.7,17.4,98.9,64
07PR00089,H2290,1,30,88,06,1,1.0,0,.,.,1,2-,7.4,2.9,,1,,,Y,.,27.7,5.1,18.3,71.7,56
07PR00090,H2834,1,30,88,06,1,1.0,0,.,.,1,1-,6.0,2.4,,1,,,Y,.,23.6,3.9,16.6,95.7,60
07PR00091,H2836,1,30,88,06,1,1.0,0,.,.,2,1,7.2,2.8,,1,,,Y,.,21.2,3.5,16.7,98.6,64
07PR00092,H2832,1,30,88,06,1,1.0,0,.,.,1,3+,6.4,2.5,,1,,,Y,.,22.5,4.4,19.6,96.3,62
07PR00093,H2731,1,30,88,06,1,1.0,0,.,.,1,2-,7.2,2.8,,1,,,Y,.,25.6,5.1,19.7,84.1,58
07PR00094,H2789,1,30,88,06,1,1.0,0,.,.,1,2,7.0,2.8,,1,,,Y,.,22.4,4.0,17.9,97.0,62
07PR00095,H2771,1,30,88,06,1,1.0,0,.,.,2,2+,6.0,2.4,,1,,,Y,.,25.4,4.8,19.1,86.8,58
07PR00096,H2770,1,30,88,06,1,1.0,0,.,.,2,2,6.2,2.4,,1,,,Y,.,22.7,4.0,17.5,97.6,62
07PR00097,K3132,1,06,68,04,1,3.0,0,.,.,1,2-,8.6,3.4,epd KEEP,1,43,Adg,Y,.,27.4,4.6,16.7,75.0,56
07PR00098,K3138,1,06,68,04,1,3.0,0,.,.,1,3+,9.8,3.9,,1,01,Adg,Y,.,31.2,5.3,17.1,47.1,48
07PR00099,K3154,1,06,68,04,1,3.0,0,.,.,1,3,10.0,3.9,WHOPPER,1,,Adg,Y,.,29.0,5.0,17.3,64.3,54
07PR00100,K3012,1,06,68,04,1,3.0,0,.,.,1,3+,9.9,3.9,NICE WOOL,1,,Adg,Y,.,29.6,4.8,16.2,58.1,50
07PR00101,K3050,1,06,68,04,1,3.0,0,.,.,1,3,9.4,3.7,,1,e01,Adg,Y,.,32.4,4.9,15.2,34.3,48
07PR00102,K3071,1,06,68,04,1,3.0,0,.,.,1,3,9.4,3.7,NICE,1,41,Adg,Y,.,30.8,4.8,15.6,50.2,50
07PR00103,K3073,1,06,68,04,1,3.0,0,.,.,1,2,8.6,3.4,OK,1,42,Adg,Y,.,27.4,4.7,17.1,76.1,56
07PR00104,K3308,1,06,68,05,1,2.0,0,.,.,2,2-,9.2,3.6,,1,,Adg,Y,.,33.1,6.7,20.3,38.1,46
07PR00105,K3307,1,06,68,05,1,2.0,0,.,.,1,3+,9.1,3.6,,1,,Adg,Y,.,29.7,5.6,18.8,55.9,50
07PR00106,K3340,1,06,68,05,1,2.0,0,.,.,1,3-,8.7,3.4,,1,,Adg,Y,.,22.3,3.6,16.1,98.2,62
07PR00107,K3346,1,06,68,05,1,2.0,0,.,.,2,2,8.8,3.5,,1,44,Adg,Y,.,29.2,5.5,18.8,63.6,54
07PR00108,K3370,1,06,68,05,1,2.0,0,.,.,1,3+,8.8,3.5,NICE,1,,Adg,Y,.,29.5,4.4,14.8,63.8,50
07PR00109,K3477,1,06,68,05,1,2.0,0,.,.,1,2,11.0,4.3,,1,,Adg,Y,.,25.8,4.4,17.2,86.0,58
07PR00110,K3500,1,06,68,05,1,2.0,0,.,.,2,2,9.1,3.6,4TEATS,1,45,Adg,Y,.,30.2,5.7,19.0,53.2,50
07PR00111,K3591,1,06,68,06,1,1.0,0,.,.,1,2,7.9,3.1,,1,,ULTR,Y,.,25.9,5.3,20.5,82.7,58
07PR00112,K3574,1,06,68,05,1,2.0,0,.,.,1,3+,9.2,3.6,,1,e04,Adg,Y,.,29.4,5.2,17.6,60.6,50
07PR00113,K3577,1,06,68,05,1,2.0,0,.,.,1,3+,8.2,3.2,NICE LAMB,1,,Adg,Y,.,27.4,4.9,17.7,74.8,56
07PR00114,K3603,1,06,68,06,1,1.0,0,.,.,1,3+,6.8,2.7,4TEATS,1,,ULTR,Y,.,24.9,4.5,17.9,90.2,60
07PR00115,K3634,1,06,68,06,1,1.0,0,.,.,2,2-,9.0,3.5,NICE LAMB,1,,ULTR,Y,.,22.8,4.3,19.0,96.6,62
07PR00116,K3635,1,06,68,06,1,1.0,0,.,.,1,4+,7.6,3.0,,1,,ULTR,Y,.,28.6,5.8,20.3,64.7,54
07PR00117,K3640,1,06,68,06,1,1.0,0,.,.,1,3-,9.0,3.5,,1,,ULTR,Y,.,26.4,5.7,21.7,77.9,56
07PR00118,K3647,1,06,68,06,1,1.0,0,.,.,1,3-,7.2,2.8,NICE LAMB,1,,ULTR,Y,.,26.4,5.2,19.7,79.2,56
07PR00119,K3661,1,06,68,06,1,1.0,0,.,.,1,2-,6.9,2.7,4TEATS,1,,ULTR,Y,.,25.9,5.4,20.8,81.4,58
07PR00120,K3662,1,06,68,06,1,1.0,0,.,.,1,4+,8.2,3.2,BIG LAMB,1,,ULTR,Y,.,27.0,4.9,18.2,77.6,56
07PR00121,K3620,1,06,68,06,1,1.0,0,.,.,1,3+,7.4,2.9,"4TEATS,NICE",1,,ULTR,Y,.,23.6,4.6,19.5,92.8,60
07PR00122,K3623,1,06,68,06,1,1.0,0,.,.,1,3-,7.4,2.9,,1,,ULTR,Y,.,27.6,5.9,21.4,74.6,56
07PR00123,K3624,1,06,68,06,1,1.0,0,.,.,2,3,8.0,3.1,,1,,ULTR,Y,.,27.5,5.6,20.2,73.6,56
07PR00124,K3626,1,06,68,06,1,1.0,0,.,.,1,3+,7.9,3.1,,1,,ULTR,Y,.,25.2,4.8,18.9,87.8,58
07PR00125,K3628,1,06,68,06,1,1.0,0,.,.,1,3-,9.0,3.5,,1,,ULTR,Y,.,27.0,4.8,17.8,77.0,56
07PR00126,K3627,1,06,68,06,1,1.0,0,.,.,2,3,7.2,2.8,,1,,ULTR,Y,.,26.2,4.6,17.5,84.9,58
07PR00127,K3680,1,06,68,06,1,1.0,0,.,.,2,2-,8.2,3.2,WEAK LAMB,1,,ULTR,Y,.,25.5,4.3,16.7,89.3,58
07PR00128,K3689,1,06,68,06,1,1.0,0,.,.,1,3+,7.5,3.0,BIG,1,,ULTR,Y,.,26.6,5.4,20.4,77.0,56
07PR00129,K3691,1,06,68,06,1,1.0,0,.,.,1,3,8.4,3.3,,1,,ULTR,Y,.,28.6,5.6,19.6,68.5,54
07PR00130,K3671,1,06,68,06,1,1.0,0,.,.,3,3,7.4,2.9,,1,,ULTR,Y,.,27.3,5.0,18.4,76.8,56
07PR00131,K3670,1,06,68,06,1,1.0,0,.,.,1,2-,7.4,2.9,,1,,ULTR,Y,.,22.5,4.1,18.1,96.9,62
07PR00132,K3673,1,06,68,06,1,1.0,0,.,.,2,4+,8.2,3.2,,1,,ULTR,Y,.,26.5,4.9,18.4,81.1,56
07PR00133,K3248,1,06,68,05,1,2.0,0,.,.,1,3+,9.0,3.5,,1,,Adg,Y,.,29.5,4.7,15.9,61.0,50
07PR00134,K3276,1,06,68,05,1,2.0,0,.,.,1,2,9.2,3.6,H3<,1,e05,Adg,Y,.,27.7,4.3,15.6,75.7,56
07PR00135,K3272,1,06,68,05,1,2.0,0,.,.,2,3+,9.6,3.8,BIG,1,e06,Adg,Y,.,26.5,4.1,15.3,86.2,56
07PR00136,K3277,1,06,68,05,1,2.0,0,.,.,1,3+,9.2,3.6,ENTROPION,1,,Adg,Y,.,28.7,5.0,17.3,70.0,54
07PR00137,K3713,1,06,68,06,1,1.0,0,.,.,1,2,7.0,2.8,,1,,ULTR,Y,.,26.7,4.5,17.0,82.1,56
07PR00138,K3733,1,06,68,06,1,1.0,0,.,.,1,5+,6.5,2.6,,1,,ULTR,Y,.,27.9,5.4,19.3,71.1,54
07PR00139,K3738,1,06,68,06,1,1.0,0,.,.,1,4+,6.8,2.7,4TEATS,1,,ULTR,Y,.,22.4,4.1,18.2,96.2,62
07PR00140,K3743,1,06,68,06,1,1.0,0,.,.,1,3-,7.4,2.9,,1,,ULTR,Y,.,28.2,5.5,19.6,68.7,54
07PR00141,K3747,1,06,68,06,1,1.0,0,.,.,1,3+,7.5,3.0,PNEU.TX.,1,,ULTR,Y,.,25.3,4.3,16.9,90.3,58
07PR00142,K3762,1,06,68,06,1,1.0,0,.,.,1,3,7.0,2.8,"4TEATS,NICE",1,,ULTR,Y,.,27.4,5.8,21.3,73.4,56
07PR00143,K3728,1,06,68,06,1,1.0,0,.,.,2,3+,6.6,2.6,,1,,ULTR,Y,.,27.3,5.6,20.4,71.5,56
07PR00144,K3778,1,06,68,06,1,1.0,0,.,.,1,5+,7.0,2.8,F4-,1,,ULTR,Y,.,24.0,4.7,19.7,91.9,60
07PR00145,K2348,1,06,68,02,1,5.0,0,.,.,1,2,9.2,3.6,epd KEEP Ytex,1,,Adg,Y,.,33.5,5.8,17.3,30.6,46
07PR00146,K2368,1,06,68,02,1,5.0,0,.,.,2,2-,8.3,3.3,epd KEEP,1,,Adg,Y,.,28.4,4.8,17.0,69.4,54
07PR00147,K2842,1,06,68,03,1,4.0,0,.,.,1,3+,10.0,3.9,,1,,Adg,Y,.,33.7,5.4,16.0,27.3,46
07PR00148,K2909,1,06,68,03,1,4.0,0,.,.,3,3+,9.8,3.9,NICE,1,,Adg,Y,.,32.5,5.5,16.8,36.7,48
07PR00149,K2787,1,06,68,03,1,4.0,0,.,.,2,3+,9.7,3.8,NICE,1,,Adg,Y,.,34.5,7.5,21.8,30.7,44
07PR00150,K2771,1,06,68,03,1,4.0,0,.,.,4,3+,9.8,3.9,ODD HEAD,1,,Adg,Y,.,28.7,4.6,16.1,68.4,54
07PR00151,R4344,1,07,18,04,1,3.0,0,.,.,4,3,9.1,3.6,,1,,Ramb,Y,.,22.5,3.8,17.1,96.5,62
07PR00152,R4348,1,07,18,04,1,3.0,0,.,.,2,3+,8.9,3.5,,1,,Ramb,Y,.,25.6,4.1,15.9,89.4,58
07PR00153,R4349,1,07,18,04,1,3.0,0,.,.,1,3+,9.4,3.7,,1,32,Ramb,Y,.,23.8,3.9,16.6,95.0,60
07PR00154,R4365,1,07,18,04,1,3.0,0,.,.,1,3,9.3,3.7,NICE,1,e12,Ramb,Y,.,28.6,5.0,17.6,66.8,54
07PR00155,R4405,1,07,18,04,1,3.0,0,.,.,3,4+,8.0,3.1,,1,37,Ramb,Y,.,21.4,4.5,21.0,96.5,64
07PR00156,R4441,1,07,18,04,1,3.0,0,.,.,1,3+,9.2,3.6,,1,31,Ramb,Y,.,24.8,4.8,19.4,87.9,60
07PR00157,R4560,1,07,18,04,1,3.0,0,.,.,1,2,9.9,3.9,,1,,Ramb,Y,.,23.6,4.0,16.8,94.9,60
07PR00158,R4529,1,07,18,04,1,3.0,0,.,.,2,2-,9.1,3.6,Teaser,1,,Ramb,Y,.,24.2,4.6,18.9,90.4,60
07PR00159,R4766,1,07,18,04,1,3.0,0,.,.,1,3,9.3,3.7,Teaser,1,,Ramb,Y,.,24.8,4.3,17.5,90.1,60
07PR00160,R4722,1,07,18,04,1,3.0,0,.,.,3,3+,9.0,3.5,NICE LAMB,1,,Ramb,Y,.,23.6,3.9,16.6,95.2,60
07PR00161,R5462,1,07,18,05,1,2.0,0,.,.,3,3+,8.4,3.3,NICE LAMB,1,,Ramb,Y,.,23.7,4.0,17.0,95.1,60
07PR00162,R5492,1,07,18,05,1,2.0,0,.,.,1,3-,9.0,3.5,,1,e11,Ramb,Y,.,27.7,4.9,17.7,73.6,56
07PR00163,R5545,1,07,18,05,1,2.0,0,.,.,5,4+,8.4,3.3,F5+ < F4,1,34,Ramb,Y,.,22.4,4.5,20.2,96.1,62
07PR00164,R5659,1,07,18,05,1,2.0,0,.,.,1,3,9.4,3.7,"NICE, DUD X",1,14x,Ramb,Y,.,25.7,4.3,16.6,87.2,58
07PR00165,R5853,1,07,18,05,1,2.0,0,.,.,4,3+,9.0,3.5,,1,,Ramb,Y,.,25.8,4.0,15.7,87.9,58
07PR00166,R5944,1,07,18,05,1,2.0,0,.,.,2,2+,9.2,3.6,"BIG, F2+<",1,,Ramb,Y,.,25.9,4.6,17.8,83.4,58
07PR00167,R5702,1,07,18,05,1,2.0,0,.,.,2,3,10.2,4.0,BIG,1,35,Ramb,Y,.,25.4,4.2,16.6,89.5,58
07PR00168,R5731,1,07,18,05,1,2.0,0,.,.,2,3,8.2,3.2,PINK FACE X,1,36x,Ramb,Y,.,27.7,4.8,17.3,76.3,56
07PR00169,R5747,1,07,18,05,1,2.0,0,.,.,2,3+,8.7,3.4,,1,,Ramb,Y,.,27.8,6.2,22.4,69.3,56
07PR00170,R5753,1,07,18,05,1,2.0,0,.,.,2,2-,9.8,3.9,,1,e15,Ramb,Y,.,22.7,4.2,18.4,95.3,62
07PR00171,R5720,1,07,18,05,1,2.0,0,.,.,3,3+,10.0,3.9,,1,e13,Ramb,Y,.,25.1,3.9,15.4,92.1,58
07PR00172,R5770,1,07,18,05,1,2.0,0,.,.,1,3-,9.8,3.9,Top Index,1,33,Ramb,Y,.,24.1,4.2,17.3,94.0,60
07PR00173,R6149,1,07,18,06,1,1.0,0,.,.,1,3+,7.3,2.9,,1,,,Y,.,20.2,3.1,15.3,99.6,70
07PR00174,R6183,1,07,18,06,1,1.0,0,.,.,1,2-,8.0,3.1,,1,,,Y,.,19.9,3.7,18.6,99.6,70
07PR00175,R6186,1,07,18,06,1,1.0,0,.,.,7,4-,8.0,3.1,H7,1,,,Y,.,23.3,5.2,22.5,89.4,62
07PR00176,R6182,1,07,18,06,1,1.0,0,.,.,1,4,7.1,2.8,,1,,,Y,.,21.6,4.0,18.6,97.5,64
07PR00177,R6188,1,07,18,06,1,1.0,0,.,.,2,3,6.8,2.7,,1,,,Y,.,24.7,4.7,19.0,89.5,60
07PR00178,R6035,1,07,18,05,1,2.0,0,.,.,4,4-,10.2,4.0,RUGGED,1,e14,Ramb,Y,.,20.6,3.7,18.1,98.1,64
07PR00179,R6058,1,07,18,05,1,2.0,0,.,.,7,3-,8.9,3.5,H7,1,36,Ramb,Y,.,21.4,3.6,16.7,98.3,64
