UID,ETAG,SEX,STM,LINE,YR,SEA,AGE,RGRP,BGRP,LOT,HORN,FACE,STAPLE_CM,STAPLE_IN,RMK,SAMPLE,MICRON,SD,CV,DIGR
00PR00630,S9354,2,07,11,98,1,2.0,0,1,LWW,.,.,8.6,3.39,QUIET EWE,Y,24.1,4.01,16.6,60
00PR00631,S9352,2,43,13,98,1,2.0,0,1,W,.,.,7.0,2.76,ENTR,Y,21.52,3.71,17.2,64
00PR00632,S9361,1,07,12,98,1,2.0,0,M,CTL,2,2+,8.4,3.31,,Y,20.64,4.22,20.4,64
00PR00633,S9320,2,07,13,98,1,2.0,0,1,W,.,.,8.1,3.19,F4-,Y,22.31,4.06,18.2,62
00PR00634,S9322,2,07,10,98,1,2.0,0,1,IDX,.,.,7.3,2.87,4TEATS,Y,22.97,4.39,19.1,62
00PR00635,S9387,2,43,12,98,1,2.0,0,1,CTL,.,.,8.1,3.19,4TEATS,Y,23.29,4.0,17.2,62
00PR00636,S9393,2,07,11,98,1,2.0,0,1,LWW,.,.,6.0,2.36,,Y,21.67,3.61,16.7,64
00PR00637,S9399,2,43,13,98,1,2.0,0,1,W,.,.,7.1,2.8,SM.BAG,Y,21.61,3.53,16.3,64
00PR00638,S9377,2,07,11,98,1,2.0,0,1,LWW,.,.,7.7,3.03,,Y,22.95,3.6,15.7,62
00PR00639,S9410,1,43,11,98,1,2.0,0,M,LWW,2,2-,9.9,3.9,,Y,24.25,4.63,19.1,60
00PR00640,S9416,2,07,10,98,1,2.0,0,1,IDX,.,.,6.7,2.64,NICE,Y,23.93,4.08,17.0,60
00PR00641,S9412,2,43,13,98,1,2.0,0,1,W,.,.,7.8,3.07,,Y,22.44,3.79,16.9,62
00PR00642,S9403,2,43,13,98,1,2.0,0,1,W,.,.,7.3,2.87,DYSTOCIA'99,Y,23.3,4.88,20.9,62
00PR00643,S9404,1,43,13,98,1,2.0,0,M,W,4,3,7.8,3.07,WRINKLES,Y,24.46,4.75,19.4,60
00PR00644,S9433,1,43,12,98,1,2.0,0,M,CTL,3,3-,9.0,3.54,4TEATS,Y,22.25,4.29,19.3,62
00PR00645,S9437,2,43,10,98,1,2.0,0,1,IDX,.,.,8.4,3.31,4TEATS,Y,21.98,3.4,15.5,64
00PR00646,S9440,2,07,12,98,1,2.0,0,1,CTL,.,.,8.0,3.15,,Y,25.75,5.57,21.6,58
00PR00647,S9451,1,43,13,98,1,2.0,0,M,W,1,3,8.8,3.46,,Y,21.51,4.08,19.0,64
00PR00648,S9450,2,07,10,98,1,2.0,0,1,IDX,.,.,8.2,3.23,4TEATS,Y,24.16,4.09,16.9,60
00PR00649,S9453,2,07,10,98,1,2.0,0,1,IDX,.,.,7.0,2.76,MS.BIG,Y,23.76,4.18,17.6,60
00PR00650,S9455,2,43,13,98,1,2.0,0,1,W,.,.,8.8,3.46,,Y,20.91,3.46,16.5,64
00PR00651,S9464,1,07,11,98,1,2.0,0,M,LWW,5,3,7.4,2.91,"X,L.EYE,H5, X",Y,20.26,3.58,17.7,70
00PR00652,S9462,2,43,13,98,1,2.0,0,1,W,.,.,9.2,3.62,,Y,23.36,4.61,19.7,62
00PR00653,S9423,2,07,11,98,1,2.0,0,1,LWW,.,.,8.6,3.39,,Y,23.55,4.13,17.5,60
00PR00654,S9428,2,07,11,98,1,2.0,0,1,LWW,.,.,6.0,2.36,,Y,23.32,3.77,16.2,62
00PR00655,S9482,2,07,11,98,1,2.0,0,1,LWW,.,.,7.0,2.76,SPRING CREEK,Y,23.72,4.48,18.9,60
00PR00656,S9497,2,42,13,98,1,2.0,0,1,W,.,.,8.8,3.46,ENTR,Y,21.24,3.69,17.4,64
00PR00657,S9473,2,07,10,98,1,2.0,0,1,IDX,.,.,8.0,3.15,,Y,27.15,4.49,16.5,56
00PR00658,S9511,2,07,10,98,1,2.0,0,1,IDX,.,.,7.9,3.11,4TEATS,Y,24.64,4.62,18.7,60
00PR00659,S9510,2,42,13,98,1,2.0,0,1,W,.,.,8.3,3.27,,Y,22.78,4.18,18.3,62
00PR00660,S9513,2,07,11,98,1,2.0,0,1,LWW,.,.,8.9,3.5,"ENTR,4TEATS",Y,24.26,4.87,20.0,60
00PR00661,S9501,2,42,13,98,1,2.0,0,1,W,.,.,9.3,3.66,,Y,24.82,4.23,17.0,60
00PR00662,S9503,2,07,10,98,1,2.0,0,1,IDX,.,.,6.2,2.44,,Y,21.6,3.16,14.6,64
00PR00663,S9534,1,07,11,98,1,2.0,0,M,LWW,6,2,7.2,2.83,H4,Y,23.78,4.58,19.2,60
00PR00664,S9535,2,07,11,98,1,2.0,0,1,LWW,.,.,6.4,2.52,"HAIRY,4TEATS",Y,21.99,4.22,19.2,64
00PR00665,S9555,2,43,13,98,1,2.0,0,1,W,.,.,7.3,2.87,R.BLOODYMILK,Y,22.44,4.74,21.1,62
00PR00666,S9558,2,07,11,98,1,2.0,0,1,LWW,.,.,6.8,2.68,,Y,24.67,6.18,25.0,60
00PR00667,S9565,2,43,13,98,1,2.0,0,1,W,.,.,8.0,3.15,,Y,22.37,5.44,24.3,62
00PR00668,S9566,2,43,13,98,1,2.0,0,1,W,.,.,7.1,2.8,,Y,22.55,4.42,19.6,62
00PR00669,S9521,1,43,12,98,1,2.0,0,M,CTL,1,3,8.1,3.19,,Y,21.93,4.45,20.3,64
00PR00670,S9526,1,43,13,98,1,2.0,0,M,W,7,3+,8.0,3.15,H7,Y,21.79,4.65,21.4,64
00PR00671,S9585,2,07,12,98,1,2.0,0,1,CTL,.,.,8.2,3.23,,Y,26.63,5.2,19.5,56
00PR00672,S9588,2,07,10,98,1,2.0,0,1,IDX,.,.,8.1,3.19,SM.BAG,Y,23.09,4.25,18.4,62
00PR00673,S9596,2,43,12,98,1,2.0,0,1,CTL,.,.,6.5,2.56,"ENTR,4TEATS",Y,21.64,4.25,19.7,64
00PR00674,S9599,1,07,12,98,1,2.0,0,M,CTL,2,3+,8.4,3.31,,Y,22.47,4.48,20.0,62
00PR00675,S9570,2,43,13,98,1,2.0,0,1,W,.,.,8.9,3.5,,Y,22.14,4.19,19.0,62
00PR00676,S9574,2,43,13,98,1,2.0,0,1,W,.,.,7.5,2.95,,Y,22.81,4.69,20.6,62
00PR00677,S9613,2,07,11,98,1,2.0,0,1,LWW,.,.,7.0,2.76,,Y,21.67,3.31,15.2,64
00PR00678,S9615,2,43,13,98,1,2.0,0,1,W,.,.,7.3,2.87,,Y,22.17,4.46,20.1,62
00PR00679,S9601,2,07,10,98,1,2.0,0,1,IDX,.,.,7.8,3.07,,Y,23.09,4.25,18.4,62
00PR00680,S9600,1,07,12,98,1,2.0,0,M,CTL,1,3,9.1,3.58,,Y,21.95,3.82,17.4,64
00PR00681,S9604,2,07,13,98,1,2.0,0,1,W,.,.,8.1,3.19,,Y,20.04,3.35,16.7,70
00PR00682,S9602,2,07,10,98,1,2.0,0,1,IDX,.,.,8.9,3.5,4TEATS,Y,24.97,4.83,19.4,58
00PR00683,S9630,2,43,10,98,1,2.0,0,1,IDX,.,.,8.6,3.39,,Y,22.19,5.81,26.2,62
00PR00684,S9634,2,42,10,98,1,2.0,0,1,IDX,.,.,7.4,2.91,ENTR,Y,20.91,3.56,17.0,64
00PR00685,S9632,1,07,12,98,1,2.0,0,M,CTL,1,3-,7.2,2.83,UGLY?,Y,21.35,3.85,18.0,64
00PR00686,S9638,2,43,10,98,1,2.0,0,1,IDX,.,.,8.0,3.15,HAIRY,Y,22.99,3.55,15.5,62
00PR00687,S9646,2,43,13,98,1,2.0,0,1,W,.,.,7.8,3.07,LTS,Y,24.7,5.42,21.9,60
00PR00688,S9648,2,43,12,98,1,2.0,0,1,CTL,.,.,7.8,3.07,,Y,22.64,3.9,17.2,62
00PR00689,S9647,2,43,13,98,1,2.0,0,1,W,.,.,7.5,2.95,,Y,23.65,4.17,17.6,60
00PR00690,S9653,2,07,10,98,1,2.0,0,1,IDX,.,.,8.1,3.19,,Y,25.31,4.62,18.2,58
00PR00691,S9658,2,43,13,98,1,2.0,0,1,W,.,.,0.0,0.0,,n,,,,0
00PR00692,S9629,2,43,10,98,1,2.0,0,1,IDX,.,.,8.0,3.15,HAIRY,Y,23.78,3.63,15.2,60
00PR00693,S9684,1,43,13,98,1,2.0,0,M,W,2,3,9.3,3.66,,Y,22.78,4.86,21.3,62
00PR00694,S9685,2,43,13,98,1,2.0,0,1,W,.,.,8.8,3.46,,Y,24.3,4.87,20.0,60
00PR00695,S9689,2,07,13,98,1,2.0,0,1,W,.,.,8.1,3.19,,Y,22.76,3.28,14.4,62
00PR00696,S9673,2,07,11,98,1,2.0,0,1,LWW,.,.,6.0,2.36,,Y,22.85,4.17,18.3,62
00PR00697,S9674,2,07,11,98,1,2.0,0,1,LWW,.,.,6.2,2.44,H3,Y,22.34,3.71,16.6,62
00PR00698,S9210,2,07,10,98,1,2.0,0,1,IDX,.,.,9.0,3.54,4TEATS,Y,23.05,3.83,16.6,62
00PR00699,S9215,2,43,10,98,1,2.0,0,1,IDX,.,.,6.8,2.68,,Y,24.51,4.24,17.3,60
00PR00700,S9206,2,43,13,98,1,2.0,0,1,W,.,.,8.3,3.27,4TEATS,Y,20.87,4.03,19.3,64
00PR00701,S9202,2,07,13,98,1,2.0,0,1,W,.,.,8.6,3.39,,Y,22.35,3.57,16.0,62
00PR00702,S9209,2,07,11,98,1,2.0,0,1,LWW,.,.,7.3,2.87,4TEATS,Y,20.47,3.96,19.3,70
00PR00703,S9231,2,07,11,98,1,2.0,0,1,LWW,.,.,7.5,2.95,ENTR,Y,23.2,4.0,17.2,62
00PR00704,S9230,2,43,12,98,1,2.0,0,1,CTL,.,.,7.4,2.91,GOOD,Y,24.99,4.37,17.5,58
00PR00705,S9234,2,07,11,98,1,2.0,0,1,LWW,.,.,6.7,2.64,,Y,23.79,5.65,23.8,60
00PR00706,S9236,2,43,13,98,1,2.0,0,1,W,.,.,8.1,3.19,,Y,20.89,3.87,18.5,64
00PR00707,S9237,2,43,13,98,1,2.0,0,1,W,.,.,9.0,3.54,,Y,21.48,4.12,19.2,64
00PR00708,S9246,2,07,12,98,1,2.0,0,1,CTL,.,.,8.1,3.19,,Y,24.43,4.47,18.3,60
00PR00709,S9242,2,43,10,98,1,2.0,0,1,IDX,.,.,7.2,2.83,,Y,23.6,4.36,18.5,60
00PR00710,S9250,1,43,13,98,1,2.0,0,M,W,6,2,8.5,3.35,H4,Y,22.15,4.49,20.3,62
00PR00711,S9254,2,43,13,98,1,2.0,0,1,W,.,.,8.6,3.39,DRY,Y,22.66,3.67,16.2,62
00PR00712,S9256,2,07,10,98,1,2.0,0,1,IDX,.,.,7.3,2.87,,Y,23.36,3.82,16.3,62
00PR00713,S9257,2,43,12,98,1,2.0,0,1,CTL,.,.,7.2,2.83,,Y,20.16,3.3,16.4,70
00PR00714,S9264,1,07,11,98,1,2.0,0,M,LWW,1,3-,7.8,3.07,,Y,22.76,4.34,19.1,62
00PR00715,S9268,2,42,13,98,1,2.0,0,1,W,.,.,8.1,3.19,,Y,21.67,4.01,18.5,64
00PR00716,S9269,2,42,13,98,1,2.0,0,1,W,.,.,7.9,3.11,,Y,22.06,4.59,20.8,62
00PR00717,S9225,2,43,10,98,1,2.0,0,1,IDX,.,.,8.0,3.15,,Y,23.49,4.43,18.9,62
00PR00718,S9228,2,42,13,98,1,2.0,0,1,W,.,.,8.3,3.27,,Y,21.32,4.06,19.1,64
00PR00719,S9290,2,07,10,98,1,2.0,0,1,IDX,.,.,7.3,2.87,,Y,27.12,4.82,17.8,56
00PR00720,S9293,2,07,11,98,1,2.0,0,1,LWW,.,.,8.5,3.35,,Y,22.72,4.94,21.7,62
00PR00721,S9294,2,07,11,98,1,2.0,0,1,LWW,.,.,7.5,2.95,,Y,25.43,5.44,21.4,58
00PR00722,S9292,2,43,13,98,1,2.0,0,1,W,.,.,8.3,3.27,,Y,23.06,3.56,15.5,62
00PR00723,S9278,2,07,12,98,1,2.0,0,1,CTL,.,.,7.0,2.76,DYSTOCIA'99,Y,23.79,4.5,18.9,60
00PR00724,S9279,2,07,10,98,1,2.0,0,1,IDX,.,.,8.4,3.31,,Y,24.05,4.32,18.0,60
00PR00725,S9801,1,07,11,98,1,2.0,0,M,LWW,1,3,8.8,3.46,,Y,21.15,4.38,20.7,64
00PR00726,S9805,2,07,12,98,1,2.0,0,1,CTL,.,.,8.2,3.23,,Y,23.08,3.59,15.6,62
00PR00727,S9859,2,42,13,98,1,2.0,0,1,W,.,.,8.2,3.23,,Y,26.22,4.7,17.9,58
00PR00728,S9887,2,07,11,98,1,2.0,0,1,LWW,.,.,6.9,2.72,,Y,21.43,4.11,19.2,64
00PR00729,S9873,2,07,12,98,1,2.0,0,1,CTL,.,.,8.5,3.35,,Y,24.06,4.27,17.7,60
00PR00730,S9994,1,07,12,99,1,1.0,0,Y,CTL,3,3,7.9,3.11,,Y,21.53,3.75,17.4,64
00PR00731,S9995,1,07,13,99,1,1.0,0,Y,W,2,4+,7.2,2.83,,Y,20.1,4.25,21.2,70
00PR00732,S9701,1,07,12,98,1,2.0,0,M,CTL,4,2,8.7,3.43,"4TEATS,H3",Y,26.21,5.41,20.6,58
00PR00733,S9706,2,07,11,98,1,2.0,0,1,LWW,.,.,6.0,2.36,,Y,22.96,3.42,14.9,62
00PR00734,S9708,2,07,11,98,1,2.0,0,1,LWW,.,.,6.4,2.52,ENTR,Y,21.25,3.07,14.4,64
00PR00735,S9709,2,07,11,98,1,2.0,0,1,LWW,.,.,8.2,3.23,,Y,20.99,3.55,16.9,64
00PR00736,S9733,1,07,12,98,1,2.0,0,M,CTL,6,2,7.8,3.07,H5,Y,24.58,4.28,17.4,60
00PR00737,S9736,1,43,12,98,1,2.0,0,M,CTL,2,2-,9.6,3.78,,Y,22.26,4.1,18.4,62
00PR00738,S9748,1,43,12,98,1,2.0,0,M,CTL,3,3-,7.3,2.87,H3,Y,23.44,4.95,21.1,62
00PR00739,S9756,1,07,12,98,1,2.0,0,M,CTL,1,3+,10.4,4.09,,Y,24.69,4.76,19.3,60
00PR00740,S9768,2,07,12,98,1,2.0,0,1,CTL,.,.,9.4,3.7,,Y,21.75,3.32,15.3,64
00PR00741,S9784,2,07,13,98,1,2.0,0,1,W,.,.,7.2,2.83,,Y,24.8,3.87,15.6,60
00PR00742,S9794,2,07,12,98,1,2.0,0,1,CTL,.,.,6.5,2.56,,Y,24.17,4.23,17.5,60
00PR00743,S9795,2,07,10,98,1,2.0,0,1,IDX,.,.,7.0,2.76,F4,Y,24.85,3.74,15.1,60
00PR00744,S9797,2,43,13,98,1,2.0,0,1,W,.,.,8.1,3.19,BLK.R.EYE,Y,22.34,3.45,15.5,62
00PR00745,S9778,2,07,12,98,1,2.0,0,1,CTL,.,.,8.5,3.35,,Y,21.03,3.58,17.0,64
00PR00746,S7124,1,43,13,96,1,4.0,0,M,W,1,3,9.5,3.74,FIX BIG TAG**,Y,20.64,3.96,19.2,64
00PR00747,S7842,1,43,13,97,1,3.0,0,M,W,2,3-,9.0,3.54,,Y,24.0,4.97,20.7,60
00PR00748,S7853,1,43,13,97,1,3.0,0,M,W,1,3+,11.3,4.45,,Y,23.2,4.51,19.4,62
00PR00749,T5505,1,02,ID,96,1,4.0,I,M,ISA,1,3,9.0,3.54,ISAAC jr.,Y,24.9,4.7,18.9,60
00PR00750,T6434,1,02,ID,98,1,2.0,I,M,McR,1,3,9.5,3.74,DUD?,Y,23.82,4.27,17.9,60
00PR00751,T6440,1,02,ID,98,1,2.0,I,M,McR,1,3,8.3,3.27,"MR.BIG,NICE",Y,23.75,4.11,17.3,60
00PR00752,T6428,1,02,ID,98,1,2.0,I,M,McR,1,3+,8.0,3.15,DUD?,Y,19.8,4.28,21.6,70
00PR00753,T6493,1,02,ID,98,1,2.0,I,M,KK,1,3+,9.2,3.62,DUD?,Y,25.32,4.9,19.4,58
00PR00754,T6501,1,02,ID,98,1,2.0,I,M,ISA,1,3,8.0,3.15,"LAME,RR,10/99",Y,21.62,3.75,17.4,64
00PR00755,T6535,1,02,ID,98,1,2.0,I,M,ISA,1,3,8.2,3.23,M:115,Y,25.0,4.23,16.9,58
00PR00756,T6542,1,02,42,98,1,2.0,2,M,CTL,1,3,9.0,3.54,,Y,28.31,5.5,19.4,54
00PR00757,T6569,1,02,42,98,1,2.0,2,M,CTL,2,3+,8.3,3.27,,Y,23.91,4.54,19.0,60
00PR00758,T6585,1,02,41,98,1,2.0,2,M,LWW,1,1-,9.5,3.74,,Y,26.04,4.48,17.2,58
00PR00759,T6594,1,02,41,98,1,2.0,2,M,LWW,1,3+,7.8,3.07,,Y,27.05,4.68,17.3,56
00PR00760,T6636,1,02,ID,98,1,2.0,I,M,ISA,1,3+,10.0,3.94,FIX BIG TAG**,Y,25.66,4.74,18.5,58
00PR00761,T6646,1,02,42,98,1,2.0,2,M,CTL,2,3+,12.0,4.72,4TEATS,Y,27.35,4.64,17.0,56
00PR00762,T6667,1,02,42,98,1,2.0,2,M,CTL,2,2,8.4,3.31,,Y,24.57,4.49,18.3,60
00PR00763,T6684,1,02,42,98,1,2.0,2,M,CTL,2,2-,8.6,3.39,,Y,29.18,5.57,19.1,54
00PR00764,T6694,1,02,42,98,1,2.0,2,M,CTL,1,3-,8.7,3.43,4TEATS,Y,20.66,3.96,19.2,64
00PR00765,T6699,1,02,42,98,1,2.0,2,M,CTL,2,2,8.5,3.35,NICE,Y,22.04,3.3,15.0,64
00PR00766,T6674,1,02,ID,98,1,2.0,I,M,ISA,1,3-,9.8,3.86,FIDX:124,Y,21.01,4.22,20.1,64
00PR00767,T6814,1,02,42,98,1,2.0,2,M,CTL,1,3+,9.0,3.54,,Y,26.4,5.24,19.9,56
00PR00768,T6807,1,02,41,98,1,2.0,2,M,LWW,1,2-,9.8,3.86,DUD?,Y,25.77,5.38,20.9,58
00PR00769,T6845,1,02,42,98,1,2.0,2,M,CTL,1,3+,8.0,3.15,,Y,29.08,6.25,21.5,54
00PR00770,T6889,1,02,41,98,1,2.0,2,M,LWW,2,2,9.0,3.54,FIX BIG TAG**,Y,24.2,4.55,18.8,60
00PR00771,T6877,1,02,41,98,1,2.0,2,M,LWW,1,3+,9.0,3.54,,Y,25.47,4.83,19.0,58
00PR00772,T6908,1,02,41,98,1,2.0,2,M,LWW,1,1-,9.2,3.62,NOT DUD,Y,26.8,4.65,17.4,56
00PR00773,T6940,1,02,42,98,1,2.0,2,M,CTL,1,2+,10.1,3.98,,Y,26.08,5.22,20.0,58
00PR00774,T6957,1,02,41,98,1,2.0,2,M,LWW,1,1-,9.6,3.78,NICE,Y,29.03,5.09,17.5,54
00PR00775,T6929,1,02,42,98,1,2.0,2,M,CTL,1,2,9.0,3.54,,Y,27.38,5.13,18.7,56
00PR00776,T6739,1,02,42,98,1,2.0,2,M,CTL,2,3+,8.2,3.23,,Y,25.66,5.57,21.7,58
00PR00777,T6737,1,02,42,98,1,2.0,2,M,CTL,1,2-,9.4,3.7,,Y,23.58,4.15,17.6,60
00PR00778,T6748,1,02,41,98,1,2.0,2,M,LWW,1,2+,10.2,4.02,,Y,24.42,4.26,17.4,60
00PR00779,T6747,1,02,41,98,1,2.0,2,M,LWW,1,2-,8.4,3.31,,Y,28.08,4.81,17.1,54
00PR00780,T6789,1,02,42,98,1,2.0,2,M,CTL,1,3,9.1,3.58,,Y,26.22,4.68,17.8,58
00PR00781,T7111,1,02,42,99,1,1.0,2,Y,CTL,5,4,7.1,2.8,"X, H5",Y,21.05,4.06,19.3,64
00PR00782,T7109,1,02,ID,99,1,1.0,I,Y,KK,2,3+,7.6,2.99,"NICE,NICE",Y,24.01,4.32,18.0,60
00PR00783,T7151,1,02,ID,99,1,1.0,I,Y,KK,2,3-,6.2,2.44,,Y,20.86,4.34,20.8,64
00PR00784,T7161,1,02,42,99,1,1.0,2,Y,CTL,1,3+,6.5,2.56,,Y,20.9,4.27,20.5,64
00PR00785,T7120,1,02,ID,99,1,1.0,I,Y,McR,1,3-,6.1,2.4,NICE,Y,20.98,5.29,25.2,62
00PR00786,T7122,1,02,ID,99,1,1.0,I,Y,McR,1,3-,7.0,2.76,"X,R.EYE+L.EPI",Y,20.66,3.61,17.5,64
00PR00787,T7181,1,02,41,99,1,1.0,2,Y,LWW,1,3-,7.4,2.91,,Y,20.12,3.25,16.2,70
00PR00788,T7187,1,02,ID,99,1,1.0,I,Y,KK,1,3,7.9,3.11,FIX BIG TAG**,Y,21.17,3.85,18.2,64
00PR00789,T7193,1,02,42,99,1,1.0,2,Y,CTL,1,3,5.5,2.17,4TEATS,Y,22.62,4.39,19.4,62
00PR00790,T7195,1,02,ID,99,1,1.0,I,Y,KK,1,3-,6.0,2.36,,Y,20.47,3.63,17.7,70
00PR00791,T7192,1,02,42,99,1,1.0,2,Y,CTL,1,3+,6.0,2.36,,Y,19.35,3.28,17.0,70
00PR00792,T7198,1,02,41,99,1,1.0,2,Y,LWW,.,.,0.0,0.0,MSG 2/23/00,n,,,,0
00PR00793,T7176,1,02,41,99,1,1.0,2,Y,LWW,1,1-,6.6,2.6,,Y,21.28,3.74,17.6,64
00PR00794,T7015,1,02,ID,99,1,1.0,I,Y,KK,1,3-,6.9,2.72,,Y,20.58,3.86,18.8,70
00PR00795,T7016,1,02,ID,99,1,1.0,I,Y,KK,1,3+,7.2,2.83,,Y,21.97,4.4,20.0,64
00PR00796,T7031,1,02,ID,99,1,1.0,I,Y,ISA,1,3+,6.2,2.44,,Y,18.53,4.48,24.2,70
00PR00797,T7033,1,02,ID,99,1,1.0,I,Y,KK,1,3-,6.3,2.48,,Y,23.6,4.6,19.5,60
00PR00798,T7043,1,02,ID,99,1,1.0,I,Y,ISA,1,3,7.2,2.83,,Y,19.46,3.68,18.9,70
00PR00799,T7049,1,02,ID,99,1,1.0,I,Y,KK,2,4-,7.2,2.83,,Y,20.92,4.07,19.5,64
00PR00800,T7053,1,02,ID,99,1,1.0,I,Y,KK,1,3,8.1,3.19,,Y,22.49,4.09,18.2,62
00PR00801,T7065,1,02,ID,99,1,1.0,I,Y,ISA,1,3+,8.0,3.15,,Y,19.5,3.31,17.0,70
00PR00802,T7066,1,02,ID,99,1,1.0,I,Y,McR,1,3,6.3,2.48,,Y,22.53,4.29,19.1,62
00PR00803,T7062,1,02,ID,99,1,1.0,I,Y,ISA,1,3,6.5,2.56,,Y,22.53,4.38,19.4,62
00PR00804,T7023,1,02,ID,99,1,1.0,I,Y,KK,1,2-,7.2,2.83,,Y,20.06,3.81,19.0,70
00PR00805,T7022,1,02,ID,99,1,1.0,I,Y,KK,3,3,8.1,3.19,H3,Y,23.48,4.47,19.0,62
00PR00806,T7028,1,02,ID,99,1,1.0,I,Y,ISA,1,3,8.0,3.15,,Y,23.28,4.18,18.0,62
00PR00807,T7027,1,02,ID,99,1,1.0,I,Y,ISA,1,2-,6.5,2.56,,Y,22.21,3.85,17.3,62
00PR00808,T7085,1,02,ID,99,1,1.0,I,Y,KK,1,3,6.2,2.44,,Y,21.32,3.91,18.3,64
00PR00809,T7086,1,02,ID,99,1,1.0,I,Y,KK,1,3-,7.3,2.87,,Y,21.29,4.53,21.3,64
00PR00810,T7082,1,02,ID,99,1,1.0,I,Y,McR,1,3-,6.9,2.72,,Y,19.67,3.39,17.3,70
00PR00811,T7094,1,02,ID,99,1,1.0,I,Y,ISA,1,3+,7.8,3.07,,Y,21.07,3.41,16.2,64
00PR00812,T7071,1,02,ID,99,1,1.0,I,Y,ISA,2,3,6.3,2.48,,Y,20.25,3.84,19.0,70
00PR00813,T7074,1,02,ID,99,1,1.0,I,Y,KK,1,3-,7.7,3.03,,Y,20.19,3.43,17.0,70
00PR00814,T7075,1,02,ID,99,1,1.0,I,Y,KK,1,3-,7.0,2.76,,Y,22.4,4.03,18.0,62
00PR00815,T7317,1,02,41,99,1,1.0,2,Y,LWW,1,2-,6.8,2.68,,Y,22.85,3.84,16.8,62
00PR00816,T7305,1,02,41,99,1,1.0,2,Y,LWW,1,2,7.1,2.8,,Y,21.66,3.89,18.0,64
00PR00817,T7306,1,02,ID,99,1,1.0,I,Y,ISA,1,2,7.2,2.83,GOITER,Y,18.93,3.8,20.1,80
00PR00818,T7330,1,02,42,99,1,1.0,2,Y,CTL,1,3,7.1,2.8,,Y,21.6,4.2,19.5,64
00PR00819,T7341,1,02,42,99,1,1.0,2,Y,CTL,1,3,6.1,2.4,,Y,22.9,3.91,17.1,62
00PR00820,T7345,1,02,42,99,1,1.0,2,Y,CTL,1,3-,6.8,2.68,,Y,22.1,4.8,21.7,62
00PR00821,T7351,1,02,41,99,1,1.0,2,Y,LWW,1,3,7.0,2.76,,Y,21.58,5.16,23.9,64
00PR00822,T7361,1,02,42,99,1,1.0,2,Y,CTL,2,3,6.6,2.6,NICE,Y,22.45,3.51,15.6,62
00PR00823,T7360,1,02,42,99,1,1.0,2,Y,CTL,1,3+,7.2,2.83,,Y,20.75,3.6,17.3,64
00PR00824,T7369,1,02,42,99,1,1.0,2,Y,CTL,1,3,7.1,2.8,,Y,22.89,4.85,21.2,62
00PR00825,T7320,1,02,41,99,1,1.0,2,Y,LWW,1,4+,6.2,2.44,"R.TST,SMALL",Y,21.17,3.51,16.6,64
00PR00826,T7327,1,02,41,99,1,1.0,2,Y,LWW,2,2,6.1,2.4,"H3,BALD",Y,19.73,3.59,18.2,70
00PR00827,T7377,1,02,42,99,1,1.0,2,Y,CTL,3,3,7.2,2.83,4TEATS,Y,23.26,4.61,19.8,62
00PR00828,T7419,1,02,42,99,1,1.0,2,Y,CTL,1,2-,8.0,3.15,RUNT,Y,22.42,5.14,22.9,62
00PR00829,T7407,1,02,42,99,1,1.0,2,Y,CTL,1,4+,7.8,3.07,,Y,21.88,4.02,18.4,64
00PR00830,T7449,1,02,42,99,1,1.0,2,Y,CTL,1,3+,6.4,2.52,,Y,20.89,4.03,19.3,64
00PR00831,T7456,1,02,42,99,1,1.0,2,Y,CTL,1,3+,6.5,2.56,,Y,21.32,3.97,18.6,64
00PR00832,T7481,1,02,42,99,1,1.0,2,Y,CTL,1,3+,6.9,2.72,,Y,20.35,4.23,20.8,70
00PR00833,T7480,1,02,42,99,1,1.0,2,Y,CTL,1,3,7.9,3.11,SM. TSTS,Y,20.55,4.12,20.0,70
00PR00834,T7482,1,02,41,99,1,1.0,2,Y,LWW,2,3,8.2,3.23,,Y,24.34,4.28,17.6,60
00PR00835,T7498,1,02,41,99,1,1.0,2,Y,LWW,1,3+,7.0,2.76,,Y,22.71,4.25,18.7,62
00PR00836,T7470,1,02,41,99,1,1.0,2,Y,LWW,2,2,7.0,2.76,,Y,21.45,3.72,17.4,64
00PR00837,T7513,1,02,ID,99,1,1.0,I,Y,ISA,1,3+,6.5,2.56,,Y,19.98,3.9,19.5,70
00PR00838,T7514,1,02,ID,99,1,1.0,I,Y,ISA,1,3+,7.3,2.87,,Y,20.7,3.8,18.4,64
00PR00839,T7501,1,02,42,99,1,1.0,2,Y,CTL,1,2-,5.9,2.32,,Y,25.35,5.21,20.6,58
00PR00840,T7504,1,02,41,99,1,1.0,2,Y,LWW,1,2+,5.0,1.97,"X, OFF TYPE",Y,19.78,4.34,21.9,70
00PR00841,T7531,1,02,42,99,1,1.0,2,Y,CTL,1,3,6.2,2.44,,Y,19.72,3.76,19.1,70
00PR00842,T7543,1,02,42,99,1,1.0,2,Y,CTL,2,2,5.0,1.97,,Y,19.02,3.67,19.3,80
00PR00843,T7556,1,02,41,99,1,1.0,2,Y,LWW,2,4+,8.2,3.23,PNEU,Y,19.93,3.76,18.9,70
00PR00844,T7521,1,02,41,99,1,1.0,2,Y,LWW,1,2+,5.9,2.32,,Y,19.8,3.42,17.3,70
