UID,ETAG,SEX,STM,LINE,YR,SEA,AGE,RGRP,BGRP,LOT,HORN,FACE,STAPLE_CM,STAPLE_IN,RMK,SAMPLE,MICRON,SD,CV,DIGR
00PR00414,K0902,1,06,68,99,1,1.0,7,Y,GXE,1,3+,7.1,2.8,4TEATS,Y,25.82,4.46,17.3,58
00PR00415,K0936,1,05,00,99,1,1.0,0,Y,CC,2,3,7.3,2.87,,n,,,,0
00PR00416,K0937,1,05,00,99,1,1.0,0,Y,CC,1,3,6.2,2.44,,n,,,,0
00PR00417,K0943,1,06,68,99,1,1.0,7,Y,GXE,1,3,7.5,2.95,BUCK twin!,Y,25.76,4.71,18.3,58
00PR00418,K0942,1,06,68,99,1,1.0,7,Y,GXE,2,3,7.9,3.11,BUCK twin!,Y,24.41,5.83,23.9,60
00PR00419,K0949,1,05,00,99,1,1.0,0,Y,CC,4,3-,7.0,2.76,,n,,,,0
00PR00420,K0953,1,06,68,99,1,1.0,7,Y,GXE,1,3,8.4,3.31,,Y,27.2,4.48,16.5,56
00PR00421,K0954,1,06,68,99,1,1.0,7,Y,GXE,1,3,5.2,2.05,,Y,24.58,4.29,17.5,60
00PR00422,K0952,1,06,68,99,1,1.0,7,Y,GXE,1,3+,7.6,2.99,,Y,26.0,4.28,16.5,58
00PR00423,K0920,1,06,68,99,1,1.0,7,Y,GXE,1,2-,8.2,3.23,,Y,26.38,4.55,17.3,58
00PR00424,K0922,1,05,00,99,1,1.0,0,Y,CC,4,3,8.0,3.15,H4,n,,,,0
00PR00425,K0928,1,05,00,99,1,1.0,0,Y,CN,2,3+,5.9,2.32,,n,,,,0
00PR00426,K0999,1,06,68,99,1,1.0,7,Y,GXE,1,3-,7.5,2.95,,Y,24.98,4.0,16.0,58
00PR00427,K0997,1,06,68,99,1,1.0,7,Y,GXE,1,3,8.0,3.15,,Y,26.58,5.06,19.0,56
00PR00428,K0970,1,06,68,99,1,1.0,7,Y,GXE,1,3-,7.7,3.03,,Y,25.65,4.95,19.3,58
00PR00429,K0710,1,06,68,99,1,1.0,7,Y,GXE,1,3,8.5,3.35,,Y,27.79,4.72,17.0,56
00PR00430,K0714,1,06,68,99,1,1.0,7,Y,GXE,2,3+,8.5,3.35,,Y,28.46,6.57,23.1,54
00PR00431,K0733,1,06,68,99,1,1.0,7,Y,GXE,1,3,7.4,2.91,,Y,27.21,5.02,18.4,56
00PR00432,K0737,1,06,68,99,1,1.0,7,Y,GXE,1,3,7.2,2.83,,Y,28.66,5.74,20.0,54
00PR00433,K0740,1,06,68,99,1,1.0,7,Y,GXE,1,3-,8.0,3.15,,Y,28.38,5.81,20.5,54
00PR00434,K0748,1,06,68,99,1,1.0,7,Y,GXE,1,3-,6.2,2.44,,Y,26.34,4.7,17.8,58
00PR00435,K0755,1,06,68,99,1,1.0,7,Y,GXE,2,3+,8.5,3.35,BIG,Y,24.64,4.02,16.3,60
00PR00436,K0766,1,05,00,99,1,1.0,0,Y,CC,1,3,7.3,2.87,4TEATS,n,,,,0
00PR00437,K0722,1,05,00,99,1,1.0,0,Y,CN,1,4,7.0,2.76,,n,,,,0
00PR00438,K0782,1,05,00,99,1,1.0,0,Y,CC,3,3+,9.2,3.62,4TEATS,n,,,,0
00PR00439,K0791,1,06,68,99,1,1.0,7,Y,GXE,2,3-,6.4,2.52,,Y,21.66,4.39,20.3,64
00PR00440,K0771,1,05,00,99,1,1.0,0,Y,CC,2,3,7.2,2.83,,n,,,,0
00PR00441,K0773,1,05,00,99,1,1.0,0,Y,CC,1,3+,7.2,2.83,,n,,,,0
00PR00442,K8762,1,05,00,96,1,4.0,0,M,CC,1,3-,10.4,4.09,"LAME,RF,10/13",n,,,,0
00PR00443,K9301,1,05,00,97,1,3.0,0,M,CN,1,3+,8.3,3.27,,n,,,,0
00PR00444,K9302,1,05,00,97,1,3.0,0,M,CN,2,3+,9.4,3.7,4TEATS,n,,,,0
00PR00445,K9385,1,05,00,97,1,3.0,0,M,CN,1,3,7.6,2.99,LUNGER ? **,n,,,,0
00PR00446,K9449,1,06,68,97,1,3.0,7,M,GXE,1,2+,8.4,3.31,NICE,Y,28.37,4.92,17.3,54
00PR00447,K9464,1,06,68,97,1,3.0,7,M,GXE,2,2-,9.5,3.74,GOOD WOOL,Y,29.35,5.28,18.0,50
00PR00448,K9535,1,06,68,97,1,3.0,7,M,GXE,1,2-,9.6,3.78,,Y,29.13,4.89,16.8,54
00PR00449,K9549,1,06,68,97,1,3.0,7,M,GXE,1,2,9.5,3.74,,Y,30.74,5.68,18.5,50
00PR00450,K9603,1,05,00,97,1,3.0,0,M,CC,1,3+,9.0,3.54,"INPANNIER,CC",n,,,,0
00PR00451,K9643,1,05,00,97,1,3.0,0,M,CC,3,3+,10.2,4.02,"homozyg,FAHMY",n,,,,0
00PR00452,K9688,1,05,00,97,1,3.0,0,M,CC,1,3+,9.0,3.54,"ENTR,homozyg,",n,,,,0
00PR00453,K9689,1,06,68,97,1,3.0,7,M,GXE,1,3+,9.3,3.66,BIGBOY    GxE,Y,30.02,5.21,17.3,50
00PR00454,K9286,1,05,00,97,1,3.0,0,M,CC,2,2-,9.3,3.66,"X, ABS. NECK",n,,,,0
00PR00455,K9884,1,06,68,97,1,3.0,7,M,GXE,1,3+,10.2,4.02,FIX BIG TAG**,Y,32.34,4.88,15.1,48
00PR00456,K9991,1,05,00,97,1,3.0,0,M,CC,2,3,9.5,3.74,"CC,homozygous",n,,,,0
00PR00457,K9992,1,05,00,97,1,3.0,0,M,CC,2,3,8.5,3.35,"CC,homozygous",n,,,,0
00PR00458,K9738,1,05,00,97,1,3.0,0,M,CC,2,3+,8.2,3.23,"NICE,homozyg,",n,,,,0
00PR00459,K0007,1,06,61,98,1,2.0,7,M,GXE,1,3+,9.2,3.62,,Y,25.99,5.86,22.6,58
00PR00460,R0118,1,07,12,99,1,1.0,0,Y,CTL,2,3,7.4,2.91,,Y,20.26,3.43,16.9,70
00PR00461,R0119,1,07,12,99,1,1.0,0,Y,CTL,1,3,6.3,2.48,,Y,19.88,4.09,20.6,70
00PR00462,R0101,1,07,13,99,1,1.0,0,Y,W,2,3+,8.4,3.31,,Y,18.5,3.68,19.9,80
00PR00463,R0146,1,07,12,99,1,1.0,0,Y,CTL,5,3-,8.4,3.31,H5,Y,19.66,3.62,18.4,70
00PR00464,R0150,1,07,10,99,1,1.0,0,Y,IDX,1,3-,6.1,2.4,4TEATS,Y,20.0,3.3,16.5,70
00PR00465,R0168,1,43,13,99,1,1.0,0,Y,W,1,3-,6.8,2.68,,Y,19.21,4.44,23.1,70
00PR00466,R0127,1,43,13,99,1,1.0,0,Y,W,3,3+,10.0,3.94,,Y,20.26,3.17,15.6,70
00PR00467,R0196,1,07,10,99,1,1.0,0,Y,IDX,3,4+,7.2,2.83,BIG,Y,18.18,3.96,21.8,80
00PR00468,R0010,1,43,12,99,1,1.0,0,Y,CTL,2,3,8.1,3.19,,Y,22.78,4.36,19.1,62
00PR00469,R0013,1,07,10,99,1,1.0,0,Y,IDX,2,3,7.6,2.99,NICE,Y,20.41,3.21,15.8,70
00PR00470,R0012,1,07,11,99,1,1.0,0,Y,LWW,1,4-,6.0,2.36,,Y,20.67,3.82,18.5,64
00PR00471,R0036,1,07,11,99,1,1.0,0,Y,LWW,1,3-,6.0,2.36,,Y,21.36,4.88,22.9,64
00PR00472,R0044,1,07,10,99,1,1.0,0,Y,IDX,2,3,7.2,2.83,,Y,20.69,4.11,19.9,64
00PR00473,R0046,1,43,13,99,1,1.0,0,Y,W,1,3,7.9,3.11,PNEUMOTHORAX,Y,22.27,4.29,19.3,62
00PR00474,R0047,1,43,13,99,1,1.0,0,Y,W,1,3,8.2,3.23,,Y,20.32,3.6,17.7,70
00PR00475,R0053,1,07,10,99,1,1.0,0,Y,IDX,1,4-,6.1,2.4,,Y,22.22,3.96,17.8,62
00PR00476,R0060,1,43,12,99,1,1.0,0,Y,CTL,7,4,6.9,2.72,H7,Y,20.68,4.27,20.7,64
00PR00477,R0026,1,07,12,99,1,1.0,0,Y,CTL,1,4,7.5,2.95,NICE,Y,23.27,4.7,20.2,62
00PR00478,R0029,1,07,11,99,1,1.0,0,Y,LWW,1,3,7.0,2.76,,Y,21.13,3.53,16.7,64
00PR00479,R0082,1,07,12,99,1,1.0,0,Y,CTL,3,3,7.2,2.83,4TEATS,Y,22.25,3.71,16.7,62
00PR00480,R0071,1,07,11,99,1,1.0,0,Y,LWW,2,3-,6.8,2.68,"R.TAIL, EPI?",Y,22.13,5.15,23.3,62
00PR00481,R0313,1,07,13,99,1,1.0,0,Y,W,2,3,7.3,2.87,,Y,20.82,3.27,15.7,64
00PR00482,R0312,1,07,13,99,1,1.0,0,Y,W,1,5+,7.2,2.83,F5+,Y,24.63,4.39,17.8,60
00PR00483,R0304,1,07,12,99,1,1.0,0,Y,CTL,1,4+,6.4,2.52,JAW 4 so,Y,19.0,3.7,19.5,80
00PR00484,R0305,1,07,13,99,1,1.0,0,Y,W,2,5,8.5,3.35,F5+,Y,20.02,3.8,19.0,70
00PR00485,R0306,1,07,13,99,1,1.0,0,Y,W,3,5+,7.2,2.83,,Y,19.44,4.32,22.2,70
00PR00486,R0309,1,07,11,99,1,1.0,0,Y,LWW,4,2,7.0,2.76,"UGLY, H4",Y,22.63,4.69,20.7,62
00PR00487,R0339,1,43,10,99,1,1.0,0,Y,IDX,2,3+,6.5,2.56,,Y,17.83,4.03,22.6,80
00PR00488,R0337,1,07,10,99,1,1.0,0,Y,IDX,1,4-,7.0,2.76,4TEATS,Y,20.24,4.71,23.3,64
00PR00489,R0354,1,43,10,99,1,1.0,0,Y,IDX,2,3+,6.8,2.68,,Y,21.12,3.28,15.5,64
00PR00490,R0355,1,43,10,99,1,1.0,0,Y,IDX,2,3-,7.8,3.07,,Y,22.01,3.75,17.0,64
00PR00491,R0352,1,07,10,99,1,1.0,0,Y,IDX,2,3+,7.1,2.8,,Y,22.04,3.75,17.0,64
00PR00492,R0391,1,43,13,99,1,1.0,0,Y,W,1,3-,6.9,2.72,NICE,Y,19.49,4.35,22.3,70
00PR00493,R0394,1,07,11,99,1,1.0,0,Y,LWW,1,2-,7.2,2.83,4TEATS,Y,19.78,3.79,19.1,70
00PR00494,R0373,1,07,11,99,1,1.0,0,Y,LWW,5,3-,6.8,2.68,1TAG,Y,22.56,5.16,22.9,62
00PR00495,R0374,1,07,11,99,1,1.0,0,Y,LWW,1,4,6.2,2.44,RUNT,Y,20.7,4.83,23.3,64
00PR00496,R0375,1,07,11,99,1,1.0,0,Y,LWW,1,3-,6.0,2.36,,Y,21.26,4.69,22.1,64
00PR00497,R0376,1,07,11,99,1,1.0,0,Y,LWW,1,3,6.2,2.44,,Y,21.29,4.61,21.7,64
00PR00498,R0372,1,07,13,99,1,1.0,0,Y,W,4,4+,8.0,3.15,H4,Y,20.39,4.35,21.4,70
00PR00499,R0410,1,43,12,99,1,1.0,0,Y,CTL,2,4,7.0,2.76,,Y,21.9,4.66,21.3,64
00PR00500,R0413,1,07,11,99,1,1.0,0,Y,LWW,1,3+,7.3,2.87,4TEATS,Y,23.53,4.47,19.0,60
00PR00501,R0414,1,07,11,99,1,1.0,0,Y,LWW,1,3,7.0,2.76,,Y,22.09,4.78,21.7,62
00PR00502,R0415,1,07,11,99,1,1.0,0,Y,LWW,2,3+,7.0,2.76,,Y,22.93,4.7,20.5,62
00PR00503,R0405,1,07,12,99,1,1.0,0,Y,CTL,2,3,7.2,2.83,,Y,22.35,3.91,17.5,62
00PR00504,R0402,1,07,12,99,1,1.0,0,Y,CTL,1,3,7.5,2.95,,Y,21.38,3.84,18.0,64
00PR00505,R0434,1,07,11,99,1,1.0,0,Y,LWW,3,3,6.5,2.56,,Y,20.04,4.05,20.2,70
00PR00506,R0449,1,07,11,99,1,1.0,0,Y,LWW,1,3-,7.4,2.91,,Y,22.27,3.7,16.6,62
00PR00507,R0463,1,07,11,99,1,1.0,0,Y,LWW,1,3-,6.3,2.48,,Y,20.0,3.91,19.5,70
00PR00508,R0468,1,07,10,99,1,1.0,0,Y,IDX,1,4-,5.6,2.2,"L.TST, SMALL",Y,20.36,4.25,20.9,70
00PR00509,R0469,1,07,10,99,1,1.0,0,Y,IDX,1,3+,7.1,2.8,,Y,18.79,3.91,20.8,80
00PR00510,R0492,1,43,13,99,1,1.0,0,Y,W,1,5+,8.0,3.15,,Y,20.05,3.51,17.5,70
00PR00511,R0475,1,43,13,99,1,1.0,0,Y,W,1,3+,7.8,3.07,4TEATS,Y,20.89,3.64,17.4,64
00PR00512,R0476,1,43,13,99,1,1.0,0,Y,W,1,3+,6.1,2.4,,Y,20.36,3.8,18.7,70
00PR00513,R0507,1,07,11,99,1,1.0,0,Y,LWW,2,3+,8.0,3.15,,Y,20.48,4.3,21.0,70
00PR00514,R0532,1,43,12,99,1,1.0,0,Y,CTL,1,2,5.6,2.2,,Y,19.5,3.87,19.9,70
00PR00515,R0547,1,43,13,99,1,1.0,0,Y,W,2,3-,8.0,3.15,,Y,20.0,3.62,18.1,70
00PR00516,R0554,1,07,11,99,1,1.0,0,Y,LWW,2,3,6.2,2.44,FIX BIG TAG**,Y,20.05,4.57,22.8,70
00PR00517,R0555,1,07,11,99,1,1.0,0,Y,LWW,2,3-,5.9,2.32,,Y,17.6,4.15,23.6,70
00PR00518,R0529,1,43,10,99,1,1.0,0,Y,IDX,5,3-,7.3,2.87,"H5,CUT",Y,21.01,4.08,19.4,64
00PR00519,R0588,1,07,11,99,1,1.0,0,Y,LWW,1,3+,4.7,1.85,,Y,20.36,4.12,20.2,70
00PR00520,R0598,1,43,10,99,1,1.0,0,Y,IDX,2,4+,7.2,2.83,,Y,21.78,4.0,18.4,64
00PR00521,R0573,1,43,11,99,1,1.0,0,Y,LWW,2,3-,6.2,2.44,,Y,21.44,4.68,21.8,64
00PR00522,R0611,1,07,13,99,1,1.0,0,Y,W,1,3+,8.0,3.15,,Y,20.04,3.98,19.9,70
00PR00523,R0613,1,43,12,99,1,1.0,0,Y,CTL,4,3+,7.2,2.83,,Y,19.02,4.39,23.1,70
00PR00524,R0612,1,43,12,99,1,1.0,0,Y,CTL,3,3,8.0,3.15,,Y,20.08,3.74,18.6,70
00PR00525,R0602,1,43,12,99,1,1.0,0,Y,CTL,6,3,7.8,3.07,H4,Y,21.82,4.97,22.8,64
00PR00526,R0608,1,43,13,99,1,1.0,0,Y,W,1,3,7.2,2.83,,Y,19.72,3.8,19.3,70
00PR00527,R0630,1,43,10,99,1,1.0,0,Y,IDX,7,3+,7.5,2.95,H7,Y,18.27,3.21,17.6,80
00PR00528,R0635,1,07,10,99,1,1.0,0,Y,IDX,3,3,7.1,2.8,,Y,20.81,4.52,21.7,64
00PR00529,R0644,1,42,12,99,1,1.0,0,Y,CTL,7,4+,5.8,2.28,H7,Y,20.52,4.89,23.9,64
00PR00530,R0651,1,07,12,99,1,1.0,0,Y,CTL,2,5,6.6,2.6,,Y,18.78,3.5,18.6,80
00PR00531,R0654,1,43,13,99,1,1.0,0,Y,W,3,3,6.8,2.68,,Y,19.48,3.92,20.1,70
00PR00532,R0660,1,07,11,99,1,1.0,0,Y,LWW,1,2-,6.8,2.68,,Y,20.61,3.39,16.4,64
00PR00533,R0665,1,07,12,99,1,1.0,0,Y,CTL,1,3,8.0,3.15,,Y,19.91,3.84,19.3,70
00PR00534,R0620,1,07,13,99,1,1.0,0,Y,W,1,4-,7.3,2.87,,Y,22.22,4.14,18.6,62
00PR00535,R0681,1,43,12,99,1,1.0,0,Y,CTL,1,3-,6.3,2.48,,Y,19.21,4.17,21.7,70
00PR00536,R0684,1,43,12,99,1,1.0,0,Y,CTL,2,5+,6.7,2.64,,Y,20.44,3.79,18.5,70
00PR00537,R0685,1,07,12,99,1,1.0,0,Y,CTL,2,3-,6.2,2.44,,Y,20.35,3.68,18.1,70
00PR00538,R0671,1,07,11,99,1,1.0,0,Y,LWW,1,2-,5.4,2.13,PNEU,Y,19.77,4.7,23.8,64
00PR00539,R0672,1,07,11,99,1,1.0,0,Y,LWW,1,3,7.0,2.76,,Y,22.09,4.92,22.3,62
00PR00540,R0678,1,43,13,99,1,1.0,0,Y,W,2,3+,6.2,2.44,4TEATS,Y,19.18,3.22,16.8,70
00PR00541,R0234,1,07,10,99,1,1.0,0,Y,IDX,2,4+,6.8,2.68,,Y,21.3,4.42,20.7,64
00PR00542,R0248,1,43,11,99,1,1.0,0,Y,LWW,1,3,7.0,2.76,,Y,21.61,3.65,16.9,64
00PR00543,R0226,1,07,12,99,1,1.0,0,Y,CTL,1,4+,7.0,2.76,,Y,20.96,3.82,18.2,64
00PR00544,R0284,1,07,10,99,1,1.0,0,Y,IDX,2,3-,7.1,2.8,,Y,22.28,4.83,21.7,62
00PR00545,R0800,1,43,13,99,1,1.0,0,Y,W,2,3,7.2,2.83,,Y,18.39,3.07,16.7,80
00PR00546,R0831,1,07,11,99,1,1.0,0,Y,LWW,1,3,5.8,2.28,FOLDS,Y,21.56,4.81,22.3,64
00PR00547,R0833,1,07,10,99,1,1.0,0,Y,IDX,1,3,6.9,2.72,,Y,21.17,3.72,17.6,64
00PR00548,R0848,1,43,13,99,1,1.0,0,Y,W,3,3+,7.6,2.99,"BUCK, JAW4 so",Y,20.12,3.69,18.4,70
00PR00549,R0858,1,07,10,99,1,1.0,0,Y,IDX,3,2,7.2,2.83,"X, OFF TYPE",Y,19.76,3.95,20.0,70
00PR00550,R0865,1,43,11,99,1,1.0,0,Y,LWW,1,3+,5.5,2.17,"L.SM.TST,SOFT",Y,19.37,4.46,23.0,70
00PR00551,R0869,1,07,12,99,1,1.0,0,Y,CTL,5,4,7.5,2.95,H5,Y,21.66,3.69,17.0,64
00PR00552,R0867,1,43,13,99,1,1.0,0,Y,W,2,3+,6.0,2.36,"L.TAIL,EPI?",Y,19.79,3.17,16.0,70
00PR00553,R0826,1,07,10,99,1,1.0,0,Y,IDX,3,3-,6.1,2.4,,Y,19.46,3.74,19.2,70
00PR00554,R0886,1,07,12,99,1,1.0,0,Y,CTL,7,2-,8.0,3.15,H7,Y,19.77,3.58,18.1,70
00PR00555,R0887,1,07,12,99,1,1.0,0,Y,CTL,7,3-,7.7,3.03,"H7,R.TAIL chk",Y,20.31,3.75,18.5,70
00PR00556,R0904,1,07,11,99,1,1.0,0,Y,LWW,2,3+,6.9,2.72,,Y,20.06,4.56,22.7,70
00PR00557,R0925,1,07,11,99,1,1.0,0,Y,LWW,1,3-,5.6,2.2,,Y,22.87,5.4,23.6,62
00PR00558,R0922,1,43,10,99,1,1.0,0,Y,IDX,1,3-,6.8,2.68,,Y,18.25,3.76,20.6,80
00PR00559,R0712,1,07,12,99,1,1.0,0,Y,CTL,1,2-,7.2,2.83,,Y,18.95,3.57,18.8,80
00PR00560,R0718,1,07,12,99,1,1.0,0,Y,CTL,1,3-,7.1,2.8,,Y,22.12,4.58,20.7,62
00PR00561,R0703,1,43,12,99,1,1.0,0,Y,CTL,1,4+,5.9,2.32,,Y,21.77,4.28,19.7,64
00PR00562,R0702,1,43,12,99,1,1.0,0,Y,CTL,1,3-,6.4,2.52,,Y,20.93,4.32,20.6,64
00PR00563,R0735,1,07,10,99,1,1.0,0,Y,IDX,2,4,6.3,2.48,4TEATS,Y,22.67,4.33,19.1,62
00PR00564,R0748,1,43,12,99,1,1.0,0,Y,CTL,2,3,6.1,2.4,WRINKLES,Y,22.28,4.36,19.6,62
00PR00565,R0753,1,43,13,99,1,1.0,0,Y,W,2,3+,7.3,2.87,,Y,23.31,4.26,18.3,62
00PR00566,R0760,1,43,11,99,1,1.0,0,Y,LWW,6,3,7.1,2.8,4TEATS,Y,21.7,4.06,18.7,64
00PR00567,R0764,1,07,13,99,1,1.0,0,Y,W,1,3,7.9,3.11,,Y,19.1,3.65,19.1,80
00PR00568,S8152,1,07,10,97,1,3.0,0,M,IDX,1,3,8.4,3.31,,Y,24.59,4.86,19.8,60
00PR00569,S8008,1,43,13,97,1,3.0,0,M,W,1,3-,10.5,4.13,,Y,23.0,3.86,16.8,62
00PR00570,S8050,1,43,10,97,1,3.0,0,M,IDX,1,3,10.2,4.02,,Y,24.94,4.85,19.5,60
00PR00571,S8667,1,07,ID,97,1,3.0,7,M,GXE,1,3,10.0,3.94,,Y,24.57,4.01,16.3,60
00PR00572,S8998,2,43,12,98,1,2.0,0,1,CTL,.,.,8.2,3.23,HAIRY,Y,22.23,3.75,16.9,62
00PR00573,S8999,2,07,11,98,1,2.0,0,1,LWW,.,.,6.3,2.48,,Y,24.56,4.39,17.9,60
00PR00574,S9116,2,07,11,98,1,2.0,0,1,LWW,.,.,6.0,2.36,ENTR,Y,20.86,3.83,18.4,64
00PR00575,S9101,1,07,11,98,1,2.0,0,M,LWW,7,3+,9.2,3.62,H6,Y,24.47,5.14,21.0,60
00PR00576,S9105,1,07,10,98,1,2.0,0,M,IDX,2,3+,9.5,3.74,FIX BIG TAG**,Y,23.91,4.64,19.4,60
00PR00577,S9102,2,07,11,98,1,2.0,0,1,LWW,.,.,7.4,2.91,HAIRY,Y,26.5,4.61,17.4,56
00PR00578,S9133,2,07,11,98,1,2.0,0,1,LWW,.,.,8.4,3.31,,Y,25.14,5.07,20.2,58
00PR00579,S9134,1,07,11,98,1,2.0,0,M,LWW,1,3-,8.0,3.15,,Y,24.43,5.46,22.3,60
00PR00580,S9139,2,43,13,98,1,2.0,0,1,W,.,.,9.2,3.62,,Y,21.69,3.53,16.3,64
00PR00581,S9141,2,42,13,98,1,2.0,0,1,W,.,.,8.2,3.23,REAR LEGS ??,Y,23.98,4.09,17.0,60
00PR00582,S9140,2,43,13,98,1,2.0,0,1,W,.,.,8.8,3.46,4TEATS,Y,20.97,3.56,17.0,64
00PR00583,S9145,2,43,10,98,1,2.0,0,1,IDX,.,.,8.3,3.27,,Y,25.37,5.64,22.2,58
00PR00584,S9161,1,43,10,98,1,2.0,0,M,IDX,7,3,9.0,3.54,H7,Y,22.94,4.27,18.6,62
00PR00585,S9166,1,43,13,98,1,2.0,0,M,W,2,3,8.9,3.5,NICE,Y,23.28,4.43,19.0,62
00PR00586,S9169,2,07,12,98,1,2.0,0,1,CTL,.,.,8.2,3.23,4TEATS,Y,21.99,3.63,16.5,64
00PR00587,S9167,2,43,10,98,1,2.0,0,1,IDX,.,.,7.2,2.83,,Y,23.62,4.28,18.1,60
00PR00588,S9121,2,07,12,98,1,2.0,0,1,CTL,.,.,7.3,2.87,,Y,23.96,4.48,18.7,60
00PR00589,S9124,2,07,13,98,1,2.0,0,1,W,.,.,8.0,3.15,WEAK LR LEG,Y,22.04,4.2,19.1,64
00PR00590,S9125,2,07,11,98,1,2.0,0,1,LWW,.,.,6.8,2.68,,Y,20.66,3.75,18.1,64
00PR00591,S9181,2,07,12,98,1,2.0,0,1,CTL,.,.,8.3,3.27,4TEATS,Y,23.4,4.34,18.5,62
00PR00592,S9193,2,43,10,98,1,2.0,0,1,IDX,.,.,6.7,2.64,4TEATS,Y,22.48,3.48,15.5,62
00PR00593,S9192,2,07,12,98,1,2.0,0,1,CTL,.,.,8.0,3.15,,Y,20.78,3.64,17.5,64
00PR00594,S9175,2,07,10,98,1,2.0,0,1,IDX,.,.,7.2,2.83,,Y,23.16,4.18,18.0,62
00PR00595,S9179,2,43,11,98,1,2.0,0,1,LWW,.,.,6.8,2.68,4TEATS,Y,23.14,4.81,20.8,62
00PR00596,S9011,2,43,10,98,1,2.0,0,1,IDX,.,.,7.9,3.11,HAIRY,Y,26.86,5.84,21.7,56
00PR00597,S9016,2,07,12,98,1,2.0,0,1,CTL,.,.,6.6,2.6,,Y,24.42,4.1,16.8,60
00PR00598,S9005,2,07,11,98,1,2.0,0,1,LWW,.,.,8.9,3.5,,Y,25.26,5.26,20.8,58
00PR00599,S9036,2,07,11,98,1,2.0,0,1,LWW,.,.,8.0,3.15,,Y,26.65,5.58,20.9,56
00PR00600,S9039,1,07,11,98,1,2.0,0,M,LWW,7,3,9.1,3.58,H7,Y,25.46,5.01,19.7,58
00PR00601,S9037,1,07,11,98,1,2.0,0,M,LWW,2,3-,7.2,2.83,WRINKLES,Y,27.69,6.01,21.7,56
00PR00602,S9041,2,43,10,98,1,2.0,0,1,IDX,.,.,8.2,3.23,F4-,Y,26.19,4.07,15.6,58
00PR00603,S9049,1,43,13,98,1,2.0,0,M,W,1,4+,8.6,3.39,,Y,22.55,4.45,19.7,62
00PR00604,S9057,2,07,12,98,1,2.0,0,1,CTL,.,.,8.2,3.23,,Y,25.57,5.36,21.0,58
00PR00605,S9061,2,43,10,98,1,2.0,0,1,IDX,.,.,7.7,3.03,NICE,Y,22.45,3.8,16.9,62
00PR00606,S9063,2,43,13,98,1,2.0,0,1,W,.,.,8.4,3.31,,Y,22.8,4.14,18.2,62
00PR00607,S9069,1,07,12,98,1,2.0,0,M,CTL,1,3+,8.1,3.19,,Y,21.57,5.53,25.6,62
00PR00608,S9020,2,07,12,98,1,2.0,0,1,CTL,.,.,8.0,3.15,,Y,22.36,3.83,17.1,62
00PR00609,S9022,2,43,12,98,1,2.0,0,1,CTL,.,.,6.5,2.56,,Y,24.03,3.85,16.0,60
00PR00610,S9028,1,07,11,98,1,2.0,0,M,LWW,2,3-,9.0,3.54,,Y,25.81,5.79,22.4,58
00PR00611,S9084,2,43,11,98,1,2.0,0,1,LWW,.,.,8.1,3.19,,Y,23.14,4.39,19.0,62
00PR00612,S9091,1,07,11,98,1,2.0,0,M,LWW,4,3+,8.9,3.5,H3,Y,21.68,3.93,18.1,64
00PR00613,S9090,2,43,13,98,1,2.0,0,1,W,.,.,8.2,3.23,4TEATS,Y,23.87,5.36,22.5,60
00PR00614,S9099,2,07,11,98,1,2.0,0,1,LWW,.,.,6.2,2.44,,Y,22.97,3.67,16.0,62
00PR00615,S9073,2,07,11,98,1,2.0,0,1,LWW,.,.,6.6,2.6,,Y,20.93,3.51,16.8,64
00PR00616,S9310,2,43,11,98,1,2.0,0,1,LWW,.,.,7.3,2.87,,Y,24.25,4.73,19.5,60
00PR00617,S9314,2,43,13,98,1,2.0,0,1,W,.,.,8.3,3.27,,Y,22.4,4.77,21.3,62
00PR00618,S9315,2,43,13,98,1,2.0,0,1,W,.,.,8.5,3.35,,Y,23.6,3.96,16.8,60
00PR00619,S9319,2,07,13,98,1,2.0,0,1,W,.,.,7.3,2.87,,Y,22.26,4.43,19.9,62
00PR00620,S9333,2,07,10,98,1,2.0,0,1,IDX,.,.,7.2,2.83,OK,Y,23.52,4.62,19.6,60
00PR00621,S9334,2,07,10,98,1,2.0,0,1,IDX,.,.,7.2,2.83,,Y,23.72,4.38,18.4,60
00PR00622,S9332,2,07,10,98,1,2.0,0,1,IDX,.,.,6.6,2.6,,Y,23.32,4.32,18.5,62
00PR00623,S9340,2,07,12,98,1,2.0,0,1,CTL,.,.,8.0,3.15,ENTR,Y,22.2,3.72,16.7,62
00PR00624,S9343,1,07,12,98,1,2.0,0,M,CTL,2,2-,8.2,3.23,4TEATS,Y,20.45,3.57,17.5,70
00PR00625,S9345,2,43,12,98,1,2.0,0,1,CTL,.,.,8.0,3.15,4TEATS,Y,23.86,4.68,19.6,60
00PR00626,S9346,1,07,12,98,1,2.0,0,M,CTL,1,3+,7.0,2.76,,Y,24.12,4.57,19.0,60
00PR00627,S9348,1,07,10,98,1,2.0,0,M,IDX,2,3-,9.1,3.58,,Y,25.35,5.15,20.3,58
00PR00628,S9347,1,07,12,98,1,2.0,0,M,CTL,2,3-,8.5,3.35,H3,Y,22.14,4.13,18.7,62
00PR00629,S9350,2,43,12,98,1,2.0,0,1,CTL,.,.,7.4,2.91,4TEATS,Y,25.1,4.3,17.2,58
