UID,ETAG,SEX,STM,LINE,YR,AGE,STAPLE_IN,STAPLE_CM,FACE,HORN,RMK,MICRON,SD,CV,CF,DIGR
24PR00033,A1850,2,30,,23,1.0,2.4,6.0,,,.,25.2,4.7,18.7,85.7,
24PR00034,A1851,2,30,,23,1.0,2.6,6.5,3,,.,27.6,5.7,20.8,72.2,
24PR00035,A1853,2,30,,23,1.0,2.8,7.0,3,,.,27.1,6.5,23.9,73.6,
24PR00036,A1857,2,30,,23,1.0,2.6,6.5,4+,,.,26.8,6.0,22.3,74.7,
24PR00037,A1860,2,30,,23,1.0,2.6,6.5,2-,,.,27.2,5.7,20.8,75.3,
24PR00038,A1862,2,30,,23,1.0,2.4,6.0,4+,,.,25.5,3.9,15.4,91.7,
24PR00039,A1865,1,30,,23,1.0,2.0,5.0,3,1,2ND,26.4,4.3,16.2,82.0,56
24PR00040,A1868,1,30,,23,1.0,2.4,6.0,4,2,.,25.8,4.7,18.4,85.5,58
24PR00041,A1869,1,30,,23,1.0,2.0,5.0,3,2,Scurs,24.9,5.2,20.7,86.0,60
24PR00042,A1872,2,30,,23,1.0,2.2,5.5,3,,.,24.8,5.6,22.5,83.4,
24PR00043,A1875,2,30,,23,1.0,2.2,5.5,3-,,.,27.6,5.4,19.5,72.0,
24PR00044,A1876,1,30,,23,1.0,1.6,4.0,3,1,Nice,25.4,5.6,22.0,81.8,58
24PR00045,A1878,1,30,,23,1.0,2.0,5.0,2+,1,.,23.3,4.5,19.4,93.8,62
24PR00046,A1879,1,30,,23,1.0,1.8,4.5,3-,2,.,23.8,4.6,19.2,92.5,60
24PR00047,A1880,2,30,,23,1.0,2.4,6.0,3-,,1ST,23.4,6.1,26.3,86.0,
24PR00048,A1881,1,30,,23,1.0,1.8,4.5,3+,1,2ND,23.3,4.4,19.0,94.3,62
24PR00049,A1882,1,30,,23,1.0,2.4,6.0,2-,1,.,25.2,5.2,20.6,83.8,58
24PR00050,A1883,2,30,,23,1.0,2.6,6.5,2+,,.,26.4,5.6,21.0,78.4,
24PR00051,A1889,1,30,,23,1.0,2.2,5.5,3+,2,.,24.6,4.8,19.4,87.8,60
24PR00052,A1891,2,30,,23,1.0,1.6,4.0,3+,,.,23.2,5.3,22.7,91.7,
24PR00053,A1896,2,30,,23,1.0,2.0,5.0,3+,,.,23.0,4.1,17.8,95.6,
24PR00054,A1897,2,30,,23,1.0,2.2,5.5,3,,.,23.5,4.5,19.0,94.7,
24PR00055,A1900,2,30,,23,1.0,3.0,7.5,3,,.,31.3,7.4,23.6,47.9,
24PR00056,A1902,1,30,,23,1.0,1.8,4.5,3+,2,.,24.8,4.6,18.6,89.5,60
24PR00057,A1903,2,30,,23,1.0,1.6,4.0,3-,,.,26.1,5.2,20.0,80.8,
24PR00058,A1907,2,30,,23,1.0,1.8,4.5,3-,,.,25.6,4.5,17.5,85.5,
24PR00059,A1917,2,30,,23,1.0,1.8,4.5,3,,.,26.3,5.1,19.5,80.0,
24PR00060,A1920,2,30,,23,1.0,2.2,5.5,4,,.,28.4,5.8,20.6,64.6,
24PR00061,A1921,2,30,,23,1.0,2.4,6.0,3-,,.,24.3,5.2,21.6,88.5,
24PR00062,A1928,2,30,,23,1.0,2.6,6.5,4,,.,27.5,5.0,18.4,74.2,
24PR00063,A1930,2,30,,23,1.0,2.8,7.0,3,,HAIRY,28.0,6.5,23.3,66.9,
24PR00064,A1934,2,30,,23,1.0,2.2,5.5,3,,.,26.4,5.0,19.0,79.8,
24PR00065,A1939,1,30,,23,1.0,2.2,5.5,4,1,.,24.8,4.7,19.0,89.3,60
24PR00066,A1943,2,30,,23,1.0,2.0,5.0,3,,.,28.1,4.6,16.2,71.8,
24PR00067,A1955,2,30,,23,1.0,2.4,6.0,3,,.,26.5,5.8,22.0,77.6,
24PR00068,A1956,1,30,,23,1.0,1.6,4.0,3+,1,Nice,26.3,6.0,22.6,74.4,58
24PR00069,A1957,2,30,,23,1.0,1.8,4.5,3-,,.,26.9,5.6,21.0,75.3,
24PR00070,A1965,2,30,,23,1.0,2.4,6.0,3-,,.,27.7,5.2,18.7,70.6,
24PR00071,A1966,1,30,,23,1.0,2.0,5.0,3-,2,.,27.2,6.4,23.5,73.0,56
24PR00072,A1967,1,30,,23,1.0,2.6,6.5,2,2,Scurs,30.2,6.3,21.0,53.7,50
24PR00073,A1968,1,30,,23,1.0,2.2,5.5,2-,2,Scurs,26.5,5.5,20.9,75.5,56
24PR00074,A1971,1,30,,23,1.0,2.2,5.5,3,2,1scur,24.9,5.2,20.8,86.9,60
24PR00075,A1973,2,30,,23,1.0,2.2,5.5,3,,.,27.6,6.0,21.6,71.1,
24PR00076,A1974,2,30,,23,1.0,2.4,6.0,5,,.,27.2,7.9,29.1,68.5,
24PR00077,A1981,2,30,,23,1.0,2.0,5.0,5,,.,22.8,4.1,17.8,96.4,
24PR00078,A1982,2,30,,23,1.0,2.4,6.0,4,,.,25.2,4.4,17.6,89.0,
24PR00079,A1990,1,30,,23,1.0,1.8,4.5,3+,1,.,25.0,5.3,21.1,84.2,58
24PR00080,A1993,2,30,,23,1.0,2.2,5.5,4+,,.,26.9,4.8,17.9,79.2,
24PR00081,A1995,2,30,,23,1.0,2.6,6.5,3,,.,27.3,5.7,20.7,73.7,
24PR00082,A1996,2,30,,23,1.0,2.4,6.0,2-,,.,25.1,5.0,20.1,86.5,
24PR00083,A1997,2,30,,23,1.0,2.6,6.5,4-,,.,23.8,4.4,18.5,92.2,
24PR00084,A1998,2,30,,23,1.0,2.0,5.0,,,.,25.2,4.3,17.0,90.4,
24PR00085,A2005,2,30,,23,1.0,2.4,6.0,3+,,.,25.3,4.6,18.0,87.9,
24PR00086,A2007,2,30,,23,1.0,2.0,5.0,3-,,1ST,26.0,5.1,19.6,80.7,
24PR00087,A2010,2,30,,23,1.0,2.4,6.0,4,,.,24.4,4.5,18.6,91.7,
24PR00088,A2012,1,30,,23,1.0,0.0,,3,1,SlOver,,,,,0
24PR00089,A2013,1,30,,23,1.0,2.0,5.0,4+,1,.,22.6,4.4,19.3,95.2,62
24PR00090,A2015,1,30,,23,1.0,2.0,5.0,3,2,.,28.8,6.1,21.0,62.8,54
24PR00091,A2020,1,30,,23,1.0,1.6,4.0,3,1,SlOver,21.7,5.3,24.6,92.9,62
24PR00092,A2023,1,30,,23,1.0,1.8,4.5,3-,1,.,25.6,4.7,18.3,86.1,58
24PR00093,A2025,1,30,,23,1.0,2.4,6.0,3+,1,SlOver,26.0,4.7,18.2,82.4,58
24PR00094,A2026,2,30,,23,1.0,2.0,5.0,3+,,.,23.0,4.2,18.2,95.2,
24PR00095,A2028,1,30,,23,1.0,2.6,6.5,3,2,Nice,26.3,6.4,24.2,74.3,58
24PR00096,A2030,2,30,,23,1.0,2.0,5.0,3+,,.,24.6,4.5,18.4,90.7,
24PR00097,A2031,2,30,,23,1.0,2.4,6.0,3,,.,24.8,5.4,21.6,87.9,
24PR00098,A2033,2,30,,23,1.0,2.4,6.0,3+,,.,29.9,6.1,20.3,55.0,
24PR00099,A2038,1,30,,23,1.0,2.2,5.5,2+,3,.,24.3,4.9,20.1,90.3,60
24PR00100,A2040,2,30,,23,1.0,2.4,6.0,3+,,.,25.9,5.7,21.8,78.6,
24PR00101,A2041,2,30,,23,1.0,3.0,7.5,3+,,.,28.5,6.7,23.6,64.5,
24PR00102,A2043,2,30,,23,1.0,2.4,6.0,3-,,.,25.5,4.9,19.1,84.8,
24PR00103,A2044,1,30,,23,1.0,2.2,5.5,3+,1,Scurs,27.5,5.6,20.3,69.5,56
24PR00104,A2046,1,30,,23,1.0,2.0,5.0,3,1,.,23.2,4.9,21.1,91.9,62
24PR00105,A2047,2,30,,23,1.0,3.0,7.5,3,,HAIRY,28.9,7.1,24.7,63.3,
24PR00106,A2049,1,30,,23,1.0,2.2,5.5,4+,2,Scurs,25.1,4.9,19.5,84.7,58
24PR00107,K5513,1,06,,23,1.0,1.8,4.5,4,1,2ND,23.4,4.4,18.6,93.6,62
24PR00108,K5515,2,06,,23,1.0,2.2,5.5,4+,,.,24.4,4.4,17.9,93.0,
24PR00109,K5516,2,06,,23,1.0,2.0,5.0,3,,.,21.9,3.9,17.9,98.4,
24PR00110,K5518,2,06,,23,1.0,2.0,5.0,3,,.,21.6,4.4,20.4,96.5,
24PR00111,K5520,2,06,,23,1.0,2.2,5.5,4+,,.,23.6,5.2,22.0,90.8,
24PR00112,K5521,2,06,,23,1.0,2.2,5.5,4,,.,23.5,4.4,18.7,93.1,
24PR00113,K5522,2,06,,23,1.0,2.4,6.0,3,,.,23.2,4.3,18.7,94.9,
24PR00114,K5523,2,06,,23,1.0,2.4,6.0,3,,.,22.8,3.6,15.8,97.9,
24PR00115,K5527,2,06,,23,1.0,2.4,6.0,3,,.,22.5,3.3,14.7,99.1,
24PR00116,K5528,2,06,,23,1.0,2.4,6.0,3,,HAIRY,,,,,
24PR00117,K5530,2,06,,23,1.0,2.4,6.0,3+,,.,22.6,3.9,17.1,97.6,
24PR00118,K5533,2,06,,23,1.0,1.6,4.0,3,,1ST,22.1,3.8,17.3,98.1,
24PR00119,K5534,2,06,,23,1.0,2.0,5.0,3-,,2ND,22.4,4.1,18.5,97.2,
24PR00120,K5536,2,06,,23,1.0,1.6,4.0,3-,,BR.EARS,18.8,3.3,17.9,99.6,
24PR00121,K5538,2,06,,23,1.0,2.2,5.5,4+,,.,21.6,4.2,19.5,97.4,
24PR00122,K5540,2,06,,23,1.0,2.6,6.5,3-,,.,24.6,4.6,18.7,91.2,
24PR00123,K5542,2,06,,23,1.0,2.4,6.0,3-,,2ND.BACKWARDS,25.3,4.6,18.1,89.7,
24PR00124,K5543,1,06,,23,1.0,1.8,4.5,3,1,SlOverNice,21.2,3.8,17.7,98.1,64
24PR00125,K5544,1,06,,23,1.0,2.4,6.0,3-,2,SlOver,24.4,4.4,18.0,90.6,60
24PR00126,K5546,1,06,,23,1.0,1.6,4.0,3-,2,Nice,23.1,4.2,17.9,95.8,62
24PR00127,K5550,2,06,,23,1.0,2.4,6.0,3,,.,22.1,3.4,15.3,99.0,
24PR00128,K5554,2,06,,23,1.0,1.6,4.0,3,,.,21.1,4.2,19.8,99.2,
24PR00129,K5555,1,06,,23,1.0,1.6,4.0,3,2,SlOverBlREye,23.4,3.9,16.6,95.6,62
24PR00130,K5556,1,06,,23,1.0,2.2,5.5,3,1,X 1 nut,23.5,4.1,17.4,94.0,60
24PR00131,K5559,2,06,,23,1.0,2.0,5.0,3-,,.,25.4,4.6,18.1,88.2,
24PR00132,K5561,2,06,,23,1.0,1.8,4.5,3-,,.,25.0,4.5,17.9,90.3,
24PR00133,K5562,1,06,,23,1.0,1.8,4.5,3,1,SlOver,26.6,5.7,21.3,75.2,56
24PR00134,K5564,2,06,,23,1.0,1.6,4.0,3-,,.,21.0,3.6,17.0,99.3,
24PR00135,S4547,1,07,,23,1.0,1.8,4.5,4+,2,Scurs,22.3,4.3,19.3,96.2,62
24PR00136,S4548,2,07,,23,1.0,2.2,5.5,3,,1ST,20.6,3.4,16.4,99.0,
24PR00137,S4549,2,07,,23,1.0,2.2,5.5,3-,,.,21.4,4.8,22.6,94.9,
24PR00138,S4551,2,07,,23,1.0,1.6,4.0,4-,,.,21.9,4.1,18.7,97.8,
24PR00139,S4552,2,07,,23,1.0,2.0,5.0,4,,.,21.0,4.1,19.5,98.3,
24PR00140,S4554,1,07,,23,1.0,2.0,5.0,3-,2,Scurs,19.4,3.9,19.9,99.2,62
24PR00141,S4556,1,07,,23,1.0,2.4,6.0,4,4,"1""horns",22.2,4.9,22.2,93.2,62
24PR00142,S4557,1,07,,23,1.0,1.6,4.0,4+,3,"1""horns",20.3,4.9,24.0,97.9,64
24PR00143,S4558,2,07,,23,1.0,2.0,5.0,4+,,HAIRY,21.7,3.5,16.2,98.1,
24PR00144,S4559,2,07,,23,1.0,2.0,5.0,3-,,HAIRY,,,,,
24PR00145,S4560,2,07,,23,1.0,2.0,5.0,3-,,.,22.6,3.6,16.1,97.6,
24PR00146,S4561,1,07,,23,1.0,2.0,5.0,3-,2,Nice,21.1,4.1,19.3,98.0,64
24PR00147,S4565,2,07,,23,1.0,2.4,6.0,3-,,.,22.0,3.7,16.7,98.7,
24PR00148,S4566,2,07,,23,1.0,1.8,4.5,4+,,.,20.5,3.8,18.6,99.1,
24PR00149,S4576,2,07,,23,1.0,2.4,6.0,3-,,.,21.7,3.8,17.6,98.3,
24PR00150,S4582,2,07,,23,1.0,2.4,6.0,3-,,.,,,,,
24PR00151,S4584,2,07,,23,1.0,1.6,4.0,3+,,.,20.2,3.7,18.2,99.1,
24PR00152,S4587,1,07,,23,1.0,2.0,5.0,3-,2,Scurs,21.3,3.6,16.9,98.8,64
24PR00153,S4588,2,07,,23,1.0,2.0,5.0,3,,.,20.8,4.5,21.5,97.4,
24PR00154,S4590,2,07,,23,1.0,2.2,5.5,3,,HAIRY,24.6,4.9,19.9,90.6,
24PR00155,S4594,2,07,,23,1.0,2.2,5.5,3-,,HAIRY,21.3,4.1,19.3,97.0,
24PR00156,S4597,2,07,,23,1.0,1.6,4.0,4+,,HAIRY,,,,,
24PR00157,S4599,2,07,,23,1.0,1.6,4.0,3,,.,18.5,3.4,18.5,99.9,
24PR00158,S4601,2,07,,23,1.0,2.0,5.0,4+,,.,21.9,3.6,16.3,98.2,
24PR00159,S4603,1,07,,23,1.0,1.4,3.5,3,2,HAIRY,20.6,4.0,19.3,98.7,64
24PR00160,S4605,2,07,,23,1.0,2.4,6.0,3,,.,20.6,4.5,21.8,97.3,
24PR00161,S4607,2,07,,23,1.0,2.0,5.0,3-,,.,20.6,3.2,15.5,99.5,
24PR00162,S4608,1,07,,23,1.0,2.2,5.5,3,2,HAIRY,26.1,5.4,20.6,81.5,58
24PR00163,S4609,1,07,,23,1.0,1.4,3.5,3-,2,Scurs,20.2,4.3,21.4,98.1,70
24PR00164,S4610,1,07,,23,1.0,1.8,4.5,3+,2,.,22.1,3.9,17.4,97.9,62
24PR00165,S4618,2,07,,23,1.0,2.0,5.0,3+,,.,22.4,4.1,18.1,97.6,
24PR00166,S4619,2,07,,23,1.0,2.0,5.0,3-,,.,18.7,3.5,18.5,99.4,
24PR00167,S4620,1,07,,23,1.0,1.6,4.0,3-,2,Scurs,19.7,3.3,16.8,99.9,70
24PR00168,S4623,2,07,,23,1.0,2.4,6.0,3,,.,21.2,4.0,18.8,97.5,
24PR00169,S4625,2,07,,23,1.0,2.2,5.5,3,,.,20.1,3.5,17.6,99.6,
24PR00170,S4632,2,07,,23,1.0,1.8,4.5,3,,.,20.6,3.4,16.4,99.0,
24PR00171,S4633,2,07,,23,1.0,2.0,5.0,4+,,.,21.4,3.5,16.4,98.6,
24PR00172,S4637,2,07,,23,1.0,2.2,5.5,3-,,.,22.5,3.9,17.5,96.7,
24PR00173,S4644,1,07,,23,1.0,1.2,3.0,3-,2,.,17.9,3.5,19.7,100.0,80
24PR00174,S4647,2,43,,23,1.0,2.0,5.0,3-,,.,19.6,3.6,18.5,99.4,
24PR00175,S4652,1,07,,23,1.0,1.6,4.0,4+,5,Scurs,22.5,3.9,17.4,97.0,62
24PR00176,S4653,2,07,,23,1.0,1.8,4.5,4+,,.,19.2,3.3,17.4,99.8,
24PR00177,S4654,1,07,,23,1.0,1.6,4.0,3,2,.,20.4,3.9,19.1,98.6,70
24PR00178,S4657,2,07,,23,1.0,2.0,5.0,4+,,.,,,,,
24PR00179,S4659,2,43,,23,1.0,1.6,4.0,4+,,.,19.4,3.8,19.5,99.3,
24PR00180,S4662,2,07,,23,1.0,2.2,5.5,3,,.,22.9,4.3,19.0,93.0,
24PR00181,S4665,2,07,,23,1.0,2.0,5.0,3-,,.,,,,,
24PR00182,S4666,2,07,,23,1.0,2.2,5.5,4+,,.,22.7,3.8,16.8,96.6,
24PR00183,S4668,1,07,,23,1.0,1.8,4.5,3,5,"1""hornsSlOver",20.4,3.8,18.5,99.2,70
24PR00184,S4671,1,07,,23,1.0,2.4,6.0,3-,2,Scurs,22.7,5.0,22.0,92.8,62
24PR00185,S4681,2,07,,23,1.0,2.0,5.0,3,,.,22.7,4.5,19.9,95.1,
24PR00186,S4682,2,07,,23,1.0,2.0,5.0,4,,.,22.6,4.2,18.7,96.5,
24PR00187,S4683,2,07,,23,1.0,2.0,5.0,3-,,.,22.6,4.2,18.7,95.7,
24PR00188,S4686,1,07,,23,1.0,1.8,4.5,3,2,Scurs,21.1,4.1,19.4,98.6,64
24PR00189,S4691,2,07,,23,1.0,2.0,5.0,4+,,.,19.4,3.6,18.4,99.6,
24PR00190,S4692,2,07,,23,1.0,2.4,6.0,3-,,.,20.4,3.8,18.4,98.8,
24PR00191,S4695,1,07,,23,1.0,1.6,4.0,3,4,Scurs,20.3,3.5,17.1,99.5,70
24PR00192,S4701,2,07,,23,1.0,2.4,6.0,4+,,1ST,21.9,4.2,19.0,97.2,
24PR00193,S4707,2,07,,23,1.0,2.0,5.0,3-,,.,19.4,4.1,21.0,98.9,
24PR00194,S4708,2,07,,23,1.0,2.0,5.0,3-,,.,21.2,4.3,20.4,97.2,
24PR00195,S4710,2,07,,23,1.0,2.4,6.0,3,,.,19.3,4.0,20.9,99.1,
24PR00196,S4711,2,07,,23,1.0,2.0,5.0,3-,,.,21.7,4.0,18.4,98.4,
24PR00197,S4719,2,07,,23,1.0,2.0,5.0,4+,,.,21.3,3.9,18.3,98.7,
24PR00198,S4721,1,07,,23,1.0,2.4,6.0,4,4,Scurs,18.4,4.1,22.4,99.6,70
24PR00199,S4727,2,07,,23,1.0,2.0,5.0,3-,,.,19.1,3.5,18.2,100.0,
24PR00200,S4728,2,07,,23,1.0,1.8,4.5,3-,,.,20.2,3.9,19.2,99.5,
24PR00201,S4733,2,43,,23,1.0,2.2,5.5,3,,.,,,,,
24PR00202,S4734,2,43,,23,1.0,2.4,6.0,3-,,.,21.6,3.6,16.9,98.3,
24PR00203,S4737,2,07,,23,1.0,2.4,6.0,4+,,.,24.2,5.1,21.0,88.1,
24PR00204,S4740,2,07,,23,1.0,2.0,5.0,3,,.,21.7,4.5,20.7,97.2,
24PR00205,S4741,2,07,,23,1.0,2.2,5.5,3-,,SL.E.L.EYE,,,,,
24PR00206,S4745,2,07,,23,1.0,2.0,5.0,3,,.,19.9,3.9,19.8,99.3,
24PR00207,S4748,2,07,,23,1.0,1.8,4.5,4,,.,21.0,3.4,16.4,99.0,
24PR00208,S4750,2,43,,23,1.0,2.2,5.5,3,,.,20.0,4.2,21.1,98.8,
24PR00209,S4753,2,07,,23,1.0,2.2,5.5,3-,,.,23.1,4.4,19.0,96.7,
24PR00210,S4755,2,07,,23,1.0,2.0,5.0,3-,,.,20.4,4.0,19.7,98.6,
24PR00211,S4758,2,07,,23,1.0,2.0,5.0,3-,,.,,,,,
24PR00212,S4759,2,07,,23,1.0,1.8,4.5,3-,,.,19.7,4.1,20.7,98.0,
24PR00213,S4760,2,07,,23,1.0,1.6,4.0,4+,,.,21.4,4.2,19.7,99.1,
24PR00214,S4762,1,43,,23,1.0,1.8,4.5,3,4,Scurs,17.7,3.0,17.0,99.9,80
24PR00215,S4768,1,07,,23,1.0,1.8,4.5,4+,1,SlOver,20.3,4.0,19.6,98.7,70
24PR00216,S4769,2,07,,23,1.0,2.4,6.0,3,,.,22.2,5.3,23.8,92.0,
24PR00217,S4771,2,43,,23,1.0,2.2,5.5,3-,,.,20.9,4.3,20.7,96.7,
24PR00218,S4772,2,43,,23,1.0,1.8,4.5,4+,,.,18.9,3.4,18.3,99.4,
24PR00219,S4776,1,07,,23,1.0,1.8,4.5,3,1,1ST,19.5,3.2,16.5,99.5,70
24PR00220,S4778,2,07,,23,1.0,2.4,6.0,4-,,.,21.3,3.8,18.0,98.4,
24PR00221,S4779,1,07,,23,1.0,2.0,5.0,4,2,.,21.5,3.9,18.1,98.9,64
24PR00222,S4780,2,07,,23,1.0,2.0,5.0,3,,.,,,,,
24PR00223,S4792,2,07,,23,1.0,2.2,5.5,4+,,.,22.2,4.5,20.2,96.0,
24PR00224,S4798,2,07,,23,1.0,1.6,4.0,3,,.,19.9,3.6,18.3,99.4,
24PR00225,S4801,2,07,,23,1.0,2.0,5.0,3,,HAIRY,21.7,3.7,17.2,98.3,
24PR00226,S4803,2,07,,23,1.0,1.6,4.0,3-,,.,18.3,3.2,17.7,100.0,
24PR00227,S4804,2,07,,23,1.0,2.0,5.0,4+,,.,20.8,3.9,18.8,98.4,
24PR00228,S4807,1,43,,23,1.0,1.8,4.5,3,1,Scurs,18.9,4.0,21.3,98.8,80
24PR00229,S4822,1,07,,23,1.0,1.6,4.0,3,2,HAIRY,20.0,4.2,20.9,98.9,70
24PR00230,S4826,1,07,,23,1.0,1.4,3.5,4-,2,"0.5""hornsSlOv",19.7,3.6,18.4,98.8,70
24PR00231,S4838,2,07,,23,1.0,2.2,5.5,3,,.,20.5,3.6,17.4,99.5,
24PR00232,S4839,2,07,,23,1.0,2.0,5.0,3-,,.,20.1,3.7,18.3,99.3,
24PR00233,S4841,1,07,,23,1.0,1.4,3.5,3,4,"0.5""horns",18.3,3.6,19.7,99.9,80
24PR00234,S4842,2,07,,23,1.0,1.6,4.0,4,,HAIRY,20.9,4.6,22.2,96.7,
24PR00235,S4843,2,07,,23,1.0,2.6,6.5,4+,,.,21.4,3.9,18.1,98.2,
24PR00236,S4852,2,07,,23,1.0,2.0,5.0,4,,.,20.7,3.5,17.1,99.7,
24PR00237,S4866,2,07,,23,1.0,1.6,4.0,4+,,.,18.5,3.7,20.1,100.0,
24PR00238,S4868,2,07,,23,1.0,1.4,3.5,4,,.,20.3,4.3,21.3,98.5,
24PR00239,S4869,2,07,,23,1.0,2.0,5.0,3,,HAIRY,22.0,4.5,20.4,95.1,
24PR00240,S4871,2,07,,23,1.0,1.8,4.5,3,,.,21.0,4.1,19.4,98.1,
24PR00241,S4877,2,43,,23,1.0,2.2,5.5,3,,.,,,,,
24PR00242,S4878,2,07,,23,1.0,2.0,5.0,3,,.,22.8,4.4,19.4,95.4,
24PR00243,S4884,2,07,,23,1.0,2.0,5.0,3+,,.,21.9,5.1,23.3,93.4,
24PR00244,S4885,2,07,,23,1.0,2.2,5.5,4-,,1ST,25.0,5.3,21.2,84.9,
24PR00245,S4886,2,07,,23,1.0,2.0,5.0,4-,,2NDBACKWARDS,22.3,4.0,17.9,96.9,
24PR00246,S4888,1,07,,23,1.0,2.0,5.0,4-,2,.,21.0,3.9,18.7,98.3,64
24PR00247,S4889,2,07,,23,1.0,2.2,5.5,3-,,.,23.6,3.7,15.8,96.7,
24PR00248,S4890,1,07,,23,1.0,1.8,4.5,3-,2,SlOverBrLips,22.2,4.0,18.1,97.1,62
24PR00249,S4891,2,07,,23,1.0,2.2,5.5,3-,,.,19.5,3.0,15.5,99.9,
24PR00250,S4892,1,07,,23,1.0,2.0,5.0,3+,6,"0.5""horns",22.3,4.4,19.6,96.9,62
24PR00251,S4900,2,07,,23,1.0,2.0,5.0,4+,,.,22.7,5.1,22.4,93.5,
24PR00252,S4902,1,07,,23,1.0,2.0,5.0,3-,1,2ND.2@ONCE,20.2,3.6,17.8,99.3,70
24PR00253,S4908,2,07,,23,1.0,1.4,3.5,3-,,.,18.6,2.7,14.3,99.9,
24PR00254,S4910,1,07,,23,1.0,1.4,3.5,3-,2,Scurs,21.7,4.1,18.9,97.9,64
24PR00255,S4911,2,07,,23,1.0,2.0,5.0,3-,,.,19.8,3.0,15.4,99.6,
24PR00256,S4912,1,07,,23,1.0,1.8,4.5,3,4,"0.5""horns",22.8,3.8,16.5,97.5,62
24PR00257,S4913,2,07,,23,1.0,2.0,5.0,4,,.,23.5,4.3,18.3,94.1,
24PR00258,S4922,2,07,,23,1.0,2.2,5.5,4+,,.,23.3,4.2,17.9,95.0,
24PR00259,S4923,2,07,,23,1.0,1.4,3.5,4+,,1ST,21.1,3.5,16.8,99.2,
24PR00260,S4931,2,07,,23,1.0,2.0,5.0,3-,,.,21.2,3.9,18.4,98.6,
24PR00261,S4934,2,07,,23,1.0,2.4,6.0,4+,,.,24.8,5.1,20.5,87.2,
24PR00262,S4937,2,07,,23,1.0,1.4,3.5,3-,,.,19.1,3.2,16.9,99.7,
