UID,ETAG,SEX,STM,LINE,YR,AGE,STAPLE_IN,STAPLE_CM,FACE,HORN,RMK,MICRON,SD,CV,CF,DIGR
20PR00027,A0128,2,30,,18,2.0,,8.0,,,ScoursTx,,,,,
20PR00028,A0132,2,30,,18,2.0,,10.0,,,2ND.UGLY,,,,,
20PR00029,A0134,2,30,,18,2.0,,9.0,,,PINK.EARS,,,,,
20PR00030,A0136,2,30,,18,2.0,,8.0,,,.,,,,,
20PR00031,A0144,2,30,,18,2.0,,6.0,,,NWBLameRF,,,,,
20PR00032,A0148,2,30,,18,2.0,,9.0,,,.,,,,,
20PR00033,A0149,2,30,,18,2.0,,9.3,,,IncRR&TempTx,,,,,
20PR00034,A0158,2,30,,18,2.0,,6.8,,,PINK  ScoursT,,,,,
20PR00035,A0159,2,30,,18,2.0,,11.3,,,.,,,,,
20PR00036,A0164,2,30,,18,2.0,,8.0,,,.,,,,,
20PR00037,A0167,2,30,,18,2.0,,10.2,,,HAIRY,,,,,
20PR00038,A0173,2,30,,18,2.0,,8.0,,,ScoursTx,,,,,
20PR00039,A0175,2,30,,18,2.0,,9.4,,,.,,,,,
20PR00040,A0179,2,30,,18,2.0,,6.5,,,HAIRY,,,,,
20PR00041,A0184,2,30,,18,2.0,,7.0,,,.,,,,,
20PR00042,A0187,2,30,,18,2.0,,7.5,,,.,,,,,
20PR00043,A0188,2,30,,18,2.0,,7.8,,,HAIRY,,,,,
20PR00044,A0189,2,30,,18,2.0,,8.2,,,.,,,,,
20PR00045,A0192,2,30,,18,2.0,,8.0,,,.,,,,,
20PR00046,A0193,2,30,,18,2.0,,7.6,,,.,,,,,
20PR00047,A0196,2,30,,18,2.0,,8.2,,,.,,,,,
20PR00048,A0199,2,30,,18,2.0,,9.5,,,.,,,,,
20PR00049,A0202,2,30,,18,2.0,,4.8,,,.,,,,,
20PR00050,A0203,2,30,,18,2.0,,7.2,,,.,,,,,
20PR00051,A0207,2,30,,18,2.0,,9.3,,,.,,,,,
20PR00052,A0209,1,30,,18,2.0,,9.3,,,.,,,,,
20PR00053,A0214,2,30,,18,2.0,,8.3,,,.,,,,,
20PR00054,A0216,2,30,,18,2.0,,7.0,,,.,,,,,
20PR00055,A0221,2,30,,18,2.0,,7.8,,,.,,,,,
20PR00056,A0223,2,30,,18,2.0,,8.0,,,.,,,,,
20PR00057,A0224,2,30,,18,2.0,,8.6,,,.,,,,,
20PR00058,A0227,2,30,,18,2.0,,9.7,,,.,,,,,
20PR00059,A0232,2,30,,18,2.0,,7.3,,,.,,,,,
20PR00060,A0235,2,30,,18,2.0,,8.0,,,.,,,,,
20PR00061,A0236,2,30,,18,2.0,,7.0,,,.,,,,,
20PR00062,A0240,2,30,,18,2.0,,8.0,,,.,,,,,
20PR00063,A0244,2,30,,18,2.0,,8.6,,,.,,,,,
20PR00064,A0246,2,30,,18,2.0,,9.3,,,.,,,,,
20PR00065,A0251,2,30,,18,2.0,,7.2,,,.,,,,,
20PR00066,A0252,1,30,,18,2.0,,10.7,,,Scurs,,,,,
20PR00067,A0253,2,30,,18,2.0,,6.4,,,.,,,,,
20PR00068,A0256,2,30,,18,2.0,,7.5,,,.,,,,,
20PR00069,A0258,2,30,,18,2.0,,9.3,,,SMALLBUTFULL,,,,,
20PR00070,A0263,2,30,,18,2.0,,8.4,,,.,,,,,
20PR00071,A0265,2,30,,18,2.0,,6.2,,,.,,,,,
20PR00072,A0268,2,30,,18,2.0,,6.3,,,.,,,,,
20PR00073,A0273,1,30,,18,2.0,,9.1,,,.,,,,,
20PR00074,A0279,2,30,,18,2.0,,7.2,,,.,,,,,
20PR00075,A0282,2,30,,18,2.0,,10.0,,,HAIRY,,,,,
20PR00076,A0287,2,30,,18,2.0,,7.0,,,.,,,,,
20PR00077,A0289,2,30,,18,2.0,,7.5,,,.,,,,,
20PR00078,A0296,2,30,,18,2.0,,8.3,,,PINK,,,,,
20PR00079,A0300,2,30,,18,2.0,,9.4,,,HAIRY,,,,,
20PR00080,A0309,2,30,,18,2.0,,7.0,,,HAIRY,,,,,
20PR00081,A0311,2,30,,18,2.0,,8.6,,,.,,,,,
20PR00082,A0313,2,30,,18,2.0,,8.5,,,.,,,,,
20PR00083,A0315,2,30,,18,2.0,,7.1,,,PINK,,,,,
20PR00084,A0321,1,30,,18,2.0,,8.0,,,Scurs,,,,,
20PR00085,A0322,2,30,,18,2.0,,6.6,,,.,,,,,
20PR00086,A0327,2,30,,18,2.0,,10.2,,,.,,,,,
20PR00087,A0332,2,30,,18,2.0,,,,,NICE LAMB,,,,,
20PR00088,A0347,2,30,,19,1.0,2.0,5.0,2+,,.,24.3,3.9,15.9,,
20PR00089,A0348,1,30,,19,1.0,3.3,8.4,3,1,.,25.1,4.4,17.4,,
20PR00090,A0350,2,30,,19,1.0,2.8,7.2,2-,,.,25.1,4.2,16.5,,
20PR00091,A0354,2,30,,19,1.0,2.4,6.2,2+,,.,24.9,5.6,22.4,,
20PR00092,A0356,2,30,,19,1.0,2.8,7.0,3+,,.,32.5,7.1,21.8,,
20PR00093,A0363,2,30,,19,1.0,2.3,5.9,2-,,.,24.4,4.8,19.8,,
20PR00094,A0365,2,30,,19,1.0,2.5,6.3,2+,,PINK.EARS,30.4,5.6,18.5,,
20PR00095,A0370,2,30,,19,1.0,2.4,6.0,3+,,.,24.5,4.7,19.0,,
20PR00096,A0373,2,30,,19,1.0,3.1,7.8,2,,3RD,25.3,5.5,21.6,,
20PR00097,A0374,2,30,,19,1.0,3.1,8.0,2+,,.,27.2,5.5,20.1,,
20PR00098,A0376,2,30,,19,1.0,2.6,6.5,3-,,.,27.8,4.2,15.2,,
20PR00099,A0377,2,30,,19,1.0,3.3,8.3,3+,,.,25.7,4.5,17.5,,
20PR00100,A0378,2,30,,19,1.0,2.7,6.8,2-,,.,26.8,4.2,15.8,,
20PR00101,A0379,1,30,,19,1.0,2.9,7.3,3-,2,1 scur,25.0,4.6,18.4,,
20PR00102,A0380,2,30,,19,1.0,2.4,6.0,3+,,1ST,24.6,5.1,20.9,,
20PR00103,A0388,2,30,,19,1.0,2.5,6.3,2,,.,27.2,4.6,16.9,,
20PR00104,A0389,2,30,,19,1.0,3.1,8.0,2,,.,27.0,4.4,16.4,,
20PR00105,A0390,1,30,,19,1.0,3.0,7.7,2-,1,NICE LAMB,25.5,5.1,19.9,,
20PR00106,A0393,2,30,,19,1.0,2.8,7.2,3+,,.,26.9,6.7,25.1,,
20PR00107,A0394,2,30,,19,1.0,3.3,8.3,2-,,.,24.4,5.3,21.7,,
20PR00108,A0395,2,30,,19,1.0,3.3,8.5,3+,,.,23.3,5.2,22.1,,
20PR00109,A0396,2,30,,19,1.0,2.7,6.8,2+,,.,24.6,4.3,17.4,,
20PR00110,A0397,1,30,,19,1.0,2.8,7.0,2-,1,.,23.1,4.5,19.4,,
20PR00111,A0398,2,30,,19,1.0,3.2,8.1,2-,,.,29.6,5.7,19.3,,
20PR00112,A0399,2,30,,19,1.0,2.8,7.2,2-,,.,27.7,5.8,21.0,,
20PR00113,A0401,1,30,,19,1.0,2.1,5.4,2-,2,.,27.0,4.6,17.1,,
20PR00114,A0404,2,30,,19,1.0,2.4,6.1,2-,,3RD.BACKWARDS,26.7,4.4,16.7,,
20PR00115,A0406,2,30,,19,1.0,3.0,7.7,2-,,NICE LAMB,26.0,4.8,18.6,,
20PR00116,A0407,2,30,,19,1.0,2.1,5.4,3+,,NICE LAMB,25.8,4.8,18.6,,
20PR00117,A0408,2,30,,19,1.0,3.1,7.8,1-,,.,25.3,5.8,23.0,,
20PR00118,A0412,2,30,,19,1.0,2.0,5.0,2,,.,24.7,4.4,17.9,,
20PR00119,A0413,1,30,,19,1.0,3.5,9.0,3+,2,.,27.3,5.1,18.8,,
20PR00120,A0416,1,30,,19,1.0,2.6,6.6,3,2,Scurs,29.7,6.0,20.3,,
20PR00121,A0417,2,30,,19,1.0,2.4,6.0,2-,,.,25.3,3.7,14.5,,
20PR00122,A0419,1,30,,19,1.0,3.0,7.5,2+,1,.,26.5,4.6,17.5,,
20PR00123,A0424,1,30,,19,1.0,3.0,7.6,3-,4,Scurs,28.3,5.3,18.7,,
20PR00124,A0427,1,30,,19,1.0,3.3,8.5,3+,2,3RD,25.0,4.6,18.3,,
20PR00125,A0428,2,30,,19,1.0,2.6,6.7,3+,,.,30.5,5.7,18.7,,
20PR00126,A0432,2,30,,19,1.0,3.0,7.5,2-,,.,30.7,6.2,20.1,,
20PR00127,A0433,2,30,,19,1.0,2.8,7.1,2,,3RD,24.7,4.6,18.6,,
20PR00128,A0434,2,30,,19,1.0,3.3,8.5,2-,,.,26.2,5.9,22.7,,
20PR00129,A0435,2,30,,19,1.0,3.5,8.8,2-,,.,27.4,5.3,19.4,,
20PR00130,A0437,2,30,,19,1.0,3.4,8.6,2,,.,26.0,5.7,21.9,,
20PR00131,A0443,2,30,,19,1.0,2.8,7.0,2-,,.,25.1,4.5,17.8,,
20PR00132,A0444,2,30,,19,1.0,2.5,6.4,3-,,.,26.2,4.2,16.1,,
20PR00133,A0446,2,30,,19,1.0,3.2,8.2,2-,,.,24.1,4.9,20.4,,
20PR00134,A0448,2,30,,19,1.0,3.3,8.3,2-,,.,25.1,4.3,17.0,,
20PR00135,A0455,1,30,,19,1.0,1.9,4.7,2+,2,.,27.0,4.7,17.3,,
20PR00136,A0456,2,30,,19,1.0,3.0,7.6,3-,,.,24.6,4.8,19.4,,
20PR00137,A0459,1,30,,19,1.0,3.0,7.6,3+,1,.,25.9,4.4,16.8,,
20PR00138,A0460,2,30,,19,1.0,3.0,7.7,3+,,.,29.8,5.5,18.6,,
20PR00139,A0463,2,30,,19,1.0,2.8,7.0,3+,,.,23.2,3.7,16.1,,
20PR00140,A0470,1,30,,19,1.0,3.0,7.5,2-,2,Scurs,27.5,5.0,18.3,,
20PR00141,A0471,2,30,,19,1.0,3.0,7.5,3+,,.,27.1,5.6,20.8,,
20PR00142,A0473,2,30,,19,1.0,2.3,5.8,2,,PINK,24.1,4.9,20.2,,
20PR00143,A0479,2,30,,19,1.0,3.0,7.6,3+,,.,28.3,5.3,18.7,,
20PR00144,A0484,2,30,,19,1.0,3.1,7.8,3,,.,28.1,5.6,19.8,,
20PR00145,A0495,1,30,,19,1.0,3.0,7.5,2-,2,Scurs,24.7,5.0,20.4,,
20PR00146,A0498,2,30,,19,1.0,2.8,7.2,2-,,.,25.8,4.4,17.1,,
20PR00147,A0499,2,30,,19,1.0,2.8,7.1,3+,,.,22.3,4.1,18.4,,
20PR00148,A0503,1,30,,19,1.0,3.3,8.4,3-,2,Scurs,26.2,6.1,23.2,,
20PR00149,A0506,2,30,,19,1.0,2.8,7.2,3+,,.,25.4,4.3,17.1,,
20PR00150,A0507,2,30,,19,1.0,2.1,5.3,1-,,.,24.3,3.9,16.1,,
20PR00151,A0508,1,30,,19,1.0,2.8,7.2,3+,1,.,26.7,4.7,17.8,,
20PR00152,A0509,2,30,,19,1.0,2.9,7.3,2-,,BL.LF,26.4,5.7,21.7,,
20PR00153,A0512,2,30,,19,1.0,3.0,7.7,3,,UGLY.BRNLeg,28.9,5.3,18.5,,
20PR00154,A0516,2,30,,19,1.0,3.0,7.6,3+,,.,25.2,5.4,21.6,,
20PR00155,A0518,2,30,,19,1.0,2.7,6.8,2+,,.,25.8,3.9,15.0,,
20PR00156,A0522,2,30,,19,1.0,3.3,8.5,2,,.,29.1,6.3,21.6,,
20PR00157,A0524,1,30,,19,1.0,3.1,7.8,1-,1,.,27.9,4.9,17.8,,
20PR00158,A0525,1,30,,19,1.0,2.5,6.4,3+,2,Scurs,26.5,5.0,18.7,,
20PR00159,A0533,2,30,,19,1.0,2.8,7.2,3,,.,26.9,5.2,19.5,,
20PR00160,A0535,2,30,,19,1.0,2.6,6.5,2-,,.,27.6,4.5,16.4,,
20PR00161,A0545,2,30,,19,1.0,3.0,7.5,2-,,.,26.9,5.6,20.9,,
20PR00162,A0555,1,30,,19,1.0,2.9,7.3,1-,2,Scurs,27.0,7.9,29.2,,
20PR00163,A0562,1,30,,19,1.0,3.0,7.7,2-,2,.,24.2,5.3,21.9,,
20PR00164,A0563,2,30,,19,1.0,2.2,5.6,3+,,.,25.3,4.0,15.6,,
20PR00165,A0564,2,30,,19,1.0,2.8,7.1,3+,,.,29.3,4.6,15.9,,
20PR00166,A0569,2,30,,19,1.0,3.0,7.5,3-,,.,27.7,6.5,23.3,,
20PR00167,A0583,2,30,,19,1.0,2.9,7.4,2-,,.,24.2,4.7,19.4,,
20PR00168,A0584,1,30,,19,1.0,2.8,7.1,2-,1,VSmScurs,25.1,4.9,19.7,,
20PR00169,A0587,2,30,,19,1.0,3.3,8.4,2-,,.,27.9,5.3,18.9,,
20PR00170,A0588,1,30,,19,1.0,3.3,8.4,2-,2,Scurs,25.5,4.8,18.7,,
20PR00171,A0590,2,30,,19,1.0,3.1,8.0,3+,,.,25.5,4.3,16.7,,
20PR00172,A0591,2,30,,19,1.0,2.4,6.2,2-,,.,24.0,4.4,18.2,,
20PR00173,A0592,2,30,,19,1.0,3.1,7.9,2-,,.,27.7,6.4,23.0,,
20PR00174,A0593,1,30,,19,1.0,3.1,7.9,2-,1,.,28.2,5.0,17.6,,
20PR00175,A0595,2,30,,19,1.0,2.7,6.8,3+,,.,25.3,4.4,17.3,,
20PR00176,A0596,1,30,,19,1.0,3.0,7.5,3+,2,.,26.5,5.2,19.7,,
20PR00177,A0597,1,30,,19,1.0,3.0,7.6,1-,2,Scurs,26.8,5.6,21.0,,
20PR00178,A0607,2,30,,19,1.0,2.8,7.1,3,,.,29.2,6.0,20.5,,
20PR00179,A0609,2,30,,19,1.0,2.8,7.0,3-,,.,25.5,4.2,16.5,,
20PR00180,A0610,1,30,,19,1.0,3.2,8.1,3,1,Scurs,27.0,5.8,21.5,,
20PR00181,A0611,2,30,,19,1.0,2.8,7.0,3+,,.,31.0,7.2,23.1,,
20PR00182,A0612,1,30,,19,1.0,2.8,7.1,3+,1,.,24.8,5.7,23.2,,
20PR00183,A0614,2,30,,19,1.0,2.6,6.6,2,,.,24.9,5.0,19.9,,
20PR00184,A0615,2,30,,19,1.0,3.2,8.2,2+,,.,26.3,6.7,25.3,,
20PR00185,A0618,2,30,,19,1.0,2.5,6.3,2-,,.,26.5,4.6,17.3,,
20PR00186,A0622,2,30,,19,1.0,2.4,6.0,3-,,.,26.8,4.1,15.5,,
20PR00187,A0627,2,30,,19,1.0,2.5,6.4,2-,,.,27.6,5.0,17.9,,
20PR00188,A0632,2,30,,19,1.0,3.1,8.0,3-,,.,27.7,5.1,18.4,,
20PR00189,A0636,2,30,,19,1.0,2.3,5.8,3,,.,24.0,4.6,19.2,,
20PR00190,A0640,2,30,,19,1.0,2.9,7.3,2+,,.,28.1,4.5,16.0,,
20PR00191,A0641,2,30,,19,1.0,3.3,8.4,3-,,.,26.2,4.6,17.7,,
20PR00192,A0645,1,30,,19,1.0,2.9,7.4,3,1,.,24.7,4.2,16.9,,
20PR00193,A0648,2,30,,19,1.0,2.9,7.4,3+,,.,27.4,5.0,18.2,,
20PR00194,A0650,2,30,,19,1.0,2.2,5.6,2-,,UGLY,26.0,5.0,19.4,,
20PR00195,A0653,2,30,,19,1.0,3.2,8.2,2+,,.,,,,,
20PR00196,A0654,2,30,,19,1.0,2.5,6.4,2-,,.,26.5,5.2,19.6,,
20PR00197,A0658,2,30,,19,1.0,3.0,7.7,3+,,.,26.5,4.6,17.5,,
20PR00198,A0659,2,30,,19,1.0,2.8,7.1,3,,.,23.7,5.4,22.7,,
20PR00199,A0660,1,30,,19,1.0,3.0,7.7,2+,2,.,28.3,6.8,23.9,,
20PR00200,A0664,1,30,,19,1.0,3.3,8.3,3+,2,.,25.7,5.5,21.2,,
20PR00201,A0665,1,30,,19,1.0,3.0,7.6,2+,1,.,,,,,
20PR00202,A0668,2,30,,19,1.0,3.5,8.8,2,,.,,,,,
20PR00203,A0669,1,30,,19,1.0,2.9,7.4,2+,2,Scurs,23.9,4.9,20.5,,
20PR00204,A0673,2,30,,19,1.0,3.3,8.3,3,,.,27.7,5.0,18.1,,
20PR00205,A0676,2,30,,19,1.0,3.0,7.7,3+,,.,28.7,5.6,19.5,,
20PR00206,A0677,1,30,,19,1.0,2.9,7.4,3+,2,Scurs,24.7,5.6,22.7,,
20PR00207,A0678,1,30,,19,1.0,2.9,7.4,3+,1,.,24.8,5.1,20.7,,
20PR00208,A0681,1,30,,19,1.0,3.1,8.0,3-,1,.,23.6,5.2,21.8,,
20PR00209,A0683,1,30,,19,1.0,3.0,7.5,3+,4,Scurs,24.6,4.8,19.4,,
20PR00210,A0684,2,30,,19,1.0,3.1,8.0,3+,,.,26.1,5.8,22.4,,
20PR00211,A0687,2,30,,19,1.0,2.8,7.0,3,,1ST,25.8,4.2,16.2,,
20PR00212,A0688,1,30,,19,1.0,3.5,9.0,3+,2,3RD,22.9,3.8,16.8,,
20PR00213,A0689,2,30,,19,1.0,3.3,8.5,3-,,.,25.5,5.8,22.7,,
20PR00214,A0697,1,30,,19,1.0,3.1,8.0,2+,2,Scurs,24.4,4.4,18.0,,
20PR00215,A0699,1,30,,19,1.0,3.0,7.6,3-,1,.,26.9,5.1,18.9,,
20PR00216,A0700,1,30,,19,1.0,4.7,12.0,3+,1,.,24.0,5.0,20.7,,
20PR00217,A0705,2,30,,19,1.0,2.8,7.1,2-,,.,25.0,4.2,16.9,,
20PR00218,A0706,1,30,,19,1.0,2.9,7.3,2-,1,.,24.3,4.3,17.8,,
20PR00219,A0712,2,30,,19,1.0,3.0,7.6,3+,,.,22.6,3.5,15.6,,
20PR00220,A0713,1,30,,19,1.0,3.1,8.0,2-,2,.,22.1,4.1,18.6,,
20PR00221,A0714,1,30,,18,2.0,2.5,6.3,,,,30.7,5.6,18.1,,
20PR00222,H9292,2,30,,16,4.0,,10.1,,,.,,,,,
20PR00223,H9293,2,30,,16,4.0,,8.0,,,.,,,,,
20PR00224,H9299,2,30,,16,4.0,,8.0,,,.,,,,,
20PR00225,H9306,2,30,,16,4.0,,9.7,,,.,,,,,
20PR00226,H9310,2,30,,16,4.0,,8.2,,,.,,,,,
20PR00227,H9312,2,30,,16,4.0,,6.2,,,.,,,,,
20PR00228,H9317,2,30,,16,4.0,,7.4,,,.,,,,,
20PR00229,H9322,2,30,,16,4.0,,6.2,,,.,,,,,
20PR00230,H9325,2,30,,16,4.0,,7.0,,,.,,,,,
20PR00231,H9341,2,30,,16,4.0,,7.9,,,.,,,,,
20PR00232,H9346,2,30,,16,4.0,,6.4,,,.,,,,,
20PR00233,H9356,2,30,,16,4.0,,10.4,,,.,,,,,
20PR00234,H9359,2,30,,16,4.0,,8.3,,,.,,,,,
20PR00235,H9380,2,30,,16,4.0,,7.0,,,.,,,,,
20PR00236,H9393,2,30,,16,4.0,,7.5,,,.,,,,,
20PR00237,H9403,2,30,,16,4.0,,10.2,,,.,,,,,
20PR00238,H9419,2,30,,16,4.0,,6.7,,,.,,,,,
20PR00239,H9421,1,30,,16,4.0,,,,,Nice,,,,,
20PR00240,H9424,2,30,,16,4.0,,6.9,,,.,,,,,
20PR00241,H9435,2,30,,16,4.0,,8.7,,,.,,,,,
20PR00242,H9436,2,30,,16,4.0,,9.3,,,1ST.H.SCRS,,,,,
20PR00243,H9439,2,30,,16,4.0,,7.5,,,.,,,,,
20PR00244,H9448,2,30,,16,4.0,,9.2,,,3RD,,,,,
20PR00245,H9455,2,30,,16,4.0,,7.7,,,.,,,,,
20PR00246,H9460,2,30,,16,4.0,,9.5,,,.,,,,,
20PR00247,H9465,2,30,,16,4.0,,7.0,,,CloudyREyeTx,,,,,
20PR00248,H9471,2,30,,16,4.0,,8.2,,,.,,,,,
20PR00249,H9482,2,30,,16,4.0,,7.4,,,.,,,,,
20PR00250,H9488,2,30,,16,4.0,,8.9,,,.,,,,,
20PR00251,H9497,2,30,,16,4.0,,6.0,,,.,,,,,
20PR00252,H9501,2,30,,16,4.0,,11.2,,,LUMP ON JAW,,,,,
20PR00253,H9504,2,30,,16,4.0,,8.4,,,.,,,,,
20PR00254,H9512,2,30,,16,4.0,,,,,.,,,,,
20PR00255,H9525,2,30,,16,4.0,,6.9,,,.,,,,,
20PR00256,H9537,2,30,,16,4.0,,9.3,,,.,,,,,
20PR00257,H9544,2,30,,16,4.0,,7.6,,,.,,,,,
20PR00258,H9548,2,30,,16,4.0,,9.2,,,LameLFTx,,,,,
20PR00259,H9549,2,30,,16,4.0,,8.4,,,.,,,,,
20PR00260,H9551,2,30,,16,4.0,,9.0,,,.,,,,,
20PR00261,H9553,2,30,,16,4.0,,8.8,,,.,,,,,
20PR00262,H9968,2,30,,18,2.0,,8.0,,,NO.PROBIOTIC,,,,,
20PR00263,H9974,2,30,,18,2.0,,8.4,,,.,,,,,
20PR00264,H9976,2,30,,18,2.0,,9.3,,,.,,,,,
20PR00265,H9980,2,30,,18,2.0,,8.4,,,.,,,,,
20PR00266,H9981,2,30,,18,2.0,,9.6,,,.,,,,,
20PR00267,H9982,2,30,,18,2.0,,7.3,,,.,,,,,
20PR00268,H9989,2,30,,18,2.0,,9.3,,,.,,,,,
20PR00269,H9994,2,30,,18,2.0,,9.0,,,TAILCHEWED,,,,,
20PR00270,K5187,2,06,,18,2.0,,9.5,,,.,,,,,
20PR00271,K5192,1,06,,18,2.0,,9.0,,,CU/Multi,,,,,
20PR00272,K5193,1,06,,18,2.0,,8.3,,,Nice!,,,,,
20PR00273,K5194,2,06,,18,2.0,,7.2,,,2ND,,,,,
20PR00274,K5196,2,06,,18,2.0,,7.6,,,.,,,,,
20PR00275,K5198,2,06,,18,2.0,,7.7,,,.,,,,,
20PR00276,K5201,2,06,,18,2.0,,7.7,,,HAIRY,,,,,
20PR00277,K5202,2,06,,18,2.0,,7.1,,,.,,,,,
20PR00278,K5203,2,06,,18,2.0,,6.7,,,HAIRY,,,,,
20PR00279,K5205,2,06,,18,2.0,,9.0,,,K5204Broken,,,,,
20PR00280,K5207,2,06,,18,2.0,,7.6,,,.,,,,,
20PR00281,K5209,2,06,,18,2.0,,8.3,,,2ND,,,,,
20PR00282,K5211,2,06,,18,2.0,,8.1,,,.,,,,,
20PR00283,K5214,2,06,,18,2.0,,9.6,,,.,,,,,
20PR00284,K5217,2,06,,18,2.0,,7.5,,,.,,,,,
20PR00285,K5225,2,06,,18,2.0,,8.0,,,HAIRY,,,,,
20PR00286,K5230,2,06,,18,2.0,,6.4,,,.,,,,,
20PR00287,K5235,2,06,,18,2.0,,10.0,,,.,,,,,
20PR00288,K5236,2,06,,18,2.0,,8.5,,,CornealUlcerT,,,,,
20PR00289,K5237,2,06,,18,2.0,,7.5,,,1ST,,,,,
20PR00290,K5268,1,06,,19,1.0,2.8,7.0,3-,4,Scurs,24.3,4.9,20.1,,
20PR00291,K5269,1,06,,19,1.0,3.3,8.4,3+,2,Scurs,24.7,4.2,17.0,,
20PR00292,K5270,2,06,,19,1.0,2.2,5.5,3,,NICE LAMB,26.7,5.6,20.8,,
20PR00293,K5271,2,06,,19,1.0,2.1,5.4,3+,,NICE LAMB,25.2,5.0,19.7,,
20PR00294,K5274,2,06,,19,1.0,3.0,7.7,3+,,1ST.NICE,24.5,4.5,18.5,,
20PR00295,K5275,2,06,,19,1.0,2.5,6.4,3+,,2ND,26.0,4.7,18.1,,
20PR00296,K5278,2,06,,19,1.0,2.6,6.5,3+,,.,24.3,4.7,19.2,,
20PR00297,K5279,2,06,,19,1.0,3.3,8.4,3,,.,25.8,4.4,17.0,,
20PR00298,K5284,2,06,,19,1.0,3.1,7.9,3,,.,22.3,4.5,20.2,,
20PR00299,K5288,2,06,,19,1.0,3.1,7.9,3-,,.,26.6,4.6,17.2,,
20PR00300,K5289,1,06,,19,1.0,2.8,7.0,3-,6,Scurs,23.3,4.0,17.3,,
20PR00301,K5292,1,06,,19,1.0,2.8,7.2,3+,2,Scurs,21.9,4.5,20.4,,
20PR00302,K5293,2,06,,19,1.0,2.9,7.3,3+,,.,23.3,4.0,17.3,,
20PR00303,K5298,2,06,,19,1.0,2.8,7.1,3,,.,25.8,4.7,18.1,,
20PR00304,K5299,1,06,,19,1.0,2.9,7.3,3,2,SmScurs,24.1,4.5,18.7,,
20PR00305,K5301,2,06,,19,1.0,2.1,5.4,3,,NICE LAMB,26.1,5.3,20.4,,
20PR00306,K5305,2,06,,19,1.0,2.6,6.7,3+,,.,23.3,4.3,18.6,,
20PR00307,K5307,2,06,,19,1.0,2.8,7.2,3,,1ST,23.3,4.7,20.3,,
20PR00308,K5309,2,06,,19,1.0,2.8,7.0,3-,,.,25.5,5.3,20.8,,
20PR00309,K5311,1,06,,19,1.0,2.2,5.5,4,4,.,24.7,4.8,19.3,,
20PR00310,K5312,1,06,,19,1.0,3.7,9.3,4,6,"1"" horns",24.0,3.4,14.2,,
20PR00311,K5314,1,06,,19,1.0,2.9,7.3,4+,1,.,22.2,3.2,14.4,,
20PR00312,K5319,1,06,,19,1.0,2.8,7.2,3,2,Scurs,22.1,4.1,18.6,,
20PR00313,K5320,1,06,,19,1.0,1.9,4.9,3+,1,.,20.9,3.8,18.1,,
20PR00314,K5321,1,06,,19,1.0,2.4,6.0,2,1,.,23.4,4.5,19.4,,
20PR00315,K5322,2,06,,19,1.0,2.4,6.2,3,,.,23.6,4.2,17.6,,
20PR00316,K5323,1,06,,19,1.0,2.3,5.9,3-,1,.,25.9,4.4,17.0,,
20PR00317,K5326,2,06,,19,1.0,2.3,5.9,3+,,.,27.2,4.8,17.8,,
20PR00318,K5331,2,06,,19,1.0,2.8,7.1,3,,.,27.4,4.5,16.4,,
20PR00319,M0031,1,30,,18,2.0,,8.5,,,Nice!,,,,,
20PR00320,M0032,2,30,,18,2.0,,,,,.,,,,,
