UID,ETAG,SEX,STM,LINE,YR,SEA,AGE,RGRP,TRT,LOT,HORN,FACE,STAPLE_CM,STAPLE_IN,MICRON,SD,CV,DIGR,RMK
97PR00109,K8620,1,05,00,96,1,1.0,0,H,,3,3-,7.0,2.8,24.06,5.01,20.8,60,*REBLEED*
97PR00110,K8624,1,06,62,96,1,1.0,0,C,,1,3+,8.0,3.1,25.83,4.76,18.4,58,
97PR00111,K8693,1,06,61,96,1,1.0,0,R,,2,3,8.4,3.3,22.42,4.34,19.3,62,
97PR00112,K8671,1,05,00,96,1,1.0,0,H,,1,3+,8.2,3.2,22.45,4.98,22.2,62,
97PR00113,K8811,1,06,60,96,1,1.0,0,M,,1,3+,7.2,2.8,23.74,4.68,19.7,60,
97PR00114,K8810,1,06,60,96,1,1.0,0,M,,1,4,8.5,3.3,25.19,5.28,21.0,58,F3-
97PR00115,K8891,1,05,00,96,1,1.0,0,H,,1,3,8.5,3.3,27.94,5.74,20.6,54,
97PR00116,K8873,1,06,62,96,1,1.0,0,C,,2,3+,8.3,3.3,24.3,4.46,18.4,60,
97PR00117,K8915,1,05,00,96,1,1.0,0,H,,1,2-,7.6,3.0,27.02,5.02,18.6,56,
97PR00118,K8916,1,05,00,96,1,1.0,0,H,,3,3,7.0,2.8,26.52,4.45,16.8,56,H3
97PR00119,K8901,1,06,62,96,1,1.0,0,C,,1,2-,9.2,3.6,21.69,4.96,22.9,64,
97PR00120,K8943,1,06,62,96,1,1.0,0,C,,1,3,6.5,2.6,26.91,4.75,17.6,56,
97PR00121,K8947,1,05,00,96,1,1.0,0,H,,2,3,8.0,3.1,24.87,4.87,19.6,60,
97PR00122,K8958,1,06,61,96,1,1.0,0,R,,1,3+,7.8,3.1,23.45,5.18,22.1,62,
97PR00123,K8960,1,06,61,96,1,1.0,0,R,,1,3,7.8,3.1,24.99,5.3,21.2,58,
97PR00124,K8922,1,06,62,96,1,1.0,0,C,,2,3+,8.5,3.3,27.71,6.22,22.5,56,4TEATS
97PR00125,K8984,1,05,00,96,1,1.0,0,H,,3,3+,7.8,3.1,26.43,5.84,22.1,56,
97PR00126,K8987,1,05,00,96,1,1.0,0,H,,2,3+,9.0,3.5,25.68,4.89,19.0,58,*REBLEED*
97PR00127,K8711,1,06,60,96,1,1.0,0,M,,1,3,8.2,3.2,28.51,6.11,21.5,54,
97PR00128,K8712,1,06,60,96,1,1.0,0,M,,2,3,8.0,3.1,25.01,4.99,19.9,58,
97PR00129,K8702,1,05,00,96,1,1.0,0,H,,2,3,8.2,3.2,24.09,5.28,21.9,60,
97PR00130,K8737,1,06,62,96,1,1.0,0,C,,1,3+,7.5,3.0,22.68,4.53,20.0,62,
97PR00131,K8744,1,06,60,96,1,1.0,0,M,,2,3+,8.8,3.5,23.27,4.0,17.2,62,
97PR00132,K8759,1,05,00,96,1,1.0,0,H,,3,3,8.1,3.2,24.17,4.99,20.6,60,
97PR00133,K8757,1,05,00,96,1,1.0,0,H,,1,3+,6.5,2.6,24.16,4.06,16.8,60,
97PR00134,K8760,1,05,00,96,1,1.0,0,H,,3,4-,6.4,2.5,21.7,4.58,21.1,64,*REBLEED*F3-
97PR00135,K8765,1,06,62,96,1,1.0,0,C,,1,3,7.1,2.8,25.77,5.61,21.8,58,
97PR00136,K8762,1,05,00,96,1,1.0,0,H,,2,4+,8.4,3.3,27.11,5.94,21.9,56,
97PR00137,K8723,1,06,62,96,1,1.0,0,C,,1,3,8.5,3.3,23.53,4.98,21.2,60,
97PR00138,K8788,1,06,61,96,1,1.0,0,R,,2,3,9.1,3.6,26.51,5.91,22.3,56,4TEATS
97PR00139,K8787,1,06,61,96,1,1.0,0,R,,2,3+,7.6,3.0,25.79,4.7,18.2,58,X BIGLUMPNECK
97PR00140,K9115,1,06,60,96,1,1.0,0,M,,1,3,8.1,3.2,25.22,5.79,23.0,58,
97PR00141,K9103,1,05,00,96,1,1.0,0,H,,2,4+,6.7,2.6,22.55,3.7,16.4,62,4TEATS
97PR00142,K9104,1,06,62,96,1,1.0,0,C,,1,3+,8.1,3.2,24.38,4.52,18.5,60,
97PR00143,K9102,1,05,00,96,1,1.0,0,H,,1,3,6.4,2.5,21.48,3.64,16.9,64,
97PR00144,K9133,1,06,62,96,1,1.0,0,C,,1,4+,7.8,3.1,24.55,4.61,18.8,60,F3- .853adg
97PR00145,K9134,1,06,62,96,1,1.0,0,C,,1,3,8.0,3.1,27.23,5.67,20.8,56,X EPI
97PR00146,K9154,1,05,00,96,1,1.0,0,H,,2,3+,7.9,3.1,25.34,4.59,18.1,58,SALE RAM ?
97PR00147,K9128,1,06,61,96,1,1.0,0,R,,1,3+,8.0,3.1,24.93,4.86,19.5,60,THIN! 4/4/97
97PR00148,K9193,1,06,62,96,1,1.0,0,C,,1,3,8.6,3.4,24.68,5.83,23.6,60,
97PR00149,K9001,1,06,61,96,1,1.0,0,R,,1,3,8.1,3.2,26.51,5.22,19.7,56,
97PR00150,K9031,1,05,00,96,1,1.0,0,H,,1,3,7.0,2.8,24.48,4.7,19.2,60,
97PR00151,K9204,1,05,00,96,1,1.0,0,H,,2,3+,6.0,2.4,23.92,4.91,20.5,60,"RAM+,WETHER-"
97PR00152,K9209,1,06,60,96,1,1.0,0,M,,1,3+,8.8,3.5,21.97,4.53,20.6,64,
97PR00153,K9000,1,06,61,96,1,1.0,0,R,,1,3+,8.0,3.1,28.4,5.38,19.0,54,
97PR00154,K7656,1,05,00,94,1,3.0,0,H,,1,3+,10.0,3.9,29.88,5.99,20.1,50,4TEATS Cc
97PR00155,K7244,1,05,00,94,1,3.0,0,H,,1,3,10.0,3.9,26.21,4.86,18.5,58,ENTR Cc
97PR00156,K7245,1,05,00,94,1,3.0,0,H,,2,2,9.1,3.6,28.48,4.9,17.2,54,"SEMEN=Q, Cc"
97PR00157,K7812,1,06,62,95,1,2.0,0,C,,1,2,9.5,3.7,28.14,4.85,17.3,54,4TEATS
97PR00158,K7819,1,05,00,95,1,2.0,0,H,,3,2,9.4,3.7,29.61,5.87,19.8,50,Cc HM! Cc
97PR00159,K7805,1,06,61,95,1,2.0,0,R,,3,2,9.0,3.5,26.11,5.26,20.2,58,JUMPER
97PR00160,K7838,1,05,00,95,1,2.0,0,H,,2,3,7.8,3.1,26.42,5.03,19.0,56,Cc HM Cc WEAK
97PR00161,K7964,1,06,62,95,1,2.0,0,C,,1,2-,10.3,4.1,25.58,4.52,17.6,58,LOW EBVLWW
97PR00162,K7977,1,06,61,95,1,2.0,0,R,,2,2-,9.5,3.7,28.61,5.16,18.0,54,"NICE,LA200"
97PR00163,K7726,1,05,00,94,1,3.0,0,H,,2,1-,7.8,3.1,28.64,4.81,16.8,54,@HQ 7/9/96 Cc
97PR00164,K7793,1,06,60,95,1,2.0,0,M,,1,3+,9.8,3.9,29.42,5.07,17.3,50,
97PR00165,S5511,1,43,13,95,1,2.0,0,F,,3,2-,7.0,2.8,23.24,4.74,20.4,62,"SHORT SL,SHY"
97PR00166,S5514,2,07,12,95,1,2.0,0,C,,,,7.8,3.1,25.47,4.92,19.3,58,
97PR00167,S5512,2,43,13,95,1,2.0,0,F,,,,6.9,2.7,21.68,3.3,15.2,64,
97PR00168,S5519,1,07,12,95,1,2.0,0,C,,3,3,7.0,2.8,20.65,4.37,21.2,64,
97PR00169,S5531,2,43,10,95,1,2.0,0,M,,,,8.4,3.3,22.09,4.17,18.9,62,
97PR00170,S5534,2,43,12,95,1,2.0,0,C,,,,8.3,3.3,23.04,3.6,15.6,62,
97PR00171,S5536,2,07,11,95,1,2.0,0,R,,,,7.2,2.8,23.58,4.35,18.5,60,ENTR
97PR00172,S5532,2,07,11,95,1,2.0,0,R,,,,8.4,3.3,22.1,3.97,18.0,62,
97PR00173,S5539,2,07,11,95,1,2.0,0,R,,,,8.2,3.2,22.89,3.91,17.1,62,
97PR00174,S5540,2,07,11,95,1,2.0,0,R,,,,7.8,3.1,23.03,4.19,18.2,62,HAIRY
97PR00175,S5543,2,07,13,95,1,2.0,0,F,,,,8.0,3.1,20.85,3.78,18.1,64,4TEATS
97PR00176,S5544,2,07,13,95,1,2.0,0,F,,,,7.7,3.0,19.97,3.85,19.3,70,
97PR00177,S5546,1,42,12,95,1,2.0,0,C,,4,2,8.6,3.4,22.44,4.07,18.1,62,
97PR00178,S5554,1,07,11,95,1,2.0,0,R,,2,2-,7.8,3.1,21.5,3.58,16.6,64,
97PR00179,S5552,2,07,11,95,1,2.0,0,R,,,,6.4,2.5,21.62,3.66,16.9,64,
97PR00180,S5561,1,07,10,95,1,2.0,0,M,,1,3,8.8,3.5,22.24,4.27,19.2,62,
97PR00181,S5562,2,07,10,95,1,2.0,0,M,,,,8.9,3.5,24.28,5.11,21.0,60,
97PR00182,S5524,2,07,12,95,1,2.0,0,C,,,,8.0,3.1,23.93,4.11,17.2,60,
97PR00183,S5580,2,07,10,95,1,2.0,0,M,,,,9.4,3.7,22.33,4.27,19.1,62,DYSTOCIA
97PR00184,S5584,2,07,10,95,1,2.0,0,M,,,,8.9,3.5,25.86,5.06,19.6,58,
97PR00185,S5588,2,07,10,95,1,2.0,0,M,,,,7.9,3.1,21.7,3.71,17.1,64,DYSTOCIA
