UID,ETAG,SEX,STM,LINE,YR,SEA,AGE,RGRP,BGRP,LOT,HORN,FACE,STAPLE_CM,STAPLE_IN,RMK,PD,BPEN,STUDY,SAMPLE,SIGR,MICRON,SD,CV,CF,DIGR
03PR00197,K2323,1,06,68,02,1,1.0,.,,.,1,2,8.8,3.5,,1,.,Adg,Y,oo,24.9,4.5,18.0,89.0,60
03PR00198,K2402,1,05,00,02,1,1.0,.,,.,1,3-,6.8,2.7,NICE,1,.,Clpg,X,oo,,,,,0
03PR00199,K2434,1,05,00,02,1,1.0,.,,.,1,3-,6.0,2.4,,1,.,Clpg,X,oo,,,,,0
03PR00200,K2443,1,06,68,02,1,1.0,.,,.,2,3,7.9,3.1,RUN OVER (15),1,.,Adg,Y,oo,29.7,6.4,21.7,58.0,50
03PR00201,K2454,1,06,68,02,1,1.0,.,,.,1,2,9.8,3.9,,1,.,Adg,Y,oo,28.1,5.2,18.7,70.5,54
03PR00202,K2469,1,06,68,02,1,1.0,.,,.,1,2,7.3,2.9,F2,1,.,Adg,Y,oo,29.2,6.2,21.4,61.8,54
03PR00203,K2535,1,06,68,02,1,1.0,.,,.,1,3+,6.3,2.5,NICE,1,.,Adg,Y,oo,26.8,4.7,17.6,79.0,56
03PR00204,K2546,1,06,68,02,1,1.0,.,,.,1,3,8.2,3.2,4TEATS,1,.,Adg,Y,oo,23.0,4.1,17.7,96.1,62
03PR00205,K2555,1,06,68,02,1,1.0,.,,.,1,3,8.0,3.1,NICE,1,.,Adg,Y,oo,28.5,5.3,18.6,66.3,54
03PR00206,K2588,1,06,68,02,1,1.0,.,,.,2,3,8.8,3.5,,1,.,Adg,Y,oo,23.5,4.8,20.4,91.4,60
03PR00207,K2593,1,06,68,02,1,1.0,.,,.,1,3,7.3,2.9,,1,.,Adg,Y,oo,25.1,5.1,20.4,84.7,58
03PR00208,K2595,1,06,68,02,1,1.0,.,,.,2,2-,8.2,3.2,,1,.,Adg,Y,oo,26.0,3.8,14.7,88.5,58
03PR00209,K2592,1,06,68,02,1,1.0,.,,.,1,5+,7.2,2.8,F4-,1,.,Adg,Y,oo,25.8,5.2,20.0,81.6,58
03PR00210,K2610,1,06,68,02,1,1.0,.,,.,1,2-,7.8,3.1,NICE,1,.,Adg,Y,oo,29.1,7.3,25.0,61.6,54
03PR00211,K2614,1,05,00,02,1,1.0,.,,.,3,3,6.6,2.6,,1,.,Clpg,X,oo,,,,,0
03PR00212,K2630,1,06,68,02,1,1.0,.,,.,1,3+,6.8,2.7,,1,.,Adg,Y,oo,24.8,4.4,17.6,90.6,60
03PR00213,K2639,1,06,68,02,1,1.0,.,,.,1,3-,5.9,2.3,,1,.,Adg,Y,oo,24.3,4.8,19.9,90.5,60
03PR00214,K2637,1,06,68,02,1,1.0,.,,.,1,3+,6.5,2.6,,1,.,Adg,Y,oo,25.8,5.3,20.4,81.8,58
03PR00215,K2640,1,06,68,02,1,1.0,.,,.,1,3,8.2,3.2,,1,.,Adg,Y,oo,25.9,5.0,19.4,83.5,58
03PR00216,K2642,1,06,68,02,1,1.0,.,,.,1,3,8.0,3.1,,1,.,Adg,Y,oo,25.9,5.4,20.9,79.8,58
03PR00217,K2654,1,05,00,02,1,1.0,.,,.,2,2-,6.5,2.6,BUCK,1,.,Clpg,X,oo,,,,,0
03PR00218,K2652,1,06,68,02,1,1.0,.,,.,2,3+,6.8,2.7,,1,.,Adg,Y,oo,22.4,3.9,17.4,98.2,62
03PR00219,K2665,1,06,68,02,1,1.0,.,,.,1,2-,8.1,3.2,NICE,1,.,Adg,Y,oo,24.2,4.3,17.6,92.1,60
03PR00220,K2621,1,06,68,02,1,1.0,.,,.,1,3+,7.2,2.8,NICE,1,.,Adg,Y,oo,25.8,5.1,19.6,82.5,58
03PR00221,K2694,1,06,68,02,1,1.0,.,,.,2,2,8.0,3.1,,1,.,Adg,Y,oo,27.3,5.0,18.4,74.8,56
03PR00222,K2697,1,06,68,02,1,1.0,.,,.,1,3+,6.9,2.7,,1,.,Adg,Y,oo,25.0,4.5,18.0,89.6,58
03PR00223,K2675,1,06,68,02,1,1.0,.,,.,1,3+,6.2,2.4,,1,.,Adg,Y,oo,24.5,4.5,18.4,90.7,60
03PR00224,K2676,1,06,68,02,1,1.0,.,,.,1,3+,7.4,2.9,,1,.,Adg,Y,oo,25.7,6.4,24.8,77.3,58
03PR00225,K2215,1,06,68,02,1,1.0,.,,.,1,3,9.8,3.9,,1,.,Adg,Y,oo,30.9,6.7,21.7,50.4,50
03PR00226,K2218,1,06,68,02,1,1.0,.,,.,1,3+,7.2,2.8,,1,.,Adg,Y,oo,25.3,5.4,21.4,83.6,58
03PR00227,K2219,1,06,68,02,1,1.0,.,,.,1,3,6.7,2.6,,1,.,Adg,Y,oo,25.8,5.6,21.7,80.8,58
03PR00228,K2217,1,05,00,02,1,1.0,.,,.,2,3-,8.0,3.1,NICE,1,.,Clpg,X,oo,,,,,0
03PR00229,K2209,1,06,68,02,1,1.0,.,,.,2,3-,7.1,2.8,,1,.,Adg,Y,oo,25.3,4.2,16.7,90.4,58
03PR00230,K2234,1,05,00,02,1,1.0,.,,.,1,3+,7.2,2.8,NICE,1,.,Clpg,X,oo,,,,,0
03PR00231,K2236,1,06,68,02,1,1.0,.,,.,1,2-,6.5,2.6,,1,.,Adg,Y,oo,24.6,4.6,18.8,88.0,60
03PR00232,K2232,1,06,68,02,1,1.0,.,,.,1,3-,6.3,2.5,,1,.,Adg,Y,oo,24.1,4.2,17.3,93.3,60
03PR00233,K2239,1,06,68,02,1,1.0,.,,.,2,2-,7.2,2.8,NICE,1,.,Adg,Y,oo,26.0,4.6,17.7,84.7,58
03PR00234,K2240,1,06,68,02,1,1.0,.,,.,1,2,8.5,3.3,SL.ENTR,1,.,Adg,Y,oo,23.0,3.9,16.7,96.4,62
03PR00235,K2254,1,06,68,02,1,1.0,.,,.,1,3+,6.8,2.7,NICE,1,.,Adg,Y,oo,24.3,3.7,15.2,95.1,60
03PR00236,K2732,1,06,68,02,1,1.0,.,,.,1,3,6.6,2.6,NICE,1,.,Adg,Y,oo,25.9,4.8,18.5,83.8,58
03PR00237,K9991,1,05,CP,97,1,6.0,.,.,.,3,3,8.2,3.2,"CC,homozygous",1,.,CLPG,X,oo,,,,,0
03PR00238,K9738,1,05,CP,97,1,6.0,.,.,.,2,3,7.6,3.0,"NICE,homozyg,",1,.,CLPG,X,oo,,,,,0
03PR00239,P0105,1,30,81,02,1,1.0,.,,CTL,1,3+,6.4,2.5,,1,.,Lww,X,60,,,,,60
03PR00240,P0129,1,30,83,02,1,1.0,.,,CTL,2,3,5.2,2.0,,1,.,Flwt,X,62,,,,,62
03PR00241,P0127,1,30,81,02,1,1.0,.,,EXP,1,2+,5.6,2.2,,1,.,Lww,X,60,,,,,60
03PR00242,P0033,1,30,81,02,1,1.0,.,,CTL,2,2-,7.1,2.8,,1,.,Lww,X,60,,,,,60
03PR00243,P0036,1,30,84,02,1,1.0,.,,CTL,2,3+,7.8,3.1,GOK,1,.,Inbr,X,58,,,,,58
03PR00244,P0048,1,30,83,02,1,1.0,.,,EXP,1,3-,6.3,2.5,,1,.,Flwt,X,60,,,,,60
03PR00245,P0098,1,30,84,02,1,1.0,.,,EXP,1,2-,6.9,2.7,,1,.,Inbr,X,60,,,,,60
03PR00246,P0253,1,30,82,02,1,1.0,.,,CTL,2,2-,7.1,2.8,,1,.,Ctrl,X,60,,,,,60
03PR00247,P0258,1,30,81,02,1,1.0,.,,EXP,2,1-,7.0,2.8,,1,.,Lww,X,60,,,,,60
03PR00248,P0259,1,30,81,02,1,1.0,.,,CTL,2,2+,7.2,2.8,,1,.,Lww,X,60,,,,,60
03PR00249,P0220,1,30,84,02,1,1.0,.,,CTL,1,3+,9.0,3.5,,1,.,Inbr,X,60,,,,,60
03PR00250,R1114,1,07,10,00,1,3.0,.,.,LIB,.,.,0.0,0.0,H6,S,LIB,LIB,X,oo,,,,,0
03PR00251,R1101,1,07,11,00,1,3.0,.,.,DUD,.,.,0.0,0.0,,S,LIB,LIB,X,oo,,,,,0
03PR00252,R1150,1,07,10,00,1,3.0,.,.,LIB,.,.,0.0,0.0,"NOT MUCH,H4",S,LIB,LIB,X,oo,,,,,0
03PR00253,R1084,1,07,12,00,1,3.0,.,.,LIB,.,.,0.0,0.0,"NOTCHed,SHORT",P,LIB,SAGE,X,oo,,,,,0
03PR00254,R1365,1,07,12,00,1,3.0,.,.,LIB,.,.,0.0,0.0,,S,LIB,CTL,X,oo,,,,,0
03PR00255,R1383,1,07,12,00,1,3.0,.,.,LIB,.,.,0.0,0.0,,P,LIB,CTL,X,oo,,,,,0
03PR00256,R1392,1,07,11,00,1,3.0,.,.,LIB,.,.,0.0,0.0,H5,S,LIB,LIB,X,oo,,,,,0
03PR00257,R1489,1,07,11,00,1,3.0,.,.,DUD,.,.,0.0,0.0,H7,P,LIB,LIB,X,oo,,,,,0
03PR00258,R1471,1,07,11,00,1,3.0,.,.,MKT,.,.,0.0,0.0,"H7,56s,MSG ??",3,MKT,SAGE,X,oo,,,,,0
03PR00259,R1533,1,07,10,00,1,3.0,.,.,D3,3,4-,8.7,3.4,,1,.,IDX2,Y,oo,23.1,3.7,16.0,96.6,62
03PR00260,R1567,1,07,10,00,1,3.0,.,.,LIB,.,.,0.0,0.0,H3,P,LIB,LIB,X,oo,,,,,0
03PR00261,R1583,1,43,13,00,1,3.0,.,.,.,2,3-,10.6,4.2,DUD >works,1,.,SAGE,Y,oo,22.5,3.4,15.1,98.1,62
03PR00262,R1614,1,43,13,00,1,3.0,.,.,LIB,.,.,0.0,0.0,"COARSE,56SHAG",S,LIB,LIB,X,oo,,,,,0
03PR00263,R1658,1,07,11,00,1,3.0,.,.,LIB,.,.,0.0,0.0,"H6, 56s",P,LIB,LWW1,X,oo,,,,,0
03PR00264,R1667,1,43,10,00,1,3.0,.,.,D3,2,2,9.6,3.8,,1,.,IDX1,Y,oo,23.2,4.0,17.4,95.0,62
03PR00265,R1685,1,07,10,00,1,3.0,.,.,LIB,.,.,0.0,0.0,"COARSE, F5+",P,LIB,LIB,X,oo,,,,,0
03PR00266,R1210,1,43,12,00,1,3.0,.,.,LIB,.,.,0.0,0.0,MALE MOUNTS,P,LIB,CTL,X,oo,,,,,0
03PR00267,R1214,1,43,12,00,1,3.0,.,.,LIB,.,.,0.0,0.0,F5,S,LIB,LIB,X,oo,,,,,0
03PR00268,R1231,1,07,10,00,1,3.0,.,.,.,3,4-,9.7,3.8,NICE,1,e.4,IDX1,Y,oo,23.9,3.5,14.6,96.1,60
03PR00269,R1247,1,07,11,00,1,3.0,.,.,LIB,.,.,0.0,0.0,MSG B.ovis,S,LIB,LIB,X,oo,,,,,0
03PR00270,R1264,1,43,13,00,1,3.0,.,.,.,7,3,10.0,3.9,H7,1,Tay,SAGE,Y,oo,22.2,3.8,17.3,97.1,62
03PR00271,R1288,1,43,13,00,1,3.0,.,.,LIB,.,.,0.0,0.0,NOTCHed,S,LIB,LIB,X,oo,,,,,0
03PR00272,R1848,1,07,12,00,1,3.0,.,.,LIB,.,.,0.0,0.0,SHORT STAPLE,P,LIB,LIB,X,oo,,,,,0
03PR00273,R1897,1,07,11,00,1,3.0,.,.,LIB,.,.,0.0,0.0,H7,P,LIB,SAGE,X,oo,,,,,0
03PR00274,R1950,1,07,12,00,1,3.0,.,.,LIB,.,.,0.0,0.0,"BAD HORN,H4",P,LIB,LIB,X,oo,,,,,0
03PR00275,R1986,1,07,12,00,1,3.0,.,.,LIB,.,.,0.0,0.0,,S,LIB,SAGE,X,oo,,,,,0
03PR00276,R1742,1,07,12,00,1,3.0,.,.,LIB,.,.,0.0,0.0,FEMININE,S,LIB,LIB,X,oo,,,,,0
03PR00277,R1726,1,07,13,00,1,3.0,.,.,LIB,.,.,0.0,0.0,H6,S,LIB,LIB,X,oo,,,,,0
03PR00278,R0339,1,43,10,99,1,4.0,.,.,DUD,.,.,0.0,0.0,DUD,S,ORE,P 30,X,oo,,,,,0
03PR00279,R0748,1,43,12,99,1,4.0,.,.,DUD,.,.,0.0,0.0,TEASER RAM,P,TZ,TEAZ,X,oo,,,,,0
03PR00280,R3105,1,07,18,02,1,1.0,.,,EXP,4,3-,7.3,2.9,,1,.,Ramb,Y,oo,20.5,3.6,17.7,98.8,70
03PR00281,R3102,1,07,18,02,1,1.0,.,,EXP,1,3-,6.4,2.5,,1,.,Ramb,Y,oo,20.5,3.9,18.8,98.2,70
03PR00282,R3136,1,07,18,02,1,1.0,.,,CTL,7,3+,7.8,3.1,H7,1,.,Ramb,Y,oo,20.0,4.3,21.4,97.3,70
03PR00283,R3149,1,07,18,02,1,1.0,.,,EXP,2,3+,7.4,2.9,,1,.,Ramb,Y,oo,23.6,4.7,20.0,90.7,60
03PR00284,R3160,1,07,18,02,1,1.0,.,,CTL,2,2-,7.7,3.0,,1,.,Ramb,Y,oo,20.1,3.2,16.0,99.5,70
03PR00285,R3123,1,07,18,02,1,1.0,.,,CTL,1,3-,7.2,2.8,,1,.,Ramb,Y,oo,22.0,3.7,16.8,98.1,64
03PR00286,R3193,1,07,18,02,1,1.0,.,,EXP,1,3,6.2,2.4,,1,.,Ramb,Y,oo,21.7,3.2,14.7,99.3,64
03PR00287,R3176,1,07,18,02,1,1.0,.,,EXP,3,3+,8.1,3.2,NICE,1,.,Ramb,Y,oo,20.7,3.7,18.0,98.8,64
03PR00288,R3179,1,07,18,02,1,1.0,.,,CTL,2,3+,8.0,3.1,NICE,1,.,Ramb,Y,oo,22.3,3.6,16.1,98.5,62
03PR00289,R3004,1,07,18,02,1,1.0,.,,CTL,3,3-,7.8,3.1,NICE,1,.,Ramb,Y,oo,23.4,3.9,16.7,95.5,62
03PR00290,R3035,1,07,18,02,1,1.0,.,,CTL,2,2,8.2,3.2,,1,.,Ramb,Y,oo,20.0,3.0,15.1,99.4,70
03PR00291,R3054,1,07,18,02,1,1.0,.,,EXP,4,3+,8.4,3.3,,1,.,Ramb,Y,oo,22.6,4.4,19.3,96.0,62
03PR00292,R3029,1,43,18,02,1,1.0,.,,EXP,2,3+,8.1,3.2,,1,.,Ramb,Y,oo,22.0,3.2,14.7,98.3,64
03PR00293,R3081,1,43,18,02,1,1.0,.,,CTL,3,3-,7.7,3.0,NICE,1,.,Ramb,Y,oo,20.9,3.6,17.4,98.4,64
03PR00294,R3098,1,07,18,02,1,1.0,.,,CTL,7,4-,6.4,2.5,H7,1,.,Ramb,Y,oo,23.0,4.2,18.1,95.1,62
03PR00295,R3077,1,43,18,02,1,1.0,.,,CTL,1,3+,7.8,3.1,BIG,1,.,Ramb,Y,oo,20.9,3.7,17.8,99.0,64
03PR00296,R3340,1,07,18,02,1,1.0,.,,CTL,7,3+,7.2,2.8,H7,1,.,Ramb,Y,oo,20.1,4.6,23.0,97.3,64
03PR00297,R3360,1,07,18,02,1,1.0,.,,EXP,7,3,6.8,2.7,H7,1,.,Ramb,Y,oo,21.7,4.5,20.7,95.1,64
03PR00298,R3362,1,43,18,02,1,1.0,.,,EXP,1,3,6.3,2.5,,1,.,Ramb,Y,oo,20.5,3.1,15.3,99.0,70
03PR00299,R3321,1,43,18,02,1,1.0,.,,EXP,3,3-,7.0,2.8,,1,.,Ramb,Y,oo,19.4,3.1,16.1,99.6,70
03PR00300,R3381,1,07,18,02,1,1.0,.,,CTL,2,3+,7.5,3.0,,1,.,Ramb,Y,oo,21.9,3.2,14.6,99.0,64
03PR00301,R3416,1,07,18,02,1,1.0,.,,CTL,1,3,6.3,2.5,,1,.,Ramb,Y,oo,20.7,3.3,15.8,99.2,64
03PR00302,R3401,1,07,18,02,1,1.0,.,,EXP,2,3-,7.3,2.9,NICE,1,.,Ramb,Y,oo,21.1,3.0,14.3,99.3,64
03PR00303,R3405,1,43,18,02,1,1.0,.,,EXP,2,2,7.1,2.8,"BUCK!,PNEU!",1,.,Ramb,Y,oo,19.1,2.9,15.4,99.6,80
03PR00304,R3430,1,07,18,02,1,1.0,.,,CTL,2,3,7.6,3.0,GOK 5/30/03,1,.,Ramb,Y,oo,21.8,3.4,15.7,98.4,64
03PR00305,R3456,1,07,18,02,1,1.0,.,,EXP,1,3-,6.0,2.4,,1,.,Ramb,Y,oo,21.1,4.6,21.8,96.6,64
03PR00306,R3428,1,07,18,02,1,1.0,.,,EXP,1,3,7.2,2.8,NICE,1,.,Ramb,Y,oo,22.5,3.8,16.9,96.6,62
03PR00307,R3506,1,07,18,02,1,1.0,.,,EXP,1,3+,7.3,2.9,,1,.,Ramb,Y,oo,24.5,4.3,17.4,91.8,60
03PR00308,R3507,1,07,18,02,1,1.0,.,,CTL,2,3,8.2,3.2,,1,.,Ramb,Y,oo,23.8,3.8,16.1,95.3,60
03PR00309,R3537,1,43,18,02,1,1.0,.,,CTL,2,5+,7.6,3.0,,1,.,Ramb,Y,oo,20.6,3.6,17.6,99.1,64
03PR00310,R3543,1,07,18,02,1,1.0,.,,CTL,2,4+,9.1,3.6,,1,.,Ramb,Y,oo,21.2,3.1,14.8,99.2,64
03PR00311,R3553,1,07,18,02,1,1.0,.,,CTL,3,3-,7.8,3.1,,1,.,Ramb,Y,oo,21.7,4.6,21.1,96.2,64
03PR00312,R3611,1,07,18,02,1,1.0,.,,EXP,2,5,7.6,3.0,F4,1,.,Ramb,Y,oo,22.5,3.9,17.3,96.6,62
03PR00313,R3618,1,43,18,02,1,1.0,.,,CTL,3,3-,6.5,2.6,,1,.,Ramb,Y,oo,21.4,3.7,17.3,98.3,64
03PR00314,R3649,1,07,18,02,1,1.0,.,,CTL,1,3,7.8,3.1,NICE,1,.,Ramb,Y,oo,19.8,3.4,17.3,99.5,70
03PR00315,R3655,1,07,18,02,1,1.0,.,,EXP,4,3-,6.0,2.4,H3,1,.,Ramb,Y,oo,19.7,3.8,19.5,99.0,70
03PR00316,R3656,1,07,18,02,1,1.0,.,,EXP,3,3-,6.7,2.6,,1,.,Ramb,Y,oo,21.9,3.4,15.4,99.0,64
03PR00317,R3652,1,43,18,02,1,1.0,.,,EXP,3,3,6.3,2.5,,1,.,Ramb,Y,oo,21.8,4.7,21.7,95.6,64
03PR00318,R3657,1,07,18,02,1,1.0,.,,EXP,2,3+,7.4,2.9,NICE,1,.,Ramb,Y,oo,21.8,3.8,17.4,97.9,64
03PR00319,R3660,1,07,18,02,1,1.0,.,,CTL,2,3,6.6,2.6,MUCHO,1,.,Ramb,Y,oo,19.1,3.0,15.7,99.7,80
03PR00320,R3663,1,07,18,02,1,1.0,.,,CTL,2,4-,8.2,3.2,NICE,1,.,Ramb,Y,oo,22.7,3.9,17.0,96.2,62
03PR00321,R3624,1,07,18,02,1,1.0,.,,CTL,1,3,6.2,2.4,"X, CR.FR.LEGS",1,.,Ramb,Y,oo,19.6,3.1,15.9,99.4,70
03PR00322,R3626,1,07,18,02,1,1.0,.,,CTL,6,3+,6.8,2.7,H6,1,.,Ramb,Y,oo,23.4,4.1,17.4,94.8,62
03PR00323,R3682,1,07,18,02,1,1.0,.,,CTL,1,3,7.5,3.0,,1,.,Ramb,Y,oo,21.8,4.5,20.7,94.2,64
03PR00324,R3210,1,43,18,02,1,1.0,.,,EXP,7,3-,8.1,3.2,H7 RUGGED,1,.,Ramb,Y,oo,21.4,3.9,18.1,98.0,64
03PR00325,R3217,1,07,18,02,1,1.0,.,,CTL,1,3+,7.6,3.0,,1,.,Ramb,Y,oo,22.5,3.8,17.1,96.8,62
03PR00326,R3234,1,43,18,02,1,1.0,.,,EXP,1,1-,8.9,3.5,"X, POLYPAY??",1,.,Ramb,Y,oo,20.1,3.3,16.5,99.5,70
03PR00327,R3240,1,07,18,02,1,1.0,.,,EXP,7,3+,7.9,3.1,H7,1,.,Ramb,Y,oo,21.5,4.3,19.9,96.4,64
03PR00328,R3265,1,07,18,02,1,1.0,.,,EXP,2,3-,6.2,2.4,,1,.,Ramb,Y,oo,22.1,4.0,18.1,97.7,62
03PR00329,R3810,1,43,18,02,1,1.0,.,,CTL,1,3-,7.6,3.0,,1,.,Ramb,Y,oo,21.6,4.1,18.9,96.8,64
03PR00330,R3819,1,07,18,02,1,1.0,.,,EXP,4,3,7.3,2.9,H3,1,.,Ramb,Y,oo,22.1,5.0,22.7,92.6,62
03PR00331,R3800,1,07,18,02,1,1.0,.,,CTL,2,3-,6.4,2.5,PEE SNIFFER,1,.,Ramb,Y,oo,21.3,3.5,16.6,98.8,64
03PR00332,R3833,1,07,18,02,1,1.0,.,,CTL,1,3,7.3,2.9,,1,.,Ramb,Y,oo,19.9,3.3,16.6,99.0,70
03PR00333,R3837,1,43,18,02,1,1.0,.,,CTL,1,3,6.5,2.6,NICE,1,.,Ramb,Y,oo,20.1,3.2,15.7,99.3,70
03PR00334,R3846,1,07,18,02,1,1.0,.,,CTL,1,4-,7.9,3.1,,1,.,Ramb,Y,oo,21.3,4.3,20.3,97.0,64
03PR00335,R3847,1,43,18,02,1,1.0,.,,EXP,3,4,7.1,2.8,,1,.,Ramb,Y,oo,19.5,3.4,17.7,99.3,70
03PR00336,R3885,1,07,18,02,1,1.0,.,,CTL,3,5,7.6,3.0,,1,.,Ramb,Y,oo,20.9,4.1,19.5,98.2,64
03PR00337,R3874,1,07,18,02,1,1.0,.,,CTL,2,3+,7.7,3.0,,1,.,Ramb,Y,oo,21.1,3.7,17.6,98.6,64
03PR00338,R3911,1,07,18,02,1,1.0,.,,EXP,7,3-,6.8,2.7,H7,1,.,Ramb,Y,oo,19.1,3.1,16.0,99.5,80
03PR00339,R3948,1,07,18,02,1,1.0,.,,CTL,1,3,7.3,2.9,NICE,1,.,Ramb,Y,oo,22.3,3.8,17.0,97.9,62
03PR00340,R3710,1,43,18,02,1,1.0,.,,EXP,5,4+,7.2,2.8,H3+,1,.,Ramb,Y,oo,21.8,4.1,19.0,97.5,64
03PR00341,R3731,1,07,18,02,1,1.0,.,,EXP,5,4+,7.5,3.0,,1,.,Ramb,Y,oo,22.4,4.4,19.5,95.8,62
03PR00342,R3760,1,43,18,02,1,1.0,.,,CTL,3,4+,8.0,3.1,,1,.,Ramb,Y,oo,22.6,3.8,16.7,97.0,62
03PR00343,R3781,1,43,18,02,1,1.0,.,,CTL,2,3,7.5,3.0,,1,.,Ramb,Y,oo,19.2,3.7,19.4,99.1,70
03PR00344,R3786,1,07,18,02,1,1.0,.,,EXP,3,3+,5.8,2.3,,1,.,Ramb,Y,oo,20.4,3.6,17.4,99.3,70
03PR00345,R3791,1,07,18,02,1,1.0,.,,EXP,3,3,7.4,2.9,NICE,1,.,Ramb,Y,oo,22.1,4.7,21.4,94.5,62
03PR00346,R3798,1,43,18,02,1,1.0,.,,CTL,7,3+,6.9,2.7,H7,1,.,Ramb,Y,oo,21.8,3.5,16.0,98.2,64
03PR00347,R3799,1,43,18,02,1,1.0,.,,EXP,3,4+,7.5,3.0,,1,.,Ramb,Y,oo,21.4,3.4,15.8,99.1,64
03PR00348,R3774,1,07,18,02,1,1.0,.,,EXP,4,3,8.2,3.2,,1,.,Ramb,Y,oo,22.6,4.5,20.0,93.8,62
03PR00349,R2169,1,07,11,01,1,2.0,.,.,LIB,.,.,0.0,0.0,"BALD, F2+",4,LIB,Sage,X,oo,,,,,0
03PR00350,R2122,1,43,13,00,1,3.0,.,.,.,6,3,8.6,3.4,"H6, NOTCHed",1,Tay,FW1,Y,oo,23.1,3.1,13.6,97.7,62
03PR00351,R2127,1,07,10,00,1,3.0,.,.,DUD,.,.,0.0,0.0,F4-,P,LIB,LIB,X,oo,,,,,0
03PR00352,R2171,1,43,10,01,1,2.0,.,.,LIB,.,.,0.0,0.0,,4,LIB,Sage,X,oo,,,,,0
03PR00353,R2174,1,07,13,01,1,2.0,.,.,D3,2,2-,9.5,3.7,,1,Pre,Wool,Y,oo,21.1,3.9,18.6,97.7,64
03PR00354,R2017,1,07,12,00,1,3.0,.,.,LIB,.,.,0.0,0.0,"CHK.H4, 56s",P,LIB,SAGE,X,oo,,,,,0
03PR00355,R2007,1,07,11,00,1,3.0,.,.,LIB,.,.,0.0,0.0,,S,LIB,LIB,X,oo,,,,,0
03PR00356,R2310,1,07,11,01,1,2.0,.,.,LIB,.,.,0.0,0.0,ENTR,4,LIB,Sage,X,oo,,,,,0
03PR00357,R2313,1,07,11,01,1,2.0,.,.,LIB,.,.,0.0,0.0,"2.3""S.L.",4,LIB,Lww,X,oo,,,,,0
03PR00358,R2318,1,07,13,01,1,2.0,.,.,LIB,2,3,8.9,3.5,sale ram,4,LIB,Wool,X,oo,21.5,3.5,16.0,,64
03PR00359,R2302,1,07,10,01,1,2.0,.,.,SLI,7,3+,8.0,3.1,H6,1,Pre,Lww,Y,oo,25.3,5.0,19.9,84.3,58
03PR00360,R2338,1,07,11,01,1,2.0,.,.,LIB,.,.,0.0,0.0,,4,LIB,Lww,X,oo,,,,,0
03PR00361,R2348,1,43,10,01,1,2.0,.,.,SLI,6,3+,9.6,3.8,H5,1,Pre,Idx,Y,oo,25.5,5.5,21.5,83.3,58
03PR00362,R2381,1,07,12,01,1,2.0,.,.,LIB,.,.,0.0,0.0,FIX tag R2381,4,LIB,Ctrl,X,oo,,,,,0
03PR00363,R2380,1,07,12,01,1,2.0,.,.,LIB,.,.,0.0,0.0,,4,LIB,Ctrl,X,oo,,,,,0
03PR00364,R2373,1,43,13,01,1,2.0,.,.,LIB,.,.,0.0,0.0,,4,LIB,Wool,X,oo,,,,,0
03PR00365,R2440,1,43,10,01,1,2.0,.,.,LIB,.,.,0.0,0.0,"H6,F5+",4,LIB,Lww,X,oo,,,,,0
03PR00366,R2445,1,07,11,01,1,2.0,.,.,LIB,.,.,0.0,0.0,H4,4,LIB,Sage,X,oo,,,,,0
03PR00367,R2442,1,07,11,01,1,2.0,.,.,.,1,3,8.5,3.3,,1,Tay,Lww,Y,oo,22.1,3.6,16.1,98.0,62
03PR00368,R2454,1,43,13,01,1,2.0,.,.,DUD,.,.,0.0,0.0,OK,2,DUD,Sage,X,oo,,,,,0
03PR00369,R2465,1,07,12,01,1,2.0,.,.,LIB,.,.,0.0,0.0,,4,LIB,Ctrl,X,oo,,,,,0
03PR00370,R2423,1,43,10,01,1,2.0,.,.,D3,1,3,9.2,3.6,,1,Pre,Sage,Y,oo,22.7,4.1,18.1,95.4,62
03PR00371,R2424,1,43,10,01,1,2.0,.,.,DUD,.,.,0.0,0.0,,2,DUD,Sage,X,oo,,,,,0
03PR00372,R2491,1,07,12,01,1,2.0,.,.,LIB,.,.,0.0,0.0,WEAK,4,LIB,Ctrl,X,oo,,,,,0
03PR00373,R2499,1,07,11,01,1,2.0,.,.,LIB,.,.,0.0,0.0,,4,LIB,Lww,X,oo,,,,,0
03PR00374,R2534,1,43,12,01,1,2.0,.,.,LIB,.,.,0.0,0.0,,4,LIB,Ctrl,X,oo,,,,,0
03PR00375,R2532,1,07,12,01,1,2.0,.,.,D3,4,3,8.5,3.3,,1,Pre,Idx,Y,oo,22.0,4.5,20.3,95.2,64
03PR00376,R2538,1,07,13,01,1,2.0,.,.,LIB,.,.,0.0,0.0,,4,LIB,Wool,X,oo,,,,,0
03PR00377,R2553,1,07,10,01,1,2.0,.,.,.,7,2,9.2,3.6,"F2,H7",1,eal,Lww,Y,oo,28.6,4.9,17.0,68.3,54
03PR00378,R2554,1,07,10,01,1,2.0,.,.,.,7,3+,8.6,3.4,H7,1,e.0,Lww,Y,oo,22.8,5.2,22.6,91.2,62
03PR00379,R2563,1,07,10,01,1,2.0,.,.,D3,5,4,9.2,3.6,F4-,1,Pre,Lww,Y,oo,23.8,5.2,21.8,89.1,60
03PR00380,R2564,1,43,13,01,1,2.0,.,.,LIB,.,.,0.0,0.0,,4,LIB,Sage,X,oo,,,,,0
