UID,ETAG,SEX,STM,LINE,YR,SEA,AGE,RGRP,LOT,HORN,FACE,STAPLE_CM,STAPLE_IN,RMK,PD,BPEN,STUDY,SAMPLE,SIGR,ORIENT,PDBHV,MIDX,FIDX,WORK,DISP,MICRON,SD,CV,CF,DIGR
04PR00001,01117,1,30,88,00,1,4.0,2,BHV,.,.,0.0,0.0,FIX tag 01117,3,.,LIB,N,60,???,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00002,A7198,1,30,88,00,1,4.0,2,BHV,.,.,0.0,0.0,"UGLY, -SIZE",3,.,LIB,N,58,???,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00003,A7199,1,30,88,00,1,4.0,0,.,2,2-,9.6,3.8,,1,03P,Flwt,N,58,HETRO,SAVE,82,84,W,,0.0,0.0,0.0,0.0,0
04PR00004,A7239,1,30,81,00,1,4.0,2,BHV,.,.,0.0,0.0,,3,.,LWW2,N,58,???,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00005,A7284,1,30,82,00,1,4.0,0,.,2,1-,9.8,3.9,NICE >works,1,01P,Flwt,N,60,HETRO,SAVE,92,92,W,,0.0,0.0,0.0,0.0,0
04PR00006,A7436,1,30,82,00,1,4.0,2,BHV,.,.,0.0,0.0,"TEASER, H5",V,TEA,TEAZ,N,58,TEAZ,+JNS+,0,0,W,,0.0,0.0,0.0,0.0,0
04PR00007,A7553,1,30,88,00,1,4.0,2,BHV,.,.,0.0,0.0,H2,3,.,LIB,N,54,HETRO,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00008,A7640,1,30,82,00,1,4.0,2,BHV,.,.,0.0,0.0,H3,3,.,FLWT,N,62,???,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00009,A7659,1,30,82,00,1,4.0,2,BHV,.,.,0.0,0.0,PINK QUAD pd1,3,.,LIB,N,58,HETRO,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00010,A7852,1,30,81,00,1,4.0,2,BHV,.,.,0.0,0.0,,3,.,LIB,N,58,HETRO,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00011,A7896,1,30,88,00,1,4.0,0,.,1,2+,6.2,2.4,,1,26P,Flwt,N,60,HETRO,SAVE,78,83,W,,0.0,0.0,0.0,0.0,0
04PR00012,A7913,1,30,82,00,1,4.0,2,BHV,.,.,0.0,0.0,,3,.,FLWT,N,60,DUD,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00013,A8193,1,30,81,01,1,3.0,2,BHV,.,.,0.0,0.0,,V,.,Lww,N,58,DUD,+JNS+,100,115,W,,0.0,0.0,0.0,0.0,0
04PR00014,A8234,1,30,84,01,1,3.0,2,OSU,.,.,0.0,0.0,,V,.,Lww,N,60,DUD,+JNS+,0,0,W,,0.0,0.0,0.0,0.0,0
04PR00015,A8248,1,30,81,01,1,3.0,2,BHV,.,.,0.0,0.0,"TB1,TRT.L.EYE",3,.,Lww,N,60,???,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00016,A8325,1,30,84,01,1,3.0,2,OSU,.,.,0.0,0.0,,V,.,Inbr,N,62,FOR.,OREGO,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00017,A8337,1,30,82,01,1,3.0,2,OSU,.,.,0.0,0.0,,V,.,Ctrl,N,60,HOMO,OREGO,99,91,W,93,0.0,0.0,0.0,0.0,0
04PR00018,A8379,1,30,83,01,1,3.0,0,.,1,2+,9.6,3.8,"X, BRITCHY",3,.,Flwt,N,56,HETRO,MKT,106,93,W,93,0.0,0.0,0.0,0.0,0
04PR00019,A8403,1,30,82,01,1,3.0,0,.,2,1-,6.0,2.4,"RCVR, H2",3,.,Lww,N,62,???,MKT,99,88,W,93,0.0,0.0,0.0,0.0,0
04PR00020,A8432,1,30,83,01,1,3.0,2,BHV,.,.,0.0,0.0,,3,.,Flwt,N,62,???,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00021,A8457,1,30,84,01,1,3.0,2,BHV,.,.,0.0,0.0,NICE,3,.,Inbr,N,60,???,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00022,A8479,1,30,82,01,1,3.0,2,BHV,.,.,0.0,0.0,4TEATS,3,.,Ctrl,N,60,???,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00023,A8496,1,30,83,01,1,3.0,2,OSU,.,.,0.0,0.0,,V,.,Flwt,N,60,DUD,+JNS+,109,103,W,,0.0,0.0,0.0,0.0,0
04PR00024,A8512,1,30,83,01,1,3.0,2,BHV,.,.,0.0,0.0,,3,.,Flwt,N,60,???,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00025,A8544,1,30,84,01,1,3.0,0,.,2,2-,8.5,3.3,,3,.,Lww,N,60,???,MKT,104,91,W,93,0.0,0.0,0.0,0.0,0
04PR00026,A8563,1,30,83,01,1,3.0,2,OSU,.,.,0.0,0.0,KEEP! R.TSTS?,3,.,Flwt,N,60,???,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00027,A8579,1,30,84,01,1,3.0,0,.,2,2+,7.5,3.0,,1,e.9,Lww,N,60,HETRO,SAVE,114,95,W,,0.0,0.0,0.0,0.0,0
04PR00028,A8582,1,30,82,01,1,3.0,2,OSU,.,.,0.0,0.0,,V,.,Ctrl,N,60,FOR.,OREGO,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00029,A8606,1,30,82,01,1,3.0,2,OSU,.,.,0.0,0.0,64 ?,3,.,Ctrl,N,62,???,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00030,A8607,1,30,82,01,1,3.0,2,OSU,.,.,0.0,0.0,,3,.,Ctrl,N,60,???,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00031,A8641,1,30,82,01,1,3.0,2,OSU,.,.,0.0,0.0,"LUMP JAW, TB1",3,.,Ctrl,N,58,???,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00032,A8647,1,30,83,01,1,3.0,0,.,3,2,10.0,3.9,,1,02P,Flwt,N,56,HETRO,SAVE,102,89,W,,0.0,0.0,0.0,0.0,0
04PR00033,A8681,1,30,83,01,1,3.0,2,BHV,.,.,0.0,0.0,,3,.,Flwt,N,60,???,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00034,A8715,1,30,83,01,1,3.0,2,OSU,.,.,0.0,0.0,,3,.,Flwt,N,60,???,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00035,A8736,1,30,82,01,1,3.0,2,OSU,.,.,0.0,0.0,,V,.,Ctrl,N,60,FOR.,OREGO,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00036,A8747,1,30,83,01,1,3.0,0,.,1,2+,11.0,4.3,,1,02a,Flwt,N,54,HETRO,SAVE,93,106,W,,0.0,0.0,0.0,0.0,0
04PR00037,A8748,1,30,83,01,1,3.0,2,OSU,.,.,0.0,0.0,,V,.,Flwt,N,56,DUD,+JNS+,88,92,W,,0.0,0.0,0.0,0.0,0
04PR00038,A8766,1,30,83,01,1,3.0,0,.,2,1-,9.0,3.5,,1,15P,Flwt,N,60,HETRO,SAVE,96,87,W,,0.0,0.0,0.0,0.0,0
04PR00039,A8794,1,30,84,01,1,3.0,2,OSU,.,.,0.0,0.0,,V,.,Lww,N,60,DUD,+JNS+,111,96,W,,0.0,0.0,0.0,0.0,0
04PR00040,A8800,1,30,84,01,1,3.0,2,OSU,.,.,0.0,0.0,SCUR,3,.,Inbr,N,58,???,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00041,A8879,1,30,84,01,1,3.0,0,.,1,2,7.4,2.9,,1,22P,Lww,N,60,HETRO,SAVE,89,85,W,,0.0,0.0,0.0,0.0,0
04PR00042,A8987,1,30,84,02,1,2.0,2,EXP,1,2,9.2,3.6,,1,.,Inbr,N,60,EXHET,+JNS+,96,109,W,,0.0,0.0,0.0,0.0,0
04PR00043,A9064,1,30,82,02,1,2.0,2,EXP,1,2,9.8,3.9,,1,.,Ctrl,N,58,HETRO,SAVE,96,100,W,,0.0,0.0,0.0,0.0,0
04PR00044,A9073,1,30,84,02,1,2.0,2,EXP,1,3+,9.2,3.6,,1,.,Inbr,N,60,HETRO,SAVE,98,104,W,,0.0,0.0,0.0,0.0,0
04PR00045,A9074,1,30,84,02,1,2.0,2,EXP,2,2,10.2,4.0,,1,.,Inbr,N,58,BISEX,SAVE,106,110,W,,0.0,0.0,0.0,0.0,0
04PR00046,A9088,1,30,84,02,1,2.0,2,EXP,2,1-,9.2,3.6,,1,eal,Inbr,N,58,HETRO,SAVE,107,108,W,,0.0,0.0,0.0,0.0,0
04PR00047,A9120,1,30,84,02,1,2.0,2,EXP,2,2+,9.3,3.7,X NUTS EPIS,3,eal,Inbr,N,58,EXHET,+JNS+,114,108,W,,0.0,0.0,0.0,0.0,0
04PR00048,A9122,1,30,84,02,1,2.0,2,CTL,2,2+,9.2,3.6,F1- H2,V,23P,Inbr,N,60,HOMO,+JNS+,116,118,W,,0.0,0.0,0.0,0.0,0
04PR00049,A9153,1,30,84,02,1,2.0,2,EXP,2,2+,8.0,3.1,,1,.,Inbr,N,60,HETRO,SAVE,96,109,W,,0.0,0.0,0.0,0.0,0
04PR00050,A9232,1,30,83,02,1,2.0,2,CTL,1,1-,7.0,2.8,F2-,1,04P,Flwt,N,58,HETRO,SAVE,96,84,W,,0.0,0.0,0.0,0.0,0
04PR00051,A9240,1,30,83,02,1,2.0,2,EXP,2,2-,8.4,3.3,,3,.,Flwt,N,60,HETRO,MKT,85,92,W,93,0.0,0.0,0.0,0.0,0
04PR00052,A9262,1,30,84,02,1,2.0,2,EXP,3,1-,8.4,3.3,H2,V,.,Inbr,N,60,EXHET,+JNS+,105,106,W,,0.0,0.0,0.0,0.0,0
04PR00053,A9263,1,30,84,02,1,2.0,2,EXP,2,1-,7.6,3.0,,3,.,Inbr,N,60,BISEX,MKT,109,94,W,93,0.0,0.0,0.0,0.0,0
04PR00054,A9278,1,30,82,02,1,2.0,2,CTL,1,2+,8.4,3.3,,V,13P,Ctrl,N,58,EXHET,+JNS+,99,98,W,,0.0,0.0,0.0,0.0,0
04PR00055,A9284,1,30,83,02,1,2.0,2,CTL,2,1-,7.6,3.0,,1,.,Flwt,N,62,HETRO,SAVE,98,101,W,,0.0,0.0,0.0,0.0,0
04PR00056,A9285,1,30,83,02,1,2.0,2,EXP,2,2+,7.4,2.9,KEEP,V,.,Flwt,N,62,EXHET,+JNS+,94,96,W,,0.0,0.0,0.0,0.0,0
04PR00057,A9292,1,30,82,02,1,2.0,2,EXP,2,2,8.0,3.1,NICE,1,.,Ctrl,N,62,EXHET,+JNS+,93,100,W,,0.0,0.0,0.0,0.0,0
04PR00058,A9295,1,30,82,02,1,2.0,2,CTL,2,1-,7.8,3.1,H2,1,03a,Ctrl,N,58,BISEX,SAVE,106,90,W,,0.0,0.0,0.0,0.0,0
04PR00059,A9357,1,30,82,02,1,2.0,2,EXP,2,2+,7.8,3.1,,3,.,Ctrl,N,58,BISEX,MKT,88,98,W,93,0.0,0.0,0.0,0.0,0
04PR00060,A9427,1,30,84,02,1,2.0,2,EXP,2,1-,9.2,3.6,,1,.,Inbr,N,60,BISEX,SAVE,100,92,W,,0.0,0.0,0.0,0.0,0
04PR00061,A9434,1,30,84,02,1,2.0,2,CTL,2,1-,8.8,3.5,,V,24P,Inbr,N,60,HOMO,+JNS+,91,103,W,,0.0,0.0,0.0,0.0,0
04PR00062,A9442,1,30,83,02,1,2.0,2,EXP,1,3+,9.4,3.7,,1,16P,Flwt,N,58,HETRO,SAVE,106,102,W,,0.0,0.0,0.0,0.0,0
04PR00063,A9456,1,30,84,02,1,2.0,2,CTL,1,2+,9.4,3.7,,1,.,Inbr,N,60,HETRO,SAVE,111,112,W,,0.0,0.0,0.0,0.0,0
04PR00064,A9466,1,30,81,02,1,2.0,2,EXP,2,2-,8.4,3.3,KEEP,1,.,Lww,N,58,HETRO,SAVE,91,103,W,,0.0,0.0,0.0,0.0,0
04PR00065,A9508,1,30,81,02,1,2.0,2,CTL,3,2,9.4,3.7,H3,3,.,Lww,N,60,HETRO,MKT,93,96,W,93,0.0,0.0,0.0,0.0,0
04PR00066,A9569,1,30,84,02,1,2.0,2,CTL,2,2,9.6,3.8,TORN TAG 5/3,3,.,Inbr,N,56,HETRO,MKT,97,108,W,93,0.0,0.0,0.0,0.0,0
04PR00067,A9581,1,30,81,02,1,2.0,2,EXP,2,2,9.7,3.8,,V,.,Lww,N,56,EXHET,+JNS+,102,99,W,,0.0,0.0,0.0,0.0,0
04PR00068,A9588,1,30,84,02,1,2.0,2,EXP,2,2,10.4,4.1,H2,1,e10,Inbr,N,58,HETRO,SAVE,118,113,W,,0.0,0.0,0.0,0.0,0
04PR00069,A9606,1,30,83,02,1,2.0,2,EXP,1,3+,9.0,3.5,,1,eal,Flwt,N,60,HETRO,SAVE,107,107,W,,0.0,0.0,0.0,0.0,0
04PR00070,A9640,1,30,84,02,1,2.0,2,CTL,2,1-,8.8,3.5,1TAG,1,.,Inbr,N,60,EXHET,+JNS+,106,115,W,,0.0,0.0,0.0,0.0,0
04PR00071,A9682,1,30,81,02,1,2.0,2,CTL,2,2+,9.4,3.7,,V,.,Lww,N,58,EXHET,+JNS+,108,107,W,,0.0,0.0,0.0,0.0,0
04PR00072,A9707,1,30,83,02,1,2.0,2,CTL,1,2+,9.6,3.8,,V,.,Flwt,N,60,EXHET,+JNS+,92,112,W,,0.0,0.0,0.0,0.0,0
04PR00073,A9731,1,30,84,02,1,2.0,2,EXP,2,2+,8.0,3.1,FAT,1,.,Inbr,N,58,BISEX,SAVE,101,97,W,,0.0,0.0,0.0,0.0,0
04PR00074,A9750,1,30,81,02,1,2.0,2,EXP,1,2,8.9,3.5,,V,11P,Lww,N,58,EXHET,+JNS+,95,88,W,,0.0,0.0,0.0,0.0,0
04PR00075,A9762,1,30,83,02,1,2.0,2,EXP,2,3+,7.4,2.9,,3,.,Flwt,N,60,BISEX,MKT,91,86,W,93,0.0,0.0,0.0,0.0,0
04PR00076,A9826,1,30,83,02,1,2.0,2,EXP,2,2-,7.6,3.0,,V,04a,Flwt,N,62,EXHET,+JNS+,97,80,W,,0.0,0.0,0.0,0.0,0
04PR00077,A9827,1,30,83,02,1,2.0,2,EXP,2,2-,7.0,2.8,,3,.,Flwt,N,58,BISEX,MKT,98,84,W,93,0.0,0.0,0.0,0.0,0
04PR00078,A9882,1,30,81,02,1,2.0,2,CTL,3,2,8.2,3.2,H3,3,.,Lww,N,60,HETRO,MKT,100,77,W,93,0.0,0.0,0.0,0.0,0
04PR00079,A9890,1,30,83,02,1,2.0,2,CTL,2,2,10.8,4.3,H2,1,21P,Flwt,N,58,HETRO,SAVE,103,108,W,,0.0,0.0,0.0,0.0,0
04PR00080,A9897,1,30,81,02,1,2.0,2,EXP,2,2,9.0,3.5,H2,1,.,Lww,N,60,EXHET,+JNS+,99,93,W,,0.0,0.0,0.0,0.0,0
04PR00081,A9902,1,30,82,02,1,2.0,2,CTL,1,1-,6.7,2.6,,V,.,Ctrl,N,60,HOMO,+JNS+,100,96,W,,0.0,0.0,0.0,0.0,0
04PR00082,A9911,1,30,84,02,1,2.0,2,CTL,2,1-,9.4,3.7,X SM TSTS,3,25P,Inbr,N,58,EXHET,+JNS+,93,104,W,,0.0,0.0,0.0,0.0,0
04PR00083,A9941,1,30,84,02,1,2.0,2,CTL,2,2+,10.0,3.9,,V,.,Inbr,N,58,HOMO,+JNS+,92,104,W,,0.0,0.0,0.0,0.0,0
04PR00084,A9943,1,30,82,02,1,2.0,2,CTL,2,2,7.8,3.1,,3,.,Ctrl,N,62,HETRO,MKT,89,89,W,93,0.0,0.0,0.0,0.0,0
04PR00085,A9963,1,30,82,02,1,2.0,2,EXP,2,2+,8.8,3.5,,V,14P,Ctrl,N,58,EXHET,+JNS+,102,102,W,,0.0,0.0,0.0,0.0,0
04PR00086,H0424,1,30,88,03,1,1.0,0,.,1,2,6.5,2.6,,1,.,Poly,N,62,YRLG,SAVE,0,0,0,,0.0,0.0,0.0,0.0,0
04PR00087,H0471,1,30,88,03,1,1.0,0,.,1,2,7.5,3.0,,1,.,Poly,N,62,YRLG,SAVE,0,0,0,,0.0,0.0,0.0,0.0,0
04PR00088,H0479,1,30,88,03,1,1.0,0,X,2,3-,8.4,3.3,X ABS. RR.LEG,1,.,Poly,N,58,YRLG,SAVE,0,0,0,93,0.0,0.0,0.0,0.0,0
04PR00089,H0501,1,30,88,03,1,1.0,0,.,1,3+,7.4,2.9,GAUNT,1,.,Poly,N,58,YRLG,SAVE,0,0,0,,0.0,0.0,0.0,0.0,0
04PR00090,H0503,1,30,88,03,1,1.0,0,.,1,3+,6.4,2.5,"NICE, TB1",1,.,Poly,N,62,YRLG,SAVE,0,0,0,,0.0,0.0,0.0,0.0,0
04PR00091,H0534,1,30,88,03,1,1.0,0,X,1,3-,5.8,2.3,X WHITE EYE,1,.,Poly,N,60,YRLG,SAVE,0,0,0,93,0.0,0.0,0.0,0.0,0
04PR00092,H0539,1,30,88,03,1,1.0,0,.,1,1-,6.4,2.5,,1,.,Poly,N,60,YRLG,SAVE,0,0,0,,0.0,0.0,0.0,0.0,0
04PR00093,H0540,1,30,88,03,1,1.0,0,.,1,1-,7.2,2.8,,1,.,Poly,N,58,YRLG,SAVE,0,0,0,,0.0,0.0,0.0,0.0,0
04PR00094,H0546,1,30,88,03,1,1.0,0,.,1,1-,7.8,3.1,,1,.,Poly,N,62,YRLG,SAVE,0,0,0,,0.0,0.0,0.0,0.0,0
04PR00095,H0557,1,30,88,03,1,1.0,0,X,1,3+,7.5,3.0,"X, BRITCHY",3,X,Poly,N,56,YRLG,X,0,0,0,,0.0,0.0,0.0,0.0,0
04PR00096,H0562,1,30,88,03,1,1.0,0,.,1,2+,6.4,2.5,"FX.RIBS,L,OK",1,.,Poly,N,60,YRLG,SAVE,0,0,0,,0.0,0.0,0.0,0.0,0
04PR00097,H0563,1,30,88,03,1,1.0,0,.,1,2,6.5,2.6,F2+,1,.,Poly,N,58,YRLG,SAVE,0,0,0,,0.0,0.0,0.0,0.0,0
04PR00098,H0571,1,30,88,03,1,1.0,0,.,1,2-,7.1,2.8,,1,.,Poly,N,60,YRLG,SAVE,0,0,0,,0.0,0.0,0.0,0.0,0
04PR00099,H0585,1,30,88,03,1,1.0,0,.,2,1-,6.9,2.7,H2,1,.,Poly,N,58,YRLG,SAVE,0,0,0,,0.0,0.0,0.0,0.0,0
04PR00100,H0596,1,30,88,03,1,1.0,0,.,1,1-,6.9,2.7,,1,.,Poly,N,58,YRLG,SAVE,0,0,0,,0.0,0.0,0.0,0.0,0
04PR00101,H0598,1,30,88,03,1,1.0,0,.,1,2,7.8,3.1,BUCK!,1,.,Poly,N,58,YRLG,SAVE,0,0,0,,0.0,0.0,0.0,0.0,0
04PR00102,H0606,1,30,88,03,1,1.0,0,.,1,3+,6.4,2.5,,1,.,Poly,N,58,YRLG,SAVE,0,0,0,,0.0,0.0,0.0,0.0,0
04PR00103,H0612,1,30,88,03,1,1.0,0,.,2,1-,7.3,2.9,F2 H2,1,.,Poly,N,58,YRLG,SAVE,0,0,0,,0.0,0.0,0.0,0.0,0
04PR00104,H0615,1,30,88,03,1,1.0,0,.,1,2,6.8,2.7,,1,.,Poly,N,60,YRLG,SAVE,0,0,0,,0.0,0.0,0.0,0.0,0
04PR00105,H0626,1,30,88,03,1,1.0,0,.,2,2,7.2,2.8,,1,.,Poly,N,58,YRLG,SAVE,0,0,0,,0.0,0.0,0.0,0.0,0
04PR00106,H0627,1,30,88,03,1,1.0,0,.,1,4+,8.5,3.3,"NICE, TB1",1,.,Poly,N,58,YRLG,SAVE,0,0,0,,0.0,0.0,0.0,0.0,0
04PR00107,H0630,1,30,88,03,1,1.0,0,.,1,2-,6.8,2.7,,1,.,Poly,N,60,YRLG,SAVE,0,0,0,,0.0,0.0,0.0,0.0,0
04PR00108,H0631,1,30,88,03,1,1.0,0,.,1,1-,7.3,2.9,TB1,1,.,Poly,N,58,YRLG,SAVE,0,0,0,,0.0,0.0,0.0,0.0,0
04PR00109,H0641,1,30,88,03,1,1.0,0,.,1,2,7.6,3.0,NICE,1,.,Poly,N,58,YRLG,SAVE,0,0,0,06,0.0,0.0,0.0,0.0,0
04PR00110,H0655,1,30,88,03,1,1.0,0,.,1,2,8.0,3.1,NICE,1,.,Poly,N,60,YRLG,SAVE,0,0,0,,0.0,0.0,0.0,0.0,0
04PR00111,H0656,1,30,88,03,1,1.0,0,.,1,1-,6.1,2.4,NICE,1,.,Poly,N,62,YRLG,SAVE,0,0,0,,0.0,0.0,0.0,0.0,0
04PR00112,H0689,1,30,88,03,1,1.0,0,.,2,1-,6.6,2.6,H2,1,.,Poly,N,58,YRLG,SAVE,0,0,0,,0.0,0.0,0.0,0.0,0
04PR00113,H0691,1,30,88,03,1,1.0,0,.,3,3+,6.6,2.6,H3,1,.,Poly,N,60,YRLG,SAVE,0,0,0,,0.0,0.0,0.0,0.0,0
04PR00114,H0692,1,30,88,03,1,1.0,0,.,1,2-,7.2,2.8,NICE,1,.,Poly,N,60,YRLG,SAVE,0,0,0,,0.0,0.0,0.0,0.0,0
04PR00115,H0709,1,30,88,03,1,1.0,0,.,2,1-,7.0,2.8,F2+ H2,1,.,Poly,N,62,YRLG,SAVE,0,0,0,,0.0,0.0,0.0,0.0,0
04PR00116,H0728,1,30,88,03,1,1.0,0,.,1,2+,9.2,3.6,PNEU.,1,.,Poly,N,58,YRLG,SAVE,0,0,0,,0.0,0.0,0.0,0.0,0
04PR00117,H0733,1,30,88,03,1,1.0,0,.,1,1-,8.3,3.3,F2+,1,.,Poly,N,60,YRLG,SAVE,0,0,0,,0.0,0.0,0.0,0.0,0
04PR00118,H0737,1,30,88,03,1,1.0,0,.,1,1-,6.5,2.6,"X, CR. LEGS",3,.,Poly,N,60,YRLG,MKT,0,0,0,93,0.0,0.0,0.0,0.0,0
04PR00119,I0064,1,02,ID,96,1,8.0,I,.,1,3,8.0,3.1,Krakow Ram,3,e4a,Ida,N,58,HETRO,MKT,0,0,W,02,0.0,0.0,0.0,0.0,0
04PR00120,K1196,1,06,68,00,1,4.0,0,.,1,3+,8.6,3.4,"BIG, 17.3",1,nd9,Adg,Y,54,HETRO,SAVE,99,102,W,,32.2,6.0,18.7,40.5,48
04PR00121,K1206,1,06,68,00,1,4.0,2,BHV,.,.,0.0,0.0,"RCVR<, F2",3,.,ADG,N,58,???,MKT,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00122,K1450,1,06,68,00,1,4.0,0,.,1,3+,9.0,3.5,"NICE, 62 ?",1,52a,Adg,Y,58,HETRO,SAVE,92,98,W,,26.0,3.7,14.4,89.1,58
04PR00123,K1468,1,06,68,00,1,4.0,2,BHV,.,.,0.0,0.0,JUMPER,V,.,LIB,N,58,HOMO,OREGO,0,0,W,93,0.0,0.0,0.0,0.0,0
04PR00124,K1553,1,06,68,01,1,3.0,0,.,1,2-,8.6,3.4,"NICE!, B1 09",1,nd9,Adg,Y,56,HETRO,SAVE,99,92,W,,29.5,5.1,17.4,59.6,50
04PR00125,K1596,1,06,68,01,1,3.0,0,.,2,3-,9.1,3.6,,3,.,Adg,Y,56,DUD,MKT,102,105,W,93,28.6,4.8,16.7,67.0,54
04PR00126,K1640,1,06,68,01,1,3.0,0,.,1,2,9.7,3.8,"NICE,#12BV,F2",1,nd9,Adg,Y,58,HETRO,SAVE,104,97,W,04,26.4,4.0,15.3,86.2,56
04PR00127,K1673,1,06,68,01,1,3.0,0,.,1,3+,10.4,4.1,#15 BV,1,54a,Adg,Y,56,HETRO,SAVE,110,104,W,,30.3,4.7,15.7,52.9,50
04PR00128,K1683,1,06,68,01,1,3.0,0,.,2,2-,9.4,3.7,,1,.,Adg,Y,56,HETRO,SAVE,101,104,W,,30.2,5.1,16.7,52.5,50
04PR00129,K1701,1,06,68,01,1,3.0,0,.,1,3-,10.2,4.0,,1,nd9,Adg,Y,56,HETRO,SAVE,95,107,W,,29.4,4.5,15.4,62.4,50
04PR00130,K1857,1,06,68,01,1,3.0,0,.,2,3-,9.6,3.8,,1,nd9,Adg,Y,56,HETRO,SAVE,108,112,W,,30.2,4.8,15.8,56.2,50
04PR00131,K1906,1,06,68,01,1,3.0,0,.,3,3,9.8,3.9,"H3,NICE",3,.,Adg,Y,56,???,MKT,96,92,W,93,29.5,4.3,14.6,61.0,50
04PR00132,K2007,1,06,68,01,1,3.0,0,.,2,2-,11.2,4.4,"X, ABS. JAW",3,nd9,Adg,Y,54,DUD,MKT,104,93,W,93,31.6,4.4,14.1,41.5,48
04PR00133,K2024,1,06,68,01,1,3.0,0,.,2,2,9.7,3.8,> FIRE4,1,nd9,Adg,Y,56,HETRO,SAVE,100,106,W,,30.9,5.9,19.1,49.3,50
04PR00134,K2129,1,06,68,02,1,2.0,0,.,1,2-,8.4,3.3,,1,e.8,Adg,Y,58,HETRO,SAVE,108,98,W,,29.0,3.9,13.5,68.6,54
04PR00135,K2209,1,06,68,02,1,2.0,0,.,2,3-,8.5,3.3,,1,nd9,Adg,Y,56,HETRO,SAVE,106,89,W,,29.0,3.9,13.4,67.1,54
04PR00136,K2219,1,06,68,02,1,2.0,2,BHV,.,.,0.0,0.0,-INDEX,3,.,Adg,N,58,BISEX,MKT,83,90,W,93,0.0,0.0,0.0,0.0,0
04PR00137,K2304,1,06,68,02,1,2.0,2,BHV,.,.,0.0,0.0,"NICE, DUDw",3,.,Adg,N,58,HETRO,MKT,96,107,W,93,0.0,0.0,0.0,0.0,0
04PR00138,K2348,1,06,68,02,1,2.0,0,.,1,2,8.6,3.4,NICE,1,nd9,Adg,Y,56,HETRO,SAVE,108,100,W,,29.4,4.7,15.9,61.9,50
04PR00139,K2368,1,06,68,02,1,2.0,0,.,1,2-,9.8,3.9,SL.ENTR,1,51K,Adg,Y,56,HETRO,SAVE,123,105,W,,28.4,4.2,14.6,71.2,54
04PR00140,K2454,1,06,68,02,1,2.0,0,.,1,2,10.8,4.3,F2,1,53K,Adg,Y,56,BISEX,SAVE,119,121,W,,28.7,4.2,14.7,70.3,54
04PR00141,K2469,1,06,68,02,1,2.0,0,.,1,2,9.1,3.6,F2,3,nd9,Adg,Y,56,HETRO,MKT,109,98,W,93,30.2,4.8,15.9,54.8,50
04PR00142,K2546,1,06,68,02,1,2.0,0,.,1,3,9.3,3.7,"4TEATS, 51alt",1,e.6,Adg,Y,58,EXHET,SAVE,114,106,W,,27.1,4.4,16.1,78.1,56
04PR00143,K2592,1,06,68,02,1,2.0,2,BHV,.,.,0.0,0.0,"F5+, -INDEX",3,.,Adg,N,60,HETRO,MKT,79,101,W,93,0.0,0.0,0.0,0.0,0
04PR00144,K2595,1,06,68,02,1,2.0,0,.,2,2-,9.0,3.5,,1,nd9,Adg,Y,56,HETRO,SAVE,109,101,W,,28.8,3.5,12.2,70.6,54
04PR00145,K2610,1,06,68,02,1,2.0,0,.,1,3+,9.1,3.6,NICE,1,nd9,Adg,Y,56,BISEX,SAVE,105,112,W,,29.9,6.3,21.0,57.5,50
04PR00146,K2621,1,06,68,02,1,2.0,0,.,1,2-,10.0,3.9,NICE,1,nd9,Adg,Y,56,HETRO,SAVE,111,86,W,,28.6,5.6,19.7,68.5,54
04PR00147,K2630,1,06,68,02,1,2.0,0,.,1,2-,9.0,3.5,,1,e.7,Adg,Y,58,HETRO,SAVE,109,102,W,,27.7,3.8,13.6,78.9,56
04PR00148,K2652,1,06,68,02,1,2.0,0,.,2,2-,8.6,3.4,,3,53a,Adg,Y,60,HETRO,MKT,115,91,W,93,25.1,3.6,14.2,92.7,58
