UID,ETAG,SEX,STM,LINE,YR,AGE,STAPLE_IN,STAPLE_CM,FACE,HORN,RMK,MICRON,SD,CV,CF,DIGR
18PR00001,H8468,2,30,,14,4.0,2.4,6.0,,,.,31.2,4.9,15.8,46.9,
18PR00002,H8491,2,30,,14,4.0,3.0,7.5,,,TerminalOnly,32.0,6.0,18.7,40.2,
18PR00003,H8492,2,30,,14,4.0,2.2,5.7,,,RP,29.8,5.0,16.6,58.6,
18PR00004,H8495,2,30,,14,4.0,3.4,8.6,,,NICE LAMB,28.0,5.0,17.8,71.9,
18PR00005,H8508,2,30,,14,4.0,3.3,8.5,,,BIG.TITS,32.1,5.9,18.4,41.3,
18PR00006,H8511,2,30,,14,4.0,3.8,9.7,,,NICE LAMB,28.7,4.7,16.2,66.2,
18PR00007,H8514,2,30,,14,4.0,2.3,5.8,,,1ST,23.0,4.5,19.6,93.4,
18PR00008,H8519,2,30,,14,4.0,3.3,8.4,,,ADRU Term,30.7,5.8,18.9,51.3,
18PR00009,H8524,2,30,,14,4.0,3.0,7.5,,,.,26.6,4.8,18.1,79.6,
18PR00010,H8530,2,30,,14,4.0,3.0,7.5,,,2ND NICE LAMB,29.7,5.2,17.4,57.0,
18PR00011,H8540,2,30,,14,4.0,2.6,6.6,,,.,23.5,3.6,15.2,97.1,
18PR00012,H8545,2,30,,14,4.0,3.4,8.7,,,.,30.0,4.7,15.8,55.7,
18PR00013,H8547,2,30,,14,4.0,2.9,7.3,,,LameTx,31.2,5.5,17.5,45.4,
18PR00014,H8571,2,30,,14,4.0,3.7,9.5,,,ADRU Term,29.6,4.8,16.2,58.3,
18PR00015,H8591,2,30,,14,4.0,3.6,9.2,,,TerminalOnly,30.4,5.3,17.3,50.1,
18PR00016,H8601,2,30,,14,4.0,3.1,8.0,,,NICE LAMB,25.6,5.7,22.1,79.8,
18PR00017,H8602,2,30,,14,4.0,3.8,9.7,,,NICE LAMB,32.3,6.4,19.9,39.2,
18PR00018,H8615,2,30,,14,4.0,3.7,9.5,,,TerminalOnly,32.3,5.4,16.8,37.1,
18PR00019,H8620,2,30,,14,4.0,3.1,8.0,,,PNEU,26.1,4.7,18.1,82.3,
18PR00020,H8640,2,30,,14,4.0,3.1,8.0,,,SM UDDER,30.3,4.8,15.8,50.2,
18PR00021,H8664,2,30,,14,4.0,2.8,7.0,,,SMUDDER,27.3,5.6,20.4,71.7,
18PR00022,H8668,2,30,,14,4.0,2.6,6.6,,,.,29.0,5.7,19.8,61.5,
18PR00023,H8687,2,30,,14,4.0,3.0,7.5,,,2ND,30.0,5.5,18.2,54.9,
18PR00024,H8691,2,30,,14,4.0,2.4,6.0,,,NICE LAMB,27.7,5.0,17.9,72.0,
18PR00025,H8694,2,30,,14,4.0,3.7,9.3,,,SMUDDER,,,,,
18PR00026,H8697,2,30,,14,4.0,2.2,5.7,,,LSD.BLOODY,25.1,4.5,18.1,87.4,
18PR00027,H8709,2,30,,14,4.0,2.6,6.5,,,.,27.1,4.7,17.2,78.0,
18PR00028,H8721,2,30,,14,4.0,2.9,7.3,,,NICE LAMB,28.8,5.3,18.4,63.1,
18PR00029,H8722,2,30,,14,4.0,3.1,8.0,,,TerminalOnly,30.1,5.3,17.7,53.7,
18PR00030,H8760,2,30,,14,4.0,2.6,6.7,,,.,27.7,4.6,16.7,74.2,
18PR00031,H8765,2,30,,14,4.0,4.2,10.6,,,.,31.2,5.8,18.5,45.3,
18PR00032,H8768,2,30,,14,4.0,3.4,8.7,,,.,31.7,5.7,18.0,41.1,
18PR00033,H8780,2,30,,14,4.0,2.6,6.5,,,.,27.2,4.3,15.8,80.0,
18PR00034,H8782,2,30,,14,4.0,3.5,8.9,,,TerminalOnly,29.7,5.7,19.2,57.2,
18PR00035,H8785,2,30,,14,4.0,2.8,7.0,,,.,29.7,4.7,15.9,56.6,
18PR00036,H8786,2,30,,14,4.0,3.2,8.2,,,TerminalOnly,30.0,5.2,17.3,57.9,
18PR00037,H8788,2,30,,14,4.0,3.0,7.6,,,.,28.8,5.0,17.3,65.8,
18PR00038,H8809,2,30,,14,4.0,3.5,9.0,,,ADRU Term,29.2,4.5,15.5,64.1,
18PR00039,H8822,2,30,,14,4.0,3.2,8.2,,,ADRU Term,27.6,6.0,21.8,71.2,
18PR00040,H8828,2,30,,14,4.0,3.1,8.0,,,TerminalOnly,30.5,4.5,14.7,51.5,
18PR00041,H8829,2,30,,14,4.0,2.4,6.0,,,TAIL.CHEWED,26.1,4.1,15.5,87.0,
18PR00042,H9272,2,30,,16,2.0,3.5,9.0,,,.,,,,,
18PR00043,H9279,2,30,,16,2.0,3.3,8.4,,,.,,,,,
18PR00044,H9288,2,30,,16,2.0,4.1,10.5,,,Rescued,,,,,
18PR00045,H9290,2,30,,16,2.0,3.0,7.5,,,ADRU Term,,,,,
18PR00046,H9291,2,30,,16,2.0,3.9,10.0,,,ADRU Term,,,,,
18PR00047,H9292,2,30,,16,2.0,3.5,8.8,,,.,,,,,
18PR00048,H9293,2,30,,16,2.0,3.5,9.0,,,.,,,,,
18PR00049,H9294,1,30,,16,2.0,3.9,9.8,,,"1ST, Scurs",32.3,7.6,23.6,42.6,
18PR00050,H9296,2,30,,16,2.0,2.6,6.5,,,TerminalOnly,,,,,
18PR00051,H9299,2,30,,16,2.0,2.5,6.4,,,1ST,,,,,
18PR00052,H9300,2,30,,16,2.0,3.1,8.0,,,ADRU Term,,,,,
18PR00053,H9304,2,30,,16,2.0,3.5,9.0,,,ADRU Term,,,,,
18PR00054,H9306,2,30,,16,2.0,3.9,10.0,,,ADRU Term,,,,,
18PR00055,H9310,2,30,,16,2.0,3.0,7.5,,,3RD.P,,,,,
18PR00056,H9312,2,30,,16,2.0,2.5,6.4,,,2ND,,,,,
18PR00057,H9315,2,30,,16,2.0,3.4,8.6,,,TerminalOnly,,,,,
18PR00058,H9317,2,30,,16,2.0,3.1,8.0,,,1ST,,,,,
18PR00059,H9322,2,30,,16,2.0,2.4,6.0,,,1ST,,,,,
18PR00060,H9325,2,30,,16,2.0,3.2,8.2,,,2ND.H,,,,,
18PR00061,H9327,2,30,,16,2.0,3.0,7.7,,,2ND,,,,,
18PR00062,H9330,2,30,,16,2.0,2.6,6.7,,,2ND.SCRS,,,,,
18PR00063,H9332,2,30,,16,2.0,3.7,9.5,,,.,,,,,
