UID,ETAG,SEX,STM,LINE,YR,SEA,AGE,RGRP,TRT,LOT,HORN,FACE,STAPLE_CM,STAPLE_IN,RMK,SAMPLE,MICRON,SD,CV,DIGR
98PR00440,K9671,1,06,68,97,1,1.0,0,M,...,4,3+,9.0,3.5,LUPINE,Y,25.02,4.58,18.3,58
98PR00441,K9286,1,05,00,97,1,1.0,0,H,...,2,3,8.0,3.1,"homozyg,FAHMY",Y,26.02,5.15,19.8,58
98PR00442,K9298,1,91,00,97,1,1.0,0,D,...,2,2-,6.0,2.4,RAM,Y,23.92,5.91,24.7,60
98PR00443,K9861,1,06,68,97,1,1.0,0,R,...,2,3,8.0,3.1,,Y,27.23,5.75,21.1,56
98PR00444,K9821,1,06,68,97,1,1.0,0,C,...,1,3-,7.0,2.8,,Y,23.26,3.85,16.5,62
98PR00445,K9884,1,06,68,97,1,1.0,0,C,...,1,3+,9.0,3.5,,Y,24.9,4.48,18.0,60
98PR00446,K9873,1,06,68,97,1,1.0,0,M,...,2,3,8.4,3.3,,Y,24.13,5.15,21.4,60
98PR00447,K9902,1,06,68,97,1,1.0,0,C,...,1,2,8.1,3.2,,Y,25.4,4.79,18.9,58
98PR00448,K9991,1,05,00,97,1,1.0,0,H,...,3,3-,6.8,2.7,"CC,homozygous",Y,22.72,6.0,26.4,60
98PR00449,K9992,1,05,00,97,1,1.0,0,H,...,1,3,5.0,2.0,"CC,homozygous",Y,20.94,3.58,17.1,64
98PR00450,K9708,1,06,68,97,1,1.0,0,C,...,1,2-,6.5,2.6,,Y,23.82,6.02,25.3,60
98PR00451,K9707,1,05,00,97,1,1.0,0,H,...,2,3,7.2,2.8,,Y,22.61,3.97,17.5,62
98PR00452,K9735,1,06,68,97,1,1.0,0,R,...,1,3+,6.4,2.5,,Y,23.29,4.23,18.2,62
98PR00453,K9738,1,05,00,97,1,1.0,0,H,...,2,3,6.6,2.6,"NICE,homozyg,",Y,22.13,4.09,18.5,62
98PR00454,K9741,1,06,68,97,1,1.0,0,M,...,3,2,7.2,2.8,,Y,24.34,4.85,19.9,60
98PR00455,K9751,1,05,00,97,1,1.0,0,H,...,1,3+,7.0,2.8,,Y,19.23,3.92,20.4,70
98PR00456,K9752,1,05,00,97,1,1.0,0,H,...,1,3+,7.0,2.8,,Y,18.81,3.75,19.9,80
98PR00457,K9764,1,06,68,97,1,1.0,0,M,...,2,3+,7.0,2.8,,Y,24.91,4.39,17.6,60
98PR00458,K9765,1,06,68,97,1,1.0,0,C,...,1,3,8.3,3.3,4TEATS,Y,24.09,5.36,22.3,60
98PR00459,K9723,1,06,68,97,1,1.0,0,R,...,1,2,8.0,3.1,,Y,22.28,4.4,19.8,62
98PR00460,K9724,1,06,68,97,1,1.0,0,R,...,1,3+,8.5,3.3,MEAN,Y,26.26,5.73,21.8,58
98PR00461,K9782,1,06,68,97,1,1.0,0,C,...,1,4+,6.0,2.4,"SMOKY,chk?",Y,23.7,4.55,19.2,60
98PR00462,K9775,1,05,00,97,1,1.0,0,H,...,2,1-,6.0,2.4,"homozyg,",Y,17.54,3.36,19.2,80
98PR00463,K9778,1,05,00,97,1,1.0,0,H,...,.,..,0.0,0.0,"homozyg,?SIZE",N,0.0,0.0,0.0,
98PR00464,S8138,1,42,13,97,1,1.0,0,F,...,3,3-,7.0,2.8,,Y,21.02,3.68,17.5,64
98PR00465,S8152,1,07,10,97,1,1.0,0,M,...,3,3,7.0,2.8,,Y,21.76,4.27,19.6,64
98PR00466,S8160,1,07,11,97,1,1.0,0,R,...,1,3,5.5,2.2,"X,SM.R.TESTE",Y,20.62,3.67,17.8,64
98PR00467,S8124,1,07,10,97,1,1.0,0,M,...,7,3-,7.0,2.8,H4+,Y,19.84,3.96,19.9,70
98PR00468,S8184,1,43,11,97,1,1.0,0,R,...,2,3+,8.0,3.1,Save 1998sale,Y,20.32,3.9,19.2,70
98PR00469,S8011,1,43,12,97,1,1.0,0,C,...,2,4+,6.2,2.4,,Y,18.62,3.31,17.8,80
98PR00470,S8008,1,43,13,97,1,1.0,0,F,...,2,3-,8.5,3.3,,Y,20.86,4.0,19.2,64
98PR00471,S8043,1,43,10,97,1,1.0,0,M,...,3,3,8.0,3.1,,Y,21.42,4.18,19.5,64
98PR00472,S8046,1,43,12,97,1,1.0,0,C,...,2,4+,7.5,3.0,,Y,20.92,3.04,14.5,64
98PR00473,S8050,1,43,10,97,1,1.0,0,M,...,2,3,8.1,3.2,,Y,21.68,3.78,17.4,64
98PR00474,S8058,1,07,11,97,1,1.0,0,R,...,1,3+,6.1,2.4,,Y,20.82,4.59,22.0,64
98PR00475,S8059,1,07,12,97,1,1.0,0,C,...,4,3,6.5,2.6,H3,Y,21.83,4.22,19.3,64
98PR00476,S8098,1,43,13,97,1,1.0,0,F,...,1,3-,7.2,2.8,,Y,17.89,3.29,18.4,80
98PR00477,S8074,1,07,ID,97,1,1.0,I,I,...,2,2,7.0,2.8,,Y,22.87,4.52,19.8,62
98PR00478,S8316,1,07,ID,97,1,1.0,I,I,...,3,2,7.2,2.8,,Y,20.25,3.19,15.8,70
98PR00479,S8305,1,07,11,97,1,1.0,0,R,...,1,3+,6.3,2.5,,Y,23.41,4.38,18.7,62
98PR00480,S8337,1,07,11,97,1,1.0,0,R,...,4,3,6.8,2.7,,Y,19.72,4.85,24.6,64
98PR00481,S8352,1,07,10,97,1,1.0,0,M,...,2,4-,7.0,2.8,,Y,19.42,3.69,19.0,70
98PR00482,S8391,1,07,ID,97,1,1.0,I,I,...,1,2,6.2,2.4,,Y,19.26,4.27,22.2,70
98PR00483,S8392,1,07,ID,97,1,1.0,I,I,...,3,2-,6.0,2.4,,Y,21.16,4.36,20.6,64
98PR00484,S8398,1,43,12,97,1,1.0,0,C,...,3,3+,6.5,2.6,,Y,19.15,3.81,19.9,70
98PR00485,S8444,1,43,10,97,1,1.0,0,M,...,7,3,7.0,2.8,H5,Y,21.72,4.44,20.5,64
98PR00486,S8442,1,07,11,97,1,1.0,0,R,...,2,3+,6.2,2.4,,Y,21.25,4.65,21.9,64
98PR00487,S8447,1,07,ID,97,1,1.0,I,I,...,2,3,6.0,2.4,,Y,21.53,4.37,20.3,64
98PR00488,S8451,1,07,10,97,1,1.0,0,M,...,1,3-,7.5,3.0,Top line 10,Y,19.78,4.31,21.8,70
98PR00489,S8450,1,07,10,97,1,1.0,0,M,...,4,3,6.0,2.4,,Y,19.0,3.87,20.4,80
98PR00490,S8455,1,07,10,97,1,1.0,0,M,...,2,3,6.8,2.7,,Y,19.05,3.91,20.5,80
98PR00491,S8421,1,07,10,97,1,1.0,0,M,...,3,2,7.0,2.8,LUPINE,Y,21.9,4.75,21.7,64
98PR00492,S8428,1,07,10,97,1,1.0,0,M,...,2,3,6.2,2.4,Top line 10,Y,18.45,3.4,18.4,80
98PR00493,S8489,1,07,12,97,1,1.0,0,C,...,3,3-,6.6,2.6,,Y,19.14,3.27,17.1,80
98PR00494,S8508,1,07,10,97,1,1.0,0,M,...,4,3+,7.2,2.8,,Y,18.97,3.89,20.5,80
98PR00495,S8509,1,07,10,97,1,1.0,0,M,...,2,3+,6.0,2.4,,Y,20.45,4.03,19.7,70
98PR00496,S8530,1,07,10,97,1,1.0,0,M,...,3,3-,7.0,2.8,BIG,Y,19.62,4.05,20.6,70
98PR00497,S8554,1,43,13,97,1,1.0,0,F,...,3,4+,5.7,2.2,,Y,21.45,4.07,19.0,64
98PR00498,S8524,1,07,11,97,1,1.0,0,R,...,1,3-,6.0,2.4,,Y,19.01,3.45,18.1,80
98PR00499,S8582,1,43,10,97,1,1.0,0,M,...,5,3,7.8,3.1,DROWNED,Y,22.24,4.15,18.7,62
98PR00500,S8595,1,43,12,97,1,1.0,0,C,...,1,4,6.3,2.5,,Y,19.74,4.35,22.1,70
98PR00501,S8573,1,07,ID,97,1,1.0,I,I,...,2,2,7.3,2.9,,Y,22.13,4.09,18.5,62
98PR00502,S8575,1,43,12,97,1,1.0,0,C,...,6,3,7.2,2.8,,Y,21.1,3.63,17.2,64
98PR00503,S8576,1,43,12,97,1,1.0,0,C,...,6,3,6.8,2.7,H4,Y,21.66,4.38,20.2,64
98PR00504,S8640,1,07,12,97,1,1.0,0,C,...,2,3+,5.5,2.2,,Y,17.83,3.82,21.4,80
98PR00505,S8645,1,07,11,97,1,1.0,0,R,...,7,3-,6.0,2.4,H5+,Y,19.7,4.0,20.3,70
98PR00506,S8660,1,07,13,97,1,1.0,0,F,...,2,3+,6.2,2.4,,Y,20.0,3.5,17.5,70
98PR00507,S8666,1,07,ID,97,1,1.0,I,I,...,4,3,6.7,2.6,,Y,21.44,3.68,17.2,64
98PR00508,S8667,1,07,ID,97,1,1.0,I,I,...,1,2-,7.0,2.8,,Y,21.29,3.69,17.3,64
98PR00509,S8621,1,43,12,97,1,1.0,0,C,...,2,3-,5.6,2.2,,Y,22.36,4.2,18.8,62
98PR00510,S8622,1,43,12,97,1,1.0,0,C,...,2,3-,6.3,2.5,,Y,19.5,4.09,21.0,70
98PR00511,S8681,1,07,11,97,1,1.0,0,R,...,2,3,6.6,2.6,FIX BIG TAG,Y,17.84,4.56,25.5,70
98PR00512,S8693,1,43,13,97,1,1.0,0,F,...,2,2,7.5,3.0,,Y,19.06,4.3,22.5,70
98PR00513,S8697,1,43,13,97,1,1.0,0,F,...,2,3-,6.5,2.6,,Y,20.43,4.27,20.9,70
98PR00514,S8679,1,07,12,97,1,1.0,0,C,...,4,3-,5.8,2.3,,Y,19.18,4.25,22.2,70
98PR00515,S8208,1,07,11,97,1,1.0,0,R,...,4,3,6.0,2.4,2ndEBV line11,Y,21.32,4.94,23.2,64
98PR00516,S8237,1,43,12,97,1,1.0,0,C,...,2,3,7.0,2.8,,Y,18.71,3.47,18.6,80
98PR00517,S8268,1,43,12,97,1,1.0,0,C,...,5,4+,7.5,3.0,,Y,19.22,3.53,18.4,70
98PR00518,S8224,1,07,11,97,1,1.0,0,R,...,1,3+,6.8,2.7,TopEBV line11,Y,23.38,4.61,19.7,62
98PR00519,S8283,1,43,10,97,1,1.0,0,M,...,3,3,6.6,2.6,"X,L.EPI",N,21.0,4.0,19.0,64
98PR00520,S8286,1,43,12,97,1,1.0,0,C,...,2,3,7.2,2.8,,Y,19.32,3.93,20.3,70
98PR00521,S8287,1,43,12,97,1,1.0,0,C,...,2,4+,7.9,3.1,,Y,20.18,4.12,20.4,70
98PR00522,S8273,1,07,12,97,1,1.0,0,C,...,3,3,6.3,2.5,,Y,23.0,4.01,17.4,62
98PR00523,S8804,1,42,13,97,1,1.0,0,F,...,3,2-,6.5,2.6,,Y,19.58,3.66,18.7,70
98PR00524,S8843,1,07,10,97,1,1.0,0,M,...,1,2-,6.8,2.7,,Y,18.46,4.07,22.0,80
98PR00525,S8849,1,42,10,97,1,1.0,0,M,...,5,2,7.0,2.8,,Y,19.73,3.85,19.5,70
98PR00526,S8860,1,43,12,97,1,1.0,0,C,...,1,3,6.2,2.4,CHK.R.TESTE,Y,19.69,3.71,18.9,70
98PR00527,S8826,1,07,ID,97,1,1.0,I,I,...,3,3,6.7,2.6,,Y,17.46,3.35,19.2,80
98PR00528,S8827,1,07,ID,97,1,1.0,I,I,...,2,3,6.8,2.7,,Y,17.71,3.85,21.7,80
98PR00529,S8873,1,43,11,97,1,1.0,0,R,...,5,3,8.0,3.1,,Y,21.25,4.32,20.3,64
98PR00530,S8872,1,43,11,97,1,1.0,0,R,...,5,3,7.2,2.8,,Y,20.28,3.62,17.9,70
98PR00531,S8974,1,43,13,97,1,1.0,0,F,...,2,3+,6.3,2.5,SLICK BAND-1,Y,19.85,3.87,19.5,70
98PR00532,S8715,1,43,13,97,1,1.0,0,F,...,1,4-,5.5,2.2,NECKFOLDS,Y,19.46,4.19,21.5,70
98PR00533,S8735,1,43,12,97,1,1.0,0,C,...,3,4+,7.2,2.8,4TEATS,Y,20.6,4.31,20.9,64
98PR00534,S8732,1,07,ID,97,1,1.0,I,I,...,2,2+,6.2,2.4,,Y,17.61,3.75,21.3,80
98PR00535,S8751,1,07,ID,97,1,1.0,I,I,...,1,3,7.7,3.0,,Y,18.78,3.85,20.5,80
98PR00536,S8781,1,07,13,97,1,1.0,0,F,...,3,3,7.2,2.8,,Y,21.31,3.36,15.8,64
98PR00537,S8790,1,43,12,97,1,1.0,0,C,...,2,2-,5.8,2.3,,Y,18.49,3.64,19.7,80
98PR00538,S8793,1,07,ID,97,1,1.0,I,I,...,6,3,7.6,3.0,,Y,20.82,3.77,18.1,64
98PR00539,S8792,1,07,ID,97,1,1.0,I,I,...,2,2+,7.3,2.9,,Y,21.4,3.6,16.8,64
98PR00540,S8775,1,42,12,97,1,1.0,0,C,...,7,3,7.2,2.8,H7,Y,19.23,3.7,19.3,70
98PR00541,S7800,1,07,11,97,1,1.0,0,R,...,1,3,7.6,3.0,,Y,21.6,4.37,20.2,64
98PR00542,S7808,1,07,11,97,1,1.0,0,R,...,1,3,8.0,3.1,4TEATS,Y,23.69,4.54,19.2,60
98PR00543,S7846,1,07,12,97,1,1.0,0,C,...,1,5,8.2,3.2,,Y,22.3,4.5,20.2,62
98PR00544,S7842,1,43,13,97,1,1.0,0,F,...,3,4-,8.0,3.1,,Y,21.27,4.08,19.2,64
98PR00545,S7848,1,07,11,97,1,1.0,0,R,...,2,3+,6.2,2.4,NAXCEL,Y,21.44,4.76,22.2,64
98PR00546,S7847,1,07,12,97,1,1.0,0,C,...,1,4+,7.2,2.8,,Y,21.89,4.49,20.5,64
98PR00547,S7853,1,43,13,97,1,1.0,0,F,...,2,3+,8.2,3.2,,Y,19.39,4.14,21.3,70
98PR00548,S7855,1,43,13,97,1,1.0,0,F,...,2,3-,7.0,2.8,,Y,20.1,3.19,15.9,70
98PR00549,S7858,1,43,10,97,1,1.0,0,M,...,5,3,8.2,3.2,H4,Y,20.37,3.39,16.6,70
98PR00550,S7860,1,42,12,97,1,1.0,0,C,...,4,3,7.3,2.9,,Y,21.1,4.01,19.0,64
98PR00551,S7820,1,07,ID,97,1,1.0,I,I,...,2,2-,6.0,2.4,,Y,23.64,3.99,16.9,60
98PR00552,S7896,1,43,12,97,1,1.0,0,C,...,7,3+,7.0,2.8,H7,Y,22.62,3.74,16.5,62
98PR00553,S7874,1,07,11,97,1,1.0,0,R,...,1,3-,6.0,2.4,NICE,Y,22.87,5.24,22.9,62
98PR00554,S7903,1,42,13,97,1,1.0,0,F,...,2,2,6.8,2.7,,Y,17.9,2.83,15.8,80
98PR00555,S7908,1,07,11,97,1,1.0,0,R,...,4,2-,7.5,3.0,,Y,19.78,3.36,17.0,70
98PR00556,S7909,1,07,11,97,1,1.0,0,R,...,1,3+,6.0,2.4,,Y,22.69,4.67,20.6,62
98PR00557,S7907,1,07,11,97,1,1.0,0,R,...,2,3+,7.1,2.8,4TEATS,Y,19.96,3.72,18.7,70
98PR00558,S7983,1,42,13,97,1,1.0,0,F,...,2,3-,7.8,3.1,,Y,18.0,3.74,20.8,80
98PR00559,S7990,1,07,10,97,1,1.0,0,M,...,7,3-,7.0,2.8,H5,Y,21.79,3.74,17.2,64
98PR00560,S7753,1,42,13,97,1,1.0,0,F,...,5,3+,7.2,2.8,UGLY HORNS,Y,19.79,4.15,21.0,70
98PR00561,S7756,1,07,11,97,1,1.0,0,R,...,2,2-,7.0,2.8,,Y,19.45,4.39,22.6,70
98PR00562,S7762,1,43,12,97,1,1.0,0,C,...,1,2,8.0,3.1,LUPINE,Y,19.31,3.58,18.5,70
98PR00563,S7793,1,07,ID,97,1,1.0,I,I,...,1,2+,7.9,3.1,,Y,19.55,3.04,15.6,70
98PR00564,S7777,1,07,12,97,1,1.0,0,C,...,1,4,6.3,2.5,,Y,21.11,3.75,17.8,64
98PR00565,T5840,1,02,41,97,1,1.0,2,M,...,1,2+,7.3,2.9,,Y,23.15,4.88,21.1,62
98PR00566,T5856,1,02,42,97,1,1.0,2,C,...,2,3+,5.5,2.2,,Y,20.68,4.32,20.9,64
98PR00567,T5902,1,02,ID,97,1,1.0,I,I,...,1,3+,7.9,3.1,,Y,20.42,3.91,19.2,70
98PR00568,T5908,1,02,42,97,1,1.0,2,C,...,3,2-,6.0,2.4,need CTRL 61#,Y,22.4,3.66,16.3,62
98PR00569,T5931,1,02,41,97,1,1.0,2,M,...,1,2+,7.5,3.0,,Y,21.36,5.35,25.1,62
98PR00570,T5938,1,02,42,97,1,1.0,2,C,...,2,2+,6.3,2.5,,Y,22.12,3.86,17.4,62
98PR00571,T5953,1,02,41,97,1,1.0,2,M,...,2,3+,7.3,2.9,,Y,21.98,3.8,17.3,64
98PR00572,T5985,1,02,41,97,1,1.0,2,M,...,2,2,8.5,3.3,,Y,22.98,4.22,18.4,62
98PR00573,T5988,1,02,41,97,1,1.0,2,M,...,1,3-,7.6,3.0,,Y,22.04,4.79,21.7,64
98PR00574,T6111,1,02,41,97,1,1.0,2,M,...,2,2+,6.8,2.7,4TEATS,Y,20.36,4.08,20.1,70
98PR00575,T6101,1,02,42,97,1,1.0,2,C,...,1,3,6.2,2.4,need CTRL 58#,Y,21.8,4.01,18.4,64
98PR00576,T6151,1,02,41,97,1,1.0,2,M,...,1,3-,7.9,3.1,TopEBV-pen412,Y,22.22,4.9,22.1,62
98PR00577,T6150,1,02,41,97,1,1.0,2,M,...,1,3-,8.6,3.4,TopEBV-pen412,Y,23.7,4.37,18.4,60
98PR00578,T6159,1,02,ID,97,1,1.0,I,I,...,2,3,7.5,3.0,,Y,20.86,3.91,18.7,64
98PR00579,T6123,1,02,41,97,1,1.0,2,M,...,2,3+,6.2,2.4,"H3,chk",Y,20.51,4.02,19.6,70
98PR00580,T6122,1,02,41,97,1,1.0,2,M,...,4,3-,7.4,2.9,"H3,topEBV@411",Y,23.37,4.08,17.5,62
98PR00581,T6191,1,02,42,97,1,1.0,2,C,...,4,3,7.0,2.8,,Y,21.32,3.48,16.3,64
98PR00582,T6194,1,02,ID,97,1,1.0,I,I,...,1,2+,6.6,2.6,NAXCEL,Y,19.01,3.55,18.7,80
98PR00583,T6196,1,02,42,97,1,1.0,2,C,...,5,2-,7.2,2.8,"X, HORNS-6",Y,22.57,5.56,24.6,62
98PR00584,T6010,1,02,ID,97,1,1.0,I,I,...,2,3,8.5,3.3,,Y,24.04,4.12,17.1,60
98PR00585,T6016,1,02,41,97,1,1.0,2,M,...,2,2,6.6,2.6,,Y,22.88,4.13,18.0,62
98PR00586,T6018,1,02,ID,97,1,1.0,I,I,...,1,3-,7.2,2.8,,Y,19.82,3.81,19.2,70
98PR00587,T6008,1,02,41,97,1,1.0,2,M,...,1,3-,7.2,2.8,,Y,21.02,3.79,18.1,64
98PR00588,T6009,1,02,42,97,1,1.0,2,C,...,1,3,7.0,2.8,,Y,22.56,4.8,21.3,62
98PR00589,T6036,1,02,42,97,1,1.0,2,C,...,2,2,7.0,2.8,,Y,21.14,3.64,17.2,64
98PR00590,T6032,1,02,42,97,1,1.0,2,C,...,2,3+,6.0,2.4,,Y,23.1,4.38,18.9,62
98PR00591,T6037,1,02,42,97,1,1.0,2,C,...,1,2+,6.8,2.7,"X,R.CRYPTO.",Y,22.27,4.5,20.2,62
98PR00592,T6045,1,02,41,97,1,1.0,2,M,...,1,2-,7.0,2.8,,Y,22.87,4.43,19.4,62
98PR00593,T6051,1,02,42,97,1,1.0,2,C,...,2,2,6.8,2.7,,Y,21.64,4.92,22.7,64
98PR00594,T6053,1,02,42,97,1,1.0,2,C,...,2,3,6.1,2.4,,Y,21.43,3.72,17.4,64
98PR00595,T6056,1,02,41,97,1,1.0,2,M,...,1,3-,7.8,3.1,,Y,21.48,5.5,25.6,62
98PR00596,T6061,1,02,ID,97,1,1.0,I,I,...,1,3,7.3,2.9,"NICE,NICE",Y,21.23,4.12,19.4,64
98PR00597,T6063,1,02,42,97,1,1.0,2,C,...,2,2-,6.2,2.4,,Y,22.26,4.18,18.8,62
98PR00598,T6068,1,02,41,97,1,1.0,2,M,...,1,3,8.0,3.1,,Y,22.27,3.98,17.9,62
98PR00599,T6021,1,02,42,97,1,1.0,2,C,...,1,3+,6.5,2.6,,Y,24.23,5.06,20.9,60
98PR00600,T6025,1,02,41,97,1,1.0,2,M,...,2,2-,7.3,2.9,,Y,20.41,3.86,18.9,70
98PR00601,T6089,1,02,41,97,1,1.0,2,M,...,1,3+,6.5,2.6,,Y,21.14,4.18,19.8,64
98PR00602,T6098,1,02,41,97,1,1.0,2,M,...,1,3+,7.8,3.1,,Y,19.91,4.05,20.3,70
98PR00603,T6097,1,02,42,97,1,1.0,2,C,...,2,3+,5.6,2.2,,Y,19.49,4.44,22.8,70
98PR00604,T6070,1,02,ID,97,1,1.0,I,I,...,2,2+,6.5,2.6,tr=3!,Y,18.63,3.57,19.1,80
98PR00605,T6073,1,02,ID,97,1,1.0,I,I,...,1,2-,7.2,2.8,"X, SICK",Y,20.9,4.24,20.3,64
98PR00606,T6314,1,02,ID,97,1,1.0,I,I,...,1,3+,8.1,3.2,"X,FX.LF.LEG",Y,19.58,3.69,18.9,70
98PR00607,T6316,1,02,42,97,1,1.0,2,C,...,1,3,7.0,2.8,,Y,22.63,5.12,22.6,62
98PR00608,T6331,1,02,42,97,1,1.0,2,C,...,2,3+,6.2,2.4,need CTRL 58#,Y,21.34,4.44,20.8,64
98PR00609,T6341,1,02,ID,97,1,1.0,I,I,...,1,3+,5.8,2.3,,Y,18.56,3.65,19.7,80
98PR00610,T6348,1,02,ID,97,1,1.0,I,I,...,2,3+,6.0,2.4,,Y,22.61,5.81,25.7,62
98PR00611,T6366,1,02,42,97,1,1.0,2,C,...,1,3+,7.0,2.8,,Y,21.84,4.75,21.7,64
98PR00612,T6368,1,02,42,97,1,1.0,2,C,...,2,2-,5.1,2.0,need CTRL 63#,Y,18.27,4.17,22.8,70
98PR00613,T6322,1,02,42,97,1,1.0,2,C,...,1,3+,4.8,1.9,,Y,17.89,3.74,20.9,80
98PR00614,T6383,1,02,41,97,1,1.0,2,M,...,1,3-,7.0,2.8,NICESOLIDjaw6,Y,24.2,4.85,20.0,60
98PR00615,T6390,1,02,42,97,1,1.0,2,C,...,1,3-,5.4,2.1,need CTRL 55#,Y,20.8,4.08,19.6,64
98PR00616,T6372,1,02,41,97,1,1.0,2,M,...,1,3+,7.1,2.8,,Y,24.64,5.02,20.4,60
98PR00617,T6419,1,02,ID,97,1,1.0,I,I,...,1,3-,6.5,2.6,,Y,18.77,3.71,19.8,80
98PR00618,T6404,1,02,41,97,1,1.0,2,M,...,3,2-,7.8,3.1,,Y,20.42,4.65,22.8,64
98PR00619,T6212,1,02,42,97,1,1.0,2,C,...,2,2,5.7,2.2,,Y,19.53,3.95,20.3,70
98PR00620,T6206,1,02,ID,97,1,1.0,I,I,...,1,3,7.5,3.0,,Y,20.48,4.08,19.9,70
98PR00621,T6259,1,02,41,97,1,1.0,2,M,...,.,..,0.0,0.0,,N,0.0,0.0,0.0,
98PR00622,T6224,1,02,ID,97,1,1.0,I,I,...,1,3+,7.0,2.8,,Y,18.35,3.22,17.5,80
98PR00623,T6285,1,02,42,97,1,1.0,2,C,...,2,2,7.5,3.0,,Y,23.56,4.77,20.3,60
98PR00624,A4265,1,30,81,97,1,1.0,0,M,...,2,3+,7.2,2.8,,Y,22.94,4.4,19.2,62
98PR00625,S6580,2,43,ID,96,1,2.0,7,I,LIM,.,..,8.6,3.4,,y,23.99,4.27,17.8,60
98PR00626,S6694,2,43,ID,96,1,2.0,7,I,LIM,.,..,8.0,3.1,,y,26.96,5.41,20.1,56
98PR00627,S6800,2,43,ID,96,1,2.0,7,I,LIM,.,..,9.1,3.6,,y,24.31,5.04,20.7,60
98PR00628,S6836,2,07,ID,96,1,2.0,7,I,LIM,.,..,9.0,3.5,,y,22.64,4.0,17.7,62
98PR00629,S6859,2,07,ID,96,1,2.0,7,I,LIM,.,..,9.2,3.6,,y,21.93,4.42,20.2,64
98PR00630,S6893,2,43,ID,96,1,2.0,7,I,LIM,.,..,8.8,3.5,SICK? 4/24,y,24.14,4.81,19.9,60
98PR00631,S6919,2,43,ID,96,1,2.0,7,I,LIM,.,..,8.5,3.3,,y,24.67,4.35,17.6,60
98PR00632,S6958,2,43,ID,96,1,2.0,7,I,LIM,.,..,8.0,3.1,STIFF WM,y,24.72,3.82,15.4,60
98PR00633,S6740,2,43,ID,96,1,2.0,7,I,LIM,.,..,8.5,3.3,ENTR,y,23.94,3.93,16.4,60
98PR00634,S6749,2,43,ID,96,1,2.0,7,I,LIM,.,..,9.6,3.8,,y,24.66,3.73,15.1,60
98PR00635,S6750,2,43,ID,96,1,2.0,7,I,LIM,.,..,9.0,3.5,,y,25.19,4.1,16.3,58
98PR00636,S6766,2,43,ID,96,1,2.0,7,I,LIM,.,..,9.4,3.7,4TEATS,y,25.45,3.89,15.3,58
98PR00637,S7170,2,43,ID,96,1,2.0,7,I,LIM,.,..,8.0,3.1,,y,24.73,3.69,14.9,60
98PR00638,S7018,2,43,ID,96,1,2.0,7,I,LIM,.,..,9.3,3.7,,y,25.17,5.25,20.8,58
98PR00639,S7317,2,43,ID,96,1,2.0,7,I,LIM,.,..,8.0,3.1,,y,24.7,4.87,19.7,60
98PR00640,S7466,2,43,ch,96,1,2.0,7,c,LIM,.,..,9.3,3.7,,y,21.06,4.63,22.0,64
98PR00641,S7600,2,07,ch,96,1,2.0,7,c,LIM,.,..,7.5,3.0,,y,23.45,3.96,16.9,62
98PR00642,S7605,2,07,ch,96,1,2.0,7,c,LIM,.,..,7.6,3.0,,y,22.1,4.05,18.3,62
98PR00643,S7698,2,07,ch,96,1,2.0,7,c,LIM,.,..,9.0,3.5,,y,22.61,4.97,22.0,62
