UID,ETAG,SEX,STM,LINE,YR,SEA,AGE,BGRP,GRP,SF,BPEN,TY3,TY5,FACE,SHOU,SIDE,HIP,GRAMS,RMK,YIELD,MICRON,STAPLE_CM,STAPLE_IN
93PR00702,S1739,1,07,18,91,1,2.0,,,,,,,3,71,71,0,0,,67.3,18.8,7.1,2.8
93PR00703,S1741,2,07,18,91,1,2.0,1,S,S,NON,1,1.0,,20,20,0,0,,,,5.1,2.0
93PR00704,S1742,2,07,18,91,1,2.0,1,S,S, 42,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00705,S1747,2,42,18,91,1,2.0,1,,S, 41,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00706,S1749,2,42,18,91,1,2.0,1,,S, 42,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00707,S1753,1,42,18,91,1,2.0,,,,,,,2-,66,65,0,0,,65.9,19.8,6.6,2.6
93PR00708,S1755,2,07,18,91,1,2.0,1,,S, 21,0,0.0,,25,25,0,0,,,,6.4,2.5
93PR00709,S1757,2,07,18,91,1,2.0,A,1,S,TXL,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00710,S1764,1,42,18,91,1,2.0,,,,,,,3,70,73,0,0,,67.0,23.5,7.2,2.8
93PR00711,S1770,2,07,18,91,1,2.0,A,2,S,208,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00712,S1773,2,07,18,91,1,2.0,1,S,S,NON,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00713,S1774,2,07,18,91,1,2.0,1,,S, 35,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00714,S1776,2,42,18,91,1,2.0,1,,S, 41,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00715,S1795,2,07,18,91,1,2.0,1,,S, 11,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00716,S1800,2,07,18,91,1,2.0,1,S,S, 41,1,0.0,,26,24,0,0,,,,6.4,2.5
93PR00717,S1801,2,07,18,91,1,2.0,1,S,S,NON,1,1.0,,22,20,0,0,,,,5.3,2.1
93PR00718,S1802,2,07,18,91,1,2.0,1,,S, 31,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00719,S1804,2,07,18,91,1,2.0,1,,S, 22,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00720,S1806,2,42,18,91,1,2.0,1,,S, 42,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00721,S1810,2,42,18,91,1,2.0,1,,S, 42,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00722,S1820,2,07,18,91,1,2.0,1,,S, 36,1,0.0,,0,0,0,0,,,,0.0,0.0
93PR00723,S1829,2,42,18,91,1,2.0,1,,S, 41,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00724,S1830,2,42,18,91,1,2.0,1,,S, 42,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00725,S1840,1,07,18,91,1,2.0,,,,,,,3-,59,61,0,0,,47.4,20.9,6.0,2.4
93PR00726,S1845,2,07,18,91,1,2.0,A,1,S,TXL,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00727,S1846,2,07,18,91,1,2.0,1,,S, 12,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00728,S1848,2,42,18,91,1,2.0,1,,S, 41,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00729,S1861,2,42,18,91,1,2.0,1,,S, 42,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00730,S1866,2,07,18,91,1,2.0,1,,S, 32,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00731,S1869,2,07,18,91,1,2.0,1,S,S, 41,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00732,S1871,2,07,18,91,1,2.0,1,S,S,NON,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00733,S1873,2,07,18,91,1,2.0,1,,S, 23,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00734,S1884,2,07,18,91,1,2.0,1,,S, 37,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00735,S1885,2,07,18,91,1,2.0,A,3,S,338,2,0.0,,0,0,0,0,,,,0.0,0.0
93PR00736,S1889,2,07,18,91,1,2.0,1,,S, 13,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00737,S1894,2,07,18,91,1,2.0,A,1,S,TXL,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00738,S1895,2,07,18,91,1,2.0,1,,S, 34,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00739,S1898,2,07,18,91,1,2.0,1,,S, 24,0,0.0,,33,31,0,0,,,,8.1,3.2
93PR00740,S1899,2,42,18,91,1,2.0,1,,S, 42,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR00741,S1900,2,42,18,91,1,2.0,1,,S, 41,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00742,S1904,2,07,18,91,1,2.0,A,2,S,338,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00743,S1910,2,07,18,91,1,2.0,1,,S, 14,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00744,S1911,2,07,18,91,1,2.0,1,,S, 33,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00745,S1913,2,07,18,91,1,2.0,1,S,S, 42,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00746,S1919,2,07,18,91,1,2.0,1,,S, 21,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00747,S1925,2,07,18,91,1,2.0,A,1,S,TXL,0,0.0,,32,32,0,0,,,,8.1,3.2
93PR00748,S1929,2,07,18,91,1,2.0,1,,S, 35,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00749,S1931,2,42,18,91,1,2.0,1,,S, 41,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00750,S1934,2,07,18,91,1,2.0,1,,S, 36,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00751,S1936,2,42,18,91,1,2.0,1,,S, 42,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00752,S1937,2,07,18,91,1,2.0,1,,S, 11,2,0.0,,0,0,0,0,,,,0.0,0.0
93PR00753,S1942,2,07,18,91,1,2.0,1,,S, 31,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00754,S1943,2,07,18,91,1,2.0,1,,S, 22,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00755,S1953,2,07,18,91,1,2.0,1,,S, 37,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00756,S1956,2,07,18,91,1,2.0,A,1,S,TXL,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00757,S1963,2,42,18,91,1,2.0,1,,S, 41,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00758,S1976,2,07,18,91,1,2.0,1,,S, 12,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00759,S1986,2,07,18,91,1,2.0,1,,S, 32,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00760,S1987,2,07,18,91,1,2.0,1,,S, 23,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00761,S1989,2,07,18,91,1,2.0,A,3,S,208,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00762,S1992,2,07,18,91,1,2.0,A,2,S,208,0,0.0,,30,31,0,0,,,,7.9,3.1
93PR00763,S2001,2,07,18,91,1,2.0,1,,S, 13,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00764,S2004,2,42,18,91,1,2.0,1,,S, 42,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00765,S2011,2,07,18,91,1,2.0,A,1,S,TXL,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00766,S2016,2,07,18,91,1,2.0,1,,S, 33,1,0.0,,0,0,0,0,,,,0.0,0.0
93PR00767,S2025,2,07,18,91,1,2.0,1,,S, 21,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00768,S2032,2,07,18,91,1,2.0,1,,S, 35,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00769,S2047,2,07,18,91,1,2.0,1,,S, 14,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00770,S2049,2,07,18,91,1,2.0,1,,S, 34,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00771,S2055,2,07,18,91,1,2.0,1,,S, 24,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00772,S2057,2,07,18,91,1,2.0,1,,S, 42,0,0.0,,34,34,0,0,,,,8.6,3.4
93PR00773,S2059,2,07,18,91,1,2.0,A,1,S,TXL,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00774,S2061,2,07,18,91,1,2.0,1,,S, 36,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00775,S2064,2,07,18,91,1,2.0,1,,S, 37,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00776,S2068,2,07,18,91,1,2.0,1,,S, 11,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00777,S2074,2,07,18,91,1,2.0,1,,S, 31,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00778,S2089,2,42,18,91,1,2.0,1,,S, 41,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00779,S2100,2,42,18,91,1,2.0,1,,S, 42,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00780,S2104,2,07,18,91,1,2.0,1,,S, 22,0,0.0,,3,31,0,0,,,,4.3,1.7
93PR00781,S2112,2,07,18,91,1,2.0,A,3,S,338,0,0.0,,29,30,0,0,,,,7.6,3.0
93PR00782,S2113,2,07,18,91,1,2.0,A,1,S,TXL,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR00783,S2146,1,07,13,91,2,1.5,,,,,,,3+,60,60,0,0,,52.1,23.6,6.0,2.4
93PR00784,S2147,1,07,13,91,2,1.5,,,,,,,3-,50,51,0,0,,48.8,22.1,5.1,2.0
93PR00785,S2164,1,07,10,91,2,1.5,,,,,,,3-,62,64,0,0,,51.5,21.5,6.3,2.5
93PR00786,S2168,2,07,10,91,2,1.5,F,,F,F93,0,0.0,,22,23,0,0,,,,5.8,2.3
93PR00787,S2178,2,07,10,91,2,1.5,F,,F,F93,0,0.0,,22,27,0,0,,,,6.4,2.5
93PR00788,S2201,2,07,10,91,2,1.5,F,,F,F93,0,0.0,,22,25,0,0,,,,6.1,2.4
93PR00789,S2204,2,07,10,91,2,1.5,F,,F,F93,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00790,S2206,2,07,10,91,2,1.5,F,,F,F93,0,0.0,,30,30,0,0,,,,7.6,3.0
93PR00791,S2207,2,07,10,91,2,1.5,F,,F,F93,0,0.0,,26,25,0,0,,,,6.6,2.6
93PR00792,S2208,2,07,10,91,2,1.5,F,,F,F93,0,0.0,,24,23,0,0,,,,6.1,2.4
93PR00793,S2209,2,07,10,91,2,1.5,F,,F,F93,0,0.0,,23,23,0,0,,,,5.8,2.3
93PR00794,S2214,2,07,10,91,2,1.5,F,,F,F93,0,0.0,,20,21,0,0,,,,5.3,2.1
93PR00795,S2217,2,07,10,91,2,1.5,F,,F,F93,0,0.0,,26,28,0,0,,,,6.9,2.7
93PR00796,S2226,1,07,13,91,2,1.5,,,,,,,2,70,68,0,0,,46.1,21.1,6.9,2.7
93PR00797,S2228,1,07,10,91,2,1.5,,,,,,,3,68,68,0,0,,52.6,22.5,6.8,2.7
93PR00798,S2231,2,07,10,91,2,1.5,F,,F,F93,0,0.0,,27,23,0,0,,,,6.4,2.5
93PR00799,S2235,2,07,10,91,2,1.5,F,,F,F93,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00800,S2237,2,07,10,91,2,1.5,F,,F,F93,0,0.0,,22,22,0,0,,,,5.6,2.2
93PR00801,S2240,2,07,10,91,2,1.5,F,,F,F93,0,0.0,,23,20,0,0,,,,5.6,2.2
93PR00802,S2241,1,07,13,91,2,1.5,,,,,,,3,55,57,0,0,,50.9,21.5,5.6,2.2
93PR00803,S2245,2,07,10,91,2,1.5,F,,F,F93,0,0.0,,29,29,0,0,,,,7.4,2.9
93PR00804,S2247,2,07,10,91,2,1.5,F,,F,F93,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00805,S2248,1,07,13,91,2,1.5,,,,,,,2-,66,67,0,0,,54.3,19.6,6.7,2.6
93PR00806,S2251,1,07,13,91,2,1.5,,,,,,,3+,58,62,0,0,,54.1,21.6,6.0,2.4
93PR00807,S2252,2,07,10,91,2,1.5,F,,F,F93,0,0.0,,30,30,0,0,,,,7.6,3.0
93PR00808,S2254,2,07,10,91,2,1.5,F,,F,F93,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00809,S2255,2,07,10,91,2,1.5,F,,F,F93,0,0.0,,25,26,0,0,,,,6.6,2.6
93PR00810,S2258,2,07,10,91,2,1.5,F,,F,F93,0,0.0,,20,20,0,0,,,,5.1,2.0
93PR00811,S2259,2,07,10,91,2,1.5,F,,F,F93,0,0.0,,24,23,0,0,,,,6.1,2.4
93PR00812,S2262,2,07,10,91,2,1.5,F,,F,F93,0,0.0,,24,24,0,0,,,,6.1,2.4
93PR00813,S2268,2,07,10,91,2,1.5,F,,F,F93,0,0.0,,24,25,0,0,,,,6.4,2.5
93PR00814,S2271,2,07,10,91,2,1.5,F,,F,F93,0,0.0,,26,22,0,0,,,,6.1,2.4
93PR00815,S2273,2,07,10,91,2,1.5,F,,F,F93,0,0.0,,28,25,0,0,,,,6.9,2.7
93PR00816,S2276,2,07,10,91,2,1.5,F,,F,F93,0,0.0,,24,26,0,0,,,,6.4,2.5
93PR00817,S2277,2,07,10,91,2,1.5,F,,F,F93,0,0.0,,29,27,0,0,,,,7.1,2.8
93PR00818,S2285,1,07,18,92,1,1.0,,,,,,,3-,52,53,0,0,,55.2,21.2,5.3,2.1
93PR00819,S2315,1,07,18,92,1,1.0,,,,,,,3+,60,59,0,0,,56.6,18.6,6.0,2.3
93PR00820,S2349,1,07,18,92,1,1.0,,,,,,,2-,56,54,0,0,,58.4,19.7,5.5,2.2
93PR00821,S2352,1,42,18,92,1,1.0,,,,,,,4+,68,73,0,0,,67.9,22.6,7.1,2.8
93PR00822,S2358,1,07,18,92,1,1.0,,,,,,,2+,57,59,0,0,,53.3,22.2,5.8,2.3
93PR00823,S2359,1,07,18,92,1,1.0,,,,,,,3,60,61,0,0,,57.4,20.0,6.1,2.4
93PR00824,S2398,1,07,18,92,1,1.0,,,,,,,2-,62,64,0,0,,58.0,19.7,6.3,2.5
93PR00825,S2408,1,07,18,92,1,1.0,,,,,,,4+,60,68,0,0,,62.5,20.1,6.4,2.5
93PR00826,S2410,1,07,18,92,1,1.0,,,,,,,3-,59,59,0,0,,50.6,19.8,5.9,2.3
93PR00827,S2414,1,07,18,92,1,1.0,,,,,,,3-,61,63,0,0,,60.8,21.6,6.2,2.4
93PR00828,S2462,1,07,18,92,1,1.0,,,,,,,2-,50,50,0,0,,49.0,17.4,5.0,2.0
93PR00829,S2500,1,07,18,92,1,1.0,,,,,,,3+,70,72,0,0,,69.0,19.8,7.1,2.8
93PR00830,S2505,1,07,18,92,1,1.0,,,,,,,3+,50,51,0,0,,60.8,18.5,5.1,2.0
93PR00831,S2522,1,07,18,92,1,1.0,,,,,,,3+,58,58,0,0,,54.9,20.6,5.8,2.3
93PR00832,S2545,1,41,FW,92,1,1.0,,,,,,,3,62,62,0,0,,66.8,17.2,6.2,2.4
93PR00833,S2552,1,07,18,92,1,1.0,,,,,,,3-,63,63,0,0,,61.0,21.5,6.3,2.5
93PR00834,S2567,1,07,18,92,1,1.0,,,,,,,2-,51,50,0,0,,54.9,22.1,5.1,2.0
93PR00835,S2575,1,07,18,92,1,1.0,,,,,,,2-,53,56,0,0,,63.4,20.1,5.5,2.1
93PR00836,S2576,1,07,18,92,1,1.0,,,,,,,3+,60,65,0,0,,63.7,19.3,6.3,2.5
93PR00837,S2585,1,07,18,92,1,1.0,,,,,,,3,58,57,0,0,,61.4,18.4,5.8,2.3
93PR00838,S2588,1,42,18,92,1,1.0,,,,,,,2-,63,60,0,0,,63.4,18.3,6.2,2.4
93PR00839,S2589,1,07,18,92,1,1.0,,,,,,,4,57,55,0,0,,58.9,17.2,5.6,2.2
93PR00840,S2630,1,41,FW,92,1,1.0,,,,,,,5+,72,73,0,0,,73.9,17.5,7.3,2.9
93PR00841,S2643,1,41,FW,92,1,1.0,,,,,,,2-,59,63,0,0,,74.6,18.6,6.1,2.4
93PR00842,S2646,1,41,SW,92,1,1.0,,,,,,,4,72,73,0,0,,72.9,16.5,7.3,2.9
93PR00843,S2657,1,07,18,92,1,1.0,,,,,,,3-,51,54,0,0,,57.2,18.3,5.3,2.1
93PR00844,S2673,1,42,18,92,1,1.0,,,,,,,3-,68,68,0,0,,66.8,23.1,6.8,2.7
93PR00845,S2674,1,42,18,92,1,1.0,,,,,,,3,60,66,0,0,,71.7,18.3,6.3,2.5
93PR00846,S2676,1,07,18,92,1,1.0,,,,,,,3+,70,70,0,0,,60.8,21.4,7.0,2.8
93PR00847,S2677,1,07,18,92,1,1.0,,,,,,,3,66,70,0,0,,60.1,22.2,6.8,2.7
93PR00848,S2683,1,07,18,92,1,1.0,,,,,,,3-,70,68,0,0,,65.2,19.6,6.9,2.7
93PR00849,S2701,1,07,18,92,1,1.0,,,,,,,3+,62,60,0,0,,58.4,20.8,6.1,2.4
93PR00850,S2717,1,07,18,92,1,1.0,,,,,,,2-,52,54,0,0,,67.9,19.7,5.3,2.1
93PR00851,S2718,1,07,18,92,1,1.0,,,,,,,3+,62,61,0,0,,58.6,20.6,6.2,2.4
93PR00852,S2721,1,41,FW,92,1,1.0,,,,,,,3+,60,68,0,0,,73.6,15.6,6.4,2.5
93PR00853,S2722,1,07,18,92,1,1.0,,,,,,,3-,61,61,0,0,,63.4,19.6,6.1,2.4
93PR00854,S2745,1,07,18,92,1,1.0,,,,,,,4+,52,53,0,0,,66.1,20.1,5.3,2.1
93PR00855,S2747,1,41,FW,92,1,1.0,,,,,,,3-,68,62,0,0,,77.7,17.9,6.5,2.6
93PR00856,S2749,1,07,18,92,1,1.0,,,,,,,2-,51,52,0,0,,59.8,18.8,5.2,2.0
93PR00857,S2750,1,07,18,92,1,1.0,,,,,,,3-,52,52,0,0,,64.2,18.7,5.2,2.0
93PR00858,S2753,1,41,FW,92,1,1.0,,,,,,,3+,68,66,0,0,,67.0,17.0,6.7,2.6
93PR00859,S2782,1,42,18,92,1,1.0,,,,,,,3+,64,54,0,0,,71.7,16.4,5.9,2.3
93PR00860,S2793,1,07,18,92,1,1.0,,,,,,,3,58,60,0,0,,55.0,21.4,5.9,2.3
93PR00861,S2815,1,07,18,92,1,1.0,,,,,,,2-,52,55,0,0,,53.5,16.6,5.4,2.1
93PR00862,S2817,1,07,18,92,1,1.0,,,,,,,3-,63,68,0,0,,69.4,17.0,6.6,2.6
93PR00863,S2819,1,07,18,92,1,1.0,,,,,,,2-,63,64,0,0,,56.6,20.2,6.4,2.5
93PR00864,S2834,1,07,18,92,1,1.0,,,,,,,3,60,62,0,0,,64.5,20.9,6.1,2.4
93PR00865,S2835,1,07,18,92,1,1.0,,,,,,,3+,62,68,0,0,,60.4,21.2,6.5,2.6
93PR00866,S2848,1,07,18,92,1,1.0,,,,,,,4+,60,60,0,0,,61.7,18.8,6.0,2.4
93PR00867,S2910,1,07,18,92,1,1.0,,,,,,,2-,60,60,0,0,,57.5,20.3,6.0,2.4
93PR00868,S2915,1,07,18,92,1,1.0,,,,,,,3+,57,62,0,0,,59.0,19.1,6.0,2.3
93PR00869,S2918,1,07,18,92,1,1.0,,,,,,,3,60,60,0,0,,62.2,19.2,6.0,2.4
93PR00870,S2947,1,42,18,92,1,1.0,,,,,,,3,58,60,0,0,,73.7,19.0,5.9,2.3
93PR00871,S2948,1,07,18,92,1,1.0,,,,,,,4,63,64,0,0,,58.6,20.0,6.4,2.5
93PR00872,S2949,1,07,18,92,1,1.0,,,,,,,4-,75,72,0,0,,66.5,21.6,7.4,2.9
93PR00873,S2952,1,07,18,92,1,1.0,,,,,,,3+,62,62,0,0,,56.1,18.4,6.2,2.4
93PR00874,S2964,1,07,18,92,1,1.0,,,,,,,3-,64,63,0,0,,67.5,20.9,6.4,2.5
93PR00875,S3031,1,42,18,92,1,1.0,,,,,,,4+,55,56,0,0,,72.8,17.5,5.6,2.2
93PR00876,S3048,1,07,18,92,1,1.0,,,,,,,3,71,71,0,0,,58.8,21.9,7.1,2.8
93PR00877,S3069,1,07,18,92,1,1.0,,,,,,,3+,58,60,0,0,,61.8,17.4,5.9,2.3
93PR00878,S3102,1,07,18,92,1,1.0,,,,,,,3+,59,60,0,0,,55.2,22.3,6.0,2.3
93PR00879,S3125,1,07,18,92,1,1.0,,,,,,,3-,63,70,0,0,,68.9,17.5,6.7,2.6
93PR00880,S3142,1,07,18,92,1,1.0,,,,,,,4+,62,62,0,0,,62.9,19.5,6.2,2.4
93PR00881,S3150,1,07,18,92,1,1.0,,,,,,,3,60,60,0,0,,59.4,18.2,6.0,2.4
93PR00882,S3175,1,42,18,92,1,1.0,,,,,,,3,58,57,0,0,,61.2,20.1,5.8,2.3
93PR00883,S3204,1,07,18,92,1,1.0,,,,,,,3+,55,56,0,0,,62.2,18.9,5.6,2.2
93PR00884,S3215,1,07,18,92,1,1.0,,,,,,,4+,52,52,0,0,,53.6,22.1,5.2,2.0
93PR00885,S3240,1,07,18,92,1,1.0,,,,,,,3+,72,72,0,0,,64.2,19.6,7.2,2.8
93PR00886,S3244,1,07,18,92,1,1.0,,,,,,,3+,50,52,0,0,,60.2,20.1,5.1,2.0
93PR00887,S3273,1,07,18,92,1,1.0,,,,,,,3-,56,54,0,0,,62.8,18.6,5.5,2.2
93PR00888,S3286,1,42,SW,92,1,1.0,,,,,,,2,61,59,0,0,,65.5,20.1,6.0,2.4
93PR00889,S3295,1,07,18,92,1,1.0,,,,,,,3-,56,55,0,0,,64.3,20.2,5.6,2.2
93PR00890,S3304,1,07,18,92,1,1.0,,,,,,,4+,51,51,0,0,,58.7,20.7,5.1,2.0
93PR00891,S3319,1,42,SW,92,1,1.0,,,,,,,3,58,58,0,0,,57.6,20.4,5.8,2.3
93PR00892,S3321,1,07,18,92,1,1.0,,,,,,,3,50,50,0,0,,69.3,17.1,5.0,2.0
93PR00893,S6894,2,07,18,86,1,7.0,1,,S, 12,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00894,S6919,2,07,18,86,1,7.0,1,,S, 32,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00895,S6927,2,07,18,86,1,7.0,1,,S, 23,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00896,S6983,2,07,18,86,1,7.0,A,2,S,338,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00897,S6996,2,07,18,86,1,7.0,1,,S, 35,3,1.0,,0,0,0,0,,,,0.0,0.0
93PR00898,S7030,2,07,18,86,1,7.0,1,,S, 13,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00899,S7052,2,07,18,86,1,7.0,A,1,S,TXL,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR00900,S7070,2,07,18,86,1,7.0,1,,S, 33,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR00901,S7096,2,07,18,86,1,7.0,1,,S, 24,3,1.0,,0,0,0,0,,,,0.0,0.0
93PR00902,S7102,2,07,18,86,1,7.0,1,,S, 36,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00903,S7108,2,07,18,86,1,7.0,1,,S, 14,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR00904,S7113,2,07,18,86,1,7.0,1,,S, 34,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR00905,S7123,2,07,18,86,1,7.0,1,,S, 21,1,2.0,,0,0,0,0,,,,0.0,0.0
93PR00906,S7127,2,07,18,86,1,7.0,A,1,S,TXL,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR00907,S7146,2,07,18,86,1,7.0,1,,S, 37,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00908,S7207,2,07,18,86,1,7.0,A,3,S,208,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00909,S7208,2,07,18,86,1,7.0,1,,S, 11,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00910,S7213,2,07,18,86,1,7.0,1,,S, 31,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00911,S7238,2,07,18,86,1,7.0,1,,S, 22,3,2.0,,0,0,0,0,,,,0.0,0.0
93PR00912,S7252,2,07,18,86,1,7.0,A,2,S,208,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR00913,S7280,2,07,18,86,1,7.0,1,,S, 12,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00914,S7310,2,07,18,86,1,7.0,1,,S, 24,3,1.0,,0,0,0,0,,,,0.0,0.0
93PR00915,S7369,2,07,18,86,1,7.0,1,,S, 35,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00916,S7385,2,07,18,86,1,7.0,1,,S, 36,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00917,S7395,2,07,18,86,1,7.0,1,,S, 13,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00918,S7426,2,07,18,86,1,7.0,A,1,S,TXL,2,1.0,,0,0,0,0,,,,0.0,0.0
93PR00919,S7429,2,07,18,86,1,7.0,1,,S, 33,0,0.0,,25,25,0,0,,,,6.4,2.5
93PR00920,S7431,2,07,18,86,1,7.0,1,,S, 23,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00921,S7465,2,07,18,86,1,7.0,1,,S, 37,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00922,S7514,2,07,18,86,1,7.0,1,,S, 14,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00923,S7522,2,07,18,86,1,7.0,1,,S, 34,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00924,S7528,2,07,18,86,1,7.0,1,,S, 21,3,2.0,,0,0,0,0,,,,0.0,0.0
93PR00925,S7627,2,07,18,86,1,7.0,A,1,S,TXL,3,2.0,,0,0,0,0,,,,0.0,0.0
93PR00926,S7653,2,07,18,86,2,6.5,A,3,S,338,0,0.0,,0,0,0,0,,,,0.0,0.0
93PR00927,S7692,2,07,18,86,2,6.5,A,2,S,338,1,1.0,,24,21,0,0,,,,5.8,2.3
93PR00928,S7737,2,07,18,86,2,6.5,1,,S, 11,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00929,S7754,2,07,18,86,2,6.5,1,,S, 31,1,1.0,,0,0,0,0,,,,0.0,0.0
93PR00930,S7776,2,07,18,87,1,6.0,1,,S, 22,2,1.0,,28,28,0,0,,,,7.1,2.8
93PR00931,S7788,2,07,18,87,1,6.0,1,,S, 35,2,2.0,,30,30,0,0,,,,7.6,3.0
93PR00932,S7811,2,07,18,87,1,6.0,A,1,S,TXL,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00933,S7812,2,07,18,87,1,6.0,1,,S, 12,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00934,S7828,2,07,18,87,1,6.0,1,,S, 32,2,2.0,,0,0,0,0,,,,0.0,0.0
93PR00935,S7837,2,07,18,87,1,6.0,1,,S, 23,1,1.0,,28,29,0,0,,,,7.4,2.9
93PR00936,S7846,2,07,18,87,1,6.0,1,,S, 36,2,1.0,,31,27,0,0,,,,7.4,2.9
93PR00937,S7851,2,07,18,87,1,6.0,1,,S, 37,1,0.0,,20,22,0,0,,,,5.3,2.1
93PR00938,S7859,2,07,18,87,1,6.0,1,,S, 13,1,1.0,,29,27,0,0,,,,7.1,2.8
93PR00939,S7864,2,07,18,87,1,6.0,A,1,S,TXL,2,2.0,,28,28,0,0,,,,7.1,2.8
93PR00940,S7868,2,07,18,87,1,6.0,1,,S, 33,2,2.0,,0,0,0,0,,,,0.0,0.0
