UID,ETAG,SEX,STM,LINE,YR,AGE,STAPLE_IN,STAPLE_CM,FACE,HORN,RMK,MICRON,SD,CV,CF,DIGR
17PR00060,H8953,2,30,,15,2.0,3.1,8.0,,,3RD.HAIRY,25.0,5.5,21.9,84.2,
17PR00061,H8955,2,30,,15,2.0,3.0,7.5,,,.,26.4,4.3,16.4,82.9,
17PR00062,H8956,1,30,,15,2.0,3.3,8.3,,,.,24.6,4.9,19.8,88.7,
17PR00063,H8958,2,30,,15,2.0,2.6,6.5,,,FLIGHTY,24.8,4.7,18.8,88.7,
17PR00064,H8965,2,30,,15,2.0,3.1,8.0,,,.,27.6,4.7,16.8,76.1,
17PR00065,H8968,2,30,,15,2.0,3.3,8.5,,,PINK,27.4,4.9,17.8,73.4,
17PR00066,H8973,2,30,,15,2.0,2.7,6.8,,,TerminalOnly,26.3,4.6,17.3,82.7,
17PR00067,H8978,2,30,,15,2.0,3.3,8.5,,,.,25.2,3.8,15.1,92.2,
17PR00068,H8981,2,30,,15,2.0,2.8,7.0,,,RP,24.8,4.2,16.9,91.6,
17PR00069,H8988,2,30,,15,2.0,3.1,8.0,,,NICE LAMB,25.9,4.3,16.7,86.9,
17PR00070,H8989,2,30,,15,2.0,2.7,6.8,,,FRM UDDER.RSD,22.4,3.6,16.2,98.8,
17PR00071,H8990,2,30,,15,2.0,3.7,9.4,,,ABORT.RP,26.0,4.3,16.6,87.0,
17PR00072,H9002,2,30,,15,2.0,3.1,7.8,,,.,29.2,5.3,18.1,63.6,
17PR00073,H9007,2,30,,15,2.0,2.9,7.3,,,SMUDDER,26.3,5.4,20.5,79.4,
17PR00074,H9009,2,30,,15,2.0,3.0,7.7,,,.,25.6,4.9,19.1,84.7,
17PR00075,H9012,2,30,,15,2.0,3.5,8.8,,,.,24.1,4.2,17.4,94.4,
17PR00076,H9013,2,30,,15,2.0,3.5,9.0,,,.,24.3,4.2,17.3,93.1,
17PR00077,H9019,2,30,,15,2.0,3.5,9.0,,,.,26.8,4.7,17.4,79.5,
17PR00078,H9025,2,30,,15,2.0,3.5,8.8,,,Nice,23.9,5.5,22.9,88.1,
17PR00079,H9026,2,30,,15,2.0,3.0,7.5,,,TerminalOnly,22.8,4.7,20.6,94.3,
17PR00080,H9029,2,30,,15,2.0,3.1,7.8,,,SMUDDER,22.4,3.4,15.3,99.0,
17PR00081,H9042,2,30,,15,2.0,3.3,8.5,,,.,23.8,4.2,17.8,94.2,
17PR00082,H9047,2,30,,15,2.0,3.0,7.7,,,NOT.PUSHING,25.1,4.7,18.8,88.3,
17PR00083,H9050,2,30,,15,2.0,3.1,8.0,,,.,31.0,6.5,21.1,50.4,
17PR00084,H9051,2,30,,15,2.0,3.1,7.8,,,TerminalOnly,26.0,5.4,20.8,79.6,
17PR00085,H9054,2,30,,15,2.0,2.9,7.4,,,1ST.HAIRY,26.8,4.7,17.7,81.0,
17PR00086,H9055,2,30,,15,2.0,3.4,8.7,,,2ND H,24.9,4.0,16.0,92.3,
17PR00087,H9060,2,30,,15,2.0,2.8,7.0,,,.,27.6,6.6,24.0,69.2,
17PR00088,H9062,2,30,,15,2.0,3.1,7.8,,,.,25.3,5.5,21.8,83.7,
17PR00089,H9064,1,30,,15,2.0,2.9,7.4,,,ScursHasBlack,23.7,4.0,16.9,94.8,
17PR00090,H9065,1,30,,15,2.0,3.7,9.5,,,.,27.8,4.9,17.6,73.5,
17PR00091,H9066,2,30,,15,2.0,3.0,7.5,,,.,24.3,4.8,19.6,90.2,
17PR00092,H9067,2,30,,15,2.0,3.3,8.5,,,.,26.1,5.1,19.3,81.8,
17PR00093,H9069,2,30,,15,2.0,3.2,8.2,,,.,23.2,4.5,19.3,93.9,
17PR00094,H9072,2,30,,15,2.0,3.5,9.0,,,DRY.RP,29.2,6.8,23.4,58.6,
17PR00095,H9074,2,30,,15,2.0,3.1,8.0,,,HAIRY,24.7,4.2,17.0,92.6,
17PR00096,H9094,2,30,,15,2.0,2.6,6.5,,,1ST P.,23.0,4.2,18.1,95.1,
17PR00097,H9095,2,30,,15,2.0,3.3,8.3,,,2ND.HAIRY,26.3,5.0,19.1,81.5,
17PR00098,H9105,2,30,,15,2.0,3.0,7.5,,,HAIRY,22.6,4.2,18.8,96.1,
17PR00099,H9108,2,30,,15,2.0,3.0,7.5,,,2ND,22.9,4.0,17.6,96.5,
17PR00100,H9117,2,30,,15,2.0,2.6,6.5,,,DYSTOCIA,20.8,4.5,21.6,98.2,
17PR00101,H9129,2,30,,15,2.0,3.3,8.5,,,.,26.7,4.4,16.4,81.5,
17PR00102,H9130,1,30,,15,2.0,3.3,8.5,,,.,28.5,4.9,17.3,69.1,
17PR00103,H9134,2,30,,15,2.0,2.9,7.4,,,HAIRY,26.7,5.4,20.2,77.2,
17PR00104,H9136,1,30,,15,2.0,3.7,9.5,,,.,24.5,5.1,20.8,86.8,
17PR00105,H9149,2,30,,15,2.0,3.7,9.3,,,.,21.9,5.1,23.3,94.0,
17PR00106,H9150,2,30,,15,2.0,3.7,9.5,,,.,25.2,5.2,20.6,82.3,
17PR00107,H9158,2,30,,15,2.0,3.0,7.5,,,HAIRY,26.4,4.9,18.5,80.9,
17PR00108,H9167,2,30,,15,2.0,2.8,7.0,,,DRY,26.5,5.9,22.1,75.4,
17PR00109,H9170,2,30,,15,2.0,3.1,8.0,,,.,24.9,4.4,17.6,90.1,
17PR00110,H9172,2,30,,15,2.0,3.1,8.0,,,.,25.6,4.5,17.5,87.0,
17PR00111,H9173,2,30,,15,2.0,3.5,9.0,,,.,23.0,4.3,18.6,95.1,
17PR00112,H9189,2,30,,15,2.0,3.1,7.9,,,TerminalOnly,22.6,4.0,17.8,97.1,
17PR00113,H9190,2,30,,15,2.0,2.8,7.0,,,2@ONCE,25.5,4.3,17.0,89.5,
17PR00114,H9193,2,30,,15,2.0,3.0,7.5,,,SMUDDER,27.3,5.1,18.7,76.5,
17PR00115,H9194,2,30,,15,2.0,3.2,8.2,,,TerminalOnly,28.1,5.5,19.8,67.0,
17PR00116,H9195,2,30,,15,2.0,2.6,6.5,,,TerminalOnly,22.6,3.2,14.3,99.1,
17PR00117,H9199,2,30,,15,2.0,3.7,9.5,,,.,25.2,5.9,23.4,83.1,
17PR00118,H9200,2,30,,15,2.0,2.6,6.5,,,1ST,27.1,4.2,15.6,83.9,
17PR00119,H9211,2,30,,15,2.0,3.0,7.7,,,BIG.TEATS,25.4,4.5,17.6,87.7,
17PR00120,H9214,2,30,,15,2.0,3.5,9.0,,,1ST,28.9,5.1,17.7,65.4,
17PR00121,H9216,2,30,,15,2.0,3.0,7.5,,,3RD,28.4,4.7,16.7,68.6,
17PR00122,H9221,2,30,,15,2.0,2.5,6.4,,,PINKISH,24.5,4.3,17.4,93.3,
17PR00123,H9225,2,30,,15,2.0,2.8,7.0,,,.,23.5,4.0,16.9,96.2,
17PR00124,H9229,2,30,,15,2.0,3.2,8.2,,,.,26.5,4.1,15.4,86.2,
17PR00125,H9230,2,30,,15,2.0,2.0,5.2,,,DRY.RP,25.4,4.0,15.8,90.2,
17PR00126,H9231,2,30,,15,2.0,3.6,9.2,,,.,26.8,4.5,16.7,80.9,
17PR00127,H9232,2,30,,15,2.0,2.8,7.0,,,PNEU.RESP,27.3,4.8,17.7,76.2,
17PR00128,H9233,1,30,,15,2.0,3.5,8.8,,,NICE.LEFT,23.0,4.7,20.4,94.0,
17PR00129,H9235,2,30,,15,2.0,3.0,7.7,,,.,27.0,4.9,18.2,76.8,
17PR00130,H9237,2,30,,15,2.0,3.0,7.5,,,1ST,25.6,4.5,17.5,86.2,
17PR00131,H9240,2,30,,15,2.0,2.8,7.0,,,4TH,24.8,4.9,19.9,88.7,
17PR00132,H9242,2,30,,15,2.0,3.1,8.0,,,1ST,29.3,5.5,18.7,61.7,
17PR00133,H9243,2,30,,15,2.0,2.8,7.0,,,2ND,27.7,5.1,18.5,73.3,
17PR00134,H9251,2,30,,15,2.0,3.6,9.2,,,.,25.1,5.4,21.4,84.3,
17PR00135,H9270,2,30,,15,2.0,3.1,8.0,,,.,23.0,3.9,16.9,96.7,
17PR00136,H9272,2,30,,16,1.0,3.1,7.8,2-,1,.,24.2,4.3,17.8,92.6,
17PR00137,H9279,2,30,,16,1.0,3.1,7.9,2,1,.,24.8,4.4,17.5,90.8,
17PR00138,H9288,2,30,,16,1.0,3.7,9.4,2+,1,Rescued,24.2,5.4,22.4,86.8,
17PR00139,H9290,2,30,,16,1.0,2.4,6.2,2+,1,Ugly,20.9,3.1,14.9,99.7,
17PR00140,H9291,2,30,,16,1.0,3.7,9.4,2-,1,.,24.2,4.2,17.2,93.2,
17PR00141,H9292,2,30,,16,1.0,3.5,9.0,2,1,.,26.7,4.9,18.4,79.2,
17PR00142,H9293,2,30,,16,1.0,2.9,7.4,2-,1,.,26.3,6.0,22.8,78.2,
17PR00143,H9294,1,30,,16,1.0,3.0,7.5,3+,2,1ST,26.6,6.0,22.6,76.2,
17PR00144,H9296,2,30,,16,1.0,2.8,7.2,2,1,TerminalOnly,22.3,3.6,16.1,98.9,
17PR00145,H9299,2,30,,16,1.0,3.0,7.7,2-,1,1ST,24.5,4.4,18.1,91.8,
17PR00146,H9300,2,30,,16,1.0,3.1,7.8,3+,1,Rescued,23.3,4.5,19.5,93.2,
17PR00147,H9303,1,30,,16,1.0,2.6,6.7,2,1,2ND,22.7,4.4,19.5,95.0,
17PR00148,H9304,2,30,,16,1.0,3.1,8.0,2-,1,3RD,25.2,4.4,17.3,89.8,
17PR00149,H9306,2,30,,16,1.0,3.5,9.0,2-,1,Rescued,24.9,6.1,24.7,83.0,
17PR00150,H9310,2,30,,16,1.0,3.3,8.3,3,1,3RD.P,24.0,4.9,20.3,90.4,
17PR00151,H9312,2,30,,16,1.0,2.9,7.3,2,1,2ND,23.8,3.7,15.6,96.6,
17PR00152,H9315,2,30,,16,1.0,2.9,7.4,2+,1,TerminalOnly,22.7,3.7,16.2,97.8,
17PR00153,H9317,2,30,,16,1.0,2.9,7.4,2-,1,1ST,25.0,3.7,14.8,94.0,
17PR00154,H9319,2,30,,16,1.0,2.4,6.0,2,1,1ST.H,23.0,3.6,15.8,98.6,
17PR00155,H9320,1,30,,16,1.0,2.7,6.8,2+,1,Ugly,22.3,3.5,15.7,98.8,
17PR00156,H9322,2,30,,16,1.0,2.8,7.0,2-,1,1ST,23.8,4.1,17.0,94.3,
17PR00157,H9325,2,30,,16,1.0,3.6,9.2,3,1,2ND.H,25.4,5.6,22.0,81.3,
17PR00158,H9327,2,30,,16,1.0,2.8,7.0,2-,1,2ND,23.0,4.1,17.8,95.6,
17PR00159,H9329,1,30,,16,1.0,2.6,6.5,2-,2,Scurs,24.0,3.9,16.4,95.1,
17PR00160,H9330,2,30,,16,1.0,2.8,7.0,2+,1,2ND.SCRS,25.9,5.2,19.9,82.6,
17PR00161,H9332,2,30,,16,1.0,2.8,7.0,2,1,.,24.7,4.4,17.9,89.9,
17PR00162,H9339,2,30,,16,1.0,3.4,8.7,2-,1,1ST,24.8,4.3,17.5,90.5,
17PR00163,H9341,2,30,,16,1.0,2.9,7.4,2-,1,1ST,24.7,4.4,17.9,91.1,
17PR00164,H9346,2,30,,16,1.0,2.9,7.4,2+,1,.,23.1,3.4,14.9,98.0,
17PR00165,H9356,2,30,,16,1.0,3.5,8.9,2-,1,TerminalOnly,25.3,5.4,21.3,84.4,
17PR00166,H9357,2,30,,16,1.0,3.5,8.8,2-,1,2ND,25.1,6.2,24.6,81.5,
17PR00167,H9358,2,30,,16,1.0,3.1,7.8,2-,1,.,24.3,5.0,20.4,88.5,
17PR00168,H9359,2,30,,16,1.0,2.6,6.5,4,1,1ST,25.0,4.8,19.2,88.0,
17PR00169,H9360,1,30,,16,1.0,2.5,6.4,4,1,2ND,23.2,3.9,16.9,97.4,
17PR00170,H9361,1,30,,16,1.0,2.4,6.0,2-,2,Scurs,23.3,4.0,17.3,96.0,
17PR00171,H9362,1,30,,16,1.0,2.6,6.5,2,2,2ND.Scurs,22.8,3.7,16.2,98.1,
17PR00172,H9370,2,30,,16,1.0,2.7,6.8,2+,1,2ND,25.6,4.2,16.2,87.9,
17PR00173,H9371,1,30,,16,1.0,2.4,6.0,2-,1,1ST.SCRS,23.9,5.3,22.1,88.7,
17PR00174,H9374,1,30,,16,1.0,2.5,6.4,2,2,1ST,23.5,4.3,18.4,94.3,
17PR00175,H9378,2,30,,16,1.0,2.6,6.7,2-,1,TerminalOnly,23.8,3.8,15.8,95.7,
17PR00176,H9380,2,30,,16,1.0,2.7,6.9,3,1,4TH,25.3,4.2,16.7,89.9,
17PR00177,H9383,2,30,,16,1.0,3.3,8.4,2+,1,1ST.SCRS,22.6,4.1,18.1,97.0,
17PR00178,H9384,1,30,,16,1.0,2.5,6.4,2-,1,2ND.Scur,23.7,3.9,16.4,95.8,
17PR00179,H9385,2,30,,16,1.0,2.8,7.0,2+,1,TerminalOnly,25.4,4.1,16.0,90.7,
17PR00180,H9389,1,30,,16,1.0,2.8,7.0,2,1,1ST,26.6,4.6,17.5,81.8,
17PR00181,H9393,2,30,,16,1.0,3.0,7.5,2-,1,3RD.SCRS,24.3,4.7,19.5,90.2,
17PR00182,H9396,1,30,,16,1.0,2.6,6.5,3,1,Nice,24.9,4.9,19.8,86.9,
17PR00183,H9403,2,30,,16,1.0,3.1,8.0,3+,1,1ST,23.2,4.9,21.1,90.5,
17PR00184,H9405,2,30,,16,1.0,2.7,6.9,2,1,1ST.P,23.7,3.6,15.1,96.5,
17PR00185,H9408,1,30,,16,1.0,2.6,6.5,2-,2,1ST.SmScur,24.0,3.8,15.8,95.6,
17PR00186,H9411,1,30,,16,1.0,2.8,7.2,3+,3,2ND.Scurs,25.8,6.1,23.7,78.3,
17PR00187,H9412,1,30,,16,1.0,2.5,6.4,2-,2,"Pink,MouthPrb",24.4,4.3,17.7,92.0,
17PR00188,H9414,1,30,,16,1.0,2.6,6.6,2-,2,1ST.Scurs,22.4,4.0,17.9,96.6,
17PR00189,H9415,2,30,,16,1.0,3.3,8.4,3+,1,2ND.H,27.2,5.0,18.4,75.8,
17PR00190,H9416,2,30,,16,1.0,2.5,6.3,2+,1,TerminalOnly,20.1,3.4,17.1,99.5,
17PR00191,H9418,1,30,,16,1.0,2.8,7.0,3+,1,1ST.Pink eyes,26.1,4.9,18.6,82.7,
17PR00192,H9419,2,30,,16,1.0,3.0,7.7,3+,1,2ND.H,26.4,5.2,19.8,79.6,
17PR00193,H9420,1,30,,16,1.0,2.6,6.5,3+,2,1ST.SCRS,23.5,4.7,20.2,92.6,
17PR00194,H9421,1,30,,16,1.0,2.6,6.6,2-,1,Nice,24.7,4.7,19.0,89.9,
17PR00195,H9422,1,30,,16,1.0,2.2,5.7,2,1,1ST.P,26.3,4.8,18.3,81.9,
17PR00196,H9423,2,30,,16,1.0,3.1,7.8,2+,1,2ND,26.0,5.2,19.9,80.9,
17PR00197,H9424,2,30,,16,1.0,2.6,6.5,2-,1,3RD.P,26.2,4.8,18.1,82.8,
17PR00198,H9429,2,30,,16,1.0,3.0,7.6,2-,1,1ST.SCOURS,25.4,4.2,16.4,88.6,
17PR00199,H9430,2,30,,16,1.0,2.6,6.5,2,1,1ST,21.8,3.4,15.5,99.1,
17PR00200,H9432,2,30,,16,1.0,2.8,7.0,2,1,2ND,22.1,4.1,18.8,97.5,
17PR00201,H9435,2,30,,16,1.0,3.0,7.5,2,1,TerminalOnly,23.6,4.3,18.1,95.1,
17PR00202,H9436,2,30,,16,1.0,3.3,8.4,2,1,1ST.H.SCRS,24.7,4.9,19.9,87.8,
17PR00203,H9437,2,30,,16,1.0,3.0,7.7,2-,1,2ND,,,,,
17PR00204,H9438,2,30,,16,1.0,3.1,8.0,4+,1,1ST,23.1,3.8,16.4,96.3,
17PR00205,H9439,2,30,,16,1.0,2.8,7.0,3+,1,2ND,22.5,4.6,20.3,95.6,
17PR00206,H9442,2,30,,16,1.0,3.1,7.8,2+,1,1ST.,24.7,4.6,18.8,89.7,
17PR00207,H9443,2,30,,16,1.0,3.0,7.5,2+,1,2ND.SCRS,26.9,5.5,20.3,78.2,
17PR00208,H9444,1,30,,16,1.0,2.7,6.9,2+,2,1ST,23.5,4.1,17.5,95.3,
17PR00209,H9448,2,30,,16,1.0,3.0,7.7,2-,1,3RD,25.9,4.5,17.3,85.7,
17PR00210,H9452,1,30,,16,1.0,2.5,6.4,2,2,1ST.Scurs,25.9,4.5,17.2,85.8,
17PR00211,H9455,2,30,,16,1.0,2.4,6.0,2,1,2ND,22.5,3.7,16.4,98.1,
17PR00212,H9460,2,30,,16,1.0,3.5,8.9,3+,1,2ND,22.3,4.5,19.9,95.7,
17PR00213,H9464,1,30,,16,1.0,2.4,6.0,2,2,ScursBlWool,25.7,4.6,17.8,86.0,
17PR00214,H9465,2,30,,16,1.0,3.4,8.7,4+,1,1ST,20.1,3.3,16.4,99.7,
17PR00215,H9470,2,30,,16,1.0,2.8,7.0,2-,1,1ST.NICE,23.3,4.0,17.1,96.0,
17PR00216,H9471,2,30,,16,1.0,2.9,7.3,2-,1,TerminalOnly,23.6,3.8,16.1,96.7,
17PR00217,H9472,2,30,,16,1.0,3.3,8.5,2+,1,TerminalOnly,24.3,4.2,17.3,93.1,
17PR00218,H9480,1,30,,16,1.0,2.7,6.8,2-,1,.,26.4,5.1,19.4,80.9,
17PR00219,H9482,2,30,,16,1.0,2.4,6.0,2+,1,3RD.SCRS,23.3,3.7,15.8,97.5,
17PR00220,H9486,1,30,,16,1.0,2.6,6.6,3+,1,2ND.Scurs,23.9,4.1,17.2,93.6,
17PR00221,H9487,2,30,,16,1.0,3.0,7.7,2-,1,3RD,22.0,3.9,17.8,98.1,
17PR00222,H9488,2,30,,16,1.0,3.1,8.0,2-,1,PNEU.SCRS.FVR,26.6,4.5,17.0,81.7,
17PR00223,H9497,2,30,,16,1.0,2.6,6.5,2,1,2ND,25.2,4.4,17.6,88.4,
17PR00224,H9498,2,30,,16,1.0,2.6,6.5,2-,1,3RD,26.9,4.5,16.7,78.2,
17PR00225,H9501,2,30,,16,1.0,3.3,8.4,3+,1,2ND,23.4,4.9,20.8,91.4,
17PR00226,H9504,2,30,,16,1.0,3.1,7.8,2-,1,2ND.NICE,28.5,5.5,19.3,65.5,
17PR00227,H9505,2,30,,16,1.0,2.3,5.9,2-,1,SCOURS.FVR,20.0,3.0,15.0,99.8,
17PR00228,H9508,2,30,,16,1.0,3.1,8.0,2-,1,1ST,24.4,4.5,18.5,91.6,
17PR00229,H9510,2,30,,16,1.0,3.1,8.0,2-,1,2ND.SCRS,21.8,3.1,14.0,99.5,
17PR00230,H9512,2,30,,16,1.0,2.5,6.4,2-,1,2ND,21.5,3.1,14.6,99.2,
17PR00231,H9516,2,30,,16,1.0,2.6,6.7,2+,1,TerminalOnly,24.8,4.6,18.5,87.7,
17PR00232,H9519,1,30,,16,1.0,2.8,7.0,2,1,1ST,20.8,3.3,15.7,99.3,
17PR00233,H9525,2,30,,16,1.0,3.1,8.0,2-,1,1ST,22.6,4.5,19.8,95.2,
17PR00234,H9527,1,30,,16,1.0,2.6,6.5,2-,1,1ST.Scurs,24.8,5.2,21.0,87.0,
17PR00235,H9528,2,30,,16,1.0,2.9,7.4,3+,1,2ND,25.2,5.9,23.3,82.4,
17PR00236,H9535,2,30,,16,1.0,3.0,7.5,3+,1,Rescued,24.8,4.6,18.6,88.9,
17PR00237,H9537,2,30,,16,1.0,3.0,7.5,2,1,2ND.SCRS.PNEU,24.1,4.8,19.7,91.4,
17PR00238,H9544,2,30,,16,1.0,2.8,7.0,2-,1,1ST,20.4,3.8,18.5,99.3,
17PR00239,H9548,2,30,,16,1.0,3.1,7.9,2-,1,1ST.H,26.2,4.2,16.1,85.4,
17PR00240,H9549,2,30,,16,1.0,3.3,8.4,2-,1,2ND.H,25.9,5.8,22.6,79.9,
17PR00241,H9551,2,30,,16,1.0,3.5,8.9,3,1,1ST.SCOURS,23.4,4.7,20.1,92.6,
17PR00242,H9553,2,30,,16,1.0,3.3,8.4,2-,1,3RD,25.1,5.2,20.8,84.8,
17PR00243,K5090,2,06,,11,6.0,2.0,5.2,3,1,SiddowayLame,25.1,3.9,15.4,92.2,
17PR00244,K5091,2,06,,11,6.0,2.4,6.0,3,1,Siddoway,28.7,4.5,15.8,68.7,
17PR00245,K5092,2,06,,11,6.0,2.2,5.5,3,1,Siddoway,27.8,4.8,17.5,72.4,
17PR00246,K5093,2,06,,11,6.0,2.4,6.0,3-,1,Siddoway,27.3,4.6,16.8,78.3,
17PR00247,K5094,2,06,,11,6.0,2.1,5.3,3,1,Siddoway,26.2,4.1,15.6,87.0,
17PR00248,K5095,2,06,,11,6.0,2.4,6.0,2-,1,Siddoway,29.5,5.3,18.0,60.5,
17PR00249,K5096,2,06,,11,6.0,2.6,6.7,3,1,Siddoway,30.8,5.1,16.6,50.0,
17PR00250,K5097,2,06,,11,6.0,2.0,5.0,3+,1,Siddoway,28.1,4.6,16.5,71.9,
17PR00251,K5098,2,06,,11,6.0,2.0,5.0,3,1,Siddoway,25.1,3.8,15.0,92.1,
17PR00252,K5099,2,06,,11,6.0,2.3,5.8,3,1,Siddoway,28.9,4.7,16.3,65.0,
