UID,ETAG,SEX,STM,LINE,YR,SEA,AGE,RGRP,TRT,LOT,HORN,FACE,STAPLE_CM,STAPLE_IN,RMK,SAMPLE,MICRON,SD,CV,DIGR
99PR00595,S8609,2,43,13,97,1,2.0,0,F, .,., .,8.2,3.2,HAIRY,Y,22.31,4.69,21.0,62
99PR00596,S8613,2,07,12,97,1,2.0,0,C, .,., .,7.8,3.1,DYSTOCIA,Y,22.17,4.15,18.7,62
99PR00597,S8615,2,07,11,97,1,2.0,0,R, .,., .,6.8,2.7,,Y,23.69,4.71,19.9,60
99PR00598,S8619,2,07,18,97,1,2.0,7,R,LIM,., .,7.5,3.0,,Y,23.24,3.98,17.1,62
99PR00599,S8622,1,43,12,97,1,2.0,0,C, .,1,3+,8.5,3.3,,Y,23.08,4.19,18.1,62
99PR00600,S8625,2,42,10,97,1,2.0,0,M, .,., .,8.3,3.3,4TEATS,Y,23.33,4.56,19.5,62
99PR00601,S8643,2,43,12,97,1,2.0,0,C, .,., .,8.1,3.2,,Y,25.62,4.78,18.7,58
99PR00602,S8647,2,07,18,97,1,2.0,7,M,LIM,., .,8.0,3.1,,Y,22.54,4.41,19.6,62
99PR00603,S8652,2,07,12,97,1,2.0,0,C, .,., .,8.0,3.1,4TEATS,Y,23.23,4.02,17.3,62
99PR00604,S8656,2,43,12,97,1,2.0,0,C, .,., .,8.4,3.3,4TEATS,Y,23.4,4.14,17.7,62
99PR00605,S8665,2,07,ID,97,1,2.0,7,I,LIM,., .,8.8,3.5,,Y,22.88,3.69,16.1,62
99PR00606,S8666,1,07,ID,97,1,2.0,I,I, .,3,3+,8.2,3.2,"GxE,JUMPER",Y,24.72,4.42,17.9,60
99PR00607,S8667,1,07,ID,97,1,2.0,I,I, .,1,3+,9.2,3.6,,Y,23.06,3.57,15.5,62
99PR00608,S8679,1,07,12,97,1,2.0,0,C, .,2,3+,6.8,2.7,,Y,23.49,4.79,20.4,62
99PR00609,S8699,2,07,18,97,1,2.0,7,M,LIM,., .,7.5,3.0,NICE,Y,22.79,4.09,18.0,62
99PR00610,S8704,2,07,11,97,1,2.0,0,R, .,., .,8.5,3.3,FLT@R,Y,23.81,4.67,19.6,60
99PR00611,S8743,2,07,11,97,1,2.0,0,R, .,., .,7.0,2.8,,Y,21.68,4.14,19.1,64
99PR00612,S8751,1,07,ID,97,1,2.0,I,I, .,1,3+,9.7,3.8,,Y,21.06,4.36,20.7,64
99PR00613,S8775,1,42,12,97,1,2.0,0,C, .,7,2,8.8,3.5,H7,Y,20.4,4.06,19.9,70
99PR00614,S8781,1,07,13,97,1,2.0,0,F, .,2,2-,9.5,3.7,LOW FERT 60,Y,23.56,3.87,16.4,60
99PR00615,S8790,1,43,12,97,1,2.0,0,C, .,2,2-,7.8,3.1,,Y,22.08,4.17,18.9,62
99PR00616,S8792,1,07,ID,97,1,2.0,I,I, .,1,2,9.2,3.6,,Y,25.98,4.07,15.7,58
99PR00617,S8803,2,07,10,97,1,2.0,0,M, .,., .,8.5,3.3,,Y,23.25,5.5,23.6,62
99PR00618,S8831,2,07,10,97,1,2.0,0,M, .,., .,8.8,3.5,,Y,25.95,4.97,19.2,58
99PR00619,S8832,2,07,10,97,1,2.0,0,M, .,., .,9.4,3.7,,Y,21.45,4.93,23.0,64
99PR00620,S8847,2,43,13,97,1,2.0,0,F, .,., .,7.5,3.0,4TEATS,Y,24.62,4.69,19.0,60
99PR00621,S8851,2,07,11,97,1,2.0,0,R, .,., .,8.2,3.2,"HAIRY,4TEATS",Y,24.54,6.35,25.9,60
99PR00622,S8855,2,42,13,97,1,2.0,0,F, .,., .,9.2,3.6,,Y,20.69,3.58,17.3,64
99PR00623,S8864,2,07,18,97,1,2.0,7,R,LIM,., .,7.2,2.8,-MOTHERLY,Y,21.79,4.18,19.2,64
99PR00624,S8866,2,07,10,97,1,2.0,0,M, .,., .,8.0,3.1,,Y,25.1,3.93,15.7,58
99PR00625,S8872,1,43,11,97,1,2.0,0,R, .,6,3+,8.0,3.1,H5,Y,23.51,4.57,19.5,60
99PR00626,S8878,2,43,12,97,1,2.0,0,C, .,., .,7.9,3.1,,Y,20.74,4.57,22.1,64
99PR00627,S8879,2,43,ID,97,1,2.0,7,I,LIM,., .,8.2,3.2,?msg 07/15,Y,22.37,3.85,17.2,62
99PR00628,S8880,2,07,18,97,1,2.0,7,M,LIM,., .,7.9,3.1,4TEATS,Y,23.01,3.8,16.5,62
99PR00629,S8896,2,07,10,97,1,2.0,0,M, .,., .,9.1,3.6,,Y,22.85,5.08,22.2,62
99PR00630,S8897,2,07,10,97,1,2.0,0,M, .,., .,7.2,2.8,HAIRY,Y,23.49,4.72,20.1,62
99PR00631,S8910,2,07,10,97,1,2.0,0,M, .,., .,7.9,3.1,,Y,22.25,3.86,17.3,62
99PR00632,S8920,2,43,13,97,1,2.0,0,F, .,., .,8.5,3.3,,Y,21.41,4.84,22.6,64
99PR00633,S8938,2,07,10,97,1,2.0,0,M, .,., .,7.9,3.1,NICE!SICK4/26,Y,21.96,4.43,20.1,64
99PR00634,S8978,2,07,18,97,1,2.0,7,R,LIM,., .,6.3,2.5,,Y,20.66,3.36,16.3,64
99PR00635,S9017,1,07,12,98,1,1.0,0,C, .,2,2-,6.5,2.6,,Y,23.79,5.08,21.4,60
99PR00636,S9025,1,42,13,98,1,1.0,0,F, .,2,5+,8.6,3.4,,Y,21.72,4.16,19.2,64
99PR00637,S9026,1,43,10,98,1,1.0,0,M, .,2,3,7.3,2.9,,Y,21.38,3.62,16.9,64
99PR00638,S9028,1,07,11,98,1,1.0,0,R, .,2,3-,8.9,3.5,,Y,22.51,4.53,20.1,62
99PR00639,S9032,1,43,10,98,1,1.0,0,M, .,3,4,8.0,3.1,,Y,18.18,2.97,16.4,80
99PR00640,S9037,1,07,11,98,1,1.0,0,R, .,2,4-,6.6,2.6,WRINKLES,Y,24.79,5.34,21.5,60
99PR00641,S9039,1,07,11,98,1,1.0,0,R, .,7,3,8.2,3.2,,Y,22.65,4.61,20.3,62
99PR00642,S9049,1,43,13,98,1,1.0,0,F, .,2,3-,8.0,3.1,,Y,21.04,3.84,18.3,64
99PR00643,S9059,1,07,13,98,1,1.0,0,F, .,3,3,7.9,3.1,,Y,21.62,4.05,18.7,64
99PR00644,S9069,1,07,12,98,1,1.0,0,C, .,1,3+,7.4,2.9,,Y,20.58,5.48,26.7,62
99PR00645,S9072,1,07,11,98,1,1.0,0,R, .,4,3+,6.3,2.5,,Y,21.56,4.56,21.1,64
99PR00646,S9081,1,43,10,98,1,1.0,0,M, .,2,3+,6.7,2.6,,Y,23.71,4.32,18.2,60
99PR00647,S9089,1,43,13,98,1,1.0,0,F, .,2,3,6.4,2.5,,Y,21.38,4.34,20.3,64
99PR00648,S9091,1,07,11,98,1,1.0,0,R, .,3,3,8.2,3.2,,Y,19.66,4.03,20.5,70
99PR00649,S9094,1,07,11,98,1,1.0,0,R, .,2,3,7.0,2.8,GOOD WOOL,Y,23.25,4.64,20.0,62
99PR00650,S9098,1,07,11,98,1,1.0,0,R, .,1,2,7.0,2.8,Top LWW pen14,Y,22.48,3.9,17.3,62
99PR00651,S9100,1,07,11,98,1,1.0,0,R, .,1,3,8.6,3.4,,Y,21.43,4.53,21.1,64
99PR00652,S9101,1,07,11,98,1,1.0,0,R, .,6,2,7.9,3.1,H6,Y,21.98,4.8,21.8,64
99PR00653,S9105,1,07,10,98,1,1.0,0,M, .,2,3-,8.5,3.3,,Y,21.3,3.94,18.5,64
99PR00654,S9107,1,43,12,98,1,1.0,0,C, .,2,5+,7.8,3.1,,Y,22.01,4.09,18.6,64
99PR00655,S9134,1,07,11,98,1,1.0,0,R, .,1,4-,8.0,3.1,,Y,20.11,4.65,23.1,64
99PR00656,S9137,1,07,10,98,1,1.0,0,M, .,2,3+,6.3,2.5,,Y,22.48,3.93,17.5,62
99PR00657,S9144,1,43,13,98,1,1.0,0,F, .,2,2,8.1,3.2,"X,EPI,L.TSTS",Y,20.5,4.07,19.9,70
99PR00658,S9161,1,43,10,98,1,1.0,0,M, .,7,3-,6.6,2.6,H7,Y,20.86,4.14,19.8,64
99PR00659,S9166,1,43,13,98,1,1.0,0,F, .,2,3-,8.2,3.2,NICE,Y,20.55,4.15,20.2,70
99PR00660,S9176,1,07,10,98,1,1.0,0,M, .,2,3-,6.7,2.6,,Y,20.82,4.78,22.9,64
99PR00661,S9185,1,07,10,98,1,1.0,0,M, .,5,3-,6.2,2.4,"H3,Good Dam",Y,20.66,4.59,22.2,64
99PR00662,S9186,1,07,11,98,1,1.0,0,R, .,1,3,7.0,2.8,,Y,22.64,4.42,19.5,62
99PR00663,S9189,1,43,13,98,1,1.0,0,F, .,1,3,8.9,3.5,"X,EPI,L.TSTS",Y,20.32,4.04,19.9,70
99PR00664,S9197,1,07,12,98,1,1.0,0,C, .,2,2-,8.0,3.1,,Y,21.97,4.11,18.7,64
99PR00665,S9221,1,43,12,98,1,1.0,0,C, .,5,2-,7.9,3.1,H4+,Y,20.88,4.04,19.4,64
99PR00666,S9239,1,07,11,98,1,1.0,0,R, .,1,4+,6.6,2.6,,Y,21.48,4.23,19.7,64
99PR00667,S9250,1,43,13,98,1,1.0,0,F, .,4,3+,7.5,3.0,,Y,20.1,3.96,19.7,70
99PR00668,S9264,1,07,11,98,1,1.0,0,R, .,1,3-,7.2,2.8,,Y,21.33,4.01,18.8,64
99PR00669,S9343,1,07,12,98,1,1.0,0,C, .,2,3,8.4,3.3,4TEATS,Y,19.54,3.1,15.9,70
99PR00670,S9346,1,07,12,98,1,1.0,0,C, .,1,3,6.6,2.6,,Y,23.28,4.5,19.3,62
99PR00671,S9347,1,07,12,98,1,1.0,0,C, .,3,3-,7.5,3.0,,Y,20.66,3.56,17.3,64
99PR00672,S9348,1,07,10,98,1,1.0,0,M, .,2,3-,7.9,3.1,,Y,22.11,4.6,20.8,62
99PR00673,S9351,1,43,10,98,1,1.0,0,M, .,2,3-,7.6,3.0,,Y,21.57,4.58,21.2,64
99PR00674,S9357,1,43,13,98,1,1.0,0,F, .,2,3+,7.8,3.1,,Y,21.82,3.9,17.9,64
99PR00675,S9361,1,07,12,98,1,1.0,0,C, .,2,2,7.3,2.9,,Y,19.18,3.79,19.8,70
99PR00676,S9371,1,07,10,98,1,1.0,0,M, .,2,4+,7.8,3.1,,Y,22.12,4.47,20.2,62
99PR00677,S9386,1,42,10,98,1,1.0,0,M, .,3,3-,7.6,3.0,H3,Y,21.41,4.55,21.3,64
99PR00678,S9404,1,43,13,98,1,1.0,0,F, .,3,3+,7.2,2.8,WRINKLES,Y,23.1,4.56,19.7,62
99PR00679,S9409,1,43,11,98,1,1.0,0,R, .,5,3+,7.9,3.1,H4,Y,24.65,5.65,22.9,60
99PR00680,S9410,1,43,11,98,1,1.0,0,R, .,1,2,8.5,3.3,,Y,22.15,4.37,19.7,62
99PR00681,S9417,1,43,13,98,1,1.0,0,F, .,3,3+,6.4,2.5,,Y,17.47,3.91,22.4,80
99PR00682,S9427,1,07,11,98,1,1.0,0,R, .,2,4+,6.0,2.4,,Y,21.86,4.01,18.4,64
99PR00683,S9431,1,43,13,98,1,1.0,0,F, .,1,3-,6.8,2.7,,Y,20.01,3.81,19.0,70
99PR00684,S9433,1,43,12,98,1,1.0,0,C, .,2,4+,8.8,3.5,4TEATS,Y,21.16,3.86,18.2,64
99PR00685,S9443,1,43,12,98,1,1.0,0,C, .,2,2+,6.5,2.6,"X,EPI,L.HEAD",Y,22.53,3.88,17.2,62
99PR00686,S9449,1,07,10,98,1,1.0,0,M, .,6,5,7.2,2.8,"H5,Good Dam",Y,24.17,3.74,15.5,60
99PR00687,S9451,1,43,13,98,1,1.0,0,F, .,1,3,8.0,3.1,,Y,19.2,3.64,19.0,70
99PR00688,S9464,1,07,11,98,1,1.0,0,R, .,3,3-,7.3,2.9,,Y,19.93,3.57,17.9,70
99PR00689,S9480,1,43,12,98,1,1.0,0,C, .,1,3,6.8,2.7,,Y,20.71,3.87,18.7,64
99PR00690,S9508,1,07,12,98,1,1.0,0,C, .,3,3+,6.2,2.4,,Y,21.1,3.83,18.1,64
99PR00691,S9516,1,43,10,98,1,1.0,0,M, .,2,5+,8.8,3.5,,Y,20.6,3.98,19.3,64
99PR00692,S9521,1,43,12,98,1,1.0,0,C, .,1,3,7.2,2.8,,Y,19.22,3.75,19.5,70
99PR00693,S9526,1,43,13,98,1,1.0,0,F, .,7,3,8.0,3.1,H7,Y,20.22,4.5,22.2,70
99PR00694,S9534,1,07,11,98,1,1.0,0,R, .,4,3+,7.6,3.0,H4,Y,21.53,4.39,20.4,64
99PR00695,S9541,1,07,12,98,1,1.0,0,C, .,2,3,7.8,3.1,,Y,20.77,3.96,19.1,64
99PR00696,S9562,1,43,13,98,1,1.0,0,F, .,3,4+,8.9,3.5,,Y,23.24,5.43,23.4,62
99PR00697,S9593,1,43,13,98,1,1.0,0,F, .,2,2,7.1,2.8,,Y,20.74,4.71,22.7,64
99PR00698,S9599,1,07,12,98,1,1.0,0,C, .,1,3,7.9,3.1,,Y,20.51,4.01,19.5,70
99PR00699,S9600,1,07,12,98,1,1.0,0,C, .,2,3,7.3,2.9,,Y,19.64,3.33,16.9,70
99PR00700,S9614,1,07,11,98,1,1.0,0,R, .,3,3+,6.8,2.7,,Y,21.08,4.15,19.7,64
99PR00701,S9632,1,07,12,98,1,1.0,0,C, .,1,3-,7.0,2.8,,Y,20.15,3.59,17.8,70
99PR00702,S9639,1,43,10,98,1,1.0,0,M, .,6,3-,6.6,2.6,H6,Y,19.44,4.01,20.6,70
99PR00703,S9683,1,43,13,98,1,1.0,0,F, .,2,3-,7.9,3.1,,Y,21.33,4.19,19.6,64
99PR00704,S9684,1,43,13,98,1,1.0,0,F, .,2,4+,7.5,3.0,,Y,20.46,3.98,19.5,70
99PR00705,S9693,1,43,10,98,1,1.0,0,M, .,3,4-,7.1,2.8,need pen 24,Y,20.94,3.82,18.2,64
99PR00706,S9701,1,07,12,98,1,1.0,0,C, .,3,2-,7.8,3.1,4TEATS,Y,22.63,4.77,21.1,62
99PR00707,S9707,1,07,11,98,1,1.0,0,R, .,2,3+,6.6,2.6,,Y,21.14,3.75,17.7,64
99PR00708,S9725,1,43,12,98,1,1.0,0,C, .,4,4-,7.9,3.1,H3,Y,21.21,4.59,21.6,64
99PR00709,S9733,1,07,12,98,1,1.0,0,C, .,5,3+,6.6,2.6,H4+,Y,20.92,4.23,20.2,64
99PR00710,S9735,1,43,12,98,1,1.0,0,C, .,2,2,6.9,2.7,?POLYPAY,Y,21.58,3.94,18.3,64
99PR00711,S9736,1,43,12,98,1,1.0,0,C, .,2,2,7.2,2.8,,Y,20.21,4.17,20.6,70
99PR00712,S9748,1,43,12,98,1,1.0,0,C, .,3,3-,6.5,2.6,,Y,20.12,4.82,24.0,64
99PR00713,S9756,1,07,12,98,1,1.0,0,C, .,1,3-,8.2,3.2,,Y,22.8,4.16,18.3,62
99PR00714,S9773,1,43,13,98,1,1.0,0,F, .,4,3-,6.8,2.7,,Y,19.97,4.04,20.2,70
99PR00715,S9780,1,07,12,98,1,1.0,0,C, .,3,4-,8.0,3.1,NICE,Y,19.08,3.58,18.7,80
99PR00716,S9796,1,43,13,98,1,1.0,0,F, .,2,4-,6.8,2.7,,Y,19.76,4.02,20.4,70
99PR00717,S9801,1,07,11,98,1,1.0,0,R, .,2,3,7.2,2.8,,Y,17.97,4.01,22.3,80
99PR00718,S9832,1,07,13,98,1,1.0,0,F, .,2,3,8.5,3.3,,Y,22.11,4.34,19.6,62
99PR00719,S9848,1,07,10,98,1,1.0,0,M, .,5,5+,7.0,2.8,UGLY,Y,18.93,3.77,19.9,80
99PR00720,S9850,1,43,10,98,1,1.0,0,M, .,5,3-,7.5,3.0,,Y,21.23,3.95,18.6,64
99PR00721,S9861,1,07,11,98,1,1.0,0,R, .,3,4-,6.6,2.6,4TEATS,Y,21.61,4.43,20.5,64
99PR00722,S9875,1,43,10,98,1,1.0,0,M, .,1,3+,7.5,3.0,TAG in MIXPEN,Y,20.42,3.96,19.4,70
99PR00723,T5225,1,02,42,96,1,3.0,2,C, .,2,3+,8.0,3.1,F4-only1/sire,Y,26.89,4.59,17.1,56
99PR00724,T5380,1,02,42,96,1,3.0,2,C, .,1,2-,8.8,3.5,,Y,24.73,4.61,18.7,60
99PR00725,T5505,1,02,ID,96,1,3.0,I,I, .,1,3+,10.5,4.1,NICE,Y,24.24,4.51,18.6,60
99PR00726,T5593,1,02,42,96,1,3.0,2,C, .,1,2,10.0,3.9,,Y,25.17,4.41,17.5,58
99PR00727,T5856,1,02,42,97,1,2.0,2,C, .,2,2,7.2,2.8,,Y,23.56,4.48,19.0,60
99PR00728,T5931,1,02,41,97,1,2.0,2,M, .,1,2+,8.5,3.3,ODD HEAD !,Y,25.29,5.92,23.4,58
99PR00729,T5938,1,02,42,97,1,2.0,2,C, .,1,2+,7.9,3.1,,Y,25.99,4.45,17.1,58
99PR00730,T5953,1,02,41,97,1,2.0,2,M, .,2,2,9.4,3.7,,Y,24.45,4.68,19.1,60
99PR00731,T6008,1,02,41,97,1,2.0,2,M, .,1,3-,8.0,3.1,,Y,20.2,3.84,19.0,70
99PR00732,T6016,1,02,41,97,1,2.0,2,M, .,2,2,7.6,3.0,LOW FERT 79,Y,25.58,4.53,17.7,58
99PR00733,T6021,1,02,42,97,1,2.0,2,C, .,1,2,8.8,3.5,DEAD,Y,26.51,4.56,17.2,56
99PR00734,T6032,1,02,42,97,1,2.0,2,C, .,1,2+,7.0,2.8,SMALL TSTS.,Y,26.31,4.52,17.2,58
99PR00735,T6036,1,02,42,97,1,2.0,2,C, .,2,2,8.2,3.2,,Y,24.03,3.84,16.0,60
99PR00736,T6051,1,02,42,97,1,2.0,2,C, .,2,2,8.0,3.1,"X,SIZE",Y,25.07,4.86,19.4,58
99PR00737,T6068,1,02,41,97,1,2.0,2,M, .,1,3+,9.0,3.5,,Y,25.02,5.07,20.3,58
99PR00738,T6097,1,02,42,97,1,2.0,2,C, .,1,2-,8.0,3.1,,Y,21.31,3.82,17.9,64
99PR00739,T6101,1,02,42,97,1,2.0,2,C, .,1,2-,8.2,3.2,need CTRL 58#,Y,25.16,4.51,17.9,58
99PR00740,T6111,1,02,41,97,1,2.0,2,M, .,1,1-,8.9,3.5,4TEATS,Y,22.47,4.8,21.4,62
99PR00741,T6150,1,02,41,97,1,2.0,2,M, .,1,3+,10.5,4.1,TopEBV-pen412,Y,27.17,4.89,18.0,56
99PR00742,T6191,1,02,42,97,1,2.0,2,C, .,3,3+,8.4,3.3,,Y,24.73,4.64,18.8,60
99PR00743,T6285,1,02,42,97,1,2.0,2,C, .,2,2-,10.4,4.1,,Y,28.23,4.81,17.0,54
99PR00744,T6322,1,02,42,97,1,2.0,2,C, .,1,2-,7.5,3.0,,Y,20.56,4.33,21.0,70
99PR00745,T6331,1,02,42,97,1,2.0,2,C, .,1,3+,8.8,3.5,"X,SIZE",Y,25.82,4.87,18.9,58
99PR00746,T6366,1,02,42,97,1,2.0,2,C, .,1,2,9.3,3.7,SOFT TSTS.,Y,25.5,5.35,21.0,58
99PR00747,T6368,1,02,42,97,1,2.0,2,C, .,2,2-,7.8,3.1,need CTRL 63#,Y,21.44,4.47,20.9,64
99PR00748,T6372,1,02,41,97,1,2.0,2,M, .,1,2-,8.5,3.3,NICE,Y,28.83,5.53,19.2,54
99PR00749,T6383,1,02,41,97,1,2.0,2,M, .,1,3+,8.0,3.1,JAW OK,Y,28.25,5.46,19.3,54
99PR00750,T6390,1,02,42,97,1,2.0,2,C, .,1,3+,8.5,3.3,need CTRL 55#,Y,23.74,4.53,19.1,60
99PR00751,T6422,1,02,ID,98,1,1.0,I,I,McR,1,3+,8.0,3.1,RX L.EYE 2/18,Y,19.85,3.98,20.0,70
99PR00752,T6428,1,02,ID,98,1,1.0,I,I,McR,1,3,7.6,3.0,,Y,18.84,3.76,20.0,80
99PR00753,T6430,1,02,ID,98,1,1.0,I,I,McR,2,2+,6.6,2.6,"X, TSTS, SICK",Y,22.86,4.45,19.5,62
99PR00754,T6431,1,02,ID,98,1,1.0,I,I,McR,2,3+,8.0,3.1,NICE,Y,24.12,4.81,19.9,60
99PR00755,T6432,1,02,ID,98,1,1.0,I,I,McR,2,3,7.0,2.8,,Y,20.31,4.24,20.9,70
99PR00756,T6434,1,02,ID,98,1,1.0,I,I,McR,1,3-,8.6,3.4,,Y,21.98,4.1,18.6,64
99PR00757,T6438,1,02,ID,98,1,1.0,I,I,McR,1,3,8.0,3.1,,Y,20.2,3.88,19.2,70
99PR00758,T6440,1,02,ID,98,1,1.0,I,I,McR,1,3,8.0,3.1,"MR.BIG,NICE",Y,21.74,3.8,17.5,64
99PR00759,T6444,1,02,ID,98,1,1.0,I,I,McR,1,3,7.5,3.0,OK,Y,19.24,3.52,18.3,70
99PR00760,T6447,1,02,ID,98,1,1.0,I,I,McR,2,3-,7.8,3.1,NICE,Y,18.8,3.11,16.5,80
99PR00761,T6461,1,02,ID,98,1,1.0,I,I, .,1,3+,8.5,3.3,,Y,20.92,4.01,19.2,64
99PR00762,T6476,1,02,ID,98,1,1.0,I,I, .,1,2-,7.0,2.8,,Y,21.66,4.2,19.4,64
99PR00763,T6493,1,02,ID,98,1,1.0,I,I, .,1,3+,7.8,3.1,,Y,21.46,4.49,20.9,64
99PR00764,T6494,1,02,ID,98,1,1.0,I,I, .,1,3+,7.3,2.9,,Y,18.66,3.15,16.9,80
99PR00765,T6501,1,02,ID,98,1,1.0,I,I, .,1,3+,7.9,3.1,,Y,20.1,3.86,19.2,70
99PR00766,T6506,1,02,ID,98,1,1.0,I,I, .,1,3-,8.2,3.2,,Y,25.56,5.25,20.5,58
99PR00767,T6514,1,02,41,98,1,1.0,2,M, .,1,2-,8.2,3.2,COARSE,Y,23.28,5.21,22.4,62
99PR00768,T6528,1,02,41,98,1,1.0,2,M, .,2,2+,7.8,3.1,,Y,21.22,4.31,20.3,64
99PR00769,T6529,1,02,41,98,1,1.0,2,M, .,1,2-,7.3,2.9,,Y,23.0,3.78,16.5,62
99PR00770,T6535,1,02,ID,98,1,1.0,I,I, .,1,3,7.4,2.9,,Y,22.98,4.53,19.7,62
99PR00771,T6537,1,02,42,98,1,1.0,2,C, .,2,3+,6.8,2.7,,Y,22.21,5.39,24.3,62
99PR00772,T6540,1,02,ID,98,1,1.0,I,I, .,1,3-,7.3,2.9,,Y,22.99,4.49,19.5,62
99PR00773,T6542,1,02,42,98,1,1.0,2,C, .,2,3-,7.0,2.8,,Y,24.35,5.01,20.6,60
99PR00774,T6553,1,02,41,98,1,1.0,2,M, .,1,3,7.4,2.9,4TEATS,Y,20.58,4.17,20.3,70
99PR00775,T6569,1,02,42,98,1,1.0,2,C, .,2,3+,7.0,2.8,,Y,20.14,3.77,18.7,70
99PR00776,T6585,1,02,41,98,1,1.0,2,M, .,1,2,7.2,2.8,,Y,22.08,4.03,18.2,62
99PR00777,T6587,1,02,41,98,1,1.0,2,M, .,2,3+,9.0,3.5,4TEATS,Y,23.23,4.41,19.0,62
99PR00778,T6590,1,02,41,98,1,1.0,2,M, .,1,2,7.5,3.0,,Y,23.95,4.95,20.7,60
99PR00779,T6594,1,02,41,98,1,1.0,2,M, .,1,3,7.7,3.0,,Y,24.68,5.34,21.6,60
99PR00780,T6602,1,02,41,98,1,1.0,2,M, .,2,3-,8.2,3.2,NICE,Y,22.57,4.19,18.5,62
99PR00781,T6636,1,02,ID,98,1,1.0,I,I, .,1,3,9.4,3.7,,Y,23.47,4.49,19.1,62
99PR00782,T6646,1,02,42,98,1,1.0,2,C, .,2,3,9.5,3.7,4TEATS,Y,24.87,4.36,17.5,60
99PR00783,T6650,1,02,ID,98,1,1.0,I,I, .,1,3,7.9,3.1,,Y,20.3,3.92,19.3,70
99PR00784,T6667,1,02,42,98,1,1.0,2,C, .,2,2+,8.0,3.1,,Y,21.67,4.2,19.4,64
99PR00785,T6674,1,02,ID,98,1,1.0,I,I, .,1,3,8.5,3.3,,Y,19.86,3.85,19.4,70
99PR00786,T6676,1,02,ID,98,1,1.0,I,I, .,1,2,9.0,3.5,"4TEATS,Brd98",Y,21.57,4.78,22.2,64
99PR00787,T6677,1,02,ID,98,1,1.0,I,I, .,1,3+,7.0,2.8,SLOW,Y,20.95,4.01,19.2,64
99PR00788,T6678,1,02,ID,98,1,1.0,I,I, .,1,3,8.5,3.3,CR.FR.LEGS'99,Y,21.91,4.44,20.3,64
99PR00789,T6684,1,02,42,98,1,1.0,2,C, .,2,3+,7.5,3.0,,Y,24.65,4.99,20.2,60
99PR00790,T6691,1,02,41,98,1,1.0,2,M, .,1,3+,8.0,3.1,,Y,21.39,4.42,20.7,64
99PR00791,T6694,1,02,42,98,1,1.0,2,C, .,1,3-,8.2,3.2,4TEATS,Y,19.54,3.57,18.3,70
99PR00792,T6699,1,02,42,98,1,1.0,2,C, .,1,2,8.0,3.1,NICE,Y,21.73,3.89,17.9,64
99PR00793,T6704,1,02,42,98,1,1.0,2,C, .,2,3+,7.1,2.8,NICE,Y,23.02,4.97,21.6,62
99PR00794,T6737,1,02,42,98,1,1.0,2,C, .,1,3+,7.4,2.9,,Y,21.19,4.44,21.0,64
99PR00795,T6738,1,02,41,98,1,1.0,2,M, .,1,3,9.2,3.6,"X,ORCHITIS",Y,26.08,5.22,20.0,58
99PR00796,T6739,1,02,42,98,1,1.0,2,C, .,2,3+,6.7,2.6,,Y,22.22,5.26,23.7,62
99PR00797,T6741,1,02,42,98,1,1.0,2,C, .,2,3+,7.3,2.9,,Y,21.86,4.33,19.8,64
99PR00798,T6742,1,02,42,98,1,1.0,2,C, .,1,3+,6.8,2.7,,Y,22.48,4.74,21.1,62
99PR00799,T6747,1,02,41,98,1,1.0,2,M, .,1,2-,8.0,3.1,,Y,24.04,5.09,21.2,60
99PR00800,T6748,1,02,41,98,1,1.0,2,M, .,1,2,8.6,3.4,,Y,22.39,4.39,19.6,62
99PR00801,T6773,1,02,42,98,1,1.0,2,C, .,1,2-,6.3,2.5,4TEATS,Y,22.24,4.76,21.4,62
99PR00802,T6775,1,02,42,98,1,1.0,2,C, .,2,3,6.4,2.5,,Y,23.71,3.93,16.6,60
99PR00803,T6789,1,02,42,98,1,1.0,2,C, .,2,3,7.6,3.0,,Y,24.25,4.52,18.7,60
99PR00804,T6806,1,02,41,98,1,1.0,2,M, .,1,2,7.2,2.8,SL.GOITER,Y,23.35,5.04,21.6,62
99PR00805,T6807,1,02,41,98,1,1.0,2,M, .,1,2-,8.2,3.2,SL.GOITER,Y,23.16,5.36,23.1,62
99PR00806,T6814,1,02,42,98,1,1.0,2,C, .,2,3+,8.0,3.1,,Y,23.89,4.96,20.8,60
99PR00807,T6818,1,02,42,98,1,1.0,2,C, .,2,3,7.2,2.8,,Y,22.07,4.61,20.9,62
99PR00808,T6834,1,02,42,98,1,1.0,2,C, .,2,3,8.7,3.4,RAM,Y,22.16,4.34,19.6,62
99PR00809,T6837,1,02,41,98,1,1.0,2,M, .,1,3-,8.9,3.5,"SOFT,SM.TSTS.",Y,23.6,4.97,21.0,60
99PR00810,T6845,1,02,42,98,1,1.0,2,C, .,1,3,6.9,2.7,,Y,24.14,5.32,22.0,60
99PR00811,T6877,1,02,41,98,1,1.0,2,M, .,1,3-,8.8,3.5,,Y,21.77,4.19,19.2,64
99PR00812,T6880,1,02,42,98,1,1.0,2,C, .,1,3+,7.8,3.1,4TEATS,Y,24.55,5.12,20.9,60
99PR00813,T6887,1,02,41,98,1,1.0,2,M, .,1,3+,7.0,2.8,,Y,20.43,4.47,21.9,70
99PR00814,T6889,1,02,41,98,1,1.0,2,M, .,1,2,7.8,3.1,,Y,21.05,4.69,22.2,64
