UID,ETAG,SEX,STM,LINE,YR,SEA,AGE,RGRP,BGRP,LOT,HORN,FACE,STAPLE_CM,STAPLE_IN,RMK,PD,BPEN,STUDY,SAMPLE,SPIN,MICRON,SD,CV,CF,DIGR
06PR00024,03147,1,m3,m3,04,1,2.0,r,1,.,.,.,0.0,0.0,LF LEG OFF,1,alt,Term,.,00,,,,,0
06PR00025,03160,1,m3,m3,04,1,2.0,r,1,.,.,.,0.0,0.0,NE23-403160,1, 7,Term,.,00,,,,,0
06PR00026,03127,1,m3,m3,04,1,2.0,r,1,.,.,.,0.0,0.0,NE23-403127,1, 4,Term,.,00,,,,,0
06PR00027,03003,1,m3,m3,04,1,2.0,r,1,.,.,.,0.0,0.0,NE23-403003,1, 2,Term,.,00,,,,,0
06PR00028,03002,1,m3,m3,04,1,2.0,r,1,.,.,.,0.0,0.0,NE23-403002,1, 1,Term,.,00,,,,,0
06PR00029,03023,1,m3,m3,04,1,2.0,r,1,.,.,.,0.0,0.0,NE23-403023,1,alt,Term,.,00,,,,,0
06PR00030,03203,1,m3,m3,04,1,2.0,r,1,.,.,.,0.0,0.0,NE23-403203,1, 8,Term,.,00,,,,,0
06PR00031,06032,1,Tx,00,03,1,3.0,r,1,.,.,.,0.0,0.0,NE23-206032,1,27,Term,.,00,,,,,0
06PR00032,06902,1,Tx,00,03,1,3.0,r,1,.,.,.,0.0,0.0,NE23-206902,1,28,Term,.,00,,,,,0
06PR00033,4260A,1,Tx,00,04,1,2.0,r,1,.,.,.,0.0,0.0,IN73037,1,21,Term,.,00,,,,,0
06PR00034,F53,1,Tx,00,05,1,1.0,r,1,.,.,.,0.0,0.0,Fisher F53,1,alt,Term,.,00,,,,,0
06PR00035,H1112,1,30,83,04,1,2.0,0,.,.,1,1-,7.3,2.9,Teaser Need!,1,.,Flwt,Y,00,30.5,4.5,14.6,51.5,50
06PR00036,H1158,1,30,83,04,1,2.0,0,.,.,2,1-,7.6,3.0,H2 **,1,.,Flwt,Y,00,31.0,5.1,16.4,49.2,48
06PR00037,H1159,1,30,82,04,1,2.0,0,.,.,1,2-,9.0,3.5,,1,.,Ctrl,Y,00,30.0,6.3,21.1,56.6,50
06PR00038,H1166,1,30,82,04,1,2.0,0,.,.,1,1-,8.2,3.2,,1,.,Ctrl,Y,00,25.9,4.5,17.5,84.3,58
06PR00039,H1168,1,30,82,04,1,2.0,0,.,.,1,1-,9.4,3.7,,1,.,Ctrl,Y,00,26.7,4.3,16.2,83.3,56
06PR00040,H1063,1,30,82,04,1,2.0,0,.,.,1,2,7.9,3.1,,1,.,Ctrl,Y,00,28.2,4.5,16.0,74.4,54
06PR00041,H1064,1,30,82,04,1,2.0,0,.,.,2,3+,8.2,3.2,,1,.,Ctrl,Y,00,30.1,5.5,18.3,54.5,50
06PR00042,H1083,1,30,82,04,1,2.0,0,.,.,2,2,9.1,3.6,,1,.,Ctrl,Y,00,34.1,5.3,15.5,25.1,46
06PR00043,H1311,1,30,82,04,1,2.0,0,.,.,1,2+,7.8,3.1,,1,.,Ctrl,Y,00,29.5,4.9,16.6,59.7,50
06PR00044,H1536,1,30,82,05,1,1.0,0,R,.,2,1-,5.2,2.0,BLACK SPOT!,1,.,Poly,Y,00,22.8,3.7,16.4,96.3,62
06PR00045,H1553,1,30,83,05,1,1.0,0,R,.,2,3-,7.5,3.0,,1,.,Poly,Y,00,26.0,4.8,18.5,84.7,58
06PR00046,H1555,1,30,82,05,1,1.0,0,R,.,2,2-,6.9,2.7,,1,.,Poly,Y,00,27.4,4.8,17.5,74.8,56
06PR00047,H1611,1,30,88,05,1,1.0,0,R,.,2,3+,7.2,2.8,H2,1,.,Poly,Y,00,25.1,4.6,18.5,87.8,58
06PR00048,H1612,1,30,88,05,1,1.0,0,R,.,2,2,5.0,2.0,FEVER BREAK,1,.,Poly,Y,00,26.2,4.6,17.6,83.2,58
06PR00049,H1600,1,30,83,05,1,1.0,0,R,.,3,2-,7.5,3.0,,1,.,Poly,Y,00,22.4,4.7,20.8,95.4,62
06PR00050,H1607,1,30,88,05,1,1.0,0,R,.,2,2,6.5,2.6,,1,.,Poly,Y,00,25.3,4.6,18.1,86.5,58
06PR00051,H1677,1,30,83,05,1,1.0,0,R,.,1,1-,6.7,2.6,,1,.,Poly,Y,00,22.5,4.1,18.3,96.2,62
06PR00052,H1246,1,30,83,04,1,2.0,0,.,.,2,2-,8.0,3.1,No Mic Sample,1,.,Flwt,N,00,,,,,0
06PR00053,H1254,1,30,82,04,1,2.0,0,.,.,2,2+,8.6,3.4,,1,.,Ctrl,Y,00,28.7,4.7,16.5,67.3,54
06PR00054,H1289,1,30,82,04,1,2.0,0,.,.,2,1-,7.0,2.8,,1,.,Ctrl,Y,00,29.4,4.0,13.7,61.4,50
06PR00055,H1851,1,30,82,05,1,1.0,0,R,.,1,2-,6.7,2.6,NICE,1,.,Poly,Y,00,26.7,5.6,20.9,75.8,56
06PR00056,H1853,1,30,82,05,1,1.0,0,R,.,2,2-,5.2,2.0,NICE,1,.,Poly,Y,00,24.4,4.8,19.5,89.9,60
06PR00057,H1852,1,30,82,05,1,1.0,0,R,.,2,3-,6.0,2.4,,1,.,Poly,Y,00,24.4,4.3,17.5,91.9,60
06PR00058,H1823,1,30,82,05,1,1.0,0,R,.,2,2+,6.4,2.5,Top Index,1,.,Poly,Y,00,24.4,4.2,17.4,92.4,60
