UID,ETAG,SEX,STM,LINE,YR,SEA,AGE,RGRP,BGRP,LOT,HORN,FACE,STAPLE_CM,STAPLE_IN,RMK,PD,BPEN,STUDY,SAMPLE,SPIN,MICRON,SD,CV,CF,DIGR
06PR00179,R4740,1,07,18,04,1,2.0,0,.,.,1,3+,7.9,3.1,NICE,1,.,Ramb,Y,00,26.2,4.4,16.9,85.7,58
06PR00180,R4766,1,07,18,04,1,2.0,0,.,.,2,3,8.2,3.2,Teaser,1,.,Ramb,Y,00,23.9,3.9,16.1,94.5,60
06PR00181,R4722,1,07,18,04,1,2.0,0,.,.,3,3,8.0,3.1,NICE LAMB,1,.,Ramb,Y,00,23.5,3.8,16.1,95.1,60
06PR00182,R5447,1,07,18,05,1,1.0,0,R,.,4,3+,5.9,2.3,NICE,1,.,Ramb,Y,00,22.6,4.6,20.3,92.8,62
06PR00183,R5461,1,07,18,05,1,1.0,0,R,.,2,3+,6.7,2.6,F4+,1,.,Ramb,Y,00,21.7,3.9,18.0,97.4,64
06PR00184,R5462,1,07,18,05,1,1.0,0,R,.,2,2,7.8,3.1,NICE LAMB,1,.,Ramb,Y,00,20.7,3.9,18.6,98.0,64
06PR00185,R5492,1,07,18,05,1,1.0,0,R,.,1,3-,6.2,2.4,,1,.,Ramb,Y,00,23.9,4.5,18.7,91.5,60
06PR00186,R5476,1,07,18,05,1,1.0,0,R,.,1,3-,7.2,2.8,WEAK LAMB,1,.,Ramb,Y,00,19.9,3.3,16.6,99.7,70
06PR00187,R5543,1,07,18,05,1,1.0,0,R,.,2,4-,6.3,2.5,,1,.,Ramb,Y,00,21.4,4.3,20.0,97.9,64
06PR00188,R5545,1,07,18,05,1,1.0,0,R,.,4,5+,6.8,2.7,,1,.,Ramb,Y,00,21.7,4.0,18.5,97.4,64
06PR00189,R5524,1,07,18,05,1,1.0,0,R,.,7,3,6.3,2.5,H7,1,.,Ramb,Y,00,20.1,4.0,19.9,98.8,70
06PR00190,R5659,1,07,18,05,1,1.0,0,R,.,1,3-,7.2,2.8,NICE LAMB,1,.,Ramb,Y,00,21.3,3.4,15.9,99.2,64
06PR00191,R5844,1,07,18,05,1,1.0,0,R,.,2,3+,6.6,2.6,Pee Sniffer!,1,.,Ramb,Y,00,21.3,3.4,15.8,98.5,64
06PR00192,R5845,1,07,18,05,1,1.0,0,R,.,3,4+,5.5,2.2,,1,.,Ramb,Y,00,20.8,3.1,15.1,99.2,64
06PR00193,R5853,1,07,18,05,1,1.0,0,R,.,3,3,6.8,2.7,,1,.,Ramb,Y,00,23.0,3.8,16.4,97.6,62
06PR00194,R5899,1,07,18,05,1,1.0,0,R,.,2,2-,6.2,2.4,NICE LAMB,1,.,Ramb,Y,00,19.5,3.2,16.5,99.8,70
06PR00195,R5911,1,07,18,05,1,1.0,0,R,.,1,3,5.7,2.2,F3- Top Index,1,.,Ramb,Y,00,21.7,4.6,21.0,95.1,64
06PR00196,R5944,1,07,18,05,1,1.0,0,R,.,3,2+,6.4,2.5,BIG,1,.,Ramb,Y,00,22.1,3.6,16.1,98.5,62
06PR00197,R5968,1,07,18,05,1,1.0,0,R,.,1,3+,5.8,2.3,,1,.,Ramb,Y,00,24.4,4.0,16.5,92.8,60
06PR00198,R5927,1,07,18,05,1,1.0,0,R,.,3,4-,5.6,2.2,,1,.,Ramb,Y,00,20.9,4.1,19.8,97.8,64
06PR00199,R5973,1,07,18,05,1,1.0,0,R,.,3,3,6.9,2.7,H3,1,.,Ramb,Y,00,21.4,3.6,16.6,98.4,64
06PR00200,R5703,1,07,18,05,1,1.0,0,R,.,1,2,6.2,2.4,,1,.,Ramb,Y,00,19.4,3.2,16.5,99.7,70
06PR00201,R5702,1,07,18,05,1,1.0,0,R,.,1,3-,8.5,3.3,BIG,1,.,Ramb,Y,00,21.4,3.5,16.2,98.4,64
06PR00202,R5731,1,07,18,05,1,1.0,0,R,.,1,3-,5.9,2.3,,1,.,Ramb,Y,00,22.1,3.4,15.6,98.7,62
06PR00203,R5743,1,07,18,05,1,1.0,0,R,.,2,3,5.7,2.2,,1,.,Ramb,Y,00,18.4,3.0,16.2,100.0,80
06PR00204,R5747,1,07,18,05,1,1.0,0,R,.,2,3+,7.2,2.8,,1,.,Ramb,Y,00,24.9,4.6,18.4,87.6,60
06PR00205,R5753,1,07,18,05,1,1.0,0,R,.,2,2-,5.9,2.3,,1,.,Ramb,Y,00,19.6,3.1,16.0,99.5,70
06PR00206,R5766,1,07,18,05,1,1.0,0,R,.,2,3,6.4,2.5,,1,.,Ramb,Y,00,20.4,3.3,16.1,99.3,70
06PR00207,R5720,1,07,18,05,1,1.0,0,R,.,2,3+,6.5,2.6,,1,.,Ramb,Y,00,21.3,3.7,17.4,98.3,64
06PR00208,R5723,1,07,18,05,1,1.0,0,R,.,2,2-,5.5,2.2,,1,.,Ramb,Y,00,18.9,3.0,15.9,99.7,80
06PR00209,R5725,1,07,18,05,1,1.0,0,R,.,7,3,6.5,2.6,H7,1,.,Ramb,Y,00,22.4,4.5,20.2,95.1,62
06PR00210,R5780,1,07,18,05,1,1.0,0,R,.,2,3+,6.7,2.6,,1,.,Ramb,Y,00,20.4,3.3,16.0,99.3,70
06PR00211,R5770,1,07,18,05,1,1.0,0,R,.,1,3,7.1,2.8,Top Index,1,.,Ramb,Y,00,22.9,3.7,16.0,96.8,62
06PR00212,R6007,1,07,18,05,1,1.0,0,R,.,5,3+,6.2,2.4,NICE LAMB,1,.,Ramb,Y,00,19.9,3.1,15.6,99.5,70
06PR00213,R6035,1,07,18,05,1,1.0,0,R,.,3,4-,6.9,2.7,RUGGED,1,.,Ramb,Y,00,19.6,3.4,17.6,99.1,70
06PR00214,R6058,1,07,18,05,1,1.0,0,R,.,7,3-,5.9,2.3,H7,1,.,Ramb,Y,00,20.5,3.2,15.4,99.5,70
06PR00215,R6057,1,07,18,05,1,1.0,0,R,.,1,3-,5.2,2.0,,1,.,Ramb,Y,00,21.9,3.8,17.5,98.8,64
06PR00216,R6021,1,07,18,05,1,1.0,0,R,.,3,2,6.8,2.7,,1,.,Ramb,Y,00,19.9,4.3,21.4,98.1,70
06PR00217,R6086,1,07,18,05,1,1.0,0,R,.,2,3,6.0,2.4,,1,.,Ramb,Y,00,19.5,3.5,18.0,99.8,70
06PR00218,T0152,1,02,ID,04,1,2.0,I,.,.,1,3+,9.2,3.6,,1,.,Ida,Y,00,24.7,4.3,17.3,91.2,60
06PR00219,T0121,1,02,ID,04,1,2.0,I,.,.,1,3-,7.9,3.1,,1,.,Ida,Y,00,23.6,3.9,16.5,95.0,60
06PR00220,T0192,1,02,ID,04,1,2.0,I,.,.,3,3,9.6,3.8,PNEU.,1,.,Ida,Y,00,27.7,5.3,19.3,74.5,56
06PR00221,T0174,1,02,ID,04,1,2.0,I,.,.,2,3,8.0,3.1,No Mic Sample,1,.,Ida,N,00,,,,,0
06PR00222,T0037,1,02,ID,04,1,2.0,I,.,.,1,3-,8.1,3.2,NICE LAMB,1,.,Ida,Y,00,25.9,5.0,19.3,82.9,58
06PR00223,T0346,1,02,48,05,1,1.0,0,R,.,1,3+,6.4,2.5,PNEU.Ok Now,1,.,Targ,Y,00,24.0,4.0,16.8,93.5,60
06PR00224,T0351,1,02,48,05,1,1.0,0,R,.,1,3-,7.2,2.8,,1,.,Targ,Y,00,22.9,3.9,16.9,96.9,62
06PR00225,T0353,1,02,ID,05,1,1.0,I,R,.,1,3,5.3,2.1,,1,.,Ida,Y,00,21.1,3.2,15.1,98.9,64
06PR00226,T0352,1,02,48,05,1,1.0,0,R,.,1,3+,6.5,2.6,NICE,1,.,Targ,Y,00,23.9,3.7,15.6,96.1,60
06PR00227,T0323,1,02,ID,05,1,1.0,I,R,.,2,3+,6.8,2.7,,1,.,Ida,Y,00,22.0,3.4,15.6,98.2,64
06PR00228,T0328,1,02,ID,05,1,1.0,I,R,.,2,3,6.3,2.5,,1,.,Ida,Y,00,22.5,4.3,18.9,95.4,62
06PR00229,T0372,1,02,48,05,1,1.0,0,R,.,2,2,7.6,3.0,,1,.,Targ,Y,00,22.1,3.7,16.9,97.6,62
06PR00230,T0419,1,02,ID,05,1,1.0,I,R,.,1,3,6.3,2.5,,1,.,Ida,Y,00,23.0,4.0,17.6,94.6,62
06PR00231,T0403,1,02,ID,05,1,1.0,I,R,.,1,5,6.2,2.4,NICE LAMB,1,.,Ida,Y,00,22.3,4.0,18.2,96.7,62
06PR00232,T0407,1,02,ID,05,1,1.0,I,R,.,1,3-,6.1,2.4,,1,.,Ida,Y,00,21.1,3.3,15.7,99.3,64
06PR00233,T0442,1,02,48,05,1,1.0,0,R,.,1,2+,6.6,2.6,,1,.,Targ,Y,00,21.7,3.5,16.0,98.4,64
06PR00234,T0459,1,02,ID,05,1,1.0,I,R,.,1,3,5.5,2.2,,1,.,Ida,Y,00,18.4,3.2,17.2,99.7,80
06PR00235,T0469,1,02,48,05,1,1.0,7,R,SPG,1,3+,7.0,2.8,,1,.,Sprg,Y,00,25.2,4.3,16.9,89.6,58
06PR00236,T0540,1,02,ID,05,1,1.0,I,R,.,1,3+,7.2,2.8,,1,.,Ida,Y,00,21.9,3.3,15.3,98.8,64
06PR00237,T0564,1,02,48,05,1,1.0,0,R,.,2,3-,5.9,2.3,,1,.,Targ,Y,00,25.0,4.7,18.9,87.5,58
06PR00238,T0565,1,02,48,05,1,1.0,0,R,.,3,4-,5.3,2.1,4TEATS,1,.,Targ,Y,00,24.6,4.3,17.4,90.8,60
06PR00239,T0584,1,02,48,05,1,1.0,0,R,.,2,2+,6.3,2.5,,1,.,Targ,Y,00,24.4,4.4,18.1,91.8,60
06PR00240,T0587,1,02,48,05,1,1.0,0,R,.,1,3+,6.9,2.7,,1,.,Targ,Y,00,23.3,3.7,16.0,97.0,62
06PR00241,T0614,1,02,ID,05,1,1.0,I,R,.,1,3+,6.6,2.6,NICE LAMB,1,.,Ida,Y,00,21.8,3.7,16.9,98.4,64
06PR00242,T0605,1,02,48,05,1,1.0,7,R,SPG,1,3-,5.2,2.0,,1,.,Sprg,Y,00,25.9,4.3,16.7,86.0,58
06PR00243,T0635,1,02,ID,05,1,1.0,I,R,.,1,3,6.2,2.4,Pee Sniffer!,1,.,Ida,Y,00,21.7,3.5,16.1,98.3,64
06PR00244,T0659,1,02,48,05,1,1.0,0,R,.,2,3,7.0,2.8,NICE,1,.,Targ,Y,00,23.0,3.2,13.7,98.2,62
06PR00245,T0662,1,02,ID,05,1,1.0,I,R,.,1,3+,5.4,2.1,,1,.,Ida,Y,00,21.6,5.0,23.0,94.8,64
06PR00246,T0669,1,02,ID,05,1,1.0,I,R,.,1,3,6.4,2.5,NICE LAMB,1,.,Ida,Y,00,22.1,3.5,15.8,98.0,62
06PR00247,T0696,1,02,ID,05,1,1.0,I,R,.,1,3,5.8,2.3,,1,.,Ida,Y,00,20.1,2.9,14.3,99.7,70
06PR00248,T0670,1,02,48,05,1,1.0,0,R,.,2,3+,5.6,2.2,LONG,1,.,Targ,Y,00,26.1,4.6,17.6,85.6,58
06PR00249,T0289,1,02,ID,05,1,1.0,I,R,.,2,3-,6.6,2.6,,1,.,Ida,Y,00,23.4,4.3,18.2,95.4,62
06PR00250,T0290,1,02,ID,05,1,1.0,I,R,.,1,3-,6.2,2.4,NICE LAMB,1,.,Ida,Y,00,22.2,4.1,18.6,97.4,62
06PR00251,T0299,1,02,ID,05,1,1.0,I,R,.,1,3,5.4,2.1,,1,.,Ida,Y,00,22.8,3.7,16.2,97.5,62
06PR00252,T0270,1,02,ID,05,1,1.0,I,R,.,1,3,6.2,2.4,Top Index,1,.,Ida,Y,00,24.7,4.3,17.5,90.9,60
06PR00253,T0743,1,02,48,05,1,1.0,7,R,SPG,2,3,5.4,2.1,NICE LAMB,1,.,Sprg,Y,00,20.6,4.0,19.5,97.9,64
06PR00254,T0742,1,02,ID,05,1,1.0,I,R,.,2,3,5.7,2.2,,1,.,Ida,Y,00,20.9,3.3,15.8,99.2,64
06PR00255,T0727,1,02,48,05,1,1.0,7,R,SPG,1,3,6.6,2.6,BIG,1,.,Sprg,Y,00,23.1,4.1,17.6,95.3,62
06PR00256,T8315,1,02,ID,01,1,5.0,I,.,.,1,3,8.0,3.1,"SAVE, KK.",1,.,Ida,N,00,,,,,0
06PR00257,T8402,1,02,ID,01,1,5.0,I,.,.,3,3,7.0,2.8,"S7 STUD, MSU.",1,.,Ida,N,00,,,,,0
06PR00258,T8907,1,02,41,02,1,4.0,0,.,.,1,3+,8.2,3.2,"KEEP, ISA.",1,.,Lww,N,00,,,,,0
06PR00259,T9473,1,02,ID,03,1,3.0,I,.,.,1,3,9.0,3.5,"SAVE,ISA",1,.,Ida,N,00,,,,,0
06PR00260,T9593,1,02,ID,03,1,3.0,I,.,.,3,3,7.3,2.9,"NICE,D9,TRY!",1,.,Ida,N,00,,,,,0
06PR00261,T9657,1,02,ID,03,1,3.0,I,.,.,1,3+,6.9,2.7,"D9, THIN, OCT",1,.,Ida,N,00,,,,,0
06PR00262,T9684,1,02,48,03,1,3.0,0,.,.,2,2-,9.3,3.7,,1,.,Targ,N,00,,,,,0
06PR00263,T9685,1,02,48,03,1,3.0,0,.,.,3,3+,8.0,3.1,,1,.,Targ,N,00,,,,,0
06PR00264,T9243,1,02,41,02,1,4.0,0,.,.,1,3+,6.8,2.7,McR.,1,.,Lww,N,00,,,,,0
06PR00265,T9273,1,02,41,02,1,4.0,0,.,.,1,2-,8.0,3.1,"NICE, ISA.",1,.,Lww,N,00,,,,,0
06PR00266,T9856,1,02,ID,04,1,2.0,I,.,.,2,3+,7.6,3.0,,1,.,Ida,Y,00,25.9,4.1,16.0,87.1,58
06PR00267,T9881,1,02,48,04,1,2.0,0,.,.,2,3,8.2,3.2,NICE LAMB,1,.,Targ,Y,00,26.8,4.3,16.0,83.3,56
06PR00268,T9917,1,02,ID,04,1,2.0,I,.,.,2,3+,7.5,3.0,"NICE,ENTR,SAV",1,.,Ida,Y,00,22.7,3.3,14.8,97.9,62
06PR00269,T9908,1,02,ID,04,1,2.0,I,.,.,1,3+,7.7,3.0,*CHK LR HOOF*,1,.,Ida,Y,00,25.5,4.3,16.7,87.3,58
06PR00270,T9944,1,02,48,04,1,2.0,0,.,.,2,3-,8.8,3.5,"-FLWT,-LIBIDO",1,.,Targ,Y,00,22.8,3.6,16.0,97.9,62
06PR00271,T9798,1,02,48,04,1,2.0,0,.,.,2,2-,8.2,3.2,,1,.,Targ,Y,00,23.3,3.6,15.3,97.1,62
06PR00272,T0003,1,02,ID,04,1,2.0,I,.,.,1,2-,7.2,2.8,NICE LAMB,1,.,Ida,Y,00,24.8,3.8,15.5,92.6,60
06PR00273,X1011,1,97,97,04,1,2.0,0,.,.,.,.,0.0,0.0,NICE LAMB,1,.,Bf,.,00,,,,,0
06PR00274,X1010,1,97,97,04,1,2.0,0,.,.,.,.,0.0,0.0,NICE LAMB,1,.,Bf,.,00,,,,,0
06PR00275,X1018,1,97,97,04,1,2.0,0,.,.,.,.,0.0,0.0,NICE LAMB,1,.,Bf,.,00,,,,,0
06PR00276,X1019,1,97,97,04,1,2.0,0,.,.,.,.,0.0,0.0,NICE LAMB,1,.,Bf,.,00,,,,,0
06PR00277,X1005,1,97,97,04,1,2.0,0,.,.,.,.,0.0,0.0,WEAK LAMB,1,.,Bf,.,00,,,,,0
06PR00278,X1055,1,97,97,04,1,2.0,0,.,.,.,.,0.0,0.0,,1,.,Bf,.,00,,,,,0
06PR00279,X1435,1,97,97,04,1,2.0,0,.,.,.,.,0.0,0.0,SL.ENTR.,1,.,Bf,.,00,,,,,0
06PR00280,X1453,1,97,97,04,1,2.0,0,.,.,.,.,0.0,0.0,,1,.,Bf,.,00,,,,,0
06PR00281,X1540,1,97,97,04,1,2.0,0,.,.,.,.,0.0,0.0,"ENTR., PNEU.",1,.,Bf,.,00,,,,,0
06PR00282,X1675,1,97,97,04,1,2.0,0,.,.,.,.,0.0,0.0,NICE LAMB,1,.,Bf,.,00,,,,,0
06PR00283,X1267,1,97,97,04,1,2.0,0,.,.,.,.,0.0,0.0,NICE LAMB,1,.,Bf,.,00,,,,,0
06PR00284,X1973,1,97,97,04,1,2.0,0,.,.,.,.,0.0,0.0,NICE LAMB,1,.,Bf,.,00,,,,,0
06PR00285,X1972,1,97,97,04,1,2.0,0,.,.,.,.,0.0,0.0,NICE LAMB,1,.,Bf,.,00,,,,,0
06PR00286,X0889,1,97,97,04,1,2.0,0,.,.,.,.,0.0,0.0,,1,.,Bf,.,00,,,,,0
06PR00287,X0960,1,97,97,04,1,2.0,0,.,.,.,.,0.0,0.0,WEAK LAMB,1,.,Bf,.,00,,,,,0
06PR00288,X2330,1,97,97,05,1,1.0,0,R,.,.,.,0.0,0.0,GAUNT,1,.,Bf,.,00,,,,,0
06PR00289,X2333,1,97,97,05,1,1.0,0,R,.,.,.,0.0,0.0,PNEU.,1,.,Bf,.,00,,,,,0
06PR00290,X2335,1,97,97,05,1,1.0,0,R,.,.,.,0.0,0.0,NICE LAMB,1,.,Bf,.,00,,,,,0
06PR00291,X2355,1,97,97,05,1,1.0,0,R,.,.,.,0.0,0.0,NICE LAMB,1,.,Bf,.,00,,,,,0
06PR00292,X2356,1,97,97,05,1,1.0,0,R,.,.,.,0.0,0.0,NICE LAMB,1,.,Bf,.,00,,,,,0
06PR00293,X2381,1,97,97,05,1,1.0,0,R,.,.,.,0.0,0.0,H2  Check It,1,.,Bf,.,00,,,,,0
06PR00294,X2405,1,97,97,05,1,1.0,0,R,.,.,.,0.0,0.0,,1,.,Bf,.,00,,,,,0
06PR00295,X2479,1,97,97,05,1,1.0,0,R,.,.,.,0.0,0.0,NICE LAMB,1,.,Bf,.,00,,,,,0
06PR00296,X2504,1,97,97,05,1,1.0,0,R,.,.,.,0.0,0.0,,1,.,Bf,.,00,,,,,0
06PR00297,X2581,1,97,97,05,1,1.0,0,R,.,.,.,0.0,0.0,,1,.,Bf,.,00,,,,,0
06PR00298,X2582,1,97,97,05,1,1.0,0,R,.,.,.,0.0,0.0,RESP.DX,1,.,Bf,.,00,,,,,0
06PR00299,X2579,1,97,97,05,1,1.0,0,R,.,.,.,0.0,0.0,ENTROPION,1,.,Bf,.,00,,,,,0
06PR00300,X2667,1,97,97,05,1,1.0,0,R,.,.,.,0.0,0.0,,1,.,Bf,.,00,,,,,0
06PR00301,X2260,1,97,97,05,1,1.0,0,R,.,.,.,0.0,0.0,BIG,1,.,Bf,.,00,,,,,0
06PR00302,X2284,1,97,97,05,1,1.0,0,R,.,.,.,0.0,0.0,,1,.,Bf,.,00,,,,,0
06PR00303,X2828,1,97,97,05,1,1.0,0,R,.,.,.,0.0,0.0,WEAK LAMB,1,.,Bf,.,00,,,,,0
06PR00304,X2724,1,97,97,05,1,1.0,0,R,.,.,.,0.0,0.0,,1,.,Bf,.,00,,,,,0
06PR00305,Z8038,1,97,97,02,1,4.0,0,.,.,.,.,0.0,0.0,"THIN,OK",1,.,Bf,.,00,,,,,0
06PR00306,Z8027,1,97,97,02,1,4.0,0,.,.,.,.,0.0,0.0,,1,.,Bf,.,00,,,,,0
06PR00307,Z8600,1,97,97,03,1,3.0,0,.,.,.,.,0.0,0.0,"ENTR*2, YTEX",1,.,Bf,.,00,,,,,0
06PR00308,Z8655,1,97,97,03,1,3.0,0,.,.,.,.,0.0,0.0,,1,.,Bf,.,00,,,,,0
06PR00309,Z8625,1,97,97,03,1,3.0,0,.,.,.,.,0.0,0.0,,1,.,Bf,.,00,,,,,0
06PR00310,Z9163,1,97,97,03,1,3.0,0,.,.,.,.,0.0,0.0,,1,.,Bf,.,00,,,,,0
06PR00311,Z9375,1,97,97,03,1,3.0,0,.,.,.,.,0.0,0.0,,1,.,Bf,.,00,,,,,0
06PR00312,Z9612,1,97,97,03,1,3.0,0,.,.,.,.,0.0,0.0,NICE,1,.,Bf,.,00,,,,,0
06PR00313,Z9259,1,97,97,03,1,3.0,0,.,.,.,.,0.0,0.0,,1,.,Bf,.,00,,,,,0
06PR00314,Z9841,1,97,97,03,1,3.0,0,.,.,.,.,0.0,0.0,NICE,1,.,Bf,.,00,,,,,0
06PR00315,Z9858,1,97,97,03,1,3.0,0,.,.,.,.,0.0,0.0,NICE,1,.,Bf,.,00,,,,,0
06PR00316,Z9925,1,97,97,03,1,3.0,0,.,.,.,.,0.0,0.0,WEAK,1,.,Bf,.,00,,,,,0
06PR00317,Z9766,1,97,97,03,1,3.0,0,.,.,.,.,0.0,0.0,"NICE,SM.TSTS",1,.,Bf,.,00,,,,,0
06PR00318,Z7815,1,97,97,02,1,4.0,0,.,.,.,.,0.0,0.0,NICE,1,.,Bf,.,00,,,,,0
06PR00319,Z7805,1,97,97,02,1,4.0,0,.,.,.,.,0.0,0.0,,1,.,Bf,.,00,,,,,0
06PR00320,Z7844,1,97,97,02,1,4.0,0,.,.,.,.,0.0,0.0,,1,.,Bf,.,00,,,,,0
06PR00321,Z7865,1,97,97,02,1,4.0,0,.,.,.,.,0.0,0.0,,1,.,Bf,.,00,,,,,0
06PR00322,Z7885,1,97,97,02,1,4.0,0,.,.,.,.,0.0,0.0,71alt,1,.,Bf,.,00,,,,,0
