UID,ETAG,LINE,RMK,PD,CUWT,BPEN,WORK,WT_IN,WDAY_IN,WT_OUT,WDAY_OUT,WTWIN,WDAYW,SL,F,H,PREGTEST,IDZ65,CLR,STM
19EW00001,A0347,,.,2,88,T,,113,1016,121,1121,,,2.0,2+,,,,1,30
19EW00002,A0350,,.,1,108,e2,,122,1016,125,1121,,,2.8,2-,,Preg,,1,30
19EW00003,A0354,,.,1,92,e3,,103,1016,107,1121,,,2.4,2+,,Preg,,1,30
19EW00004,A0356,,.,1,98,e4,,116,1016,122,1121,,,2.8,3+,,Preg,,1,30
19EW00005,A0363,,.,1,92,e5,,101,1016,102,1121,,,2.3,2-,,Preg,,1,30
19EW00006,A0365,,PINK.EARS,2,95,T,,107,1016,111,1121,,,2.5,2+,,,,1,30
19EW00007,A0370,,.,1,92,e2,,101,1016,110,1121,,,2.4,3+,,Preg,,1,30
19EW00008,A0373,,3RD,1,86,e3,,100,1016,105,1121,,,3.1,2,,Preg,,1,30
19EW00009,A0374,,.,2,116,T,,125,1016,128,1121,,,3.1,2+,,,,1,30
19EW00010,A0376,,.,1,105,e5,,112,1016,124,1121,,,2.6,3-,,Preg,,1,30
19EW00633,Z7353,,2ND,1,90,e3,,106,1016,113,1121,,,3.2,3-,,Preg,,1,42
19EW00634,Z7360,,FaceMissed,2,107,e4,,124,1016,133,1121,,,,,,Preg,,1,00
19EW00635,Z7396,,Wnwt missed,1,100,e5,,106,1016,112,1121,,,2.6,3-,,Preg,,1,07
19EW00636,Z7401,,.,1,87,e1,,106,1016,114,1121,,,2.9,3+,,Open,,1,02
19EW00637,Z7402,,.,1,102,e2,,122,1016,131,1121,,,2.4,3,,Preg,,1,02
19EW00638,Z7425,,.,1,88,e3,,92,1016,108,1121,,,2.2,4+,,Preg,,1,07
19EW00639,Z7430,A,CU,2,109,e4,,120,1016,133,1121,,,,2-,,Preg,,5,80
19EW00640,Z7440,,.,2,119,e5,,123,1016,138,1121,,,,2,,Preg,,7,20
19EW00641,Z7448,,.,1,107,e1,,121,1016,129,1121,,,2.7,3,,Open,,1,02
19EW00642,Z7455,,1ST,2,107,e2,,123,1016,136,1121,,,,1-,,Preg,,7,80
